adcode,city,city_fullname,province,province_fullname,province_code,admin_type,altitude_m,lat,lon,anchor_lat,anchor_lon,ghi_kwh_m2,tair_mean,csi_yield_kwh_per_kwp,perovskite_yield_kwh_per_kwp,tandem_yield_kwh_per_kwp,csi_PR,perovskite_PR,tandem_PR,perovskite_advantage_pct,tandem_advantage_pct,csi_yield_kwh_per_m2,perovskite_yield_kwh_per_m2,tandem_yield_kwh_per_m2,land_grid_cell_count,land_grid_area_weight_sum,aggregation_method,single_capacity_pct,single_delta_kwh_per_kwp,single_area_pct,single_delta_kwh_per_m2,tandem_capacity_pct,tandem_delta_kwh_per_kwp,tandem_area_pct,tandem_delta_kwh_per_m2,ghi_quartile,tandem_density_ratio,tandem_stc_gain_pp,tandem_operating_correction_pp,utilization_low,utilization_high,csi_npv_cap,perovskite_npv_cap,tandem_npv_cap,csi_npv_area,perovskite_npv_area,tandem_npv_area,csi_npv_cap_per_initial,perovskite_npv_cap_per_initial,tandem_npv_cap_per_initial,csi_npv_area_per_initial,perovskite_npv_area_per_initial,tandem_npv_area_per_initial,csi_full_horizon_cost_usd_kwh,perovskite_full_horizon_cost_usd_kwh,tandem_full_horizon_cost_usd_kwh,csi_delivered_pv_kwh_kwp,perovskite_delivered_pv_kwh_kwp,tandem_delivered_pv_kwh_kwp,csi_annual_delivered,perovskite_annual_delivered,tandem_annual_delivered,cap_winner_index,cap_winner,cap_margin_best_second,area_winner_index,area_winner,area_margin_best_second,paired_class,area_price_switch_csi_perovskite,area_price_switch_csi_tandem,area_price_switch_perovskite_tandem,cap_same,area_same,paired_same,class_id,class_roman
130900,沧州,沧州市,河北,河北省,130000,prefecture_level_city,13.0,38.26064857514199,116.733646079985,38.304117,116.832925,1630.2171298489188,13.75843969135242,1643.170526622204,1689.475668584753,1630.535928970687,0.836280384548243,0.859847069380769,0.8298500926147921,2.818036303130178,-0.768915790955027,361.4983370209126,325.87205804078326,461.6364260628133,138,108.35531108701038,Common technology-yield reconstruction before area integration and ratio,2.818036303130178,46.30514196254899,-9.85517091827406,-35.626278980129314,-0.768915790955027,-12.63459765151697,27.700843624104365,100.13808904190074,Q4,1.286903641555338,28.690364155533786,-0.9895205314294272,0.961,0.961,163.88354445451307,159.7098493400066,36.16070182785961,118.66205221060414,90.42893837279254,121.25221044326828,0.2933101695037853,0.4148307775065106,0.0606380248529274,1.131195140108351,1.2342028115421468,0.8998809469542058,0.0322029268290066,0.0316048753258734,0.0380932146175004,21018.59773026021,19024.11882365809,18964.22227679259,1579.086876083938,1623.5861175099476,1566.9450277408305,0,c-Si,4.173695114506472,2,2T tandem,2.5901582326641237,c-Si / 2T tandem,0.0345016594173787,0.0746514695098475,0.0521007221104949,0.6296296296296297,0.7777777777777778,0.5185185185185185,2,III
131000,廊坊,廊坊市,河北,河北省,130000,prefecture_level_city,14.0,39.2412096006364,116.61374446536996,39.537203,116.677631,1605.6711255784908,13.11139070917157,1641.9271462453034,1687.97088676021,1630.0974508829524,0.8360658391939686,0.8595112147340799,0.8300421832704095,2.804249909638057,-0.7204762640901974,361.224792716623,325.5818103863279,461.512284390292,69,53.43676796209995,Common technology-yield reconstruction before area integration and ratio,2.804249909638057,46.04374051490663,-9.867258020203684,-35.642982330295126,-0.7204762640901974,-11.829695362351003,27.763180627621907,100.28749167366892,Q3,1.2869036415553377,28.690364155533764,-0.9271835279118602,0.961,0.961,163.24735699753649,159.03207341778182,35.95671010289232,118.48010218459902,90.25898700243268,121.1771302123189,0.2921715545716816,0.413070320565667,0.0602959503172272,1.1294606261561209,1.231883261374933,0.8993237342726615,0.0322273131042378,0.0316330502442505,0.0381034612686391,21002.6930438358,19007.17442560247,18959.122483668405,1577.8919875417366,1622.1400221765618,1566.5236502985172,0,c-Si,4.215283579754669,2,2T tandem,2.697028027719881,c-Si / 2T tandem,0.0345100005369449,0.074446109830177,0.0520448575769467,0.6296296296296297,0.7777777777777778,0.5185185185185185,2,III
131100,衡水,衡水市,河北,河北省,130000,prefecture_level_city,22.0,37.7706824249633,115.81751486032908,37.738728,115.6631,1636.4766520932535,14.522637349971662,1613.5442243160712,1663.8887863803911,1602.363142961961,0.832352670780133,0.85832309666744,0.8265848691995793,3.120122851647245,-0.6929516517496959,354.98053570800704,320.9367694670407,453.6601625446517,92,72.7212000107294,Common technology-yield reconstruction before area integration and ratio,3.120122851647245,50.34456206431992,-9.590319134841074,-34.04376624096636,-0.6929516517496959,-11.18108135411012,27.798602151475315,98.67962683664469,Q4,1.286903641555338,28.69036415553381,-0.8917620040584701,0.961,0.961,148.72496364214305,148.18514030905658,23.0539688443489,114.32668825024057,87.53913360312828,116.42820819733606,0.2661801368802406,0.3848964683352119,0.0386592921342364,1.089866488267237,1.1947618401484073,0.864079309249549,0.0327942051038756,0.0320908875092994,0.0387629704019598,20639.63320995096,18736.00109788434,18636.55395220482,1550.6159995677444,1598.9971237115558,1539.870980386445,0,c-Si,0.5398233330864741,2,2T tandem,2.101519947095511,c-Si / 2T tandem,0.0355364604140834,0.075605048071011,0.0532663995483897,0.6296296296296297,0.7407407407407407,0.5185185185185185,2,III
140100,太原,太原市,山西,山西省,140000,prefecture_level_city,780.0,37.96613934233808,112.32735105627596,37.87,112.55,1605.9681212806845,10.438290771075115,1608.131419657927,1649.972325025543,1594.786590649908,0.8366625169535391,0.8584310843532923,0.82971960290455,2.6018337093691057,-0.8298344802477375,353.7897159782006,318.2525130514698,451.5150932646254,69,54.39712594282726,Common technology-yield reconstruction before area integration and ratio,2.6018337093691057,41.84090536761596,-10.044724682986685,-35.5372029267308,-0.8298344802477375,-13.344829008018904,27.62244714101478,97.72537728642482,Q3,1.286903641555338,28.690364155533786,-1.0679170145189945,0.982,0.982,163.93581679855345,158.15692881563336,35.74214507767226,118.67700213495928,90.03954570993298,121.09815842241044,0.293403723802613,0.4107972177029438,0.0599361453722402,1.1313376564517017,1.2288882570649735,0.8987376401402273,0.0322009247713056,0.0316695041049738,0.0381142449744003,21019.90453886122,18985.29581054876,18953.758358037903,1579.1850541040842,1620.272823175083,1566.0804320182096,0,c-Si,5.778887982920082,2,2T tandem,2.4211562874511685,c-Si / 2T tandem,0.0342229104815885,0.0749785441709035,0.0519623622688786,0.6296296296296297,0.7777777777777778,0.5185185185185185,2,III
140200,大同,大同市,山西,山西省,140000,prefecture_level_city,1057.0,39.89998694517078,113.72018786252652,40.095791,113.359578,1637.7108710594669,9.290251143090066,1696.3883492725893,1732.8887524056947,1680.7625087692231,0.8416799546776075,0.8597899927876665,0.8339270384704712,2.1516537265041213,-0.9211240168011336,373.206284599266,334.2457275961892,475.85654742266087,150,115.06899330887046,Common technology-yield reconstruction before area integration and ratio,2.1516537265041213,36.500403133105465,-10.439416111363464,-38.96055700307676,-0.9211240168011336,-15.625840503366137,27.504966303988333,102.65026282339488,Q4,1.286903641555338,28.690364155533786,-1.185397851545459,0.982,0.982,210.0801110450477,196.3198210651551,76.61449216656695,131.87430026786976,99.60883789342168,136.14144147406034,0.3759903606252526,0.5099216131562471,0.1284751469207224,1.2571463647320331,1.359492989685427,1.0103823165410146,0.0305256275126992,0.030154160356773,0.0361645898696477,22173.511895023577,19939.3681167868,19975.567035260272,1665.8533589856827,1701.6967548623925,1650.508783611377,0,c-Si,13.760289979892605,2,2T tandem,4.267141206190587,c-Si / 2T tandem,0.0319097034322417,0.0715541796327556,0.0489394041805458,0.6666666666666666,0.7777777777777778,0.5185185185185185,2,III
140300,阳泉,阳泉市,山西,山西省,140000,prefecture_level_city,688.0,38.06600367373379,113.4886183369604,37.856591,113.574024,1585.173393428159,10.41447631662519,1583.9174356301835,1624.9898401206838,1570.4971837608407,0.8385928274227058,0.8603382940966262,0.8314875789377306,2.593089991092823,-0.8472822867817809,348.4626273913124,313.4338027721209,444.6382898846883,51,40.15169058787725,Common technology-yield reconstruction before area integration and ratio,2.593089991092823,41.07240449050028,-10.052390662788437,-35.02882461919154,-0.8472822867817809,-13.420251869342792,27.59999349524896,96.17566249337584,Q3,1.286903641555338,28.690364155533786,-1.090370660284808,0.982,0.982,151.27576609506207,146.65855738703442,24.195131789885977,115.0562194089469,87.15634505744785,116.84821924197786,0.2707454292793442,0.380931317888401,0.0405729128206415,1.0968210460716274,1.1895374207556098,0.8671964477759458,0.0326931932826252,0.0321563889387818,0.0387037222520582,20703.40327127393,18697.836524833783,18665.083025843247,1555.4069217888402,1595.7400229985114,1542.2282344531454,0,c-Si,4.617208708027647,2,2T tandem,1.7919998330309568,c-Si / 2T tandem,0.0347348271175378,0.0762217830867048,0.0527763049025019,0.6296296296296297,0.7407407407407407,0.5185185185185185,2,III
140400,长治,长治市,山西,山西省,140000,prefecture_level_city,939.0,36.4755641061449,112.91486492239012,36.194976,113.11073,1608.5002357646788,11.604301081207058,1581.3377243878235,1624.2896682668377,1567.1722144483654,0.8366384538608282,0.859363041634238,0.8291439065853647,2.716177778889195,-0.8957928291340789,347.8950896287989,313.29875114205737,443.6969264207451,142,114.18031049757752,Common technology-yield reconstruction before area integration and ratio,2.716177778889195,42.95194387901415,-9.944474503407209,-34.59633848674156,-0.8957928291340789,-14.16550993945816,27.53756510164198,95.8018367919462,Q3,1.286903641555338,28.690364155533786,-1.1527990538918047,0.982,0.982,149.9269886658202,146.33629816942528,22.614464752276376,114.6704681879279,87.07553900658667,116.26644639674691,0.2683314582018294,0.3800942809595461,0.0379222859725495,1.0931437128519634,1.1884345541627128,0.8628787838177815,0.0327465272396663,0.0321702503816612,0.0387858374705264,20669.683835542888,18689.78004439356,18625.56634990301,1552.8736453488427,1595.052454238035,1538.9631145882947,0,c-Si,3.5906904963949278,2,2T tandem,1.5959782088190195,c-Si / 2T tandem,0.0349509760108238,0.0766175973574093,0.0530810720141097,0.6296296296296297,0.7407407407407407,0.5185185185185185,2,III
140500,晋城,晋城市,山西,山西省,140000,prefecture_level_city,701.0,35.610531780825625,112.69545441012326,35.49173,112.845914,1590.2787566721877,13.118504958669202,1536.460496240413,1583.934257989258,1524.0745100329332,0.8328278624429478,0.8585606890376836,0.8261141236630285,3.089813364223115,-0.8061376285161459,338.022077009259,305.51485650257365,431.49512829758993,91,73.98159569634507,Common technology-yield reconstruction before area integration and ratio,3.089813364223115,47.473761748844936,-9.616892717275071,-32.50722050668537,-0.8061376285161459,-12.385986207479846,27.652942705801586,93.47305128833092,Q3,1.286903641555338,28.69036415553381,-1.0374214497322125,0.982,0.982,126.46335776859098,127.76242538246072,2.126119037170952,107.9598545077798,82.41816622374574,108.72560262817036,0.226337482671536,0.331850455538859,0.0035652974776315,1.0291720096771737,1.1248692543105188,0.8069139349585899,0.0337029939874712,0.0329898826652211,0.0398826214845662,20083.09306311216,18225.43322471944,18113.35770702537,1508.8042073080856,1555.4234413454512,1496.6411688523403,1,Single junction,1.299067613869738,2,2T tandem,0.7657481203905547,Single junction / 2T tandem,0.0364794362280648,0.0783406315571534,0.0549060427649098,0.5925925925925926,0.7407407407407407,0.4074074074074074,3,IV
140600,朔州,朔州市,山西,山西省,140000,prefecture_level_city,1094.0,39.61074609802648,112.63259774109326,39.330573,112.42606,1659.1719918106403,8.441873247023592,1715.0228973498224,1749.5208955258631,1698.41325732092,0.842133468344115,0.8590731365548493,0.8339775808704833,2.0115182269198506,-0.9684791995820508,377.30589448875423,337.4537943407896,480.8538175434624,111,85.51163574721313,Common technology-yield reconstruction before area integration and ratio,2.0115182269198506,34.49799817604071,-10.562278705442408,-39.85210014796468,-0.9684791995820508,-16.609640028902504,27.44402474682104,103.54792305470818,Q4,1.286903641555338,28.690364155533786,-1.24633940871274,0.982,0.982,219.82300685368955,203.9748866031761,85.00553394855262,134.66077479877666,101.52833493620662,139.22980868600666,0.3934276843700025,0.5298049002679898,0.1425461182901439,1.2837095868293829,1.3856908936925008,1.033302829091414,0.0301939518981333,0.0298674942689286,0.0357887496084434,22417.08429023962,20130.744755237323,20185.343079809914,1684.1524851975255,1718.0295194063976,1667.841818689143,0,c-Si,15.848120250513489,2,2T tandem,4.569033887230006,c-Si / 2T tandem,0.0314024776607676,0.0710236975727382,0.0483389188820846,0.6666666666666666,0.7777777777777778,0.5185185185185185,2,III
140700,晋中,晋中市,山西,山西省,140000,prefecture_level_city,806.0,37.32899551712375,112.98487661557049,37.687325,112.746141,1609.2544319703218,11.403834742117326,1592.9938925681724,1636.9125457834398,1580.024270621251,0.8356611626987627,0.8587002421210106,0.8288574898118222,2.756988173034558,-0.814166457726484,350.45945245357166,315.73349651970324,447.33559342206337,162,128.81301805978896,Common technology-yield reconstruction before area integration and ratio,2.756988173034558,43.91865321526734,-9.908694341314384,-34.72595593386842,-0.814166457726484,-12.969621946921508,27.64261037625335,96.87614096849173,Q3,1.286903641555338,28.690364155533786,-1.0477537792804223,0.982,0.982,156.02130507416348,152.14606988494302,28.724241910749583,116.41344663998872,88.53233118841754,118.51518212453658,0.279238745963335,0.3951845971037481,0.04816779561296,1.1097593765587184,1.2083173155773843,0.8795679182160357,0.0325069161334287,0.0319221729072157,0.0384703500624199,20822.04174575147,18835.0243372815,18778.31077886484,1564.3200025019453,1607.448119959338,1551.5838337500684,0,c-Si,3.8752351892204615,2,2T tandem,2.101735484547845,c-Si / 2T tandem,0.0347480464556002,0.0756046220787418,0.0526008882405176,0.6296296296296297,0.7407407407407407,0.5185185185185185,2,III
