context,adcode,city,province,technology,npv_usd,construction_usd,discounted_mwh,selected
cap,640500,中卫,宁夏,Si,204847.2747286331,558738.0237506496,22042.690987113212,1
cap,650100,乌鲁木齐,新疆,Si,196002.59910055457,558738.0237506496,21821.57409641125,1
cap,650200,克拉玛依,新疆,Si,183037.30761131886,558738.0237506496,21497.441809180356,1
cap,650400,吐鲁番,新疆,Si,228901.0864613433,558738.0237506496,22644.036280430966,1
cap,650500,哈密,新疆,Si,233118.31021514002,558738.0237506496,22749.466874275884,1
cap,652300,昌吉,新疆,Si,190601.9002074373,558738.0237506496,21686.556624083318,1
cap,652700,博州,新疆,Si,133146.9085710329,558738.0237506496,20250.181833173207,1
cap,652800,巴州,新疆,Si,277987.54553257854,558738.0237506496,23871.19775721185,1
cap,652900,阿克苏,新疆,Si,225784.3386420294,558738.0237506496,22566.11758494812,1
cap,653000,克州,新疆,Si,268916.2869202506,558738.0237506496,23644.41629190365,1
cap,653100,喀什,新疆,Si,282384.543347956,558738.0237506496,23981.122702596283,1
cap,653200,和田,新疆,Si,302224.12096511846,558738.0237506496,24477.112143025348,1
cap,654000,伊犁,新疆,Si,151180.24226008038,558738.0237506496,20701.015175399392,1
cap,654200,塔城,新疆,Si,166003.62170071277,558738.0237506496,21071.599661415203,1
cap,654300,阿勒泰,新疆,Si,169665.2244847321,558738.0237506496,21163.139731015686,1
cap,110000,北京,北京,SJ,180358.49802583165,385000.0,19540.335040803715,0
cap,120000,天津,天津,SJ,178070.70434197862,385000.0,19483.140198707388,0
cap,130100,石家庄,河北,SJ,146444.96623646558,385000.0,18692.496746069563,0
cap,130200,唐山,河北,SJ,150720.94181666296,385000.0,18799.396135574498,0
cap,130300,秦皇岛,河北,SJ,162142.84843164354,385000.0,19084.94380094901,0
cap,130400,邯郸,河北,SJ,122316.60173925354,385000.0,18089.287633639262,1
cap,130500,邢台,河北,SJ,131074.05879818895,385000.0,18308.224060112647,1
cap,130600,保定,河北,SJ,154316.86113504658,385000.0,18889.294118534086,0
cap,130700,张家口,河北,SJ,175248.56394821347,385000.0,19412.58668886326,0
cap,130800,承德,河北,SJ,159584.63171682,385000.0,19020.988383078424,0
cap,130900,沧州,河北,SJ,159709.8493400066,385000.0,19024.11882365809,0
cap,131000,廊坊,河北,SJ,159032.07341778182,385000.0,19007.17442560247,0
cap,131100,衡水,河北,SJ,148185.1403090566,385000.0,18736.00109788434,0
cap,140100,太原,山西,SJ,158156.92881563335,385000.0,18985.295810548756,0
cap,140200,大同,山西,SJ,196319.82106515512,385000.0,19939.3681167868,0
cap,140300,阳泉,山西,SJ,146658.5573870344,385000.0,18697.836524833783,0
cap,140400,长治,山西,SJ,146336.29816942528,385000.0,18689.780044393556,0
cap,140500,晋城,山西,SJ,127762.42538246071,385000.0,18225.43322471944,1
cap,140600,朔州,山西,SJ,203974.88660317607,385000.0,20130.744755237323,0
cap,140700,晋中,山西,SJ,152146.06988494302,385000.0,18835.0243372815,0
cap,140800,运城,山西,SJ,138262.00363870818,385000.0,18487.922681125627,1
cap,140900,忻州,山西,SJ,182117.17419884598,385000.0,19584.30194512907,0
cap,141000,临汾,山西,SJ,141948.46750333658,385000.0,18580.084277741338,1
cap,141100,吕梁,山西,SJ,170830.60568533154,385000.0,19302.137732291212,0
cap,150100,呼和浩特,内蒙古,SJ,184598.16688955517,385000.0,19646.326762396802,0
cap,150200,包头,内蒙古,SJ,195795.7891772488,385000.0,19926.267319589144,0
cap,150300,乌海,内蒙古,SJ,208695.31164766158,385000.0,20248.755381349463,0
cap,150400,赤峰,内蒙古,SJ,171635.3765595421,385000.0,19322.257004146475,0
cap,150500,通辽,内蒙古,SJ,171342.02044557867,385000.0,19314.92310129739,0
cap,150600,鄂尔多斯,内蒙古,SJ,192254.92164829245,385000.0,19837.745631365233,0
cap,150700,呼伦贝尔,内蒙古,SJ,105905.0407795229,385000.0,17678.998609645994,0
cap,150800,巴彦淖尔,内蒙古,SJ,224057.8034100762,385000.0,20632.817675409828,0
cap,150900,乌兰察布,内蒙古,SJ,193215.9455618446,385000.0,19861.771229204038,0
cap,152200,兴安,内蒙古,SJ,158189.75727182726,385000.0,18986.116521953605,0
cap,152500,锡林郭勒,内蒙古,SJ,185347.2383079668,385000.0,19665.053547857093,0
cap,152900,阿拉善,内蒙古,SJ,238890.5312536,385000.0,21003.63587149792,0
cap,210100,沈阳,辽宁,SJ,153684.57020520975,385000.0,18873.486845288167,0
cap,210200,大连,辽宁,SJ,161472.80260790934,385000.0,19068.192655355655,0
cap,210300,鞍山,辽宁,SJ,144130.85221671566,385000.0,18634.643895575813,0
cap,210400,抚顺,辽宁,SJ,116520.43664209907,385000.0,17944.3835062104,0
cap,210500,本溪,辽宁,SJ,116569.25596513202,385000.0,17945.603989286225,0
cap,210600,丹东,辽宁,SJ,118152.537415883,385000.0,17985.186025555,0
cap,210700,锦州,辽宁,SJ,164197.27657060424,385000.0,19136.304504423028,0
cap,210800,营口,辽宁,SJ,161061.70922434126,385000.0,19057.915320766453,0
cap,210900,阜新,辽宁,SJ,167915.937680263,385000.0,19229.2710321645,0
cap,211000,辽阳,辽宁,SJ,145509.37583039023,385000.0,18669.10698591768,0
cap,211100,盘锦,辽宁,SJ,164360.92962037525,385000.0,19140.395830667305,0
cap,211200,铁岭,辽宁,SJ,134954.388663661,385000.0,18405.232306749447,0
cap,211300,朝阳,辽宁,SJ,184308.40353331645,385000.0,19639.082678490835,0
cap,211400,葫芦岛,辽宁,SJ,179814.7221793356,385000.0,19526.74064464131,0
cap,220100,长春,吉林,SJ,150934.2543777319,385000.0,18804.728949601216,0
cap,220200,吉林,吉林,SJ,122027.63197031379,385000.0,18082.06338941577,0
cap,220300,四平,吉林,SJ,147410.00938183742,385000.0,18716.62282470386,0
cap,220400,辽源,吉林,SJ,125148.21281222907,385000.0,18160.07791046365,0
cap,220500,通化,吉林,SJ,109735.49735327082,385000.0,17774.760023989693,0
cap,220600,白山,吉林,SJ,124207.98525844168,385000.0,18136.572221618964,0
cap,220700,松原,吉林,SJ,170201.82530722048,385000.0,19286.418222838434,0
cap,220800,白城,吉林,SJ,197026.13071734583,385000.0,19957.02585809157,0
cap,222400,延边,吉林,SJ,118610.08614836464,385000.0,17996.62474386704,0
cap,230100,哈尔滨,黑龙江,SJ,113000.09741886276,385000.0,17856.37502562949,0
cap,230200,齐齐哈尔,黑龙江,SJ,143679.20668758938,385000.0,18623.352757347657,0
cap,230300,鸡西,黑龙江,SJ,124688.25273179596,385000.0,18148.578908452822,0
cap,230400,鹤岗,黑龙江,SJ,119242.89790229806,385000.0,18012.445037715373,0
cap,230500,双鸭山,黑龙江,SJ,104746.2219870714,385000.0,17650.028139834707,0
cap,230600,大庆,黑龙江,SJ,150840.82443062312,385000.0,18802.3932009235,0
cap,230700,伊春,黑龙江,SJ,112521.49699004473,385000.0,17844.41001490904,0
cap,230800,佳木斯,黑龙江,SJ,116305.09705709119,385000.0,17939.000016585203,0
cap,230900,七台河,黑龙江,SJ,120536.60871056956,385000.0,18044.787807922163,0
cap,231000,牡丹江,黑龙江,SJ,103892.4497305701,385000.0,17628.683833422176,0
cap,231100,黑河,黑龙江,SJ,113068.02229044354,385000.0,17858.07314741901,0
cap,231200,绥化,黑龙江,SJ,123342.9991796645,385000.0,18114.947569649536,0
cap,232700,大兴安岭,黑龙江,SJ,93778.83586029122,385000.0,17375.843486665202,0
cap,310000,上海,上海,SJ,63865.18875209686,385000.0,16628.002308960346,1
cap,320100,南京,江苏,SJ,61151.95882321518,385000.0,16560.1715607383,1
cap,320200,无锡,江苏,SJ,72853.25369075917,385000.0,16852.703932426903,1
cap,320300,徐州,江苏,SJ,101570.65765748177,385000.0,17570.63903159497,1
cap,320400,常州,江苏,SJ,62310.96403739298,385000.0,16589.14669109275,1
cap,320500,苏州,江苏,SJ,53031.39624237417,385000.0,16357.157496217278,1
cap,320600,南通,江苏,SJ,72326.91868686823,385000.0,16839.545557329628,1
cap,320700,连云港,江苏,SJ,91105.68053291661,385000.0,17309.01460348084,1
cap,320800,淮安,江苏,SJ,94224.13325843001,385000.0,17386.975921618672,1
cap,320900,盐城,江苏,SJ,98230.18094546888,385000.0,17487.127113794646,1
cap,321000,扬州,江苏,SJ,84383.43882847483,385000.0,17140.958560869793,1
cap,321100,镇江,江苏,SJ,70888.77725308372,385000.0,16803.592021485016,1
cap,321200,泰州,江苏,SJ,79201.5425429555,385000.0,17011.41115373181,1
cap,321300,宿迁,江苏,SJ,92671.4893321423,385000.0,17348.15982346148,1
cap,330100,杭州,浙江,SJ,-13487.802861660384,385000.0,14694.177518616414,0
cap,330200,宁波,浙江,SJ,5121.882887471543,385000.0,15159.419662344711,1
cap,330300,温州,浙江,SJ,9414.000999884138,385000.0,15266.722615155026,1
cap,330400,嘉兴,浙江,SJ,60538.69176129592,385000.0,16544.83988419032,1
cap,330500,湖州,浙江,SJ,35479.151928293846,385000.0,15918.35138836527,1
cap,330600,绍兴,浙江,SJ,-21772.407743402367,385000.0,14487.062396572863,0
cap,330700,金华,浙江,SJ,3504.8200810964545,385000.0,15118.993092185334,1
cap,330800,衢州,浙江,SJ,-7569.697176601608,385000.0,14842.130160742883,0
cap,330900,舟山,浙江,SJ,26893.17240023479,385000.0,15703.701900163793,1
cap,331000,台州,浙江,SJ,-19221.87182766811,385000.0,14550.82579446622,0
cap,331100,丽水,浙江,SJ,-8438.301323566066,385000.0,14820.415057068773,0
cap,340100,合肥,安徽,SJ,52736.45105995581,385000.0,16349.783866656817,1
cap,340200,芜湖,安徽,SJ,51000.451088093316,385000.0,16306.383867360255,1
cap,340300,蚌埠,安徽,SJ,56851.143329007304,385000.0,16452.651173383107,1
cap,340400,淮南,安徽,SJ,69546.43186046177,385000.0,16770.033386669467,1
cap,340500,马鞍山,安徽,SJ,50989.40579314967,385000.0,16306.107734986665,1
cap,340600,淮北,安徽,SJ,96089.41061815029,385000.0,17433.60785561168,1
cap,340700,铜陵,安徽,SJ,50968.26818934983,385000.0,16305.57929489167,1
cap,340800,安庆,安徽,SJ,37315.85328783126,385000.0,15964.268922353704,1
cap,341000,黄山,安徽,SJ,3411.5600317737744,385000.0,15116.661590952268,1
cap,341100,滁州,安徽,SJ,63566.838833908834,385000.0,16620.543561005645,1
cap,341200,阜阳,安徽,SJ,78013.982047416,385000.0,16981.72214134332,1
cap,341300,宿州,安徽,SJ,94754.10960967622,385000.0,17400.22533039983,1
cap,341500,六安,安徽,SJ,32793.3255541916,385000.0,15851.205729012714,1
cap,341600,亳州,安徽,SJ,95714.98896815296,385000.0,17424.247314361746,1
cap,341700,池州,安徽,SJ,39402.368917389365,385000.0,16016.431813092657,1
cap,341800,宣城,安徽,SJ,35451.53629738206,385000.0,15917.660997592475,1
cap,350100,福州,福建,SJ,-5943.710973992438,385000.0,14882.779815808111,0
cap,350200,厦门,福建,SJ,81102.61691986932,385000.0,17058.938013154657,1
cap,350300,莆田,福建,SJ,17724.909315161425,385000.0,15474.495323036957,1
cap,350400,三明,福建,SJ,-5053.8248697178005,385000.0,14905.026968414977,0
cap,350500,泉州,福建,SJ,31650.522894623806,385000.0,15822.635662523517,1
cap,350600,漳州,福建,SJ,52324.57048997969,385000.0,16339.486852407415,1
cap,350700,南平,福建,SJ,4645.287992238423,385000.0,15147.504789963883,1
cap,350800,龙岩,福建,SJ,11818.64770045115,385000.0,15326.838782669201,1
cap,350900,宁德,福建,SJ,-13383.04035185945,385000.0,14696.796581361436,0
cap,360100,南昌,江西,SJ,28359.536156099693,385000.0,15740.360994060416,1
cap,360200,景德镇,江西,SJ,10334.845227951177,385000.0,15289.743720856703,1
cap,360300,萍乡,江西,SJ,-4497.001266430971,385000.0,14918.94755849715,0
cap,360400,九江,江西,SJ,30926.55383443014,385000.0,15804.536436018676,1
cap,360500,新余,江西,SJ,-15606.079600480825,385000.0,14641.220600145902,0
cap,360600,鹰潭,江西,SJ,-15442.201393595838,385000.0,14645.317555318028,0
cap,360700,赣州,江西,SJ,4022.2961961990222,385000.0,15131.929995062897,1
cap,360800,吉安,江西,SJ,-12368.5707964853,385000.0,14722.158320245791,0
cap,360900,宜春,江西,SJ,-5139.896215330168,385000.0,14902.875184774668,0
cap,361000,抚州,江西,SJ,-28476.359476757127,385000.0,14319.463603238995,0
cap,361100,上饶,江西,SJ,6601.525232540439,385000.0,15196.410720971435,1
cap,370100,济南,山东,SJ,143274.29311351158,385000.0,18613.22991799571,0
cap,370200,青岛,山东,SJ,158844.48029654892,385000.0,19002.484597571645,0
cap,370300,淄博,山东,SJ,129433.47082603088,385000.0,18267.209360808694,1
cap,370400,枣庄,山东,SJ,104917.37246332798,385000.0,17654.30690174112,1
cap,370500,东营,山东,SJ,172469.46770248725,385000.0,19343.109282720103,0
cap,370600,烟台,山东,SJ,148620.9538622916,385000.0,18746.89643671521,0
cap,370700,潍坊,山东,SJ,135413.47821221678,385000.0,18416.70954546334,0
cap,370800,济宁,山东,SJ,120196.41215126887,385000.0,18036.282893939646,1
cap,370900,泰安,山东,SJ,141441.32131334778,385000.0,18567.405622991617,1
cap,371000,威海,山东,SJ,156154.86701832173,385000.0,18935.244265615966,0
cap,371100,日照,山东,SJ,129632.16149689151,385000.0,18272.17662758021,0
cap,371300,临沂,山东,SJ,102902.38940012659,385000.0,17603.932325161088,1
cap,371400,德州,山东,SJ,164847.34699115166,385000.0,19152.556264936713,0
cap,371500,聊城,山东,SJ,159669.61942274953,385000.0,19023.113075726662,0
cap,371600,滨州,山东,SJ,157802.44098524828,385000.0,18976.43361478913,0
cap,371700,菏泽,山东,SJ,98173.42975359986,385000.0,17485.708333997918,1
cap,410100,郑州,河南,SJ,109222.89646305557,385000.0,17761.94500173431,1
cap,410200,开封,河南,SJ,123285.90580962191,385000.0,18113.52023539847,1
cap,410300,洛阳,河南,SJ,93601.9821664745,385000.0,17371.422144319782,1
cap,410400,平顶山,河南,SJ,77603.09919918142,385000.0,16971.45007013746,1
cap,410500,安阳,河南,SJ,137644.02756332414,385000.0,18472.473279241025,1
cap,410600,鹤壁,河南,SJ,132085.54798657884,385000.0,18333.511289822392,1
cap,410700,新乡,河南,SJ,123081.72492129961,385000.0,18108.415713190414,1
cap,410800,焦作,河南,SJ,110331.9623735058,385000.0,17789.67164949557,1
cap,410900,濮阳,河南,SJ,135073.4692545552,385000.0,18408.209321521805,1
cap,411000,许昌,河南,SJ,116832.9289822135,385000.0,17952.19581471326,1
cap,411100,漯河,河南,SJ,106399.27752164601,385000.0,17691.354528199074,1
cap,411200,三门峡,河南,SJ,111007.5292612156,385000.0,17806.560821688312,1
cap,411300,南阳,河南,SJ,64866.11354688284,385000.0,16653.025428829995,1
cap,411400,商丘,河南,SJ,91407.67039766206,385000.0,17316.564350099474,1
cap,411500,信阳,河南,SJ,34677.27939519727,385000.0,15898.304575037855,1
cap,411600,周口,河南,SJ,105860.2061842978,385000.0,17677.877744765367,1
cap,411700,驻马店,河南,SJ,70685.26267284824,385000.0,16798.50415697913,1
cap,420100,武汉,湖北,SJ,35095.95688243963,385000.0,15908.771512218915,1
cap,420200,黄石,湖北,SJ,-1211.605488445798,385000.0,15001.082452946779,0
cap,420300,十堰,湖北,SJ,-12128.055324781257,385000.0,14728.171207038393,0
cap,420500,宜昌,湖北,SJ,-15535.817363434262,385000.0,14642.977156072066,0
cap,420600,襄阳,湖北,SJ,39375.07751553085,385000.0,16015.749528046192,1
cap,420700,鄂州,湖北,SJ,-407.52711027141686,385000.0,15021.184412401137,0
cap,420800,荆门,湖北,SJ,41580.57622165802,385000.0,16070.886995699371,1
cap,420900,孝感,湖北,SJ,53076.57864680061,385000.0,16358.28705632794,1
cap,421000,荆州,湖北,SJ,8761.179919852224,385000.0,15250.402088154227,1
cap,421100,黄冈,湖北,SJ,23368.13886121183,385000.0,15615.57606168822,1
cap,421200,咸宁,湖北,SJ,13181.48735792738,385000.0,15360.909774106107,1
cap,421300,随州,湖北,SJ,39900.88508872804,385000.0,16028.894717376124,1
cap,422800,恩施,湖北,SJ,-102381.62341335123,385000.0,12471.832004824142,0
cap,430100,长沙,湖南,SJ,-12057.381904910359,385000.0,14729.938042535165,0
cap,430200,株洲,湖南,SJ,-16585.98353847674,385000.0,14616.723001696006,0
cap,430300,湘潭,湖南,SJ,-16969.516877440925,385000.0,14607.1346682219,0
cap,430400,衡阳,湖南,SJ,-24274.93225837645,385000.0,14424.499283698511,0
cap,430500,邵阳,湖南,SJ,-49097.60542087452,385000.0,13803.93245463606,0
cap,430600,岳阳,湖南,SJ,-5083.593141513916,385000.0,14904.282761620076,0
cap,430700,常德,湖南,SJ,-32426.840429755997,385000.0,14220.701579414022,0
cap,430800,张家界,湖南,SJ,-79647.05878004384,385000.0,13040.196120656828,0
cap,430900,益阳,湖南,SJ,-37873.94457091477,385000.0,14084.523975885055,0
cap,431000,郴州,湖南,SJ,-51029.87716512734,385000.0,13755.62566102974,0
cap,431100,永州,湖南,SJ,-40426.46939425277,385000.0,14020.710855301604,0
cap,431200,怀化,湖南,SJ,-76497.63559422649,385000.0,13118.93170030226,0
cap,431300,娄底,湖南,SJ,-53545.62793062871,385000.0,13692.731891892205,0
cap,433100,湘西,湖南,SJ,-88733.7054224347,385000.0,12813.029954597056,0
cap,440100,广州,广东,SJ,23765.589232365528,385000.0,15625.512320967062,1
cap,440200,韶关,广东,SJ,-20255.375800346315,385000.0,14524.988195149264,0
cap,440300,深圳,广东,SJ,56690.98098975917,385000.0,16448.6471149019,1
cap,440400,珠海,广东,SJ,63310.58959481015,385000.0,16614.137330028178,1
cap,440500,汕头,广东,SJ,68579.55147050552,385000.0,16745.861376920562,1
cap,440600,佛山,广东,SJ,6373.007232266218,385000.0,15190.697770964578,1
cap,440700,江门,广东,SJ,11431.62295728564,385000.0,15317.163164090063,1
cap,440800,湛江,广东,SJ,80422.34327087714,385000.0,17041.93117192985,1
cap,440900,茂名,广东,SJ,37220.43198427036,385000.0,15961.883389764682,1
cap,441200,肇庆,广东,SJ,-5430.208707948736,385000.0,14895.617372459204,0
cap,441300,惠州,广东,SJ,47902.56631016689,385000.0,16228.936747912096,1
cap,441400,梅州,广东,SJ,19767.77031363031,385000.0,15525.566847998682,1
cap,441500,汕尾,广东,SJ,69537.89713546427,385000.0,16769.82001854453,1
cap,441600,河源,广东,SJ,27061.00262773691,385000.0,15707.897655851346,1
cap,441700,阳江,广东,SJ,17589.881171537854,385000.0,15471.11961944637,1
cap,441800,清远,广东,SJ,-11844.750878961577,385000.0,14735.253818183885,0
cap,441900,东莞,广东,SJ,52060.986334833615,385000.0,16332.897248528763,1
cap,442000,中山,广东,SJ,47371.0061114283,385000.0,16215.647742943629,1
cap,445100,潮州,广东,SJ,63963.82213482298,385000.0,16630.4681435285,1
cap,445200,揭阳,广东,SJ,48365.78998226446,385000.0,16240.517339714535,1
cap,445300,云浮,广东,SJ,8069.613543630112,385000.0,15233.112928748675,1
cap,450100,南宁,广西,SJ,-32155.546038467946,385000.0,14227.483939196225,0
cap,450200,柳州,广西,SJ,-63816.22887091521,385000.0,13435.966868385043,0
cap,450300,桂林,广西,SJ,-65002.561114162745,385000.0,13406.308562303853,0
cap,450400,梧州,广西,SJ,-1848.1306886711764,385000.0,14985.169322941145,0
cap,450500,北海,广西,SJ,75469.02740541578,385000.0,16918.098275293316,1
cap,450600,防城港,广西,SJ,19787.86149101188,385000.0,15526.06912743322,1
cap,450700,钦州,广西,SJ,20537.270910691517,385000.0,15544.80436292521,1
cap,450800,贵港,广西,SJ,-27380.24704141003,385000.0,14346.86641412267,0
cap,450900,玉林,广西,SJ,11248.372819522388,385000.0,15312.581910645984,1
cap,451000,百色,广西,SJ,-36653.23315856142,385000.0,14115.041761193886,0
cap,451100,贺州,广西,SJ,-33040.07592816606,385000.0,14205.370691953773,0
cap,451200,河池,广西,SJ,-74972.55485165544,385000.0,13157.058718866538,0
cap,451300,来宾,广西,SJ,-29075.32399754848,385000.0,14304.489490219212,0
cap,451400,崇左,广西,SJ,-46427.71362610017,385000.0,13870.679749505418,0
cap,460100,海口,海南,SJ,113334.11174611683,385000.0,17864.725383810845,1
cap,460200,三亚,海南,SJ,123860.80508017982,385000.0,18127.89271716242,1
cap,460300,三沙,海南,SJ,208872.6953315271,385000.0,20253.1899734461,1
cap,460400,儋州,海南,SJ,78550.48402121644,385000.0,16995.134690688334,1
cap,500000,重庆,重庆,SJ,-104027.53906323346,385000.0,12430.684113577086,0
cap,510100,成都,四川,SJ,-77523.00389497884,385000.0,13093.297492783453,0
cap,510300,自贡,四川,SJ,-103542.22504344437,385000.0,12442.816964071813,0
cap,510400,攀枝花,四川,SJ,102497.97262518166,385000.0,17593.821905787463,1
cap,510500,泸州,四川,SJ,-152013.11717869822,385000.0,11231.044660690468,0
cap,510600,德阳,四川,SJ,-83915.38455331203,385000.0,12933.487976325121,0
cap,510700,绵阳,四川,SJ,-59279.87406120292,385000.0,13549.37573862785,0
cap,510800,广元,四川,SJ,-74584.19994998837,385000.0,13166.767591408214,0
cap,510900,遂宁,四川,SJ,-73325.8734780145,385000.0,13198.22575320756,0
cap,511000,内江,四川,SJ,-83303.35755852639,385000.0,12948.788651194764,0
cap,511100,乐山,四川,SJ,-145611.87333792468,385000.0,11391.075756709806,0
cap,511300,南充,四川,SJ,-83321.85234190706,385000.0,12948.326281610247,0
cap,511400,眉山,四川,SJ,-93389.11273428977,385000.0,12696.644771800678,0
cap,511500,宜宾,四川,SJ,-158188.59478952948,385000.0,11076.657720419686,0
cap,511600,广安,四川,SJ,-129410.3555884351,385000.0,11796.113700447046,0
cap,511700,达州,四川,SJ,-90975.27318704272,385000.0,12756.990760481855,0
cap,511800,雅安,四川,SJ,-54417.337048689886,385000.0,13670.939163940675,0
cap,511900,巴中,四川,SJ,-93718.4192292749,385000.0,12688.41210942605,0
cap,512000,资阳,四川,SJ,-80688.3284248737,385000.0,13014.164379536081,0
cap,513200,阿坝,四川,SJ,171185.27363857697,385000.0,19311.004431122346,0
cap,513300,甘孜,四川,SJ,247825.10876962077,385000.0,21227.00030939844,0
cap,513400,凉山,四川,SJ,58106.41083406722,385000.0,16484.032861009604,1
cap,520100,贵阳,贵州,SJ,-127007.8220553607,385000.0,11856.177038773905,0
cap,520200,六盘水,贵州,SJ,-87909.86476596401,385000.0,12833.625971008822,0
cap,520300,遵义,贵州,SJ,-172968.74223550872,385000.0,10707.154034270205,0
cap,520400,安顺,贵州,SJ,-111810.19752951692,385000.0,12236.11765192,0
cap,520500,毕节,贵州,SJ,-108978.21097166355,385000.0,12306.917315866334,0
cap,520600,铜仁,贵州,SJ,-127470.78424571436,385000.0,11844.602984015064,0
cap,522300,黔西南,贵州,SJ,-69737.19195793058,385000.0,13287.94279120966,0
cap,522600,黔东南,贵州,SJ,-96254.29438344548,385000.0,12625.015230571786,0
cap,522700,黔南,贵州,SJ,-94237.79093244605,385000.0,12675.427816846772,0
cap,530100,昆明,云南,SJ,80348.55418991651,385000.0,17040.086444905835,1
cap,530300,曲靖,云南,SJ,6239.974869738376,385000.0,15187.371961901381,1
cap,530400,玉溪,云南,SJ,68764.52893994155,385000.0,16750.48581365646,1
cap,530500,保山,云南,SJ,96602.87034445514,385000.0,17446.444348769302,1
cap,530600,昭通,云南,SJ,-100105.60544142948,385000.0,12528.732454122186,0
cap,530700,丽江,云南,SJ,125556.8921911173,385000.0,18170.294894935854,1
cap,530800,普洱,云南,SJ,82629.17149110888,385000.0,17097.101877435645,1
cap,530900,临沧,云南,SJ,108499.25513557934,385000.0,17743.853968547406,1
cap,532300,楚雄,云南,SJ,126329.14607882696,385000.0,18189.601242128596,1
cap,532500,红河,云南,SJ,24515.42052351431,385000.0,15644.25810324578,1
cap,532600,文山,云南,SJ,-1788.484908933924,385000.0,14986.660467434574,0
cap,532800,西双版纳,云南,SJ,78298.40311272904,385000.0,16988.83266797615,1
cap,532900,大理,云南,SJ,118265.90699046857,385000.0,17988.020264919636,1
cap,533100,德宏,云南,SJ,80441.32758997602,385000.0,17042.405779907323,1
cap,533300,怒江,云南,SJ,69446.05949993194,385000.0,16767.52407765622,1
cap,533400,迪庆,云南,SJ,165225.94702477648,385000.0,19162.021265777334,0
cap,540100,拉萨,西藏,SJ,69629.23305348976,385000.0,16772.103416495167,0
cap,540200,日喀则,西藏,SJ,80798.7081649702,385000.0,17051.340294282178,0
cap,540300,昌都,西藏,SJ,24888.69402365799,385000.0,15653.589940749373,1
cap,540400,林芝,西藏,SJ,-55652.63736909298,385000.0,13640.056655930599,0
cap,540500,山南,西藏,SJ,27981.899294326922,385000.0,15730.920072516097,1
cap,540600,那曲,西藏,SJ,80401.87747303616,385000.0,17041.419526983827,0
cap,542500,阿里,西藏,SJ,104012.59451937221,385000.0,17631.68745314223,0
cap,610100,西安,陕西,SJ,50252.63459671078,385000.0,16287.688455075691,1
cap,610200,铜川,陕西,SJ,90090.83272255362,385000.0,17283.643408221764,1
cap,610300,宝鸡,陕西,SJ,18417.531433551405,385000.0,15491.810875996707,1
cap,610400,咸阳,陕西,SJ,80773.47251348066,385000.0,17050.70940299494,1
cap,610500,渭南,陕西,SJ,100676.68141023217,385000.0,17548.289625413727,1
cap,610600,延安,陕西,SJ,112392.19142665547,385000.0,17841.17737582431,0
cap,610700,汉中,陕西,SJ,-46236.600873151925,385000.0,13875.457568329124,0
cap,610800,榆林,陕西,SJ,158847.82807724594,385000.0,19002.568292089072,0
cap,610900,安康,陕西,SJ,-44603.3647019774,385000.0,13916.288472608489,0
cap,611000,商洛,陕西,SJ,14104.831640435008,385000.0,15383.993381168797,1
cap,620100,兰州,甘肃,SJ,146738.5230710944,385000.0,18699.835666935283,0
cap,620200,嘉峪关,甘肃,SJ,209497.92607221912,385000.0,20268.8207419634,0
cap,620300,金昌,甘肃,SJ,203416.79092901404,385000.0,20116.792363383272,0
cap,620400,白银,甘肃,SJ,142408.91626013286,385000.0,18591.595496661244,0
cap,620500,天水,甘肃,SJ,11302.317769440036,385000.0,15313.930534393923,1
cap,620600,武威,甘肃,SJ,196159.23298082576,385000.0,19935.353414678568,0
cap,620700,张掖,甘肃,SJ,221824.55927808542,385000.0,20576.986572110058,0
cap,620800,平凉,甘肃,SJ,44439.371711906344,385000.0,16142.356882955582,1
cap,620900,酒泉,甘肃,SJ,249067.5413783988,385000.0,21258.061124617892,0
cap,621000,庆阳,甘肃,SJ,86683.69706791406,385000.0,17198.465016855775,1
cap,621100,定西,甘肃,SJ,99549.45944289955,385000.0,17520.109076230412,0
cap,621200,陇南,甘肃,SJ,-35496.436755038754,385000.0,14143.961671281957,0
cap,622900,临夏,甘肃,SJ,136683.6428330457,385000.0,18448.46366098407,0
cap,623000,甘南,甘肃,SJ,133198.34777441123,385000.0,18361.331284518204,0
cap,630100,西宁,青海,SJ,189858.66008039602,385000.0,19777.839092167822,0
cap,630200,海东,青海,SJ,144547.01028608132,385000.0,18645.047847309957,0
cap,632200,海北,青海,SJ,217835.31365386272,385000.0,20477.25543150449,0
cap,632300,黄南,青海,SJ,160902.84662308262,385000.0,19053.94375573499,0
cap,632500,海南,青海,SJ,205154.8198500818,385000.0,20160.24308640997,0
cap,632600,果洛,青海,SJ,224826.2993856233,385000.0,20652.030074798506,0
cap,632700,玉树,青海,SJ,254508.6788192897,385000.0,21394.089560640165,0
cap,632800,海西,青海,SJ,266000.1639515789,385000.0,21681.376688947395,0
cap,640100,银川,宁夏,SJ,204082.6548715587,385000.0,20133.43896194689,0
cap,640200,石嘴山,宁夏,SJ,215577.28676439569,385000.0,20420.804759267816,0
cap,640300,吴忠,宁夏,SJ,187789.12368325735,385000.0,19726.100682239357,0
cap,640400,固原,宁夏,SJ,110495.49810570682,385000.0,17793.760042800594,0
cap,640500,中卫,宁夏,SJ,189623.93478542494,385000.0,19771.970959793547,0
