context,adcode,city,province,technology,npv_usd,construction_usd,discounted_mwh,selected
cap,150900,乌兰察布,内蒙古,Si,212114.22204693907,558738.0237506496,22224.36467007086,1
cap,152200,兴安,内蒙古,Si,176685.18192627313,558738.0237506496,21338.638667054212,1
cap,152500,锡林郭勒,内蒙古,Si,206059.36490154715,558738.0237506496,22072.993241436063,1
cap,152900,阿拉善,内蒙古,Si,260741.1595781799,558738.0237506496,23440.03810835188,1
cap,210100,沈阳,辽宁,Si,166448.8974545487,558738.0237506496,21082.731555261103,1
cap,210200,大连,辽宁,Si,174656.3023425075,558738.0237506496,21287.91667746007,1
cap,210300,鞍山,辽宁,Si,154490.45640303017,558738.0237506496,20783.77052897314,1
cap,210400,抚顺,辽宁,Si,125540.34359035642,558738.0237506496,20060.017708656294,1
cap,210500,本溪,辽宁,Si,124231.744066818,558738.0237506496,20027.302720567834,1
cap,210600,丹东,辽宁,Si,125269.94020885536,558738.0237506496,20053.257624118767,1
cap,210700,锦州,辽宁,Si,177877.6708096499,558738.0237506496,21368.450889138632,1
cap,210800,营口,辽宁,Si,174018.3355995648,558738.0237506496,21271.967508886504,1
cap,210900,阜新,辽宁,Si,182389.12238016326,558738.0237506496,21481.237178401465,1
cap,211000,辽阳,辽宁,Si,155921.91099894172,558738.0237506496,20819.556893870926,1
cap,211100,盘锦,辽宁,Si,178298.6376450964,558738.0237506496,21378.975060024793,1
cap,211200,铁岭,辽宁,Si,147091.39635788745,558738.0237506496,20598.79402784457,1
cap,211300,朝阳,辽宁,Si,199833.93896573683,558738.0237506496,21917.357593040804,1
cap,211400,葫芦岛,辽宁,Si,194824.53599789971,558738.0237506496,21792.122518844877,1
cap,220100,长春,吉林,Si,167975.0753458361,558738.0237506496,21120.886002543288,1
cap,220200,吉林,吉林,Si,133984.00245405547,558738.0237506496,20271.10918024877,1
cap,220300,四平,吉林,Si,162173.06444506766,558738.0237506496,20975.835730024075,1
cap,220400,辽源,吉林,Si,137507.59851820304,558738.0237506496,20359.19908185246,1
cap,220500,通化,吉林,Si,119404.71054914952,558738.0237506496,19906.626882626122,1
cap,220600,白山,吉林,Si,135398.91668601855,558738.0237506496,20306.482036047844,1
cap,220700,松原,吉林,Si,190205.83906342063,558738.0237506496,21676.6550954829,1
cap,220800,白城,吉林,Si,220012.89909761318,558738.0237506496,22421.831596337714,1
cap,222400,延边,吉林,Si,129920.65785666557,558738.0237506496,20169.525565314023,1
cap,230100,哈尔滨,黑龙江,Si,126537.04950956182,558738.0237506496,20084.93535663643,1
cap,230200,齐齐哈尔,黑龙江,Si,162553.45064090955,558738.0237506496,20985.34538492012,1
cap,230300,鸡西,黑龙江,Si,139157.79957913116,558738.0237506496,20400.454108375663,1
cap,230400,鹤岗,黑龙江,Si,133999.40224947032,558738.0237506496,20271.494175134143,1
cap,230500,双鸭山,黑龙江,Si,117805.43987593171,558738.0237506496,19866.645115795676,1
cap,230600,大庆,黑龙江,Si,170040.29213846376,558738.0237506496,21172.516422358978,1
cap,230700,伊春,黑龙江,Si,126407.79775609463,558738.0237506496,20081.70406279975,1
cap,230800,佳木斯,黑龙江,Si,131202.23685793587,558738.0237506496,20201.56504034578,1
cap,230900,七台河,黑龙江,Si,135625.01342877647,558738.0237506496,20312.134454616797,1
cap,231000,牡丹江,黑龙江,Si,115099.4078204584,558738.0237506496,19798.994314408843,1
cap,231100,黑河,黑龙江,Si,128154.49730492491,558738.0237506496,20125.371551520508,1
cap,231200,绥化,黑龙江,Si,139532.48993842804,558738.0237506496,20409.821367358087,1
cap,232700,大兴安岭,黑龙江,Si,109229.76885622427,558738.0237506496,19652.253340302992,1
cap,310000,上海,上海,Si,53094.71690477108,558738.0237506496,18248.877041516662,0
cap,320100,南京,江苏,Si,49914.892042864834,558738.0237506496,18169.381419969006,0
cap,320200,无锡,江苏,Si,62608.942411892145,558738.0237506496,18486.732679194687,0
cap,320300,徐州,江苏,Si,95955.67796494321,558738.0237506496,19320.401068020965,0
cap,320400,常州,江苏,Si,50267.66457332099,558738.0237506496,18178.20073323041,0
cap,320500,苏州,江苏,Si,40185.41456038463,558738.0237506496,17926.144482907,0
cap,320600,南通,江苏,Si,62653.2292826048,558738.0237506496,18487.839850962504,0
cap,320700,连云港,江苏,Si,85528.97126437085,558738.0237506496,19059.733400506655,0
cap,320800,淮安,江苏,Si,87384.14993189849,558738.0237506496,19106.112867194846,0
cap,320900,盐城,江苏,Si,92403.36831909986,558738.0237506496,19231.59332687488,0
cap,321000,扬州,江苏,Si,75466.04749178766,558738.0237506496,18808.160306192076,0
cap,321100,镇江,江苏,Si,59982.92682612498,558738.0237506496,18421.082289550508,0
cap,321200,泰州,江苏,Si,69934.65589516734,558738.0237506496,18669.875516276566,0
cap,321300,宿迁,江苏,Si,86315.07148303684,558738.0237506496,19079.385905973304,0
cap,330100,杭州,浙江,Si,-36966.345467829226,558738.0237506496,15997.350482201653,0
cap,330200,宁波,浙江,Si,-12951.608228284953,558738.0237506496,16597.71891319026,0
cap,330300,温州,浙江,Si,-12543.208493338738,558738.0237506496,16607.928906563917,0
cap,330400,嘉兴,浙江,Si,47269.14712201562,558738.0237506496,18103.237796947775,0
cap,330500,湖州,浙江,Si,18937.967321763834,558738.0237506496,17394.95830194148,0
cap,330600,绍兴,浙江,Si,-45437.31445552794,558738.0237506496,15785.576257509187,0
cap,330700,金华,浙江,Si,-19806.20335235142,558738.0237506496,16426.3540350886,0
cap,330800,衢州,浙江,Si,-32023.602007934416,558738.0237506496,16120.919068699022,0
cap,330900,舟山,浙江,Si,16096.181120353549,558738.0237506496,17323.91364690622,0
cap,331000,台州,浙江,Si,-42050.05169866706,558738.0237506496,15870.257826430709,0
cap,331100,丽水,浙江,Si,-33633.07535943477,558738.0237506496,16080.682234911515,0
cap,340100,合肥,安徽,Si,39089.125501373586,558738.0237506496,17898.737256431723,0
cap,340200,芜湖,安徽,Si,36299.963981010136,558738.0237506496,17829.008218422638,0
cap,340300,蚌埠,安徽,Si,45228.829641190256,558738.0237506496,18052.22985992714,0
cap,340400,淮南,安徽,Si,57891.28547559994,558738.0237506496,18368.791255787382,0
cap,340500,马鞍山,安徽,Si,38804.373681801284,558738.0237506496,17891.618460942416,0
cap,340600,淮北,安徽,Si,88494.87717308443,558738.0237506496,19133.881048224495,0
cap,340700,铜陵,安徽,Si,35019.945576528815,558738.0237506496,17797.007758310603,0
cap,340800,安庆,安徽,Si,19992.16005392395,558738.0237506496,17421.313120245482,0
cap,341000,黄山,安徽,Si,-18870.78024285256,558738.0237506496,16449.73961282607,0
cap,341100,滁州,安徽,Si,52736.11218240353,558738.0237506496,18239.911923457472,0
cap,341200,阜阳,安徽,Si,67312.15738431479,558738.0237506496,18604.313053505255,0
cap,341300,宿州,安徽,Si,87575.09885100194,558738.0237506496,19110.88659017243,0
cap,341500,六安,安徽,Si,15469.530789443752,558738.0237506496,17308.247388633477,0
cap,341600,亳州,安徽,Si,87377.89462530815,558738.0237506496,19105.95648453009,0
cap,341700,池州,安徽,Si,21612.487450168715,558738.0237506496,17461.821305151603,0
cap,341800,宣城,安徽,Si,17694.715511996947,558738.0237506496,17363.87700669731,0
cap,350100,福州,福建,Si,-30520.526763189308,558738.0237506496,16158.495949817652,0
cap,350200,厦门,福建,Si,62852.348930472544,558738.0237506496,18492.8178421592,0
cap,350300,莆田,福建,Si,-2948.6975880230375,558738.0237506496,16847.79167919681,0
cap,350400,三明,福建,Si,-32023.48812877881,558738.0237506496,16120.921915677915,0
cap,350500,泉州,福建,Si,10517.273299016892,558738.0237506496,17184.440951372806,0
cap,350600,漳州,福建,Si,30042.2569322418,558738.0237506496,17672.56554220343,0
cap,350700,南平,福建,Si,-21442.39355100399,558738.0237506496,16385.449280122284,0
cap,350800,龙岩,福建,Si,-13467.414536822389,558738.0237506496,16584.823755476824,0
cap,350900,宁德,福建,Si,-40857.0608639601,558738.0237506496,15900.082597298382,0
cap,360100,南昌,江西,Si,8012.905349243056,558738.0237506496,17121.83175262846,0
cap,360200,景德镇,江西,Si,-12680.118975188634,558738.0237506496,16604.50614451767,0
cap,360300,萍乡,江西,Si,-30106.889248409403,558738.0237506496,16168.83688768715,0
cap,360400,九江,江西,Si,11347.27584945017,558738.0237506496,17205.191015133638,0
cap,360500,新余,江西,Si,-42282.05511216822,558738.0237506496,15864.457741093178,0
cap,360600,鹰潭,江西,Si,-42314.24597476348,558738.0237506496,15863.652969528297,0
cap,360700,赣州,江西,Si,-20810.560004191982,558738.0237506496,16401.245118792584,0
cap,360800,吉安,江西,Si,-38293.76518723996,558738.0237506496,15964.164989216386,0
cap,360900,宜春,江西,Si,-30107.891632020142,558738.0237506496,16168.81182809688,0
cap,361000,抚州,江西,Si,-57029.916405436896,558738.0237506496,15495.761208761462,0
cap,361100,上饶,江西,Si,-16778.285548584903,558738.0237506496,16502.05198018276,0
cap,370100,济南,山东,Si,143959.94584526477,558738.0237506496,20520.507765029004,1
cap,370200,青岛,山东,Si,166306.0581077408,558738.0237506496,21079.160571590903,1
cap,370300,淄博,山东,Si,128887.1846751232,558738.0237506496,20143.688735775464,0
cap,370400,枣庄,山东,Si,100190.48992264822,558738.0237506496,19426.27136696359,0
cap,370500,东营,山东,Si,178853.28274360098,558738.0237506496,21392.841187487407,1
cap,370600,烟台,山东,Si,155288.0603666416,558738.0237506496,20803.710628063425,1
cap,370700,潍坊,山东,Si,137429.37368995967,558738.0237506496,20357.243461146376,1
cap,370800,济宁,山东,Si,117211.6446959293,558738.0237506496,19851.800236295618,0
cap,370900,泰安,山东,Si,141294.74475069036,558738.0237506496,20453.877737664643,0
cap,371000,威海,山东,Si,165343.8116054275,558738.0237506496,21055.104409033072,1
cap,371100,日照,山东,Si,131769.34402418465,558738.0237506496,20215.742719502,1
cap,371300,临沂,山东,Si,99317.1712032987,558738.0237506496,19404.43839897985,0
cap,371400,德州,山东,Si,168147.13307064676,558738.0237506496,21125.187445663552,1
cap,371500,聊城,山东,Si,160886.2606817729,558738.0237506496,20943.665635941707,1
cap,371600,滨州,山东,Si,161285.65804286778,558738.0237506496,20953.65056996908,1
cap,371700,菏泽,山东,Si,92185.0557357701,558738.0237506496,19226.135512291636,0
cap,410100,郑州,河南,Si,102401.89723090464,558738.0237506496,19481.55654967,0
cap,410200,开封,河南,Si,119019.56090754607,558738.0237506496,19896.998141586035,0
cap,410300,洛阳,河南,Si,84173.30212076081,558738.0237506496,19025.841671916405,0
cap,410400,平顶山,河南,Si,65521.20096391116,558738.0237506496,18559.539142995163,0
cap,410500,安阳,河南,Si,135361.38918677103,558738.0237506496,20305.54384856666,0
cap,410600,鹤壁,河南,Si,129345.60202522585,558738.0237506496,20155.14916952803,0
cap,410700,新乡,河南,Si,119613.00377198472,558738.0237506496,19911.834213197002,0
cap,410800,焦作,河南,Si,104618.87546469722,558738.0237506496,19536.981005514815,0
cap,410900,濮阳,河南,Si,132315.0214076427,558738.0237506496,20229.38465408845,0
cap,411000,许昌,河南,Si,109717.61894138365,558738.0237506496,19664.449592431974,0
cap,411100,漯河,河南,Si,97992.28472149753,558738.0237506496,19371.31623693482,0
cap,411200,三门峡,河南,Si,104771.66820233082,558738.0237506496,19540.800823955655,0
cap,411300,南阳,河南,Si,51542.085604145315,558738.0237506496,18210.061259001017,0
cap,411400,商丘,河南,Si,83517.18837454359,558738.0237506496,19009.438828260973,0
cap,411500,信阳,河南,Si,18734.94560366862,558738.0237506496,17389.8827589891,0
cap,411600,周口,河南,Si,98292.50927874989,558738.0237506496,19378.82185086613,0
cap,411700,驻马店,河南,Si,58885.60876420854,558738.0237506496,18393.649338002597,0
cap,420100,武汉,湖北,Si,17146.049863566077,558738.0237506496,17350.160365486536,0
cap,420200,黄石,湖北,Si,-23384.005915321948,558738.0237506496,16336.908971014334,0
cap,420300,十堰,湖北,Si,-32958.70614576347,558738.0237506496,16097.541465253296,0
cap,420500,宜昌,湖北,Si,-39077.914287744534,558738.0237506496,15944.561261703771,0
cap,420600,襄阳,湖北,Si,23128.194448733666,558738.0237506496,17499.713980115725,0
cap,420700,鄂州,湖北,Si,-22325.404827284045,558738.0237506496,16363.373998215284,0
cap,420800,荆门,湖北,Si,25639.927290884087,558738.0237506496,17562.507301169488,0
cap,420900,孝感,湖北,Si,38103.129653353106,558738.0237506496,17874.087360231213,0
cap,421000,荆州,湖北,Si,-12279.633299319015,558738.0237506496,16614.518286414408,0
cap,421100,黄冈,湖北,Si,4861.944379006786,558738.0237506496,17043.057728372554,0
cap,421200,咸宁,湖北,Si,-9038.43704254291,558738.0237506496,16695.548192833812,0
cap,421300,随州,湖北,Si,24573.363514031596,558738.0237506496,17535.843206748174,0
cap,422800,恩施,湖北,Si,-134901.06996135443,558738.0237506496,13548.982369863525,0
cap,430100,长沙,湖南,Si,-37228.06439460601,558738.0237506496,15990.807509032233,0
cap,430200,株洲,湖南,Si,-43149.424692742745,558738.0237506496,15842.773501578817,0
cap,430300,湘潭,湖南,Si,-42535.10357052528,558738.0237506496,15858.131529634251,0
cap,430400,衡阳,湖南,Si,-51720.37463057507,558738.0237506496,15628.499753133006,0
cap,430500,邵阳,湖南,Si,-79010.66813167404,558738.0237506496,14946.242415605533,0
cap,430600,岳阳,湖南,Si,-28164.372902238938,558738.0237506496,16217.399796341411,0
cap,430700,常德,湖南,Si,-58157.43706701198,558738.0237506496,15467.573192222086,0
cap,430800,张家界,湖南,Si,-109702.64366667288,558738.0237506496,14178.94302723056,0
cap,430900,益阳,湖南,Si,-64994.25622066428,558738.0237506496,15296.652713380776,0
cap,431000,郴州,湖南,Si,-80836.1149834011,558738.0237506496,14900.606244312357,0
cap,431100,永州,湖南,Si,-70376.99287332862,558738.0237506496,15162.08429706417,0
cap,431200,怀化,湖南,Si,-107047.6258457287,558738.0237506496,14245.318472754167,0
cap,431300,娄底,湖南,Si,-83310.0203891039,558738.0237506496,14838.758609169787,0
cap,433100,湘西,湖南,Si,-120691.44496109095,558738.0237506496,13904.222994870112,0
cap,440100,广州,广东,Si,-1666.2277714057154,558738.0237506496,16879.85342461224,0
cap,440200,韶关,广东,Si,-48666.2167792291,558738.0237506496,15704.853699416657,0
cap,440300,深圳,广东,Si,34996.612324535134,558738.0237506496,17796.424427010763,0
cap,440400,珠海,广东,Si,42972.151363717785,558738.0237506496,17995.81290299033,0
cap,440500,汕头,广东,Si,50385.274289142784,558738.0237506496,18181.140976125953,0
cap,440600,佛山,广东,Si,-20683.345163413607,558738.0237506496,16404.425489812045,0
cap,440700,江门,广东,Si,-15444.537052079795,558738.0237506496,16535.39569259539,0
cap,440800,湛江,广东,Si,59794.38736008694,558738.0237506496,18416.368802899557,0
cap,440900,茂名,广东,Si,12972.860194354553,558738.0237506496,17245.830623756246,0
cap,441200,肇庆,广东,Si,-33458.87444839934,558738.0237506496,16085.0372576874,0
cap,441300,惠州,广东,Si,24303.038672547587,558738.0237506496,17529.085085711074,0
cap,441400,梅州,广东,Si,-5261.943485533493,558738.0237506496,16789.960531759047,0
cap,441500,汕尾,广东,Si,51672.69387081421,558738.0237506496,18213.32646566774,0
cap,441600,河源,广东,Si,2940.2537530063455,558738.0237506496,16995.015462722542,0
cap,441700,阳江,广东,Si,-8150.895154455043,558738.0237506496,16717.73674003601,0
cap,441800,清远,广东,Si,-40211.505559303194,558738.0237506496,15916.221479914804,0
cap,441900,东莞,广东,Si,29157.91101466766,558738.0237506496,17650.456894264076,0
cap,442000,中山,广东,Si,24681.0308506698,558738.0237506496,17538.53489016413,0
cap,445100,潮州,广东,Si,43512.15326610236,558738.0237506496,18009.312950549942,0
cap,445200,揭阳,广东,Si,26039.656996013262,558738.0237506496,17572.500543797716,0
cap,445300,云浮,广东,Si,-18759.622263331494,558738.0237506496,16452.518562314097,0
cap,450100,南宁,广西,Si,-62200.60408096629,558738.0237506496,15366.494016873228,0
cap,450200,柳州,广西,Si,-95285.73833469738,558738.0237506496,14539.36566052995,0
cap,450300,桂林,广西,Si,-96828.87173429436,558738.0237506496,14500.787325540025,0
cap,450400,梧州,广西,Si,-28542.203050549913,558738.0237506496,16207.954042633637,0
cap,450500,北海,广西,Si,56233.496738132206,558738.0237506496,18327.346537350688,0
cap,450600,防城港,广西,Si,-5025.361685082885,558738.0237506496,16795.875076770313,0
cap,450700,钦州,广西,Si,-4707.904526633001,558738.0237506496,16803.81150573156,0
cap,450800,贵港,广西,Si,-56474.37662699315,558738.0237506496,15509.649703222554,0
cap,450900,玉林,广西,Si,-14886.719838703357,558738.0237506496,16549.3411229298,0
cap,451000,百色,广西,Si,-65706.84497180389,558738.0237506496,15278.837994602287,0
cap,451100,贺州,广西,Si,-62657.84803567965,558738.0237506496,15355.062918005393,0
cap,451200,河池,广西,Si,-107092.05497484776,558738.0237506496,14244.20774452619,0
cap,451300,来宾,广西,Si,-58064.413544562514,558738.0237506496,15469.89878028332,0
cap,451400,崇左,广西,Si,-79098.65627995487,558738.0237506496,14944.042711898514,0
cap,460100,海口,海南,Si,96435.26215973406,558738.0237506496,19332.390672890735,0
cap,460200,三亚,海南,Si,106700.73298355693,558738.0237506496,19589.027443486306,0
cap,460300,三沙,海南,Si,202794.7001678874,558738.0237506496,21991.37662309457,0
cap,460400,儋州,海南,Si,57936.13914160119,558738.0237506496,18369.912597437415,0
cap,500000,重庆,重庆,Si,-138111.539479538,558738.0237506496,13468.720631908933,0
cap,510100,成都,四川,Si,-108129.97468196988,558738.0237506496,14218.259751848138,0
cap,510300,自贡,四川,Si,-139632.71785288624,558738.0237506496,13430.691172575227,0
cap,510400,攀枝花,四川,Si,87008.48412914036,558738.0237506496,19096.721222125892,0
cap,510500,泸州,四川,Si,-191222.1563889035,558738.0237506496,12140.955209174797,0
cap,510600,德阳,四川,Si,-115002.1685629522,558738.0237506496,14046.454904823579,0
cap,510700,绵阳,四川,Si,-85934.40834678881,558738.0237506496,14773.148910227665,0
cap,510800,广元,四川,Si,-102717.5142644162,558738.0237506496,14353.57126228698,0
cap,510900,遂宁,四川,Si,-103901.29255533157,558738.0237506496,14323.976805014094,0
cap,511000,内江,四川,Si,-117304.26112819793,558738.0237506496,13988.902590692434,0
cap,511100,乐山,四川,Si,-184847.76793427972,558738.0237506496,12300.314920540392,0
cap,511300,南充,四川,Si,-114739.18912431464,558738.0237506496,14053.02939078952,0
cap,511400,眉山,四川,Si,-126063.6351347141,558738.0237506496,13769.918240529532,0
cap,511500,宜宾,四川,Si,-198706.75440186454,558738.0237506496,11953.84025885077,0
cap,511600,广安,四川,Si,-166423.48626270905,558738.0237506496,12760.921962329658,0
cap,511700,达州,四川,Si,-123222.92215431912,558738.0237506496,13840.936065039406,0
cap,511800,雅安,四川,Si,-78165.79775324112,558738.0237506496,14967.364175066356,0
cap,511900,巴中,四川,Si,-125402.57800559117,558738.0237506496,13786.444668757606,0
cap,512000,资阳,四川,Si,-112972.1644262562,558738.0237506496,14097.205008240979,0
cap,513200,阿坝,四川,Si,183622.16452439976,558738.0237506496,21512.06323200738,1
cap,513300,甘孜,四川,Si,271950.835437212,558738.0237506496,23720.280004827684,1
cap,513400,凉山,四川,Si,46670.46824725173,558738.0237506496,18088.270825078678,0
cap,520100,贵阳,贵州,Si,-157465.2610193581,558738.0237506496,12984.877593413432,0
cap,520200,六盘水,贵州,Si,-113631.71085323415,558738.0237506496,14080.716347566531,0
cap,520300,遵义,贵州,Si,-212294.21115575387,558738.0237506496,11614.153840003537,0
cap,520400,安顺,贵州,Si,-140398.36654139732,558738.0237506496,13411.54995536245,0
cap,520500,毕节,贵州,Si,-136385.45226417808,558738.0237506496,13511.872812292933,0
cap,520600,铜仁,贵州,Si,-162516.65084736873,558738.0237506496,12858.592847713166,0
cap,522300,黔西南,贵州,Si,-96221.9378133209,558738.0237506496,14515.960673564363,0
cap,522600,黔东南,贵州,Si,-126419.22400645513,558738.0237506496,13761.028518736006,0
cap,522700,黔南,贵州,Si,-122831.77348781851,558738.0237506496,13850.714781701921,0
cap,530100,昆明,云南,Si,72485.38680223726,558738.0237506496,18733.643788953315,0
cap,530300,曲靖,云南,Si,-8847.345862182352,558738.0237506496,16700.325472342825,0
cap,530400,玉溪,云南,Si,56956.00652705628,558738.0237506496,18345.40928207379,0
cap,530500,保山,云南,Si,83440.54482260901,558738.0237506496,19007.52273946261,0
cap,530600,昭通,云南,Si,-129049.98473213208,558738.0237506496,13695.259500594082,0
cap,530700,丽江,云南,Si,121439.91423941804,558738.0237506496,19957.506974882832,0
cap,530800,普洱,云南,Si,66157.1754005829,558738.0237506496,18575.438503911955,0
cap,530900,临沧,云南,Si,95706.0675230971,558738.0237506496,19314.16080697481,0
cap,532300,楚雄,云南,Si,121453.73058850532,558738.0237506496,19957.852383610018,0
cap,532500,红河,云南,Si,5768.628844216892,558738.0237506496,17065.724840002807,0
cap,532600,文山,云南,Si,-23601.892301051976,558738.0237506496,16331.461811371086,0
cap,532800,西双版纳,云南,Si,54246.46082501192,558738.0237506496,18277.670639522683,0
cap,532900,大理,云南,Si,110895.3498481477,558738.0237506496,19693.892865101076,0
cap,533100,德宏,云南,Si,62384.4052479003,558738.0237506496,18481.119250094893,0
cap,533300,怒江,云南,Si,57669.26007401685,558738.0237506496,18363.240620747805,0
cap,533400,迪庆,云南,Si,174020.19751288413,558738.0237506496,21272.014056719487,1
cap,540100,拉萨,西藏,Si,74731.83635348664,558738.0237506496,18789.80502773455,1
cap,540200,日喀则,西藏,Si,86408.13635853329,558738.0237506496,19081.712527860716,1
cap,540300,昌都,西藏,Si,23936.68200752825,558738.0237506496,17519.92616908559,0
cap,540400,林芝,西藏,Si,-67890.93209450027,558738.0237506496,15224.235816534878,0
cap,540500,山南,西藏,Si,25644.077486169183,558738.0237506496,17562.611056051614,0
cap,540600,那曲,西藏,Si,89333.95979847386,558738.0237506496,19154.85811385923,1
cap,542500,阿里,西藏,Si,115673.03999399405,558738.0237506496,19813.335118747236,1
cap,610100,西安,陕西,Si,33403.33046883404,558738.0237506496,17756.592380618236,0
cap,610200,铜川,陕西,Si,81652.6459128952,558738.0237506496,18962.825266719763,0
cap,610300,宝鸡,陕西,Si,3325.9753095168207,558738.0237506496,17004.658501635306,0
cap,610400,咸阳,陕西,Si,70090.09456791467,558738.0237506496,18673.76148309525,0
cap,610500,渭南,陕西,Si,92530.63325884762,558738.0237506496,19234.774950368574,0
cap,610600,延安,陕西,Si,112586.37565487447,558738.0237506496,19736.168510269246,1
cap,610700,汉中,陕西,Si,-71300.59187863447,558738.0237506496,15138.994321931523,0
cap,610800,榆林,陕西,Si,168627.67713242193,558738.0237506496,21137.20104720793,1
cap,610900,安康,陕西,Si,-71045.73961362371,558738.0237506496,15145.365628556792,0
cap,611000,商洛,陕西,Si,-2989.834729742711,558738.0237506496,16846.763250653818,0
cap,620100,兰州,甘肃,Si,155661.3643208983,558738.0237506496,20813.043226919843,1
cap,620200,嘉峪关,甘肃,Si,227861.09479752008,558738.0237506496,22618.036488835387,1
cap,620300,金昌,甘肃,Si,220537.86685468923,558738.0237506496,22434.955790264616,1
cap,620400,白银,甘肃,Si,151747.1049228378,558738.0237506496,20715.18674196833,1
cap,620500,天水,甘肃,Si,2832.522245614882,558738.0237506496,16992.322175037756,0
cap,620600,武威,甘肃,Si,211889.18938841415,558738.0237506496,22218.738853607738,1
cap,620700,张掖,甘肃,Si,240061.42028494095,558738.0237506496,22923.044626020906,1
cap,620800,平凉,甘肃,Si,38945.737946119836,558738.0237506496,17895.15256755038,0
cap,620900,酒泉,甘肃,Si,271942.85766378825,558738.0237506496,23720.08056049209,1
cap,621000,庆阳,甘肃,Si,85907.66260263206,558738.0237506496,19069.200683963187,0
cap,621100,定西,甘肃,Si,103861.7399225908,558738.0237506496,19518.05261696215,1
cap,621200,陇南,甘肃,Si,-51773.85509452961,558738.0237506496,15627.162741534145,0
cap,622900,临夏,甘肃,Si,145119.96623485722,558738.0237506496,20549.508274768814,1
cap,623000,甘南,甘肃,Si,144862.315605954,558738.0237506496,20543.067009046234,1
cap,630100,西宁,青海,Si,207834.83402622858,558738.0237506496,22117.379969553098,1
cap,630200,海东,青海,Si,155127.05803803465,558738.0237506496,20799.68556984825,1
cap,632200,海北,青海,Si,239207.3018832781,558738.0237506496,22901.69166597933,1
cap,632300,黄南,青海,Si,177452.9283973111,558738.0237506496,21357.83232883016,1
cap,632500,海南,青海,Si,227182.48905010047,558738.0237506496,22601.071345149896,1
cap,632600,果洛,青海,Si,253337.25352458828,558738.0237506496,23254.94045701209,1
cap,632700,玉树,青海,Si,287030.4739226991,558738.0237506496,24097.27096696486,1
cap,632800,海西,青海,Si,295699.9346152909,558738.0237506496,24314.007484279657,1
cap,640100,银川,宁夏,Si,217508.5158598572,558738.0237506496,22359.222015393814,1
cap,640200,石嘴山,宁夏,Si,228511.98851994172,558738.0237506496,22634.308831895927,1
cap,640300,吴忠,宁夏,Si,200863.81482723425,558738.0237506496,21943.10448957824,1
cap,640400,固原,宁夏,Si,116870.03370273681,558738.0237506496,19843.259961465803,1
