adcode,city,city_fullname,province,province_fullname,province_code,admin_type,altitude_m,lat,lon,anchor_lat,anchor_lon,ghi_kwh_m2,tair_mean,csi_yield_kwh_per_kwp,perovskite_yield_kwh_per_kwp,tandem_yield_kwh_per_kwp,csi_PR,perovskite_PR,tandem_PR,perovskite_advantage_pct,tandem_advantage_pct,csi_yield_kwh_per_m2,perovskite_yield_kwh_per_m2,tandem_yield_kwh_per_m2,land_grid_cell_count,land_grid_area_weight_sum,aggregation_method,single_capacity_pct,single_delta_kwh_per_kwp,single_area_pct,single_delta_kwh_per_m2,tandem_capacity_pct,tandem_delta_kwh_per_kwp,tandem_area_pct,tandem_delta_kwh_per_m2,ghi_quartile,tandem_density_ratio,tandem_stc_gain_pp,tandem_operating_correction_pp
131100,衡水,衡水市,河北,河北省,130000,prefecture_level_city,22.0,37.7706824249633,115.81751486032908,37.738728,115.6631,1636.4766520932535,14.522637349971662,1613.5442243160712,1663.8887863803911,1602.363142961961,0.832352670780133,0.85832309666744,0.8265848691995793,3.120122851647245,-0.6929516517496959,354.98053570800704,320.9367694670407,453.6601625446517,92,72.7212000107294,Common technology-yield reconstruction before area integration and ratio,3.120122851647245,50.34456206431992,-9.590319134841074,-34.04376624096636,-0.6929516517496959,-11.18108135411012,27.798602151475315,98.67962683664469,Q4,1.286903641555338,28.69036415553381,-0.8917620040584701
140100,太原,太原市,山西,山西省,140000,prefecture_level_city,780.0,37.96613934233808,112.32735105627596,37.87,112.55,1605.9681212806845,10.438290771075115,1608.131419657927,1649.972325025543,1594.786590649908,0.8366625169535391,0.8584310843532923,0.82971960290455,2.6018337093691057,-0.8298344802477375,353.7897159782006,318.2525130514698,451.5150932646254,69,54.39712594282726,Common technology-yield reconstruction before area integration and ratio,2.6018337093691057,41.84090536761596,-10.044724682986685,-35.5372029267308,-0.8298344802477375,-13.344829008018904,27.62244714101478,97.72537728642482,Q3,1.286903641555338,28.690364155533786,-1.0679170145189945
140200,大同,大同市,山西,山西省,140000,prefecture_level_city,1057.0,39.89998694517078,113.72018786252652,40.095791,113.359578,1637.7108710594669,9.290251143090066,1696.3883492725893,1732.8887524056947,1680.7625087692231,0.8416799546776075,0.8597899927876665,0.8339270384704712,2.1516537265041213,-0.9211240168011336,373.206284599266,334.2457275961892,475.85654742266087,150,115.06899330887046,Common technology-yield reconstruction before area integration and ratio,2.1516537265041213,36.500403133105465,-10.439416111363464,-38.96055700307676,-0.9211240168011336,-15.625840503366137,27.504966303988333,102.65026282339488,Q4,1.286903641555338,28.690364155533786,-1.185397851545459
140300,阳泉,阳泉市,山西,山西省,140000,prefecture_level_city,688.0,38.06600367373379,113.4886183369604,37.856591,113.574024,1585.173393428159,10.41447631662519,1583.9174356301835,1624.9898401206838,1570.4971837608407,0.8385928274227058,0.8603382940966262,0.8314875789377306,2.593089991092823,-0.8472822867817809,348.4626273913124,313.4338027721209,444.6382898846883,51,40.15169058787725,Common technology-yield reconstruction before area integration and ratio,2.593089991092823,41.07240449050028,-10.052390662788437,-35.02882461919154,-0.8472822867817809,-13.420251869342792,27.599993495248956,96.17566249337584,Q3,1.286903641555338,28.690364155533786,-1.090370660284808
140400,长治,长治市,山西,山西省,140000,prefecture_level_city,939.0,36.4755641061449,112.91486492239012,36.194976,113.11073,1608.5002357646788,11.604301081207058,1581.3377243878235,1624.2896682668377,1567.1722144483654,0.8366384538608282,0.859363041634238,0.8291439065853647,2.716177778889195,-0.8957928291340789,347.8950896287989,313.29875114205737,443.6969264207451,142,114.18031049757752,Common technology-yield reconstruction before area integration and ratio,2.716177778889195,42.95194387901415,-9.944474503407209,-34.59633848674156,-0.8957928291340789,-14.16550993945816,27.53756510164198,95.8018367919462,Q3,1.286903641555338,28.690364155533786,-1.1527990538918047
140500,晋城,晋城市,山西,山西省,140000,prefecture_level_city,701.0,35.610531780825625,112.69545441012326,35.49173,112.845914,1590.2787566721877,13.118504958669202,1536.460496240413,1583.934257989258,1524.0745100329332,0.8328278624429478,0.8585606890376836,0.8261141236630285,3.089813364223115,-0.8061376285161459,338.022077009259,305.51485650257365,431.49512829758993,91,73.98159569634507,Common technology-yield reconstruction before area integration and ratio,3.089813364223115,47.473761748844936,-9.616892717275071,-32.50722050668537,-0.8061376285161459,-12.385986207479846,27.652942705801586,93.47305128833092,Q3,1.286903641555338,28.69036415553381,-1.0374214497322125
140600,朔州,朔州市,山西,山西省,140000,prefecture_level_city,1094.0,39.61074609802648,112.63259774109326,39.330573,112.42606,1659.1719918106403,8.441873247023592,1715.0228973498224,1749.5208955258631,1698.41325732092,0.842133468344115,0.8590731365548493,0.8339775808704833,2.0115182269198506,-0.9684791995820508,377.30589448875423,337.4537943407896,480.8538175434624,111,85.51163574721313,Common technology-yield reconstruction before area integration and ratio,2.0115182269198506,34.49799817604071,-10.562278705442408,-39.85210014796468,-0.9684791995820508,-16.609640028902504,27.44402474682104,103.54792305470818,Q4,1.286903641555338,28.690364155533786,-1.24633940871274
140700,晋中,晋中市,山西,山西省,140000,prefecture_level_city,806.0,37.32899551712375,112.98487661557049,37.687325,112.746141,1609.2544319703218,11.403834742117326,1592.9938925681724,1636.9125457834398,1580.024270621251,0.8356611626987627,0.8587002421210106,0.8288574898118222,2.756988173034558,-0.814166457726484,350.45945245357166,315.73349651970324,447.33559342206337,162,128.81301805978896,Common technology-yield reconstruction before area integration and ratio,2.756988173034558,43.91865321526734,-9.908694341314384,-34.72595593386842,-0.814166457726484,-12.969621946921508,27.64261037625335,96.87614096849173,Q3,1.286903641555338,28.690364155533786,-1.0477537792804223
140800,运城,运城市,山西,山西省,140000,prefecture_level_city,365.0,35.20187750457683,111.07742371883064,35.027408,111.001238,1618.0297731602564,13.70866588367046,1555.332372937134,1606.7466672876456,1544.3163731558575,0.8294357162786339,0.8568541978865523,0.823561046768699,3.3056789175820667,-0.7082730336586018,342.17389931363806,309.9149949035969,437.2259933358221,140,114.39487507741087,Common technology-yield reconstruction before area integration and ratio,3.3056789175820667,51.41429435051168,-9.42763444983643,-32.25890441004117,-0.7082730336586018,-11.01599978127615,27.7788850093031,95.05209402218406,Q4,1.286903641555338,28.690364155533786,-0.9114791462307013
140900,忻州,忻州市,山西,山西省,140000,prefecture_level_city,795.0,38.88177466943936,112.40817375137222,38.415377,112.727581,1634.0314046201,9.526472039852717,1662.9378318930685,1702.030694536377,1648.4460058657878,0.8386964220829709,0.8584127598793151,0.8313875242965197,2.3508312754425558,-0.871459278233111,365.8471540590879,328.2937159679663,466.7071170800814,262,203.9447610877262,Common technology-yield reconstruction before area integration and ratio,2.3508312754425558,39.092862643308536,-10.26478890828173,-37.55343809112162,-0.871459278233111,-14.491826027280696,27.568880036908403,100.85996302099346,Q4,1.286903641555338,28.690364155533786,-1.121484118625377
141000,临汾,临汾市,山西,山西省,140000,prefecture_level_city,451.0,36.22192825143487,111.38170191225257,36.088705,111.513093,1616.3203912833694,12.491075994860058,1565.226735703608,1614.7562387667272,1553.676879272506,0.831240356437248,0.8575438438753407,0.8251066081708843,3.164366026552345,-0.737903088903602,344.3506640669073,311.45990945338707,439.87613462559824,202,162.95492180200625,Common technology-yield reconstruction before area integration and ratio,3.164366026552345,49.52950306311914,-9.551529311739491,-32.890754613520244,-0.737903088903602,-11.549856431101944,27.74075398330882,95.52547055869093,Q4,1.286903641555338,28.690364155533786,-0.9496101722249776
141100,吕梁,吕梁市,山西,山西省,140000,prefecture_level_city,945.0,37.66475524312672,111.26727704692674,37.518219,111.138178,1648.9361737019249,10.520244595402929,1636.001046443139,1677.5083933333376,1621.788793567198,0.8369068634024079,0.8581402138147168,0.8296364939841574,2.5371222702112783,-0.8687190577805648,359.92104779861614,323.5637675528912,459.1599419484748,222,175.720904549848,Common technology-yield reconstruction before area integration and ratio,2.5371222702112783,41.507346890198505,-10.101459880742414,-36.35728024572495,-0.8687190577805648,-14.212252875940976,27.57240643658745,99.23889414985864,Q4,1.286903641555338,28.690364155533786,-1.1179577189463308
150100,呼和浩特,呼和浩特市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1064.0,40.589949070445904,111.4967913239393,40.84,111.75,1686.6018858185582,7.777022596240741,1757.0492699485867,1789.4210896970746,1738.971584252643,0.8449625582660321,0.8605301215087008,0.8362690242744549,1.8423968127789123,-1.0288661795165632,386.551717462895,345.1498852834259,492.33666852465313,184,139.716428522839,Common technology-yield reconstruction before area integration and ratio,1.8423968127789123,32.37181974848795,-10.710554450826692,-41.401832179469125,-1.0288661795165632,-18.077685695943728,27.36631252244077,105.78495106175814,Q4,1.286903641555338,28.690364155533786,-1.3240516330929932
150200,包头,包头市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1058.0,41.55475173178725,110.25823870344112,40.62021,109.947464,1708.2226311820732,7.558517336259863,1784.143401663826,1814.9185550991217,1765.9166435449615,0.8453212423330304,0.8599024082363168,0.8366854646245941,1.724926001272986,-1.0215971486298048,392.5124399803678,350.0679268272553,499.9653387371574,297,222.21872913841955,Common technology-yield reconstruction before area integration and ratio,1.724926001272986,30.77515343529558,-10.813545974551896,-42.444513153112496,-1.0215971486298048,-18.22675811886438,27.37566706475956,107.45289875678964,Q4,1.286903641555338,28.690364155533786,-1.3146970907742457
150300,乌海,乌海市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1089.0,39.42714309237506,106.86684455516765,39.654105,106.78939,1786.054096938852,10.855311134514675,1807.6692471501265,1844.2913200881455,1791.3408506879289,0.838461588288969,0.8554482142939507,0.8308878945651361,2.0259277517585605,-0.9032845188875148,397.6881377442456,355.73344989769976,507.1634261343293,18,13.903569958871229,Common technology-yield reconstruction before area integration and ratio,2.0259277517585605,36.62207293801953,-10.549645278463649,-41.95468784654582,-0.9032845188875148,-16.32839646219759,27.52792401881688,109.47528839008372,Q4,1.286903641555338,28.690364155533786,-1.1624401367169044
150400,赤峰,赤峰市,内蒙古,内蒙古自治区,150000,prefecture_level_city,584.0,43.216531613607046,118.86124244386282,42.254941,118.881442,1600.6178609274218,7.130050643951329,1733.7934051618615,1759.9042610827764,1715.4717112264605,0.8509984665725001,0.86381446776586,0.8420056226744802,1.505995803374116,-1.0567403175518852,381.4354155878448,339.45657471007155,485.6833975332037,967,704.519157458947,Common technology-yield reconstruction before area integration and ratio,1.505995803374116,26.1108559209149,-11.005491142734623,-41.97884087777328,-1.0567403175518852,-18.321693935401072,27.33044119269792,104.24798194535884,Q3,1.286903641555338,28.690364155533786,-1.3599229628358651
150500,通辽,通辽市,内蒙古,内蒙古自治区,150000,prefecture_level_city,177.0,43.79729806355168,121.5861638763212,43.651204,122.237756,1592.032991988489,7.770757801022113,1733.6586561467843,1759.2362766505385,1715.9150121214243,0.8503516446455195,0.8628973505631005,0.8416484683740701,1.475355048300142,-1.0234796776429245,381.4057707371879,339.3277315040283,485.8089046362277,662,477.6911636334028,Common technology-yield reconstruction before area integration and ratio,1.475355048300142,25.577620503754133,-11.032355161231678,-42.07803923315959,-1.0234796776429245,-17.7436440253598,27.37324443131721,104.4031338990398,Q3,1.286903641555338,28.690364155533786,-1.3171197242165629
150600,鄂尔多斯,鄂尔多斯市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1304.0,39.40749557464688,108.6293367592622,39.607727,109.776762,1738.9011457240972,9.74300219206568,1772.1542613209374,1806.8558481249795,1755.2175857696104,0.8409906132753651,0.8574585412683867,0.8329531723653737,1.9581583590909224,-0.955711131981396,389.8748231134356,348.51276331475293,496.93622744565056,908,701.4199901066149,Common technology-yield reconstruction before area integration and ratio,1.9581583590909224,34.70158680404211,-10.609061510660355,-41.36205979868265,-0.955711131981396,-16.93667555132697,27.46045601951195,107.06140433221498,Q4,1.286903641555338,28.690364155533786,-1.229908136021833
150700,呼伦贝尔,呼伦贝尔市,内蒙古,内蒙古自治区,150000,prefecture_level_city,613.0,49.61969420665503,121.1777737750069,49.164607,119.771145,1380.5424359033027,1.4571820320135194,1601.2903033030004,1610.233472110203,1583.5053831641071,0.8600184078316223,0.8648215904791875,0.8504665116703118,0.5584976558438592,-1.1106618270408486,352.2846669613123,310.5875421824015,448.3211640706176,3117,2017.3005289487544,Common technology-yield reconstruction before area integration and ratio,0.5584976558438592,8.943168807202255,-11.83620199498776,-41.69712477891085,-1.1106618270408486,-17.784920138893085,27.261049405778405,96.03649710930527,Q1,1.286903641555338,28.690364155533786,-1.4293147497553729
150800,巴彦淖尔,巴彦淖尔市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1041.0,41.44141995532462,107.57802177814582,40.74154,107.382173,1775.7115739797998,8.665664031912277,1845.6097657949824,1879.272371612976,1828.603224426591,0.8413815587232193,0.856727758271328,0.8336285707675747,1.8239286788501063,-0.9214592208806494,406.0350708066471,362.4807191628298,517.7131286791803,702,526.1868020664541,Common technology-yield reconstruction before area integration and ratio,1.8239286788501063,33.662605817992926,-10.72674622842068,-43.554351643817256,-0.9214592208806494,-17.00654136839171,27.50453492863773,111.6780578725332,Q4,1.286903641555338,28.690364155533786,-1.1858292268960522
150900,乌兰察布,乌兰察布市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1380.0,41.67608004572722,112.4490894047746,40.992758,113.12496,1681.8438498207815,6.3324692570776255,1781.9357847382214,1809.0441407246744,1762.5180136158529,0.8481622444105545,0.8610652256810766,0.8389198124005717,1.5212869183406363,-1.0897009470642205,392.02676315349225,348.9348489513312,499.0031205203688,589,439.8409277759697,Common technology-yield reconstruction before area integration and ratio,1.5212869183406363,27.108355986453034,-10.992084789193102,-43.09191420216109,-1.0897009470642205,-19.41777112236855,27.288024038550528,106.97635736687651,Q4,1.2869036415553377,28.690364155533764,-1.4023401169832457
152200,兴安,兴安盟,内蒙古,内蒙古自治区,150000,league,275.0,46.21170946578793,121.36994327334286,46.080431,122.031649,1513.5662345130204,5.588943093361995,1710.918822783219,1729.2880102583151,1692.7582386833926,0.8547359197977745,0.8639127458069259,0.8456633072647151,1.0736445955521257,-1.061452119059847,376.40299603311627,333.55120368213744,479.2527718095026,642,444.1510543294306,Common technology-yield reconstruction before area integration and ratio,1.0736445955521257,18.36918747509617,-11.38455134592199,-42.851792350978826,-1.061452119059847,-18.160584099826337,27.324377558179048,102.84977577638637,Q2,1.286903641555338,28.69036415553381,-1.3659865973547474
152500,锡林郭勒,锡林郭勒盟,内蒙古,内蒙古自治区,150000,league,989.0,44.16215492072164,115.45942202047932,43.931027,116.04055,1626.4790631539845,4.923854893717983,1769.7989174092515,1791.1267573900814,1749.731077215992,0.8532671308144096,0.8635498497424736,0.8435918912971366,1.205099617308547,-1.1339051005091694,389.35664627579655,345.47888051655605,495.3828901929999,2236,1602.986594893717,Common technology-yield reconstruction before area integration and ratio,1.205099617308547,21.327839980829825,-11.26929928612549,-43.8777657592405,-1.1339051005091694,-20.0678401932596,27.231137552510365,106.02624391720336,Q4,1.286903641555338,28.690364155533786,-1.4592266030234216
152900,阿拉善,阿拉善盟,内蒙古,内蒙古自治区,150000,league,1662.0,40.46794928590249,102.47982722468484,38.850994,105.724869,1831.5932624804564,7.647343825066437,1879.4077275535744,1913.0471280113832,1862.8776035354847,0.8344957906550515,0.8494323782143365,0.8271560746850328,1.7898936970743184,-0.8795390045355789,413.4706392838538,368.9953139463078,527.416871844987,2545,1935.041476743237,Common technology-yield reconstruction before area integration and ratio,1.7898936970743184,33.63940045780896,-10.75658610598781,-44.475325337546,-0.8795390045355789,-16.53012401808951,27.55848220770698,113.94623256113316,Q4,1.286903641555338,28.690364155533786,-1.1318819478267932
210100,沈阳,沈阳市,辽宁,辽宁省,210000,prefecture_level_city,50.0,42.09289135596295,123.13732077899355,41.8,123.43,1526.4733864246782,8.382537009259385,1629.5320238389486,1657.1302957856112,1613.0124670625246,0.8491717410782772,0.8635535834089901,0.8405631708971099,1.6936317631638165,-1.013760793574725,358.4978595928413,319.63316783469804,456.6751932657914,135,100.1711867250639,Common technology-yield reconstruction before area integration and ratio,1.6936317631638165,27.598271946662635,-10.840982928680033,-38.86469175814324,-1.013760793574725,-16.519556776423997,27.385751698616435,98.17733367295013,Q3,1.286903641555338,28.690364155533786,-1.3046124569173427
210200,大连,大连市,辽宁,辽宁省,210000,prefecture_level_city,31.0,39.61436160077253,122.22415443992796,38.913185,121.609843,1585.272205564081,11.054416495674005,1645.3912461869695,1674.2258594868604,1625.9890631381622,0.8517118480046011,0.8666376486839596,0.8416686019267345,1.7524472289926152,-1.179183558546948,361.9868964349515,322.9306207843224,460.3491199351655,120,92.43900750471444,Common technology-yield reconstruction before area integration and ratio,1.7524472289926152,28.834613299890638,-10.789416974834465,-39.05627565062912,-1.179183558546948,-19.4021830488075,27.172868539977536,98.362223500214,Q3,1.286903641555338,28.690364155533786,-1.5174956155562491
210300,鞍山,鞍山市,辽宁,辽宁省,210000,prefecture_level_city,50.0,40.69975511701463,123.0149501131834,41.10632,122.988684,1527.77732347109,9.75383362779094,1606.4246496858862,1636.1594020049554,1589.9057548237934,0.8485777333333977,0.8642848184612806,0.8398517925542965,1.8509895453162617,-1.0283018792896947,353.4142257314042,315.58822747697064,450.1332337379916,98,74.293169410234,Common technology-yield reconstruction before area integration and ratio,1.8509895453162617,29.73475231906923,-10.703020846473066,-37.82599825443356,-1.0283018792896947,-16.518894862092793,27.36703872245767,96.7190080065874,Q3,1.2869036415553377,28.690364155533764,-1.3233254330761055
210400,抚顺,抚顺市,辽宁,辽宁省,210000,prefecture_level_city,90.0,41.82538023977922,124.66170826465697,41.879155,123.951278,1457.984651052384,7.462858626922658,1550.4841566355087,1575.5531445298689,1534.5082539973655,0.8494934449735043,0.8632284714149165,0.8407404212740638,1.6168490201640573,-1.030381546936299,341.10728930441525,303.89827761808914,434.4491240903938,121,90.164423390061,Common technology-yield reconstruction before area integration and ratio,1.6168490201640573,25.06898789436013,-10.908301538264576,-37.20901168632611,-1.030381546936299,-15.975902638143223,27.364362390590035,93.34183478597856,Q2,1.286903641555338,28.690364155533786,-1.326001764943745
210500,本溪,本溪市,辽宁,辽宁省,210000,prefecture_level_city,111.0,41.22707236761935,124.54283921212829,41.484703,123.679153,1466.2046771226703,8.294334298460498,1547.9555411849954,1575.6603054110042,1532.3398949346638,0.8482575138839488,0.8634393287357531,0.8397003629105707,1.7897648536339794,-1.0087916503323746,340.55099264164284,303.9189471888479,433.8352194775967,91,68.44073528712465,Common technology-yield reconstruction before area integration and ratio,1.7897648536339794,27.70476422600882,-10.75669906836606,-36.63204545279496,-1.0087916503323746,-15.615646250331563,27.39214650715043,93.28422683595386,Q2,1.286903641555338,28.690364155533786,-1.298217648383352
210600,丹东,丹东市,辽宁,辽宁省,210000,prefecture_level_city,4.0,40.54469707029813,124.39847915783425,39.999101,124.348648,1479.7675106557372,9.533311163024756,1549.9616544061898,1579.1356882063274,1533.7466884538526,0.8491063640228127,0.8650886031275625,0.8402234147295816,1.8822422940078851,-1.0461527165037787,340.9923385528479,304.58929134653573,434.2335100769438,151,114.73997078093156,Common technology-yield reconstruction before area integration and ratio,1.8822422940078851,29.17403380013752,-10.67562026783494,-36.40304720631218,-1.0461527165037787,-16.214965952337252,27.34406641504208,93.24117152409588,Q2,1.286903641555338,28.69036415553381,-1.346297740491722
210700,锦州,锦州市,辽宁,辽宁省,210000,prefecture_level_city,24.0,41.48153970230571,121.62945246459267,41.094064,121.121216,1552.637223114657,9.609941172509464,1651.6159176248646,1680.2062175159174,1634.2052847524112,0.8501977815606341,0.864915131570485,0.841235357981541,1.7310501543341683,-1.0541574882307336,363.35632726202834,324.0841334480366,462.6752920325423,104,77.91132171688507,Common technology-yield reconstruction before area integration and ratio,1.7310501543341683,28.59029989105284,-10.80817667602394,-39.27219381399175,-1.0541574882307336,-17.410632872453334,27.33376504515683,99.31896477051396,Q3,1.286903641555338,28.690364155533786,-1.3565991103769592
