gamma_pct_c,spectral_multiplier,cities,density_at_50pct,density_at_90pct,density_at_100pct,cities_at_10pct
-0.25,0.7,337,11.1371370659199,12.489125188430439,13.114502966418296,6
-0.25,1.0,337,11.01177818383412,12.440723164326805,13.138710178384061,31
-0.25,1.3,337,10.887328679291542,12.382570746164156,13.164851129287003,59
-0.15,0.7,337,10.291386018761429,12.46874543266372,13.534462883390441,139
-0.15,1.0,337,10.168391770313011,12.399900321509016,13.559702622703075,154
-0.15,1.3,337,10.049428667016102,12.358711279311919,13.586312651996302,161
-0.1,0.7,337,9.887599493921462,12.492294309179375,13.772791998437794,181
-0.1,1.0,337,9.764330076779881,12.40028086768723,13.798469487773591,187
-0.1,1.3,337,9.643005352519074,12.340816421822897,13.825963869701052,197
