context,policy,technology,adcode,degradation_fraction,cost_ceiling_usd_kwdc,central_cost_usd_kwdc,positive_cost_possible
cap,General20,SJ,610400,0.007,398.602571984637,385.0,True
cap,General20,SJ,610500,0.007,397.6518905458757,385.0,True
cap,General20,SJ,610600,0.007,392.0642481129107,385.0,True
cap,General20,SJ,610700,0.007,403.33923258585986,385.0,True
cap,General20,SJ,610800,0.007,387.15501639619936,385.0,True
cap,General20,SJ,610900,0.007,404.4263769313809,385.0,True
cap,General20,SJ,611000,0.007,400.25374175758503,385.0,True
cap,General20,SJ,620100,0.007,387.2291037601908,385.0,True
cap,General20,SJ,620200,0.007,383.17422161182645,385.0,True
cap,General20,SJ,620300,0.007,383.80753073887706,385.0,True
cap,General20,SJ,620400,0.007,386.72554647472555,385.0,True
cap,General20,SJ,620500,0.007,393.791336533082,385.0,True
cap,General20,SJ,620600,0.007,384.49633599250603,385.0,True
cap,General20,SJ,620700,0.007,383.8322228513914,385.0,True
cap,General20,SJ,620800,0.007,393.1252322037205,385.0,True
cap,General20,SJ,620900,0.007,381.6750951359219,385.0,True
cap,General20,SJ,621000,0.007,391.59787715442155,385.0,True
cap,General20,SJ,621100,0.007,388.45110887804464,385.0,True
cap,General20,SJ,621200,0.007,397.3790837709265,385.0,True
cap,General20,SJ,622900,0.007,387.1253190220825,385.0,True
cap,General20,SJ,623000,0.007,384.59519581586244,385.0,True
cap,General20,SJ,630100,0.007,382.5578527564795,385.0,True
cap,General20,SJ,630200,0.007,385.9115988548897,385.0,True
cap,General20,SJ,632200,0.007,381.34693311762186,385.0,True
cap,General20,SJ,632300,0.007,382.27735670623804,385.0,True
cap,General20,SJ,632500,0.007,380.2839466330304,385.0,True
cap,General20,SJ,632600,0.007,376.424826022085,385.0,True
cap,General20,SJ,632700,0.007,374.8404627195272,385.0,True
cap,General20,SJ,632800,0.007,377.4398363624971,385.0,True
cap,General20,SJ,640100,0.007,386.5517398838244,385.0,True
cap,General20,SJ,640200,0.007,387.4395273299483,385.0,True
cap,General20,SJ,640300,0.007,386.06248241487884,385.0,True
cap,General20,SJ,640400,0.007,387.43857515735874,385.0,True
cap,General20,SJ,640500,0.007,384.5687033836729,385.0,True
cap,General20,SJ,650100,0.007,387.35954277558085,385.0,True
cap,General20,SJ,650200,0.007,387.7980416373022,385.0,True
cap,General20,SJ,650400,0.007,391.30168114988686,385.0,True
cap,General20,SJ,650500,0.007,387.68504760337555,385.0,True
cap,General20,SJ,652300,0.007,388.7927586046696,385.0,True
cap,General20,SJ,652700,0.007,391.855339074841,385.0,True
cap,General20,SJ,652800,0.007,385.9102524727092,385.0,True
cap,General20,SJ,652900,0.007,390.3447787836794,385.0,True
cap,General20,SJ,653000,0.007,389.9342343226242,385.0,True
cap,General20,SJ,653100,0.007,388.5082437541048,385.0,True
cap,General20,SJ,653200,0.007,384.7905781251387,385.0,True
cap,General20,SJ,654000,0.007,391.2825817520972,385.0,True
cap,General20,SJ,654200,0.007,388.6386455247259,385.0,True
cap,General20,SJ,654300,0.007,385.6636307083896,385.0,True
cap,General20,SJ,110000,0.012,367.82779181028707,385.0,True
cap,General20,SJ,120000,0.012,367.3875176912988,385.0,True
cap,General20,SJ,130100,0.012,371.62806318220476,385.0,True
cap,General20,SJ,130200,0.012,367.811157837109,385.0,True
cap,General20,SJ,130300,0.012,363.84148911562517,385.0,True
cap,General20,SJ,130400,0.012,374.1529176127814,385.0,True
cap,General20,SJ,130500,0.012,373.3442460608355,385.0,True
cap,General20,SJ,130600,0.012,370.68594067863097,385.0,True
cap,General20,SJ,130700,0.012,364.3828301102064,385.0,True
cap,General20,SJ,130800,0.012,365.8258843742634,385.0,True
cap,General20,SJ,130900,0.012,369.2620756366638,385.0,True
cap,General20,SJ,131000,0.012,369.22009336569147,385.0,True
cap,General20,SJ,131100,0.012,371.73616763295024,385.0,True
cap,General20,SJ,140100,0.012,368.05704821180126,385.0,True
cap,General20,SJ,140200,0.012,362.83988321440404,385.0,True
cap,General20,SJ,140300,0.012,368.7160669703537,385.0,True
cap,General20,SJ,140400,0.012,369.4644772105062,385.0,True
cap,General20,SJ,140500,0.012,372.74187303212165,385.0,True
cap,General20,SJ,140600,0.012,361.43584756951935,385.0,True
cap,General20,SJ,140700,0.012,369.3535822828452,385.0,True
cap,General20,SJ,140800,0.012,373.3836678591112,385.0,True
cap,General20,SJ,140900,0.012,365.01377160688384,385.0,True
cap,General20,SJ,141000,0.012,372.35409154198703,385.0,True
cap,General20,SJ,141100,0.012,366.87735874110786,385.0,True
cap,General20,SJ,150100,0.012,361.6577065272981,385.0,True
cap,General20,SJ,150200,0.012,360.1436035341469,385.0,True
cap,General20,SJ,150300,0.012,361.21536204373155,385.0,True
cap,General20,SJ,150400,0.012,360.4395058666952,385.0,True
cap,General20,SJ,150500,0.012,360.2684880079114,385.0,True
cap,General20,SJ,150600,0.012,361.87592481935826,385.0,True
cap,General20,SJ,150700,0.012,359.60390963562475,385.0,True
cap,General20,SJ,150800,0.012,358.85638892732806,385.0,True
cap,General20,SJ,150900,0.012,359.0142786063654,385.0,True
cap,General20,SJ,152200,0.012,358.7188883290277,385.0,True
cap,General20,SJ,152500,0.012,357.54940922366626,385.0,True
cap,General20,SJ,152900,0.012,357.6171210797794,385.0,True
cap,General20,SJ,210100,0.012,362.85161969461984,385.0,True
cap,General20,SJ,210200,0.012,362.67525341134603,385.0,True
cap,General20,SJ,210300,0.012,364.456324807119,385.0,True
cap,General20,SJ,210400,0.012,364.97410763315776,385.0,True
cap,General20,SJ,210500,0.012,365.97178694884093,385.0,True
cap,General20,SJ,210600,0.012,366.39880975363707,385.0,True
cap,General20,SJ,210700,0.012,362.35633477825513,385.0,True
cap,General20,SJ,210800,0.012,362.8349244952794,385.0,True
cap,General20,SJ,210900,0.012,361.8368990536674,385.0,True
cap,General20,SJ,211000,0.012,364.4407227801437,385.0,True
cap,General20,SJ,211100,0.012,362.17013224680335,385.0,True
cap,General20,SJ,211200,0.012,362.9961462616702,385.0,True
cap,General20,SJ,211300,0.012,361.3407798102486,385.0,True
cap,General20,SJ,211400,0.012,361.6436607573703,385.0,True
cap,General20,SJ,220100,0.012,359.66464236740137,385.0,True
cap,General20,SJ,220200,0.012,362.91060083482904,385.0,True
cap,General20,SJ,220300,0.012,361.27788950193263,385.0,True
cap,General20,SJ,220400,0.012,362.66731105658107,385.0,True
cap,General20,SJ,220500,0.012,364.3827446055892,385.0,True
cap,General20,SJ,220600,0.012,363.5095245004873,385.0,True
cap,General20,SJ,220700,0.012,357.813778557078,385.0,True
cap,General20,SJ,220800,0.012,356.0761051295446,385.0,True
cap,General20,SJ,222400,0.012,363.3271722187507,385.0,True
cap,General20,SJ,230100,0.012,361.59747737825336,385.0,True
cap,General20,SJ,230200,0.012,358.1957575886673,385.0,True
cap,General20,SJ,230300,0.012,361.10989620891814,385.0,True
cap,General20,SJ,230400,0.012,360.80724516295527,385.0,True
cap,General20,SJ,230500,0.012,361.80898999805885,385.0,True
cap,General20,SJ,230600,0.012,358.07780783316554,385.0,True
cap,General20,SJ,230700,0.012,361.3328455650387,385.0,True
cap,General20,SJ,230800,0.012,360.6543764482296,385.0,True
cap,General20,SJ,230900,0.012,360.585343206056,385.0,True
cap,General20,SJ,231000,0.012,363.1548328667383,385.0,True
cap,General20,SJ,231100,0.012,360.4606921369422,385.0,True
cap,General20,SJ,231200,0.012,359.8241037956514,385.0,True
cap,General20,SJ,232700,0.012,359.8674456111958,385.0,True
cap,General20,SJ,310000,0.012,378.61886887058586,385.0,True
cap,General20,SJ,320100,0.012,378.9157260352444,385.0,True
cap,General20,SJ,320200,0.012,378.38418607686145,385.0,True
cap,General20,SJ,320300,0.012,375.46926184689517,385.0,True
cap,General20,SJ,320400,0.012,379.527367400319,385.0,True
cap,General20,SJ,320500,0.012,379.96020043330935,385.0,True
cap,General20,SJ,320600,0.012,377.95625087937486,385.0,True
cap,General20,SJ,320700,0.012,375.26451032929134,385.0,True
cap,General20,SJ,320800,0.012,376.24486678897046,385.0,True
cap,General20,SJ,320900,0.012,375.5684402239367,385.0,True
cap,General20,SJ,321000,0.012,377.60435561592436,385.0,True
cap,General20,SJ,321100,0.012,378.8368443172395,385.0,True
cap,General20,SJ,321200,0.012,377.77354709928244,385.0,True
cap,General20,SJ,321300,0.012,375.8635398011721,385.0,True
cap,General20,SJ,330100,0.012,386.64566320733644,385.0,True
cap,General20,SJ,330200,0.012,382.99045302513275,385.0,True
cap,General20,SJ,330300,0.012,385.9150110366212,385.0,True
cap,General20,SJ,330400,0.012,380.39797632462603,385.0,True
cap,General20,SJ,330500,0.012,382.37758897271124,385.0,True
cap,General20,SJ,330600,0.012,386.64268203660544,385.0,True
cap,General20,SJ,330700,0.012,386.8094731834316,385.0,True
cap,General20,SJ,330800,0.012,387.46184181098795,385.0,True
cap,General20,SJ,330900,0.012,378.0142640934939,385.0,True
cap,General20,SJ,331000,0.012,386.0712627951401,385.0,True
cap,General20,SJ,331100,0.012,387.9912562056998,385.0,True
cap,General20,SJ,340100,0.012,380.543709195368,385.0,True
cap,General20,SJ,340200,0.012,381.28782199956606,385.0,True
cap,General20,SJ,340300,0.012,379.1260450797971,385.0,True
cap,General20,SJ,340400,0.012,379.36445045946766,385.0,True
cap,General20,SJ,340500,0.012,379.44034683055173,385.0,True
cap,General20,SJ,340600,0.012,376.83047546811366,385.0,True
cap,General20,SJ,340700,0.012,382.20365868476176,385.0,True
cap,General20,SJ,340800,0.012,382.9832473410787,385.0,True
cap,General20,SJ,341000,0.012,386.0524591795115,385.0,True
cap,General20,SJ,341100,0.012,378.658082442473,385.0,True
cap,General20,SJ,341200,0.012,378.80728476362486,385.0,True
cap,General20,SJ,341300,0.012,376.5027861481572,385.0,True
cap,General20,SJ,341500,0.012,382.90698256866654,385.0,True
cap,General20,SJ,341600,0.012,377.36947389952905,385.0,True
cap,General20,SJ,341700,0.012,383.36082454921615,385.0,True
cap,General20,SJ,341800,0.012,383.26985635302213,385.0,True
cap,General20,SJ,350100,0.012,387.5795509285272,385.0,True
cap,General20,SJ,350200,0.012,384.40281274405794,385.0,True
cap,General20,SJ,350300,0.012,385.11265105343807,385.0,True
cap,General20,SJ,350400,0.012,389.35182077573086,385.0,True
cap,General20,SJ,350500,0.012,385.68526290463853,385.0,True
cap,General20,SJ,350600,0.012,386.8780810746352,385.0,True
cap,General20,SJ,350700,0.012,388.8678339618982,385.0,True
cap,General20,SJ,350800,0.012,388.4002291479435,385.0,True
cap,General20,SJ,350900,0.012,389.58161298976773,385.0,True
cap,General20,SJ,360100,0.012,385.0520380972522,385.0,True
cap,General20,SJ,360200,0.012,386.70734392782936,385.0,True
cap,General20,SJ,360300,0.012,388.3626340825424,385.0,True
cap,General20,SJ,360400,0.012,384.5318436503044,385.0,True
cap,General20,SJ,360500,0.012,388.95802378462463,385.0,True
cap,General20,SJ,360600,0.012,389.10477835194337,385.0,True
cap,General20,SJ,360700,0.012,387.935804897458,385.0,True
cap,General20,SJ,360800,0.012,388.46131694193986,385.0,True
cap,General20,SJ,360900,0.012,387.88039192229746,385.0,True
cap,General20,SJ,361000,0.012,390.11962606422236,385.0,True
cap,General20,SJ,361100,0.012,386.91226067536866,385.0,True
cap,General20,SJ,370100,0.012,371.54617999691214,385.0,True
cap,General20,SJ,370200,0.012,366.83292761669475,385.0,True
cap,General20,SJ,370300,0.012,372.217255609066,385.0,True
cap,General20,SJ,370400,0.012,374.8735568388274,385.0,True
cap,General20,SJ,370500,0.012,367.854397252,385.0,True
cap,General20,SJ,370600,0.012,367.2437969301938,385.0,True
cap,General20,SJ,370700,0.012,370.4365932738313,385.0,True
cap,General20,SJ,370800,0.012,373.8520970935707,385.0,True
cap,General20,SJ,370900,0.012,372.1264086839742,385.0,True
cap,General20,SJ,371000,0.012,365.51899151845225,385.0,True
cap,General20,SJ,371100,0.012,370.24993559398104,385.0,True
cap,General20,SJ,371300,0.012,374.0011339237722,385.0,True
cap,General20,SJ,371400,0.012,369.99057299233544,385.0,True
cap,General20,SJ,371500,0.012,371.43298471036366,385.0,True
cap,General20,SJ,371600,0.012,369.7369492024879,385.0,True
cap,General20,SJ,371700,0.012,375.6861290164351,385.0,True
cap,General20,SJ,410100,0.012,376.4841013590612,385.0,True
cap,General20,SJ,410200,0.012,374.84540629194436,385.0,True
cap,General20,SJ,410300,0.012,378.13544066702724,385.0,True
cap,General20,SJ,410400,0.012,379.8138414788897,385.0,True
cap,General20,SJ,410500,0.012,373.6309827876272,385.0,True
cap,General20,SJ,410600,0.012,373.87299232405286,385.0,True
cap,General20,SJ,410700,0.012,374.25620435299203,385.0,True
cap,General20,SJ,410800,0.012,375.68919840523256,385.0,True
cap,General20,SJ,410900,0.012,373.937015150989,385.0,True
cap,General20,SJ,411000,0.012,376.8286918078521,385.0,True
cap,General20,SJ,411100,0.012,377.6011542041357,385.0,True
cap,General20,SJ,411200,0.012,376.08451440554785,385.0,True
cap,General20,SJ,411300,0.012,380.5110335183878,385.0,True
cap,General20,SJ,411400,0.012,376.9687860693093,385.0,True
cap,General20,SJ,411500,0.012,381.92427211409733,385.0,True
cap,General20,SJ,411600,0.012,376.97569638014255,385.0,True
cap,General20,SJ,411700,0.012,379.489796485288,385.0,True
cap,General20,SJ,420100,0.012,383.4056520610416,385.0,True
cap,General20,SJ,420200,0.012,385.89368396058813,385.0,True
cap,General20,SJ,420300,0.012,384.72406839389254,385.0,True
cap,General20,SJ,420500,0.012,386.6577658848679,385.0,True
cap,General20,SJ,420600,0.012,382.2272235275123,385.0,True
cap,General20,SJ,420700,0.012,385.7203413743475,385.0,True
cap,General20,SJ,420800,0.012,382.03956101830886,385.0,True
cap,General20,SJ,420900,0.012,381.5233231481971,385.0,True
cap,General20,SJ,421000,0.012,385.2310125044236,385.0,True
cap,General20,SJ,421100,0.012,383.61621284448603,385.0,True
cap,General20,SJ,421200,0.012,386.1715368412433,385.0,True
cap,General20,SJ,421300,0.012,381.5609424198481,385.0,True
cap,General20,SJ,422800,0.012,374.781233477163,385.0,True
cap,General20,SJ,430100,0.012,387.9124746296302,385.0,True
cap,General20,SJ,430200,0.012,388.8588407242777,385.0,True
cap,General20,SJ,430300,0.012,388.11956680994814,385.0,True
cap,General20,SJ,430400,0.012,389.3767730155791,385.0,True
cap,General20,SJ,430500,0.012,390.7699315413447,385.0,True
cap,General20,SJ,430600,0.012,386.4954172106756,385.0,True
cap,General20,SJ,430700,0.012,387.9798296543276,385.0,True
cap,General20,SJ,430800,0.012,390.35892788334183,385.0,True
cap,General20,SJ,430900,0.012,388.9084564325643,385.0,True
cap,General20,SJ,431000,0.012,390.65886560071095,385.0,True
cap,General20,SJ,431100,0.012,390.94380880027893,385.0,True
cap,General20,SJ,431200,0.012,390.7751687239388,385.0,True
cap,General20,SJ,431300,0.012,390.58567003686494,385.0,True
cap,General20,SJ,433100,0.012,385.03430523328586,385.0,True
cap,General20,SJ,440100,0.012,388.7089297952908,385.0,True
cap,General20,SJ,440200,0.012,390.1535874622331,385.0,True
cap,General20,SJ,440300,0.012,386.52001280947286,385.0,True
cap,General20,SJ,440400,0.012,385.63598823384945,385.0,True
cap,General20,SJ,440500,0.012,384.1503077032091,385.0,True
cap,General20,SJ,440600,0.012,389.60836572698656,385.0,True
cap,General20,SJ,440700,0.012,389.5614252271662,385.0,True
cap,General20,SJ,440800,0.012,386.1374458166528,385.0,True
cap,General20,SJ,440900,0.012,388.0663639940771,385.0,True
cap,General20,SJ,441200,0.012,390.1231730579762,385.0,True
cap,General20,SJ,441300,0.012,387.7707684139336,385.0,True
cap,General20,SJ,441400,0.012,388.34615266260045,385.0,True
cap,General20,SJ,441500,0.012,383.9248205309856,385.0,True
cap,General20,SJ,441600,0.012,387.801739272433,385.0,True
cap,General20,SJ,441700,0.012,388.831577300688,385.0,True
cap,General20,SJ,441800,0.012,390.26318117284785,385.0,True
cap,General20,SJ,441900,0.012,387.3295041091528,385.0,True
cap,General20,SJ,442000,0.012,387.09384273135333,385.0,True
cap,General20,SJ,445100,0.012,385.73016847964254,385.0,True
cap,General20,SJ,445200,0.012,386.8434375955267,385.0,True
cap,General20,SJ,445300,0.012,389.47021521410835,385.0,True
cap,General20,SJ,450100,0.012,391.1528441535111,385.0,True
cap,General20,SJ,450200,0.012,391.66450070731287,385.0,True
cap,General20,SJ,450300,0.012,391.90650172092506,385.0,True
cap,General20,SJ,450400,0.012,389.2035450059518,385.0,True
cap,General20,SJ,450500,0.012,385.0312717690503,385.0,True
cap,General20,SJ,450600,0.012,388.18750637019195,385.0,True
cap,General20,SJ,450700,0.012,388.5173714397092,385.0,True
cap,General20,SJ,450800,0.012,390.53511157534535,385.0,True
cap,General20,SJ,450900,0.012,389.01411023532245,385.0,True
cap,General20,SJ,451000,0.012,390.3488302220337,385.0,True
cap,General20,SJ,451100,0.012,390.82412511441635,385.0,True
cap,General20,SJ,451200,0.012,391.95352149754433,385.0,True
cap,General20,SJ,451300,0.012,390.42936018691427,385.0,True
cap,General20,SJ,451400,0.012,392.84031845199115,385.0,True
cap,General20,SJ,460100,0.012,383.9544250441353,385.0,True
cap,General20,SJ,460200,0.012,384.32394888672644,385.0,True
cap,General20,SJ,460300,0.012,377.6205253396573,385.0,True
cap,General20,SJ,460400,0.012,386.0958536101402,385.0,True
cap,General20,SJ,500000,0.012,373.54473049744115,385.0,True
cap,General20,SJ,510100,0.012,390.7997058326917,385.0,True
cap,General20,SJ,510300,0.012,373.909325263651,385.0,True
cap,General20,SJ,510400,0.012,382.73651288248305,385.0,True
cap,General20,SJ,510500,0.012,337.4953069879833,385.0,True
cap,General20,SJ,510600,0.012,388.65409468747356,385.0,True
cap,General20,SJ,510700,0.012,388.20507324044183,385.0,True
cap,General20,SJ,510800,0.012,389.0327193244492,385.0,True
cap,General20,SJ,510900,0.012,390.8473817222094,385.0,True
cap,General20,SJ,511000,0.012,389.1138832573052,385.0,True
cap,General20,SJ,511100,0.012,342.3042758337496,385.0,True
cap,General20,SJ,511300,0.012,389.0999889518703,385.0,True
cap,General20,SJ,511400,0.012,381.53690546474996,385.0,True
cap,General20,SJ,511500,0.012,332.8559462360851,385.0,True
cap,General20,SJ,511600,0.012,354.47575313557496,385.0,True
cap,General20,SJ,511700,0.012,383.3503154004019,385.0,True
cap,General20,SJ,511800,0.012,386.1530023833633,385.0,True
cap,General20,SJ,511900,0.012,381.2895121901796,385.0,True
cap,General20,SJ,512000,0.012,391.07843795125467,385.0,True
cap,General20,SJ,513200,0.012,363.3874892245045,385.0,True
cap,General20,SJ,513300,0.012,356.09715823317856,385.0,True
cap,General20,SJ,513400,0.012,379.01036735027014,385.0,True
cap,General20,SJ,520100,0.012,356.28066936730335,385.0,True
cap,General20,SJ,520200,0.012,385.6532199550791,385.0,True
cap,General20,SJ,520300,0.012,321.75228101545866,385.0,True
cap,General20,SJ,520400,0.012,367.69796648835853,385.0,True
cap,General20,SJ,520500,0.012,369.8255116135104,385.0,True
cap,General20,SJ,520600,0.012,355.9328665331108,385.0,True
cap,General20,SJ,522300,0.012,387.9038673966616,385.0,True
cap,General20,SJ,522600,0.012,379.38442234881444,385.0,True
cap,General20,SJ,522700,0.012,380.89933140624925,385.0,True
cap,General20,SJ,530100,0.012,376.7620512702752,385.0,True
cap,General20,SJ,530300,0.012,380.81635557304025,385.0,True
cap,General20,SJ,530400,0.012,379.463887709501,385.0,True
cap,General20,SJ,530500,0.012,380.9279931096053,385.0,True
cap,General20,SJ,530600,0.012,376.4911042134812,385.0,True
cap,General20,SJ,530700,0.012,374.77404863194744,385.0,True
cap,General20,SJ,530800,0.012,383.12266120911755,385.0,True
cap,General20,SJ,530900,0.012,380.8577157610584,385.0,True
cap,General20,SJ,532300,0.012,375.3440621269969,385.0,True
cap,General20,SJ,532500,0.012,383.812267428681,385.0,True
cap,General20,SJ,532600,0.012,385.62031063623635,385.0,True
cap,General20,SJ,532800,0.012,388.61608613403246,385.0,True
cap,General20,SJ,532900,0.012,377.0403274194371,385.0,True
cap,General20,SJ,533100,0.012,384.2496619944382,385.0,True
cap,General20,SJ,533300,0.012,379.45209521758676,385.0,True
cap,General20,SJ,533400,0.012,365.9619631843634,385.0,True
cap,General20,SJ,540100,0.012,367.05936594715155,385.0,True
cap,General20,SJ,540200,0.012,366.8757045541587,385.0,True
cap,General20,SJ,540300,0.012,370.75051653495615,385.0,True
cap,General20,SJ,540400,0.012,377.6793659281618,385.0,True
cap,General20,SJ,540500,0.012,371.82043407382554,385.0,True
cap,General20,SJ,540600,0.012,364.4289300718468,385.0,True
cap,General20,SJ,542500,0.012,362.8238308238273,385.0,True
cap,General20,SJ,610100,0.012,382.853237762078,385.0,True
cap,General20,SJ,610200,0.012,377.3487791427272,385.0,True
cap,General20,SJ,610300,0.012,381.0250205815607,385.0,True
cap,General20,SJ,610400,0.012,378.8403175738934,385.0,True
cap,General20,SJ,610500,0.012,377.3129265852368,385.0,True
cap,General20,SJ,610600,0.012,371.3858189663608,385.0,True
cap,General20,SJ,610700,0.012,387.25718485108166,385.0,True
cap,General20,SJ,610800,0.012,365.13050233229575,385.0,True
cap,General20,SJ,610900,0.012,388.29700502380024,385.0,True
cap,General20,SJ,611000,0.012,382.42325835268616,385.0,True
cap,General20,SJ,620100,0.012,365.5554653704495,385.0,True
cap,General20,SJ,620200,0.012,359.68208514751717,385.0,True
cap,General20,SJ,620300,0.012,360.4915994648705,385.0,True
cap,General20,SJ,620400,0.012,365.17736150348196,385.0,True
cap,General20,SJ,620500,0.012,376.042057949049,385.0,True
cap,General20,SJ,620600,0.012,361.3906975913397,385.0,True
cap,General20,SJ,620700,0.012,359.98291347467614,385.0,True
cap,General20,SJ,620800,0.012,374.4157840529034,385.0,True
cap,General20,SJ,620900,0.012,357.0364010913183,385.0,True
cap,General20,SJ,621000,0.012,371.6643698085231,385.0,True
cap,General20,SJ,621100,0.012,368.144806970886,385.0,True
cap,General20,SJ,621200,0.012,380.9858321872368,385.0,True
cap,General20,SJ,622900,0.012,365.74302789631344,385.0,True
cap,General20,SJ,623000,0.012,363.313893578616,385.0,True
cap,General20,SJ,630100,0.012,359.6347779097803,385.0,True
cap,General20,SJ,630200,0.012,364.30146109755356,385.0,True
cap,General20,SJ,632200,0.012,357.6132149533739,385.0,True
cap,General20,SJ,632300,0.012,360.19329702701475,385.0,True
cap,General20,SJ,632500,0.012,356.91765474220216,385.0,True
cap,General20,SJ,632600,0.012,352.4885391034415,385.0,True
cap,General20,SJ,632700,0.012,350.0441078705411,385.0,True
cap,General20,SJ,632800,0.012,352.3105076070094,385.0,True
cap,General20,SJ,640100,0.012,363.2165147312988,385.0,True
cap,General20,SJ,640200,0.012,363.7712370913092,385.0,True
cap,General20,SJ,640300,0.012,363.19937384850545,385.0,True
cap,General20,SJ,640400,0.012,366.8151040407972,385.0,True
cap,General20,SJ,640500,0.012,361.6524298683525,385.0,True
cap,General20,SJ,650100,0.012,364.58084358651126,385.0,True
cap,General20,SJ,650200,0.012,365.3566569944145,385.0,True
cap,General20,SJ,650400,0.012,367.4793490184323,385.0,True
cap,General20,SJ,650500,0.012,363.8820123085314,385.0,True
cap,General20,SJ,652300,0.012,366.1081255335842,385.0,True
cap,General20,SJ,652700,0.012,370.6239258627489,385.0,True
cap,General20,SJ,652800,0.012,360.94942065435134,385.0,True
cap,General20,SJ,652900,0.012,366.64298576267873,385.0,True
cap,General20,SJ,653000,0.012,365.07136074210973,385.0,True
cap,General20,SJ,653100,0.012,363.3310112028153,385.0,True
cap,General20,SJ,653200,0.012,359.210329832702,385.0,True
cap,General20,SJ,654000,0.012,369.58062051909087,385.0,True
cap,General20,SJ,654200,0.012,366.63059864414095,385.0,True
cap,General20,SJ,654300,0.012,363.66620596643133,385.0,True
cap,General20,SJ,110000,0.01505,354.63431900418965,385.0,True
cap,General20,SJ,120000,0.01505,354.2326623701253,385.0,True
cap,General20,SJ,130100,0.01505,359.0070437891214,385.0,True
cap,General20,SJ,130200,0.01505,355.117960859277,385.0,True
cap,General20,SJ,130300,0.01505,350.95549271290633,385.0,True
cap,General20,SJ,130400,0.01505,361.93918002958605,385.0,True
cap,General20,SJ,130500,0.01505,360.9826844110155,385.0,True
cap,General20,SJ,130600,0.01505,357.9320453253094,385.0,True
cap,General20,SJ,130700,0.01505,351.2756119360707,385.0,True
cap,General20,SJ,130800,0.01505,352.9830701413854,385.0,True
cap,General20,SJ,130900,0.01505,356.41714775616555,385.0,True
cap,General20,SJ,131000,0.01505,356.38660620279063,385.0,True
cap,General20,SJ,131100,0.01505,359.08577446089026,385.0,True
cap,General20,SJ,140100,0.01505,355.2383333090558,385.0,True
cap,General20,SJ,140200,0.01505,349.3769865716261,385.0,True
cap,General20,SJ,140300,0.01505,356.0914422027581,385.0,True
cap,General20,SJ,140400,0.01505,356.84529211195303,385.0,True
cap,General20,SJ,140500,0.01505,360.4362110704633,385.0,True
cap,General20,SJ,140600,0.01505,347.8437350013315,385.0,True
cap,General20,SJ,140700,0.01505,356.63632943752833,385.0,True
cap,General20,SJ,140800,0.01505,360.90077518478853,385.0,True
cap,General20,SJ,140900,0.01505,351.79061271017594,385.0,True
cap,General20,SJ,141000,0.01505,359.80897211893256,385.0,True
cap,General20,SJ,141100,0.01505,353.844714790083,385.0,True
cap,General20,SJ,150100,0.01505,348.39266898632854,385.0,True
cap,General20,SJ,150200,0.01505,346.68955244141745,385.0,True
cap,General20,SJ,150300,0.01505,347.5435696756227,385.0,True
cap,General20,SJ,150400,0.01505,347.3932775495094,385.0,True
cap,General20,SJ,150500,0.01505,347.22721148134735,385.0,True
cap,General20,SJ,150600,0.01505,348.4816428392819,385.0,True
cap,General20,SJ,150700,0.01505,347.6671958122264,385.0,True
cap,General20,SJ,150800,0.01505,344.92528087082627,385.0,True
cap,General20,SJ,150900,0.01505,345.6037747410923,385.0,True
cap,General20,SJ,152200,0.01505,345.89961928872134,385.0,True
cap,General20,SJ,152500,0.01505,344.27172751184696,385.0,True
cap,General20,SJ,152900,0.01505,343.43563964043244,385.0,True
cap,General20,SJ,210100,0.01505,350.10839728161744,385.0,True
cap,General20,SJ,210200,0.01505,349.8005672437587,385.0,True
cap,General20,SJ,210300,0.01505,351.8743671807939,385.0,True
cap,General20,SJ,210400,0.01505,352.85820811981796,385.0,True
cap,General20,SJ,210500,0.01505,353.8550633754103,385.0,True
cap,General20,SJ,210600,0.01505,354.25536071628613,385.0,True
cap,General20,SJ,210700,0.01505,349.4356600528172,385.0,True
cap,General20,SJ,210800,0.01505,349.9671774991104,385.0,True
cap,General20,SJ,210900,0.01505,348.8534540966508,385.0,True
cap,General20,SJ,211000,0.01505,351.835495959903,385.0,True
cap,General20,SJ,211100,0.01505,349.24669509168166,385.0,True
cap,General20,SJ,211200,0.01505,350.56908544506035,385.0,True
cap,General20,SJ,211300,0.01505,348.08063341489236,385.0,True
cap,General20,SJ,211400,0.01505,348.45936677526504,385.0,True
cap,General20,SJ,220100,0.01505,346.96784471759037,385.0,True
cap,General20,SJ,220200,0.01505,350.7017410016574,385.0,True
cap,General20,SJ,220300,0.01505,348.6405803798494,385.0,True
cap,General20,SJ,220400,0.01505,350.405776463239,385.0,True
cap,General20,SJ,220500,0.01505,352.3813734662657,385.0,True
cap,General20,SJ,220600,0.01505,351.26386075408374,385.0,True
cap,General20,SJ,220700,0.01505,344.79174828898425,385.0,True
cap,General20,SJ,220800,0.01505,342.60128612569997,385.0,True
cap,General20,SJ,222400,0.01505,351.1759998532854,385.0,True
cap,General20,SJ,230100,0.01505,349.5410004640056,385.0,True
cap,General20,SJ,230200,0.01505,345.62142364560316,385.0,True
cap,General20,SJ,230300,0.01505,348.85612564674585,385.0,True
cap,General20,SJ,230400,0.01505,348.64539106576757,385.0,True
