adcode,city,province,province_en,display_group,display_row,best_build_npv_kusd,nonviable,class_id,class_roman,paired_class,lon,lat,matched_new_viable,support_class,priority_rank,display_y,display_y_center
650100,乌鲁木齐,新疆,Xinjiang,Other 17,14,196.00259910055456,False,2,III,c-Si / 2T tandem,87.78250602169015,43.80025089354229,0,Initially viable,0,15.076873752174762,15.0
650200,克拉玛依,新疆,Xinjiang,Other 17,14,183.03730761131885,False,2,III,c-Si / 2T tandem,85.18976868024063,45.48230435921007,0,Initially viable,0,15.192682643970244,15.0
650400,吐鲁番,新疆,Xinjiang,Other 17,14,228.9010864613433,False,2,III,c-Si / 2T tandem,89.81400189477782,42.39276998318334,0,Initially viable,0,15.401134473378129,15.0
650500,哈密,新疆,Xinjiang,Other 17,14,233.11831021514,False,2,III,c-Si / 2T tandem,93.5132456638429,43.02058476179062,0,Initially viable,0,14.999999999999993,15.0
652300,昌吉,新疆,Xinjiang,Other 17,14,190.60190020743727,False,2,III,c-Si / 2T tandem,88.63341025092633,44.35991036631484,0,Initially viable,0,15.193324307676669,15.0
652700,博州,新疆,Xinjiang,Other 17,14,133.1469085710329,False,2,III,c-Si / 2T tandem,82.11237413361646,44.7199670535823,0,Initially viable,0,14.81995311864415,15.0
652800,巴州,新疆,Xinjiang,Other 17,14,277.98754553257857,False,2,III,c-Si / 2T tandem,87.47290189307819,39.44218780916885,0,Initially viable,0,14.999999999999993,15.0
652900,阿克苏,新疆,Xinjiang,Other 17,14,225.7843386420294,False,2,III,c-Si / 2T tandem,81.55181602792834,40.94128612064217,0,Initially viable,0,14.841498579972345,15.0
653000,克州,新疆,Xinjiang,Other 17,14,268.9162869202506,False,2,III,c-Si / 2T tandem,75.92188002741628,39.62502279228191,0,Initially viable,0,14.999999999999993,15.0
653100,喀什,新疆,Xinjiang,Other 17,14,282.384543347956,False,2,III,c-Si / 2T tandem,77.18315889609046,38.105585677021935,0,Initially viable,0,15.139044324395776,15.0
653200,和田,新疆,Xinjiang,Other 17,14,302.22412096511846,False,2,III,c-Si / 2T tandem,80.91624630077449,37.04150381601056,0,Initially viable,0,14.999999999999993,15.0
654000,伊犁,新疆,Xinjiang,Other 17,14,151.18024226008038,False,2,III,c-Si / 2T tandem,82.14919574347365,43.44027377862416,0,Initially viable,0,15.505015022309927,15.0
654200,塔城,新疆,Xinjiang,Other 17,14,166.00362170071276,False,2,III,c-Si / 2T tandem,84.82106374683133,45.61135184418471,0,Initially viable,0,15.795315416232725,15.0
654300,阿勒泰,新疆,Xinjiang,Other 17,14,169.6652244847321,False,2,III,c-Si / 2T tandem,88.41006869154839,46.9062954098997,0,Initially viable,0,14.530956948868216,15.0
