adcode,city,province,province_en,display_group,display_row,best_build_npv_kusd,nonviable,class_id,class_roman,paired_class,lon,lat,matched_new_viable,support_class,priority_rank,display_y,display_y_center
620900,酒泉,甘肃,Gansu,甘肃,13,271.94285766378823,False,2,III,c-Si / 2T tandem,96.0517785063209,40.245973552623774,0,Initially viable,0,12.999999999999993,13.0
621000,庆阳,甘肃,Gansu,甘肃,13,86.68369706791407,False,1,II,Single junction / c-Si,107.59973717532412,36.15606843195389,0,Initially viable,0,12.999999999999993,13.0
621100,定西,甘肃,Gansu,甘肃,13,103.8617399225908,False,0,I,c-Si / c-Si,104.44972298429109,35.11313409030147,0,Initially viable,0,12.999999999999993,13.0
621200,陇南,甘肃,Gansu,甘肃,13,-35.49643675503876,True,4,V,None viable / c-Si,105.21640204718705,33.59376117560101,1,At 20%,34,12.999999999999993,13.0
622900,临夏,甘肃,Gansu,甘肃,13,145.1199662348572,False,2,III,c-Si / 2T tandem,103.28901564996757,35.62902897191795,0,Initially viable,0,13.219739980735248,13.0
623000,甘南,甘肃,Gansu,甘肃,13,144.862315605954,False,2,III,c-Si / 2T tandem,102.76062336142913,34.32436606698587,0,Initially viable,0,12.999999999999993,13.0
110000,北京,北京,Beijing,Other 17,14,186.9598729208932,False,2,III,c-Si / 2T tandem,116.41385726202518,40.18094206415489,0,Initially viable,0,14.640629071480461,15.0
120000,天津,天津,Tianjin,Other 17,14,185.2190154967135,False,2,III,c-Si / 2T tandem,117.29783988760518,39.316437184158886,0,Initially viable,0,14.826829949219288,15.0
130100,石家庄,河北,Hebei,Other 17,14,147.09199720783533,False,2,III,c-Si / 2T tandem,114.44084878990633,38.13388116515924,0,Initially viable,0,15.357373553062928,15.0
130200,唐山,河北,Hebei,Other 17,14,156.66374109063668,False,2,III,c-Si / 2T tandem,118.30993877440967,39.768109216273366,0,Initially viable,0,14.37539111891413,15.0
130300,秦皇岛,河北,Hebei,Other 17,14,173.7536849441625,False,2,III,c-Si / 2T tandem,119.17528268860136,40.1074408205221,0,Initially viable,0,14.999999999999993,15.0
130400,邯郸,河北,Hebei,Other 17,14,122.31660173925354,False,3,IV,Single junction / 2T tandem,114.55698351144558,36.55025342350216,0,Initially viable,0,14.486934145999129,15.0
130500,邢台,河北,Hebei,Other 17,14,131.07405879818896,False,3,IV,Single junction / 2T tandem,114.81006756437375,37.214710160717615,0,Initially viable,0,14.491960775478624,15.0
130600,保定,河北,Hebei,Other 17,14,156.4277186415402,False,2,III,c-Si / 2T tandem,115.102802772796,39.023270976607385,0,Initially viable,0,15.382271966719244,15.0
130700,张家口,河北,Hebei,Other 17,14,186.4234937789596,False,2,III,c-Si / 2T tandem,115.02870404718956,40.86139573552759,0,Initially viable,0,15.35619015501063,15.0
130800,承德,河北,Hebei,Other 17,14,168.43451391941267,False,2,III,c-Si / 2T tandem,117.54581587862972,41.33397837149055,0,Initially viable,0,15.28180811874789,15.0
130900,沧州,河北,Hebei,Other 17,14,163.88354445451307,False,2,III,c-Si / 2T tandem,116.733646079985,38.26064857514199,0,Initially viable,0,14.427643387889667,15.0
131000,廊坊,河北,Hebei,Other 17,14,163.24735699753649,False,2,III,c-Si / 2T tandem,116.61374446536996,39.2412096006364,0,Initially viable,0,15.419736138936635,15.0
131100,衡水,河北,Hebei,Other 17,14,148.72496364214305,False,2,III,c-Si / 2T tandem,115.81751486032908,37.7706824249633,0,Initially viable,0,15.152470646306682,15.0
140100,太原,山西,Shanxi,Other 17,14,163.93581679855345,False,2,III,c-Si / 2T tandem,112.32735105627596,37.96613934233808,0,Initially viable,0,15.612287318594412,15.0
140200,大同,山西,Shanxi,Other 17,14,210.0801110450477,False,2,III,c-Si / 2T tandem,113.72018786252652,39.89998694517078,0,Initially viable,0,14.474944851892957,15.0
140300,阳泉,山西,Shanxi,Other 17,14,151.27576609506207,False,2,III,c-Si / 2T tandem,113.4886183369604,38.06600367373379,0,Initially viable,0,14.4764402933492,15.0
140400,长治,山西,Shanxi,Other 17,14,149.9269886658202,False,2,III,c-Si / 2T tandem,112.91486492239012,36.4755641061449,0,Initially viable,0,14.665676667775728,15.0
140500,晋城,山西,Shanxi,Other 17,14,127.76242538246072,False,3,IV,Single junction / 2T tandem,112.69545441012326,35.610531780825625,0,Initially viable,0,14.921177242206078,15.0
140600,朔州,山西,Shanxi,Other 17,14,219.82300685368955,False,2,III,c-Si / 2T tandem,112.63259774109326,39.61074609802648,0,Initially viable,0,14.920503168711228,15.0
140700,晋中,山西,Shanxi,Other 17,14,156.02130507416348,False,2,III,c-Si / 2T tandem,112.98487661557049,37.32899551712375,0,Initially viable,0,14.614874446508793,15.0
140800,运城,山西,Shanxi,Other 17,14,138.26200363870817,False,3,IV,Single junction / 2T tandem,111.07742371883064,35.20187750457683,0,Initially viable,0,14.260349746518052,15.0
140900,忻州,山西,Shanxi,Other 17,14,192.5908269356032,False,2,III,c-Si / 2T tandem,112.40817375137222,38.88177466943936,0,Initially viable,0,14.820638403239421,15.0
141000,临汾,山西,Shanxi,Other 17,14,141.9484675033366,False,3,IV,Single junction / 2T tandem,111.38170191225257,36.22192825143487,0,Initially viable,0,15.244977635707954,15.0
141100,吕梁,山西,Shanxi,Other 17,14,178.50718546650637,False,2,III,c-Si / 2T tandem,111.26727704692674,37.66475524312672,0,Initially viable,0,14.249999627809302,15.0
150100,呼和浩特,内蒙古,Nei Mongol,Other 17,14,199.6988031572353,False,2,III,c-Si / 2T tandem,111.4967913239393,40.589949070445904,0,Initially viable,0,14.919809818669187,15.0
150200,包头,内蒙古,Nei Mongol,Other 17,14,213.21556102955924,False,2,III,c-Si / 2T tandem,110.25823870344112,41.55475173178725,0,Initially viable,0,14.809262608703179,15.0
150300,乌海,内蒙古,Nei Mongol,Other 17,14,224.95216733686448,False,2,III,c-Si / 2T tandem,106.86684455516765,39.42714309237506,0,Initially viable,0,15.03351516102888,15.0
150400,赤峰,内蒙古,Nei Mongol,Other 17,14,188.0968851944289,False,2,III,c-Si / 2T tandem,118.86124244386282,43.216531613607046,0,Initially viable,0,14.450088702412458,15.0
150500,通辽,内蒙古,Nei Mongol,Other 17,14,188.02966141957347,False,2,III,c-Si / 2T tandem,121.5861638763212,43.79729806355168,0,Initially viable,0,15.54352642286834,15.0
150600,鄂尔多斯,内蒙古,Nei Mongol,Other 17,14,207.23440212713217,False,2,III,c-Si / 2T tandem,108.6293367592622,39.40749557464688,0,Initially viable,0,15.211327491533886,15.0
150700,呼伦贝尔,内蒙古,Nei Mongol,Other 17,14,121.99355462891174,False,0,I,c-Si / c-Si,121.1777737750069,49.61969420665503,0,Initially viable,0,14.999999999999993,15.0
150800,巴彦淖尔,内蒙古,Nei Mongol,Other 17,14,243.8799857095961,False,2,III,c-Si / 2T tandem,107.57802177814582,41.44141995532462,0,Initially viable,0,14.921088109764007,15.0
150900,乌兰察布,内蒙古,Nei Mongol,Other 17,14,212.11422204693903,False,2,III,c-Si / 2T tandem,112.4490894047746,41.67608004572722,0,Initially viable,0,14.999999999999993,15.0
152200,兴安,内蒙古,Nei Mongol,Other 17,14,176.68518192627312,False,2,III,c-Si / 2T tandem,121.36994327334286,46.21170946578793,0,Initially viable,0,14.630876930693738,15.0
152500,锡林郭勒,内蒙古,Nei Mongol,Other 17,14,206.0593649015472,False,2,III,c-Si / 2T tandem,115.45942202047932,44.16215492072164,0,Initially viable,0,14.841888196746531,15.0
152900,阿拉善,内蒙古,Nei Mongol,Other 17,14,260.7411595781799,False,2,III,c-Si / 2T tandem,102.47982722468484,40.46794928590249,0,Initially viable,0,14.999999999999993,15.0
210100,沈阳,辽宁,Liaoning,Other 17,14,166.44889745454873,False,2,III,c-Si / 2T tandem,123.13732077899355,42.09289135596295,0,Initially viable,0,14.048470093249826,15.0
210200,大连,辽宁,Liaoning,Other 17,14,174.6563023425075,False,2,III,c-Si / 2T tandem,122.22415443992796,39.61436160077253,0,Initially viable,0,15.191716969188036,15.0
210300,鞍山,辽宁,Liaoning,Other 17,14,154.49045640303018,False,2,III,c-Si / 2T tandem,123.0149501131834,40.69975511701463,0,Initially viable,0,14.999999999999993,15.0
210400,抚顺,辽宁,Liaoning,Other 17,14,125.54034359035644,False,2,III,c-Si / 2T tandem,124.66170826465697,41.82538023977922,0,Initially viable,0,14.112378393434305,15.0
210500,本溪,辽宁,Liaoning,Other 17,14,124.231744066818,False,2,III,c-Si / 2T tandem,124.54283921212829,41.22707236761935,0,Initially viable,0,15.704364144442806,15.0
210600,丹东,辽宁,Liaoning,Other 17,14,125.26994020885536,False,2,III,c-Si / 2T tandem,124.39847915783425,40.54469707029813,0,Initially viable,0,15.435003794574506,15.0
210700,锦州,辽宁,Liaoning,Other 17,14,177.87767080964989,False,2,III,c-Si / 2T tandem,121.62945246459267,41.48153970230571,0,Initially viable,0,15.558661731032558,15.0
210800,营口,辽宁,Liaoning,Other 17,14,174.0183355995648,False,2,III,c-Si / 2T tandem,122.45734326204877,40.37131219077946,0,Initially viable,0,14.806464550715354,15.0
210900,阜新,辽宁,Liaoning,Other 17,14,182.3891223801633,False,2,III,c-Si / 2T tandem,121.95595771362832,42.26865466215459,0,Initially viable,0,14.999999999999993,15.0
211000,辽阳,辽宁,Liaoning,Other 17,14,155.9219109989417,False,2,III,c-Si / 2T tandem,123.23351799174706,41.184515787667934,0,Initially viable,0,15.632960493626477,15.0
211100,盘锦,辽宁,Liaoning,Other 17,14,178.2986376450964,False,2,III,c-Si / 2T tandem,122.0324790339076,41.09415901835957,0,Initially viable,0,14.443599590582267,15.0
211200,铁岭,辽宁,Liaoning,Other 17,14,147.09139635788745,False,2,III,c-Si / 2T tandem,124.15577431213572,42.63762924850957,0,Initially viable,0,14.965357399781738,15.0
211300,朝阳,辽宁,Liaoning,Other 17,14,199.8339389657368,False,2,III,c-Si / 2T tandem,120.0031277406673,41.50252905515066,0,Initially viable,0,14.726148563407165,15.0
211400,葫芦岛,辽宁,Liaoning,Other 17,14,194.8245359978997,False,2,III,c-Si / 2T tandem,120.20312173607186,40.63463283506753,0,Initially viable,0,15.337363357652748,15.0
220100,长春,吉林,Jilin,Other 17,14,167.9750753458361,False,2,III,c-Si / 2T tandem,125.57904404698208,44.28444591663663,0,Initially viable,0,14.912616589483228,15.0
220200,吉林,吉林,Jilin,Other 17,14,133.98400245405549,False,2,III,c-Si / 2T tandem,126.83180420302212,43.57680915998352,0,Initially viable,0,15.875769469844641,15.0
220300,四平,吉林,Jilin,Other 17,14,162.17306444506767,False,2,III,c-Si / 2T tandem,124.40780114543622,43.46853798306373,0,Initially viable,0,14.810358052498202,15.0
220400,辽源,吉林,Jilin,Other 17,14,137.50759851820305,False,2,III,c-Si / 2T tandem,125.2916452567267,42.805958778378304,0,Initially viable,0,14.456884072703915,15.0
220500,通化,吉林,Jilin,Other 17,14,119.40471054914951,False,0,I,c-Si / c-Si,125.94272049373367,41.936015317684046,0,Initially viable,0,15.36318197850045,15.0
220600,白山,吉林,Jilin,Other 17,14,135.39891668601854,False,2,III,c-Si / 2T tandem,127.28102020006057,42.07542366543152,0,Initially viable,0,15.197873711021757,15.0
220700,松原,吉林,Jilin,Other 17,14,190.20583906342063,False,2,III,c-Si / 2T tandem,124.4750749269718,44.79854666041776,0,Initially viable,0,14.999999999999993,15.0
220800,白城,吉林,Jilin,Other 17,14,220.0128990976132,False,2,III,c-Si / 2T tandem,123.00964868950298,45.33687430164241,0,Initially viable,0,14.726885146615267,15.0
222400,延边,吉林,Jilin,Other 17,14,129.92065785666557,False,2,III,c-Si / 2T tandem,129.1199640318267,43.139092738874254,0,Initially viable,0,15.301107250769938,15.0
230100,哈尔滨,黑龙江,Heilongjiang,Other 17,14,126.53704950956184,False,0,I,c-Si / c-Si,127.96649058023571,45.62811063786509,0,Initially viable,0,13.921100387080209,15.0
230200,齐齐哈尔,黑龙江,Heilongjiang,Other 17,14,162.55345064090957,False,2,III,c-Si / 2T tandem,124.55498781047083,47.70432853936905,0,Initially viable,0,14.617004133779659,15.0
230300,鸡西,黑龙江,Heilongjiang,Other 17,14,139.15779957913117,False,2,III,c-Si / 2T tandem,132.28066907298765,45.63177738744093,0,Initially viable,0,15.762947138593923,15.0
230400,鹤岗,黑龙江,Heilongjiang,Other 17,14,133.99940224947034,False,2,III,c-Si / 2T tandem,130.81198957742433,47.63345416629527,0,Initially viable,0,14.116159042943998,15.0
230500,双鸭山,黑龙江,Heilongjiang,Other 17,14,117.80543987593173,False,0,I,c-Si / c-Si,132.54920300691364,46.67798489115884,0,Initially viable,0,14.6224943354528,15.0
230600,大庆,黑龙江,Heilongjiang,Other 17,14,170.04029213846377,False,2,III,c-Si / 2T tandem,124.69352270053982,46.34253327628144,0,Initially viable,0,15.469147527244452,15.0
230700,伊春,黑龙江,Heilongjiang,Other 17,14,126.40779775609462,False,2,III,c-Si / 2T tandem,129.1972230437889,47.79314059588439,0,Initially viable,0,15.886207758525515,15.0
230800,佳木斯,黑龙江,Heilongjiang,Other 17,14,131.20223685793587,False,2,III,c-Si / 2T tandem,132.17782076372552,47.23223839397934,0,Initially viable,0,15.50144180924476,15.0
230900,七台河,黑龙江,Heilongjiang,Other 17,14,135.62501342877647,False,2,III,c-Si / 2T tandem,130.94876179905742,45.90676938581307,0,Initially viable,0,14.641783071853858,15.0
231000,牡丹江,黑龙江,Heilongjiang,Other 17,14,115.0994078204584,False,0,I,c-Si / c-Si,129.88508917072593,44.58383959344994,0,Initially viable,0,14.999999999999993,15.0
231100,黑河,黑龙江,Heilongjiang,Other 17,14,128.15449730492492,False,2,III,c-Si / 2T tandem,126.9928072768748,49.24771059560018,0,Initially viable,0,14.663724729416352,15.0
231200,绥化,黑龙江,Heilongjiang,Other 17,14,139.53248993842806,False,2,III,c-Si / 2T tandem,126.62723631294185,46.88176703935892,0,Initially viable,0,14.867251938623156,15.0
232700,大兴安岭,黑龙江,Heilongjiang,Other 17,14,109.22976885622428,False,0,I,c-Si / c-Si,124.19315026196033,52.276643838218455,0,Initially viable,0,15.142493443219536,15.0
310000,上海,上海,Shanghai,Other 17,14,63.865188752096856,False,1,II,Single junction / c-Si,121.42400669247776,31.178577223975108,0,Initially viable,0,15.35555267274659,15.0
320100,南京,江苏,Jiangsu,Other 17,14,61.15195882321518,False,1,II,Single junction / c-Si,118.8471665787878,31.95323292942349,0,Initially viable,0,14.928604816432298,15.0
320200,无锡,江苏,Jiangsu,Other 17,14,72.85325369075917,False,1,II,Single junction / c-Si,120.07515784697456,31.528409613115777,0,Initially viable,0,14.626624820890157,15.0
320300,徐州,江苏,Jiangsu,Other 17,14,101.57065765748176,False,1,II,Single junction / c-Si,117.48854024900028,34.36847952605167,0,Initially viable,0,14.836708109301483,15.0
320400,常州,江苏,Jiangsu,Other 17,14,62.31096403739298,False,1,II,Single junction / c-Si,119.62108264564544,31.60669612426836,0,Initially viable,0,15.16780466414994,15.0
320500,苏州,江苏,Jiangsu,Other 17,14,53.03139624237417,False,1,II,Single junction / c-Si,120.64245562068494,31.34462939538057,0,Initially viable,0,14.622880945515895,15.0
320600,南通,江苏,Jiangsu,Other 17,14,72.32691868686823,False,1,II,Single junction / c-Si,120.9605146656831,32.22132866555468,0,Initially viable,0,15.377576786574089,15.0
320700,连云港,江苏,Jiangsu,Other 17,14,91.1056805329166,False,1,II,Single junction / c-Si,119.1421172523273,34.53213831539862,0,Initially viable,0,14.999999999999993,15.0
320800,淮安,江苏,Jiangsu,Other 17,14,94.22413325843002,False,1,II,Single junction / c-Si,118.9764634122982,33.35522156818736,0,Initially viable,0,14.624582252800877,15.0
320900,盐城,江苏,Jiangsu,Other 17,14,98.23018094546887,False,1,II,Single junction / c-Si,120.15803586678196,33.51770622585535,0,Initially viable,0,15.193697785119902,15.0
321000,扬州,江苏,Jiangsu,Other 17,14,84.38343882847482,False,1,II,Single junction / c-Si,119.49175510583696,32.72837955827132,0,Initially viable,0,14.999999999999993,15.0
321100,镇江,江苏,Jiangsu,Other 17,14,70.88877725308373,False,1,II,Single junction / c-Si,119.45124798686138,32.00544673917645,0,Initially viable,0,14.810720604292662,15.0
321200,泰州,江苏,Jiangsu,Other 17,14,79.20154254295551,False,1,II,Single junction / c-Si,120.0474788658892,32.570135158462264,0,Initially viable,0,15.38354527255622,15.0
321300,宿迁,江苏,Jiangsu,Other 17,14,92.6714893321423,False,1,II,Single junction / c-Si,118.52153375703472,33.79408693275011,0,Initially viable,0,14.812342565851814,15.0
340100,合肥,安徽,Anhui,Other 17,14,52.73645105995581,False,1,II,Single junction / c-Si,117.3694672462588,31.75887713283621,0,Initially viable,0,15.379850868376714,15.0
340200,芜湖,安徽,Anhui,Other 17,14,51.000451088093314,False,1,II,Single junction / c-Si,118.13276112852216,31.19236306584572,0,Initially viable,0,14.806296908871587,15.0
340300,蚌埠,安徽,Anhui,Other 17,14,56.8511433290073,False,1,II,Single junction / c-Si,117.31628699234184,33.11970859777297,0,Initially viable,0,15.070451046346925,15.0
340400,淮南,安徽,Anhui,Other 17,14,69.54643186046178,False,1,II,Single junction / c-Si,116.77560382113454,32.4689626234682,0,Initially viable,0,14.999999999999993,15.0
340500,马鞍山,安徽,Anhui,Other 17,14,50.98940579314967,False,1,II,Single junction / c-Si,118.380196489788,31.642578752046813,0,Initially viable,0,15.193704521301775,15.0
340600,淮北,安徽,Anhui,Other 17,14,96.08941061815028,False,1,II,Single junction / c-Si,116.74132327703738,33.751244437327024,0,Initially viable,0,15.75490230210027,15.0
340700,铜陵,安徽,Anhui,Other 17,14,50.96826818934983,False,1,II,Single junction / c-Si,117.5399241525142,30.89323634336725,0,Initially viable,0,14.999999999999993,15.0
340800,安庆,安徽,Anhui,Other 17,14,37.31585328783126,False,1,II,Single junction / c-Si,116.49096918381711,30.572551528493136,0,Initially viable,0,14.639216180251857,15.0
341000,黄山,安徽,Anhui,Other 17,14,3.4115600317737744,False,1,II,Single junction / c-Si,118.059122869203,29.901715269489987,0,Initially viable,0,14.999999999999993,15.0
341100,滁州,安徽,Anhui,Other 17,14,63.56683883390883,False,1,II,Single junction / c-Si,118.09390034487475,32.553708238759626,0,Initially viable,0,14.749619896034382,15.0
341200,阜阳,安徽,Anhui,Other 17,14,78.013982047416,False,1,II,Single junction / c-Si,115.67387687903968,32.91545206645493,0,Initially viable,0,15.193295204321934,15.0
341300,宿州,安徽,Anhui,Other 17,14,94.75410960967622,False,1,II,Single junction / c-Si,117.22558609480618,33.84957520100013,0,Initially viable,0,15.565576036448462,15.0
341500,六安,安徽,Anhui,Other 17,14,32.7933255541916,False,1,II,Single junction / c-Si,116.23968895977372,31.661455965791657,0,Initially viable,0,14.999999999999993,15.0
341600,亳州,安徽,Anhui,Other 17,14,95.71498896815297,False,1,II,Single junction / c-Si,116.1806649959416,33.42367545172323,0,Initially viable,0,14.43635141055882,15.0
341700,池州,安徽,Anhui,Other 17,14,39.40236891738937,False,1,II,Single junction / c-Si,117.36628205956438,30.27000775444712,0,Initially viable,0,14.999999999999993,15.0
341800,宣城,安徽,Anhui,Other 17,14,35.45153629738206,False,1,II,Single junction / c-Si,118.84281709856756,30.684801284826506,0,Initially viable,0,14.824289232624189,15.0
370100,济南,山东,Shandong,Other 17,14,143.95994584526477,False,2,III,c-Si / 2T tandem,117.21309102467356,36.63939542593927,0,Initially viable,0,14.729119876203725,15.0
370200,青岛,山东,Shandong,Other 17,14,166.3060581077408,False,2,III,c-Si / 2T tandem,120.1341923645587,36.48033896964544,0,Initially viable,0,15.099435283762602,15.0
370300,淄博,山东,Shandong,Other 17,14,129.43347082603088,False,3,IV,Single junction / 2T tandem,118.05132379187845,36.613461800731606,0,Initially viable,0,15.107978878750835,15.0
370400,枣庄,山东,Shandong,Other 17,14,104.91737246332798,False,1,II,Single junction / c-Si,117.4002922216622,34.91282699298638,0,Initially viable,0,15.000978384198945,15.0
370500,东营,山东,Shandong,Other 17,14,178.85328274360097,False,2,III,c-Si / 2T tandem,118.60392887565058,37.61268966912712,0,Initially viable,0,15.750042021855876,15.0
370600,烟台,山东,Shandong,Other 17,14,155.28806036664162,False,2,III,c-Si / 2T tandem,120.81293448656216,37.244421311029214,0,Initially viable,0,14.807845458597747,15.0
370700,潍坊,山东,Shandong,Other 17,14,137.42937368995968,False,2,III,c-Si / 2T tandem,119.08359065951817,36.49340550818293,0,Initially viable,0,15.381294758801118,15.0
370800,济宁,山东,Shandong,Other 17,14,120.19641215126887,False,3,IV,Single junction / 2T tandem,116.7461292198538,35.36570920002619,0,Initially viable,0,15.555359482018275,15.0
370900,泰安,山东,Shandong,Other 17,14,141.44132131334777,False,3,IV,Single junction / 2T tandem,117.01526204988842,36.0009332887493,0,Initially viable,0,15.051897607152767,15.0
371000,威海,山东,Shandong,Other 17,14,165.3438116054275,False,2,III,c-Si / 2T tandem,121.94775644274752,37.114445808256825,0,Initially viable,0,14.239187095354374,15.0
371100,日照,山东,Shandong,Other 17,14,131.76934402418465,False,2,III,c-Si / 2T tandem,119.1209167326357,35.57870172024071,0,Initially viable,0,15.694364848539173,15.0
371300,临沂,山东,Shandong,Other 17,14,102.9023894001266,False,1,II,Single junction / c-Si,118.27746823964526,35.29623345023989,0,Initially viable,0,15.324025091788954,15.0
371400,德州,山东,Shandong,Other 17,14,168.14713307064676,False,2,III,c-Si / 2T tandem,116.65184742531596,37.26734682498833,0,Initially viable,0,14.718982885372043,15.0
371500,聊城,山东,Shandong,Other 17,14,160.8862606817729,False,2,III,c-Si / 2T tandem,115.8902656670901,36.46035126124546,0,Initially viable,0,14.999999999999993,15.0
371600,滨州,山东,Shandong,Other 17,14,161.2856580428678,False,2,III,c-Si / 2T tandem,117.86115134236942,37.51990028552797,0,Initially viable,0,15.235612494342035,15.0
371700,菏泽,山东,Shandong,Other 17,14,98.17342975359986,False,1,II,Single junction / c-Si,115.68679649369484,35.15875102837559,0,Initially viable,0,14.999999999999993,15.0
410100,郑州,河南,Henan,Other 17,14,109.22289646305558,False,3,IV,Single junction / 2T tandem,113.49983558125554,34.62530092690271,0,Initially viable,0,14.859266599365235,15.0
410200,开封,河南,Henan,Other 17,14,123.28590580962192,False,3,IV,Single junction / 2T tandem,114.54802213995792,34.620407513398035,0,Initially viable,0,15.189606455556401,15.0
410300,洛阳,河南,Henan,Other 17,14,93.6019821664745,False,1,II,Single junction / c-Si,112.03985737438607,34.29007953410871,0,Initially viable,0,15.375121105364997,15.0
410400,平顶山,河南,Henan,Other 17,14,77.60309919918143,False,1,II,Single junction / c-Si,113.01486457385536,33.79516851437642,0,Initially viable,0,14.999999999999993,15.0
410500,安阳,河南,Henan,Other 17,14,137.64402756332413,False,3,IV,Single junction / 2T tandem,114.34059612554472,35.88444033664087,0,Initially viable,0,15.574888442943113,15.0
410600,鹤壁,河南,Henan,Other 17,14,132.08554798657883,False,3,IV,Single junction / 2T tandem,114.31000825321314,35.71487106763375,0,Initially viable,0,14.30075579042255,15.0
410700,新乡,河南,Henan,Other 17,14,123.0817249212996,False,3,IV,Single junction / 2T tandem,114.06459812690063,35.274751591687625,0,Initially viable,0,14.779106301556553,15.0
410800,焦作,河南,Henan,Other 17,14,110.3319623735058,False,3,IV,Single junction / 2T tandem,113.1357574340327,35.11768501825141,0,Initially viable,0,15.333226190712345,15.0
410900,濮阳,河南,Henan,Other 17,14,135.07346925455522,False,3,IV,Single junction / 2T tandem,115.27418611705372,35.80417137915831,0,Initially viable,0,15.00442547798324,15.0
411000,许昌,河南,Henan,Other 17,14,116.8329289822135,False,3,IV,Single junction / 2T tandem,113.72011775811004,34.05769299829354,0,Initially viable,0,15.186265257667493,15.0
411100,漯河,河南,Henan,Other 17,14,106.399277521646,False,1,II,Single junction / c-Si,113.89192034236436,33.65578526709834,0,Initially viable,0,15.485325633787014,15.0
411200,三门峡,河南,Henan,Other 17,14,111.0075292612156,False,3,IV,Single junction / 2T tandem,111.09216803658096,34.35647180845494,0,Initially viable,0,14.582308852915652,15.0
411300,南阳,河南,Henan,Other 17,14,64.86611354688284,False,1,II,Single junction / c-Si,112.29127881605838,33.03689630048198,0,Initially viable,0,14.560057960276602,15.0
411400,商丘,河南,Henan,Other 17,14,91.40767039766206,False,1,II,Single junction / c-Si,115.68361725307214,34.29071627106864,0,Initially viable,0,15.193484018254836,15.0
411500,信阳,河南,Henan,Other 17,14,34.677279395197274,False,1,II,Single junction / c-Si,114.89202673209792,32.07731919779905,0,Initially viable,0,15.184885883094971,15.0
411600,周口,河南,Henan,Other 17,14,105.8602061842978,False,1,II,Single junction / c-Si,114.8680728730833,33.71987213450419,0,Initially viable,0,14.694541277865866,15.0
411700,驻马店,河南,Henan,Other 17,14,70.68526267284824,False,1,II,Single junction / c-Si,114.13886585863226,32.92173529289886,0,Initially viable,0,15.190530151563642,15.0
460100,海口,海南,Hainan,Other 17,14,113.33411174611685,False,1,II,Single junction / c-Si,110.4263598555357,19.82621092114327,0,Initially viable,0,15.50364555437124,15.0
460200,三亚,海南,Hainan,Other 17,14,123.86080508017984,False,3,IV,Single junction / 2T tandem,109.41179838384834,18.394059790537984,0,Initially viable,0,14.29910835906059,15.0
460300,三沙,海南,Hainan,Other 17,14,208.8726953315271,False,3,IV,Single junction / 2T tandem,112.333737,16.832635,0,Initially viable,0,15.39840186246552,15.0
460400,儋州,海南,Hainan,Other 17,14,78.55048402121645,False,1,II,Single junction / c-Si,109.38280068834784,19.565366153951967,0,Initially viable,0,14.80848634113346,15.0
630100,西宁,青海,Qinghai,Other 17,14,207.8348340262285,False,2,III,c-Si / 2T tandem,101.4407093019417,36.82310221144488,0,Initially viable,0,14.65599503120081,15.0
630200,海东,青海,Qinghai,Other 17,14,155.12705803803465,False,2,III,c-Si / 2T tandem,102.34297953002633,36.33816695242233,0,Initially viable,0,15.192718972368581,15.0
632200,海北,青海,Qinghai,Other 17,14,239.2073018832781,False,2,III,c-Si / 2T tandem,100.31477433226654,37.74830939162996,0,Initially viable,0,15.051399381979124,15.0
632300,黄南,青海,Qinghai,Other 17,14,177.4529283973111,False,2,III,c-Si / 2T tandem,101.621624405645,35.01654414539377,0,Initially viable,0,15.365394712292684,15.0
632500,海南,青海,Qinghai,Other 17,14,227.1824890501005,False,2,III,c-Si / 2T tandem,100.2550402016934,35.89684967929721,0,Initially viable,0,15.21473915817409,15.0
632600,果洛,青海,Qinghai,Other 17,14,253.33725352458828,False,2,III,c-Si / 2T tandem,99.42732874135946,34.10986838910031,0,Initially viable,0,14.999999999999993,15.0
632700,玉树,青海,Qinghai,Other 17,14,287.0304739226991,False,2,III,c-Si / 2T tandem,94.34056490330146,34.2008609236989,0,Initially viable,0,14.999999999999993,15.0
632800,海西,青海,Qinghai,Other 17,14,295.6999346152909,False,2,III,c-Si / 2T tandem,94.51475726567172,36.68064209452756,0,Initially viable,0,14.999999999999993,15.0
640100,银川,宁夏,Ningxia,Other 17,14,217.5085158598572,False,2,III,c-Si / 2T tandem,106.3478678895232,38.28343864503925,0,Initially viable,0,15.100731522412289,15.0
640200,石嘴山,宁夏,Ningxia,Other 17,14,228.51198851994167,False,2,III,c-Si / 2T tandem,106.49492563276776,38.99966077529655,0,Initially viable,0,14.666791870917045,15.0
640300,吴忠,宁夏,Ningxia,Other 17,14,200.86381482723425,False,2,III,c-Si / 2T tandem,106.52539920544052,37.462068352082696,0,Initially viable,0,15.200526649325646,15.0
640400,固原,宁夏,Ningxia,Other 17,14,116.8700337027368,False,0,I,c-Si / c-Si,106.17893210928716,35.927736939246486,0,Initially viable,0,14.814063380661999,15.0
640500,中卫,宁夏,Ningxia,Other 17,14,204.84727472863312,False,2,III,c-Si / 2T tandem,105.50027554711376,37.00938210541008,0,Initially viable,0,15.031992673307975,15.0
