adcode,context,policy,winner,challenger,yield_perturbation_radius,npv_margin
370100,cap,General20,0,1,0.022636003854835732,35433.25748188312
370200,cap,General20,0,1,0.02632700228694463,42209.182561321824
370300,cap,General20,0,1,0.022260165925581242,34201.31859922225
370400,cap,General20,0,1,0.020240192852377315,30020.722209450185
370500,cap,General20,0,1,0.025242702892943045,41131.41979124367
370600,cap,General20,0,1,0.026178303146300756,41414.71125447998
370700,cap,General20,0,1,0.02370373496713492,36763.50022787284
370800,cap,General20,0,1,0.02095832955286351,31762.83729479036
370900,cap,General20,0,1,0.02216804856702861,34601.02818747253
371000,cap,General20,0,1,0.027466970652526637,43936.5493372357
371100,cap,General20,0,1,0.023958678400355857,36884.78727742307
371300,cap,General20,0,1,0.02105090412219532,31162.386553302043
371400,cap,General20,0,1,0.02361564186849657,38047.390829625045
371500,cap,General20,0,1,0.022496337688739914,35964.24600915333
371600,cap,General20,0,1,0.023936101430974837,38230.82180774947
371700,cap,General20,0,1,0.01958443632844585,28759.23073230018
410100,cap,General20,0,1,0.018745958593228723,27926.605517979
410200,cap,General20,0,1,0.020047911176680106,30481.259848054095
410300,cap,General20,0,1,0.01739067861821107,25318.924704416248
410400,cap,General20,0,1,0.015947843711090783,22665.706514859663
410500,cap,General20,0,1,0.02093000672686293,32464.96637357683
410600,cap,General20,0,1,0.020790317464140937,32007.65878877695
410700,cap,General20,0,1,0.020567252754371285,31278.88360081505
410800,cap,General20,0,1,0.01944623732381749,29034.51784132136
410900,cap,General20,0,1,0.02069820711624174,31989.156903217405
411000,cap,General20,0,1,0.018364406508223196,27632.294709300084
411100,cap,General20,0,1,0.017767615909888065,26340.611949981452
411200,cap,General20,0,1,0.019085513965998346,28511.74369124516
411300,cap,General20,0,1,0.015362650616124535,21423.57680739241
411400,cap,General20,0,1,0.018483400578879518,26857.122727011472
411500,cap,General20,0,1,0.014123081237423424,18805.270958601282
411600,cap,General20,0,1,0.018336703039648322,27179.907844582034
411700,cap,General20,0,1,0.01630189442993488,22947.95084149024
420100,cap,General20,0,1,0.012626456099839783,16797.69773125639
420200,cap,General20,0,1,0.010031916335294187,12575.204323253785
420300,cap,General20,0,1,0.011286806307691027,13916.953929147723
420500,cap,General20,0,1,0.009158556397029014,11205.507825819666
420600,cap,General20,0,1,0.013800138612753582,18500.721683332755
420700,cap,General20,0,1,0.010219776605792078,12829.727033117308
420800,cap,General20,0,1,0.013979376905401176,18806.955819356004
420900,cap,General20,0,1,0.014441121959624516,19774.155756682434
421000,cap,General20,0,1,0.010753825342913829,13706.791530958697
421100,cap,General20,0,1,0.012432707972667668,16241.410267924892
421200,cap,General20,0,1,0.009770012927332414,12527.680349659648
421300,cap,General20,0,1,0.01446464681128607,19420.08317543349
422800,cap,General20,-1,0,0.042721778985268764,23153.4652112245
430100,cap,General20,0,1,0.007793530144278729,9576.922260434287
430200,cap,General20,0,1,0.006717251215055398,8184.163595863936
430300,cap,General20,0,1,0.00753482506718727,9182.018057045581
430400,cap,General20,0,1,0.0060744040627876625,7302.162377931325
430500,cap,General20,0,1,0.0042039240292886864,4834.542039330416
430600,cap,General20,0,1,0.009371942670256055,11666.824989404915
430700,cap,General20,0,1,0.00759307182905818,9017.008112873953
430800,cap,General20,0,3,0.003605630334238807,2044.9610834570535
430900,cap,General20,0,1,0.006489948633649343,7627.293100380428
431000,cap,General20,0,1,0.004310900808747826,4941.366931856181
431100,cap,General20,0,1,0.004109511482714496,4797.081271054083
431200,cap,General20,0,1,0.003834943833725812,4197.614498627729
431300,cap,General20,0,1,0.004366414270811815,4983.212291654752
433100,cap,General20,-1,0,0.016081157886817545,8943.840210961014
440100,cap,General20,0,1,0.007164807665351091,9315.787746358694
440200,cap,General20,0,1,0.005240487027147037,6336.76377124715
440300,cap,General20,0,1,0.009529280782002457,13053.236084905904
440400,cap,General20,0,1,0.010408254289608145,14409.16651903757
440500,cap,General20,0,1,0.011848517231341595,16553.327568767203
440600,cap,General20,0,1,0.006085790749231168,7691.252354450115
440700,cap,General20,0,1,0.006178031705537831,7871.444740764502
440800,cap,General20,0,1,0.009955108429734906,14119.648839339732
440900,cap,General20,0,1,0.007904814643322714,10500.032960214128
441200,cap,General20,0,1,0.005421882695743038,6718.939009679332
441300,cap,General20,0,1,0.008255872609667467,11148.077112510635
441400,cap,General20,0,1,0.007517973354392301,9717.890950966137
441500,cap,General20,0,1,0.012064667691554577,16882.401485479873
441600,cap,General20,0,1,0.008123783833009483,10626.855875399371
441700,cap,General20,0,1,0.006995300115317515,9006.82842413704
441800,cap,General20,0,1,0.005204358034753492,6380.850069788323
441900,cap,General20,0,1,0.008713478796262348,11844.529429963985
442000,cap,General20,0,1,0.008930470647469272,12057.629489371437
445100,cap,General20,0,1,0.010317570889509145,14295.935881409321
445200,cap,General20,0,1,0.009183941970716288,12421.471763878742
445300,cap,General20,0,1,0.006247602281022695,7918.368943168332
450100,cap,General20,0,1,0.003972553735942711,4702.546707631598
450200,cap,General20,0,1,0.002929451582889641,3278.0952863477637
450300,cap,General20,0,1,0.002616981485406749,2921.29412999833
450400,cap,General20,0,1,0.006454573572086728,8053.532388251198
450500,cap,General20,0,1,0.01100289283147417,15512.074082846368
450600,cap,General20,0,1,0.007683929462342789,9934.381574035171
450700,cap,General20,0,1,0.007343768085308184,9502.429312805418
450800,cap,General20,0,1,0.004733870440816784,5653.475164546819
450900,cap,General20,0,1,0.006757683836933204,8612.512091904193
451000,cap,General20,0,1,0.004842838870024186,5693.992936887469
451100,cap,General20,0,1,0.0043384281082467484,5129.832642616349
451200,cap,General20,0,1,0.0023977948523371015,2628.1046269376134
451300,cap,General20,0,1,0.004835124697440772,5758.515203115905
451400,cap,General20,0,1,0.0018017370278829176,2076.6620962752427
460100,cap,General20,0,1,0.011996061157361869,17848.75516374717
460200,cap,General20,0,1,0.011657588012618713,17587.532653507027
460300,cap,General20,0,1,0.01696644793418117,28669.609586490253
460400,cap,General20,0,1,0.00999098046962042,14133.259870514677
500000,cap,General20,-1,0,0.04893548438993698,26363.934729408073
510100,cap,General20,0,1,0.003790184798005967,4140.633963138896
510300,cap,General20,-1,0,0.05190558092739159,27885.11310275629
510400,cap,General20,0,1,0.013121989082411184,19258.116254088633
510500,cap,General20,-1,0,0.16364970932994516,79474.55163877356
510600,cap,General20,-1,0,0.005792500376206368,3254.563812822255
510700,cap,General20,0,1,0.007143669715961456,8093.070464544042
510800,cap,General20,0,1,0.006008547415481774,6614.290435702116
510900,cap,General20,0,1,0.0037898362821678702,4172.185672812873
511000,cap,General20,-1,0,0.009930472283374714,5556.656378067999
511100,cap,General20,-1,0,0.1485737634694199,73100.16318414977
511300,cap,General20,-1,0,0.005321956375017276,2991.584374184697
511400,cap,General20,-1,0,0.025991494892190502,14316.030384584166
511500,cap,General20,-1,0,0.18186446315306284,86959.14965173461
511600,cap,General20,-1,0,0.10711585274555933,54675.88151257911
511700,cap,General20,-1,0,0.020727133898794787,11475.317404189183
511800,cap,General20,0,1,0.009601776958795279,10999.144045578703
511900,cap,General20,-1,0,0.024761592969661173,13654.973255461244
512000,cap,General20,-1,0,0.0021716355749427027,1224.5596761262618
513200,cap,General20,0,1,0.0288957312231636,47184.49563595271
513300,cap,General20,0,1,0.03274576960282032,58873.3314177212
513400,cap,General20,0,1,0.016857180226534155,23311.662163314453
520100,cap,General20,-1,0,0.08802096119184517,45717.656269228144
520200,cap,General20,-1,0,0.0033451886548191002,1884.106103104216
520300,cap,General20,-1,0,0.2164311920410926,100546.60640562394
520400,cap,General20,-1,0,0.053406880425128825,28650.76179126737
520500,cap,General20,-1,0,0.04558555252909302,24637.84751404813
520600,cap,General20,-1,0,0.09870645781094899,50769.0460972388
522300,cap,General20,0,1,0.007429585296546759,8262.858894739622
522600,cap,General20,-1,0,0.026654292657611652,14671.619256325186
522700,cap,General20,-1,0,0.02000649228646991,11084.168737688571
530100,cap,General20,0,1,0.01878783480692564,26884.437362450684
530300,cap,General20,0,1,0.01541369054535122,19660.28401820921
530400,cap,General20,0,1,0.016340288710883607,22939.082337244658
530500,cap,General20,0,1,0.014803107146088896,21585.27922828381
530600,cap,General20,-1,0,0.03158461506562106,17302.379982002152
530700,cap,General20,0,1,0.02008418089706173,30630.626798430683
530800,cap,General20,0,1,0.01280789681939773,18275.60865960396
530900,cap,General20,0,1,0.014810842722307094,21954.41713764768
532300,cap,General20,0,1,0.019576791122732445,29872.189259808296
532500,cap,General20,0,1,0.012229304046561055,16000.81307083252
532600,cap,General20,0,1,0.010324850611146809,12934.197358011887
532800,cap,General20,0,1,0.0075820264693909805,10695.662462412827
532900,cap,General20,0,1,0.018163254817599818,27377.04760780906
533100,cap,General20,0,1,0.011746217748631164,16690.682408054214
533300,cap,General20,0,1,0.01634664482926726,22970.805324214838
533400,cap,General20,0,1,0.026921537073255973,43541.855238237586
540100,cap,General20,0,1,0.028014672013892513,39850.20805012681
540200,cap,General20,0,1,0.02792251815971774,40357.03294369301
540300,cap,General20,0,1,0.025468805162305968,33795.592734000194
540400,cap,General20,0,1,0.019495809611646434,22509.31002472265
540500,cap,General20,0,1,0.024336396473550074,32409.782941972197
540600,cap,General20,0,1,0.030168631916366224,43679.68707556764
542500,cap,General20,0,1,0.03098412488312331,46408.05022475177
610100,cap,General20,0,1,0.013143397497978297,17898.300622253202
610200,cap,General20,0,1,0.018146193892993056,26309.417940471518
610300,cap,General20,0,1,0.015121680141370232,19656.048626095355
610400,cap,General20,0,1,0.0168401562064378,24064.22680456393
610500,cap,General20,0,1,0.018080030107292675,26601.55659874539
610600,cap,General20,0,1,0.023246578593034712,34941.78897834894
610700,cap,General20,0,1,0.008343784832876617,9683.613744647402
610800,cap,General20,0,1,0.02773275391104039,44527.45380530592
610900,cap,General20,0,1,0.007144491681007426,8305.229838483627
611000,cap,General20,0,1,0.01369261865429093,17652.93837995222
620100,cap,General20,0,1,0.02763051391246849,43670.44599993386
620200,cap,General20,0,1,0.030959818989306772,53110.773475430906
620300,cap,General20,0,1,0.03047388352207953,51868.68067580514
620400,cap,General20,0,1,0.028039558889094623,44085.7934128349
620500,cap,General20,0,1,0.020334925147967628,26277.809226304784
620600,cap,General20,0,1,0.029936335027960007,50477.5611577183
620700,cap,General20,0,1,0.030450820549791927,52984.46575698546
620800,cap,General20,0,1,0.021486568389266044,29253.970984343425
620900,cap,General20,0,1,0.032028291341455885,57622.92103551937
621000,cap,General20,0,1,0.02341725723754039,33971.57028484793
621100,cap,General20,0,1,0.026364621949501482,39059.88522982119
621200,cap,General20,0,1,0.015510151845900641,18470.186410639086
622900,cap,General20,0,1,0.027683444810338267,43183.928151941414
623000,cap,General20,0,1,0.02982411669206442,46411.57258167271
630100,cap,General20,0,1,0.031461691737599405,52723.778695962494
630200,cap,General20,0,1,0.028728583371770245,45327.652502083256
632200,cap,General20,0,1,0.032342643571678854,56119.592979545305
632300,cap,General20,0,1,0.03173436773541799,51297.686524358425
632500,cap,General20,0,1,0.03319312952892167,56775.27395014857
632600,cap,General20,0,1,0.036018517175572425,63258.5588890949
632700,cap,General20,0,1,0.036968228182974995,67269.39985353936
632800,cap,General20,0,1,0.0350292624859493,64447.37541384194
640100,cap,General20,0,1,0.028342227004868575,48173.46573842844
640200,cap,General20,0,1,0.027686784755958625,47682.306505675966
640300,cap,General20,0,1,0.028691629524080053,47822.29589410684
640400,cap,General20,0,1,0.027314955024666184,41122.140347159926
640500,cap,General20,0,1,0.02987644905319792,49970.94469333814
650100,cap,General20,0,1,0.02765181300979244,45874.18862839667
650200,cap,General20,0,1,0.027258034187291346,44550.184989856294
650400,cap,General20,0,1,0.024743860817206545,42755.16168308008
650500,cap,General20,0,1,0.027513381796722428,47638.35146808577
652300,cap,General20,0,1,0.026491321882108843,43719.86843091605
652700,cap,General20,0,1,0.023606017902869134,36417.91905244389
652800,cap,General20,0,1,0.02893269163915336,52550.09679491576
652900,cap,General20,0,1,0.025454827599544205,43798.41970384308
653000,cap,General20,0,1,0.02597771796186878,46859.540429164044
653100,cap,General20,0,1,0.027064878258832813,49478.74421843227
653200,cap,General20,0,1,0.02975967039902353,55409.576113950665
654000,cap,General20,0,1,0.024230549556434517,38211.85535695491
654200,cap,General20,0,1,0.0265050864576204,42471.70834798732
654300,cap,General20,0,1,0.028959388005357044,46499.89886070972
110000,cap,New20,1,0,0.04278423840569168,70398.62510493844
120000,cap,New20,1,0,0.04255603543755981,69851.68884526513
130100,cap,New20,1,0,0.048581338468795615,76352.96902863024
130200,cap,New20,1,0,0.044816905020483085,71057.20072602628
130300,cap,New20,1,0,0.040513435785951464,65389.163487481026
130400,cap,New20,1,0,0.05287976401113206,80345.66202111181
130500,cap,New20,1,0,0.05138614205179568,79043.20093458307
130600,cap,New20,1,0,0.0471338882288655,74889.14249350637
130700,cap,New20,1,0,0.0401424435486006,65825.07016925387
130800,cap,New20,1,0,0.04243114225275129,68150.11779740735
130900,cap,New20,1,0,0.045467884769650614,72826.30488549353
131000,cap,New20,1,0,0.045479228640186255,72784.71642024533
131100,cap,New20,1,0,0.048545361878588725,76460.17666691352
140100,cap,New20,1,0,0.04450740865876599,71221.11201707991
140200,cap,New20,1,0,0.037541786504729724,63239.71002010739
140300,cap,New20,1,0,0.04592672189158038,72382.79129197236
140400,cap,New20,1,0,0.04662748311786939,73409.30950360507
140500,cap,New20,1,0,0.05109767668010033,78299.06761386973
140600,cap,New20,1,0,0.035931257317573566,61151.879749486514
140700,cap,New20,1,0,0.046098193861386985,73124.76481077954
140800,cap,New20,1,0,0.05083485423611785,78931.66505536203
140900,cap,New20,1,0,0.0402501274582746,66526.34726324277
141000,cap,New20,1,0,0.04959437756551244,77444.95567601814
141100,cap,New20,1,0,0.04259626402959039,69323.42021882517
150100,cap,New20,1,0,0.037234665567404714,61899.3637323199
150200,cap,New20,1,0,0.035314615685587414,59580.22814768958
150300,cap,New20,1,0,0.03548572628125599,60743.144310797106
150400,cap,New20,1,0,0.03696222649053221,60538.49136511314
150500,cap,New20,1,0,0.03683226850609762,60312.3590260052
150600,cap,New20,1,0,0.03696968869293122,62020.519521160284
150700,cap,New20,1,0,0.04044550160919864,60911.486150611156
150800,cap,New20,1,0,0.03274689589498532,57177.81770048009
150900,cap,New20,1,0,0.03451357690211859,58101.72351490553
152200,cap,New20,1,0,0.03627088067325824,58504.57534555414
152500,cap,New20,1,0,0.03371496616179633,56287.87340641963
152900,cap,New20,1,0,0.031022059348887368,55149.37167542007
210100,cap,New20,1,0,0.04019128643927049,64235.672750661026
210200,cap,New20,1,0,0.039533357724792606,63816.50026540183
210300,cap,New20,1,0,0.04226476177856056,66640.39581368548
210400,cap,New20,1,0,0.04471856605988963,67980.09305174265
210500,cap,New20,1,0,0.04564933126407253,69337.511898314
210600,cap,New20,1,0,0.04592892775177132,69882.59720702763
210700,cap,New20,1,0,0.03908158754800132,63319.60576095435
210800,cap,New20,1,0,0.03969970226251681,64043.37362477645
210900,cap,New20,1,0,0.03839722104222689,62526.81530009977
211000,cap,New20,1,0,0.04215606346808422,66587.46483144852
211100,cap,New20,1,0,0.038908730928597174,63062.291975278866
211200,cap,New20,1,0,0.041574549092284564,64862.99230577356
211300,cap,New20,1,0,0.036982513520108264,61474.46456757962
211400,cap,New20,1,0,0.03750719491976313,61990.186181435885
220100,cap,New20,1,0,0.037544305268537415,59959.179031895816
220200,cap,New20,1,0,0.0423978155901662,65043.629516258305
220300,cap,New20,1,0,0.03919947718214375,62236.94493676976
220400,cap,New20,1,0,0.04195341874337403,64640.614294026025
220500,cap,New20,1,0,0.04467111771322559,67330.78680412132
220600,cap,New20,1,0,0.04279646209386358,65809.06857242314
220700,cap,New20,1,0,0.03478497926711199,56995.986243799845
220800,cap,New20,1,0,0.03186331278386518,54013.231619732665
222400,cap,New20,1,0,0.04302859193261178,65689.42829169908
230100,cap,New20,1,0,0.0418165894047271,63463.04790930094
230200,cap,New20,1,0,0.03668749464947188,58125.75604667984
230300,cap,New20,1,0,0.04055254325404691,62530.45315266479
230400,cap,New20,1,0,0.04064595815674089,62243.49565282773
230500,cap,New20,1,0,0.042608243590430604,63940.7821111397
230600,cap,New20,1,0,0.036148006860342426,57800.53229215935
230700,cap,New20,1,0,0.041603062143825996,63113.699233950116
230800,cap,New20,1,0,0.04070656799817774,62102.860199155315
230900,cap,New20,1,0,0.04035229603279371,61911.595281793096
231000,cap,New20,1,0,0.04394678294646263,65793.0419101117
231100,cap,New20,1,0,0.04075033575565042,61913.52498551862
231200,cap,New20,1,0,0.03946195585278431,60810.50924123645
232700,cap,New20,1,0,0.04155565116652156,61549.06700406696
310000,cap,New20,1,0,0.06291451061699228,87770.47184732578
320100,cap,New20,1,0,0.06351727794291444,88237.06678035035
320200,cap,New20,1,0,0.06171880457353995,87244.31127886703
320300,cap,New20,1,0,0.05598580269725077,82614.97969253856
320400,cap,New20,1,0,0.064027964498794,89043.299464072
320500,cap,New20,1,0,0.06551730470470608,89845.98168198953
320600,cap,New20,1,0,0.06133604879227714,86673.68940426342
320700,cap,New20,1,0,0.056763508369529245,82576.70926854576
320800,cap,New20,1,0,0.05743552142962997,83839.98332653152
320900,cap,New20,1,0,0.056392768887604215,82826.81262636902
321000,cap,New20,1,0,0.05974930265634992,85917.39133668716
321100,cap,New20,1,0,0.062389399012426607,87905.85042695876
321200,cap,New20,1,0,0.06044266806128037,86266.88664778817
321300,cap,New20,1,0,0.057206995544137385,83356.41784910546
330100,cap,New20,1,2,0.07538352193537345,87933.84056052219
330200,cap,New20,1,2,0.07209860974728415,86862.72649125569
330300,cap,New20,1,2,0.07386192851326262,89431.44930975963
330400,cap,New20,1,0,0.0651331550555413,90269.5446392803
330500,cap,New20,1,2,0.06893746945076204,87215.44906900443
330600,cap,New20,1,2,0.07632411230976471,87778.2698527866
330700,cap,New20,1,2,0.07421678664237406,89014.90268880401
330800,cap,New20,1,2,0.07549456432992513,88885.1229558045
330900,cap,New20,1,0,0.06645725843783325,87796.99127988124
331000,cap,New20,1,2,0.0761082311145429,87908.32601589581
331100,cap,New20,1,2,0.07613014680748294,89457.60255759206
340100,cap,New20,1,0,0.06616878815934668,90647.32555858222
340200,cap,New20,1,2,0.06706097063648492,86941.5339006804
340300,cap,New20,1,0,0.06420998351092924,88622.31368781705
340400,cap,New20,1,0,0.06307492302811926,88655.14638486184
340500,cap,New20,1,0,0.06519807164983753,89185.0321113484
340600,cap,New20,1,0,0.05783452458789925,84594.53344506586
340700,cap,New20,1,2,0.06771243255523035,87728.48055668114
340800,cap,New20,1,2,0.06923772761775746,87808.58773018236
341000,cap,New20,1,2,0.07374086742192826,88470.4816614118
341100,cap,New20,1,0,0.062987363067194,87830.7266515053
341200,cap,New20,1,0,0.06161252875102316,87701.8246631012
341300,cap,New20,1,0,0.05763930919291138,84179.01075867428
341500,cap,New20,1,2,0.06935440032630431,87360.32859789272
341600,cap,New20,1,0,0.058401737102705104,85337.09434284481
341700,cap,New20,1,2,0.06933630921632186,88196.08567509046
341800,cap,New20,1,2,0.06943683212900048,87802.6065935826
350100,cap,New20,1,2,0.0767368661583247,90475.29467993617
350200,cap,New20,1,0,0.06698000260313436,95250.26798939677
350300,cap,New20,1,2,0.07363015312052565,90309.9967832385
350400,cap,New20,1,2,0.07715301039213379,91058.27829199246
350500,cap,New20,1,2,0.0727610302239864,91205.32562745725
350600,cap,New20,1,2,0.07169724107289421,92727.2981903891
350700,cap,New20,1,2,0.0755703534446148,90684.55281635876
350800,cap,New20,1,2,0.07530490029165658,91393.0346984654
350900,cap,New20,1,2,0.07819670161434501,90992.57699332328
360100,cap,New20,1,2,0.07128136843720015,89036.03988301905
360200,cap,New20,1,2,0.07368397973945495,89357.16669057355
360300,cap,New20,1,2,0.07619014545362467,90081.17131046926
360400,cap,New20,1,2,0.07086217782145515,88886.82072918586
360500,cap,New20,1,2,0.0776920665181182,90127.17477326818
360600,cap,New20,1,2,0.07739200132540545,89827.63031246101
360700,cap,New20,1,2,0.07542139939696371,90430.96019014117
360800,cap,New20,1,2,0.07714233622710344,89998.85363829561
360900,cap,New20,1,2,0.07587122183746078,89640.01778566423
361000,cap,New20,1,2,0.07954645871017459,90223.16791502091
361100,cap,New20,1,2,0.0740165852887708,89218.15420269548
370100,cap,New20,1,0,0.04875227347715764,76314.34726824681
370200,cap,New20,1,0,0.043372984002605634,69538.42218880811
370300,cap,New20,1,0,0.0504715393245412,77546.28615090769
370400,cap,New20,1,0,0.05510086840369994,81726.88254067976
370500,cap,New20,1,0,0.043337754577821776,70616.18495888627
370600,cap,New20,1,0,0.04445753094285887,70332.89349564996
370700,cap,New20,1,0,0.04834695633785051,74984.1045222571
370800,cap,New20,1,0,0.052776995328849545,79984.76745533958
370900,cap,New20,1,0,0.04942596060310607,77146.5765626574
371000,cap,New20,1,0,0.04239213814099694,67811.05541289423
371100,cap,New20,1,0,0.04862747762330147,74862.81747270687
371300,cap,New20,1,0,0.05443715612172392,80585.21819682789
371400,cap,New20,1,0,0.04574499905583621,73700.21392050489
371500,cap,New20,1,0,0.047403969736777615,75783.3587409766
371600,cap,New20,1,0,0.04602844224057678,73516.78294238048
371700,cap,New20,1,0,0.05651335190715116,82988.37401782976
410100,cap,New20,1,0,0.05626551998370731,83820.99923215093
410200,cap,New20,1,0,0.05344990569194846,81266.34490207584
410300,cap,New20,1,0,0.05936481962083599,86428.68004571369
410400,cap,New20,1,0,0.0626790164079816,89081.89823527027
410500,cap,New20,1,0,0.0511131333219328,79282.6383765531
410600,cap,New20,1,0,0.05179444088835585,79739.94596135299
410700,cap,New20,1,0,0.0529117518329796,80468.7211493149
410800,cap,New20,1,0,0.05539814115752618,82713.08690880857
410900,cap,New20,1,0,0.05160676406070961,79758.44784691253
411000,cap,New20,1,0,0.05590298465639646,84115.31004082985
411100,cap,New20,1,0,0.05760984775043096,85406.99280014848
411200,cap,New20,1,0,0.05571736355076172,83235.86105888478
411300,cap,New20,1,0,0.06477053276400307,90324.02794273754
411400,cap,New20,1,0,0.05842266874661845,84890.48202311847
411500,cap,New20,1,2,0.06858389219634327,86693.90341192765
411600,cap,New20,1,0,0.05705290664600723,84567.6969055479
411700,cap,New20,1,0,0.06308199775363435,88799.6539086397
420100,cap,New20,1,2,0.06976637440405574,88145.75624965176
420200,cap,New20,1,2,0.07402149998460883,88146.7089549018
420300,cap,New20,1,2,0.07357300981903823,86153.00590484141
420500,cap,New20,1,2,0.0756708465025956,87957.27725610415
420600,cap,New20,1,2,0.06828813894071087,86944.54646913745
420700,cap,New20,1,2,0.07388648966211404,88107.64271027916
420800,cap,New20,1,2,0.06841630683608473,87379.73982862924
420900,cap,New20,1,0,0.06716847031574692,91973.4489934475
421000,cap,New20,1,2,0.07301422193528417,88386.0512493849
421100,cap,New20,1,2,0.07058802016484075,87568.89076189772
421200,cap,New20,1,2,0.07322390005895373,89225.73286292177
421300,cap,New20,1,2,0.06805547937685989,86734.20694292305
422800,cap,New20,-1,1,0.05087789709549797,25381.623413351233
430100,cap,New20,1,2,0.07658301121695013,89437.00344301625
430200,cap,New20,1,2,0.07779080035533219,90091.99335512075
430300,cap,New20,1,2,0.07726059244494021,89466.96851943046
430400,cap,New20,1,2,0.07907039182457357,90338.5009918659
430500,cap,New20,1,3,0.05053341623993974,27902.394579125485
430600,cap,New20,1,2,0.075055315037471,88751.20537513398
430700,cap,New20,1,3,0.0783596352847464,44573.159570244
430800,cap,New20,-1,1,0.005074806305732356,2647.058780043835
430900,cap,New20,1,3,0.06944866488934105,39126.05542908523
431000,cap,New20,1,3,0.04719909416488247,25970.122834872654
431100,cap,New20,1,3,0.06521340284240619,36573.53060574723
431200,cap,New20,1,3,0.00095732719944325,502.3644057735055
431300,cap,New20,1,3,0.04282266726346111,23454.37206937129
433100,cap,New20,-1,1,0.022894088018238185,11733.705422434696
440100,cap,New20,1,2,0.07504729994390079,92770.21813821445
440200,cap,New20,1,2,0.07918893818670862,91053.89833729056
440300,cap,New20,1,2,0.07178596918521188,93419.2718333468
440400,cap,New20,1,0,0.07031102152397042,97338.43823109237
440500,cap,New20,1,0,0.06813802414184236,95194.27718136273
440600,cap,New20,1,2,0.07705425153617662,92585.04804171834
440700,cap,New20,1,2,0.07699691330362299,93244.38183335759
440800,cap,New20,1,0,0.06883293613913585,97627.9559107902
440900,cap,New20,1,2,0.07412563866665706,93566.56810494032
441200,cap,New20,1,2,0.07816052576099092,92106.60353593109
441300,cap,New20,1,2,0.0728149425805403,93474.46058718004
441400,cap,New20,1,2,0.07492081517699044,92067.4736397823
441500,cap,New20,1,0,0.06779350401447043,94865.20326465006
441600,cap,New20,1,2,0.07403520070638539,92059.66413775185
441700,cap,New20,1,2,0.07614693845629239,93159.38704298084
441800,cap,New20,1,2,0.07864414994118243,91699.59642552535
441900,cap,New20,1,2,0.07227717411760587,93391.2453022008
442000,cap,New20,1,2,0.07275186151921262,93326.87491118783
445100,cap,New20,1,0,0.070332191623881,97451.66886872062
445200,cap,New20,1,2,0.07231433758052655,92937.63627724515
445300,cap,New20,1,2,0.0767908415321734,92533.1025886194
450100,cap,New20,1,3,0.07879898890271655,44844.453961532054
450200,cap,New20,1,3,0.024530745085614803,13183.77112908479
450300,cap,New20,1,3,0.022372748676641515,11997.438885837255
450400,cap,New20,1,2,0.07723062789434783,91602.97319672749
450500,cap,New20,1,0,0.06826097044515089,96235.53066728357
450600,cap,New20,1,2,0.07585384915929627,93136.03850332301
450700,cap,New20,1,2,0.07575892828918289,93133.25136201184
450800,cap,New20,1,2,0.08042924910126988,91313.1026198164
450900,cap,New20,1,2,0.0763933051865966,92539.27119008495
451000,cap,New20,1,3,0.07146058708866679,40346.76684143858
451100,cap,New20,1,3,0.0773649717158275,43959.92407183394
451200,cap,New20,1,3,0.003852390552603721,2027.4451483445546
451300,cap,New20,1,2,0.08045416804579854,91086.84500354527
451400,cap,New20,1,3,0.05510235786207581,30572.286373899828
460100,cap,New20,1,0,0.06310895812678574,93898.84958638277
460200,cap,New20,1,0,0.062412354783717955,94160.07209662291
460300,cap,New20,1,0,0.04916489968821386,83077.99516363969
460400,cap,New20,1,0,0.06900481716052341,97614.34487961527
500000,cap,New20,-1,1,0.05435649964291456,27027.53906323346
510100,cap,New20,-1,1,0.0009986099667923663,523.0038949788423
510300,cap,New20,-1,1,0.053328408510878396,26542.225043444374
510400,cap,New20,1,0,0.0630199777730173,92489.4884960413
510500,cap,New20,-1,1,0.16697715894864612,75013.11717869823
510600,cap,New20,-1,1,0.013367207218135427,6915.3845533120375
510700,cap,New20,1,3,0.032695465607833984,17720.125938797082
510800,cap,New20,1,3,0.0045869269606991885,2415.800050011626
510900,cap,New20,1,3,0.006959508404174284,3674.1265219854995
511000,cap,New20,-1,1,0.012169782302271158,6303.357558526386
511100,cap,New20,-1,1,0.15058251477589707,68611.8733379247
511300,cap,New20,-1,1,0.012205925701157258,6321.852341907061
511400,cap,New20,-1,1,0.03227055853899701,16389.112734289767
511500,cap,New20,-1,1,0.1832425376832293,81188.59478952948
511600,cap,New20,-1,1,0.11107547137844404,52410.35558843509
511700,cap,New20,-1,1,0.027387480028469594,13975.273187042716
511800,cap,New20,1,3,0.04129683901102339,22582.662951310114
511900,cap,New20,-1,1,0.03294032989528889,16718.4192292749
512000,cap,New20,-1,1,0.007085219452647604,3688.3284248737027
513200,cap,New20,1,0,0.039538374263632846,64563.10911417722
513300,cap,New20,1,0,0.0294090504268362,52874.27333240873
513400,cap,New20,1,0,0.0639499925936391,88435.94258681548
520100,cap,New20,-1,1,0.10544676815262072,50007.82205536069
520200,cap,New20,-1,1,0.021252498690957283,10909.864765964016
520300,cap,New20,-1,1,0.22407621560393923,95968.74223550873
520400,cap,New20,-1,1,0.07112181845533083,34810.197529516925
520500,cap,New20,-1,1,0.06495983143243468,31978.210971663542
