adcode,context,policy,winner,challenger,yield_perturbation_radius,npv_margin
451400,cap,None,-1,1,0.08367959333023248,46427.71362610017
460100,cap,None,1,0,0.011357634258945596,16898.849586382767
460200,cap,None,1,0,0.01137425326851486,17160.072096622913
460300,cap,None,1,0,0.0035969094094916105,6077.9951636396845
460400,cap,None,1,0,0.014572541577327949,20614.34487961526
500000,cap,None,-1,1,0.20921523327427355,104027.53906323346
510100,cap,None,-1,1,0.14802039734014044,77523.00389497884
510300,cap,None,-1,1,0.20803614113753105,103542.22504344437
510400,cap,None,1,0,0.01055414227723522,15489.488496041304
510500,cap,None,-1,1,0.338377065026631,152013.11717869822
510600,cap,None,-1,1,0.16220563375270455,83915.38455331203
510700,cap,None,-1,1,0.10937750049288657,59279.87406120292
510800,cap,None,-1,1,0.1416144840261653,74584.19994998837
510900,cap,None,-1,1,0.13889342940696808,73325.8734780145
511000,cap,None,-1,1,0.16083233691292065,83303.35755852639
511100,cap,None,-1,1,0.3195744555823742,145611.87333792468
511300,cap,None,-1,1,0.1608737888777259,83321.85234190706
511400,cap,None,-1,1,0.1838854169995122,93389.11273428977
511500,cap,None,-1,1,0.3570314231564425,158188.59478952948
511600,cap,None,-1,1,0.2742648105865806,129410.3555884351
511700,cap,None,-1,1,0.17828513576427174,90975.27318704272
511800,cap,None,-1,1,0.09951279936974713,54417.337048689886
511900,cap,None,-1,1,0.18465356110173303,93718.4192292749
512000,cap,None,-1,1,0.1550009783028229,80688.3284248737
513200,cap,None,0,1,0.007616337770382354,12436.890885822777
513300,cap,None,0,1,0.013418902377923913,24125.726667591265
513400,cap,None,1,0,0.008269583863034018,11435.942586815487
520100,cap,None,-1,1,0.2678093909191809,127007.8220553607
520200,cap,None,-1,1,0.1712490783285887,87909.86476596401
520300,cap,None,-1,1,0.4038625522755408,172968.74223550872
520400,cap,None,-1,1,0.22844296023905203,111810.19752951692
520500,cap,None,-1,1,0.22137593065480046,108978.21097166355
520600,cap,None,-1,1,0.2690482416712133,127470.78424571436
522300,cap,None,-1,1,0.13120389110205918,69737.19195793058
522600,cap,None,-1,1,0.19060233319632625,96254.29438344548
522700,cap,None,-1,1,0.18586708136035382,94237.79093244605
530100,cap,None,1,0,0.005495070919552106,7863.167387679255
530300,cap,None,1,3,0.010271650166651285,6239.974869738376
530400,cap,None,1,0,0.00841161222749516,11808.522412885282
530500,cap,None,1,0,0.009026675677017877,13162.325521846127
530600,cap,None,-1,1,0.19975206152736716,100105.60544142948
530700,cap,None,1,0,0.002699459285481511,4116.977951699255
530800,cap,None,1,0,0.011543890562906774,16471.996090525976
530900,cap,None,1,0,0.008630513324834449,12793.187612482256
532300,cap,None,1,0,0.0031951120107215577,4875.415490321643
532500,cap,None,1,0,0.014328035352252298,18746.791679297417
532600,cap,None,-1,1,0.002983461380239166,1788.484908933924
532800,cap,None,1,0,0.017050132584737192,24051.94228771711
532900,cap,None,1,0,0.004889983370064646,7370.557142320877
533100,cap,None,1,0,0.012707721380990014,18056.922342075723
533300,cap,None,1,0,0.008380688213748244,11776.799425915102
533400,cap,None,0,1,0.00543740589948901,8794.25048810765
540100,cap,None,0,1,0.003587127015412485,5102.603299996872
540200,cap,None,0,1,0.0038810920718312042,5609.428193563076
540300,cap,None,1,0,0.0007174488325097226,952.0120161297427
540400,cap,None,-1,1,0.10200221079157985,55652.63736909298
540500,cap,None,1,0,0.0017554624944481779,2337.8218081577415
540600,cap,None,0,1,0.0061691995058622716,8932.082325437705
542500,cap,None,0,1,0.0077850436945493436,11660.445474621838
610100,cap,None,1,0,0.012373079790696432,16849.304127876734
610200,cap,None,1,0,0.0058200061399995345,8438.186809658418
610300,cap,None,1,0,0.011610150589484046,15091.556124034581
610400,cap,None,1,0,0.007476232453960379,10683.377945566008
610500,cap,None,1,0,0.00553654803190858,8146.048151384548
610600,cap,None,0,1,0.00012918969104924445,194.18422821900094
610700,cap,None,-1,1,0.0833064434910735,46236.600873151925
610800,cap,None,0,1,0.006091121857544827,9779.849055175986
610900,cap,None,-1,1,0.08012798238152806,44603.3647019774
611000,cap,None,1,0,0.013259591269802464,17094.66637017772
620100,cap,None,0,1,0.0056455271670875174,8922.841249803923
620200,cap,None,0,1,0.010704426665305772,18363.168725300966
620300,cap,None,0,1,0.01005897329050595,17121.0759256752
620400,cap,None,0,1,0.005939298596113308,9338.188662704964
620500,cap,None,1,0,0.006554300494090137,8469.795523825156
620600,cap,None,0,1,0.009328843038225284,15729.95640758836
620700,cap,None,0,1,0.010480947084722487,18236.86100685552
620800,cap,None,1,0,0.004034985119706555,5493.633765786512
620900,cap,None,0,1,0.012714685082777835,22875.316285389432
621000,cap,None,1,0,0.0005349354930116758,776.0344652820095
621100,cap,None,0,1,0.0029107009382729632,4312.280479691253
621200,cap,None,-1,1,0.06274132661698152,35496.436755038754
622900,cap,None,0,1,0.0054081808508592965,8436.323401811478
623000,cap,None,0,1,0.0074952758191560494,11663.967831542777
630100,cap,None,0,1,0.010726864752365704,17976.173945832557
630200,cap,None,0,1,0.006705614942343015,10580.047751953316
632200,cap,None,0,1,0.01231702799366414,21371.988229415365
632300,cap,None,0,1,0.01023840287271463,16550.08177422849
632500,cap,None,0,1,0.012878269466712871,22027.669200018638
632600,cap,None,0,1,0.016233728832594347,28510.95413896496
632700,cap,None,0,1,0.017872511794670653,32521.79510340943
632800,cap,None,0,1,0.016142799542589546,29699.770663712003
640100,cap,None,0,1,0.007898929297142547,13425.860988298497
640200,cap,None,0,1,0.007510549082723032,12934.70175554603
640300,cap,None,0,1,0.007844336777042604,13074.691143976906
640400,cap,None,0,1,0.004234219125416541,6374.53559702999
640500,cap,None,0,1,0.009101675844311322,15223.339943208202
650100,cap,None,0,1,0.006706826344807572,11126.583878266729
650200,cap,None,0,1,0.005997709490072074,9802.580239726354
650400,cap,None,0,1,0.004634244531770455,8007.556932950138
650500,cap,None,0,1,0.007445010693402504,12890.746717955835
652300,cap,None,0,1,0.005436592874345926,8972.263680786113
652700,cap,None,0,1,0.0010826941887333234,1670.3143023139546
652800,cap,None,0,1,0.009801580665977052,17802.492044785824
652900,cap,None,0,1,0.005260165454369795,9050.814953713143
653000,cap,None,0,1,0.006714544064252502,12111.935679034104
653100,cap,None,0,1,0.00805793482881006,14731.139468302332
653200,cap,None,0,1,0.011097241681055806,20661.971363820725
654000,cap,None,0,1,0.0021967186680796158,3464.250606824976
654200,cap,None,0,1,0.004820339035844987,7724.103597857379
654300,cap,None,0,1,0.007319139469976857,11752.294110579784
110000,cap,General20,0,1,0.02512953342959342,41348.97964519149
120000,cap,General20,0,1,0.025524423409231677,41895.91590486481
130100,cap,General20,0,1,0.02252065374590907,35394.6357214997
130200,cap,General20,0,1,0.025664084058484388,40690.40402410366
130300,cap,General20,0,1,0.02872249212349544,46358.44126264891
130400,cap,General20,0,1,0.020667292785082014,31401.942729018116
130500,cap,General20,0,1,0.021261197931189836,32704.40381554687
130600,cap,General20,0,1,0.02319805758815028,36858.46225662357
130700,cap,General20,0,1,0.028005177165500796,45922.53458087606
130800,cap,General20,0,1,0.02714435764077016,43597.48695272259
130900,cap,General20,0,1,0.024299862255991126,38921.29986463641
131000,cap,General20,0,1,0.024345799420384607,38962.888329884605
131100,cap,General20,0,1,0.022404355322470718,35287.428083216415
140100,cap,General20,0,1,0.02532576538742902,40526.49273305002
140200,cap,General20,0,1,0.028796353227574744,48507.89473002254
140300,cap,General20,0,1,0.024976887568678906,39364.81345815759
140400,cap,General20,0,1,0.024351383039332933,38338.29524652487
140500,cap,General20,0,1,0.02182838938056778,33448.5371362602
140600,cap,General20,0,1,0.02972873477667012,50595.725000643426
140700,cap,General20,0,1,0.024348019000247564,38622.8399393504
140800,cap,General20,0,1,0.02113465501880269,32815.939694767905
140900,cap,General20,0,1,0.027360007764567908,45221.25748688717
141000,cap,General20,0,1,0.021966808746015993,34302.649074111796
141100,cap,General20,0,1,0.026067839120332253,42424.184531304774
150100,cap,General20,0,1,0.02998548727331126,49848.24101781004
150200,cap,General20,0,1,0.03092084259015927,52167.37660244036
150300,cap,General20,0,1,0.029796454279888158,51004.46043933283
150400,cap,General20,0,1,0.031266105326290164,51209.11338501679
150500,cap,General20,0,1,0.03141108740865567,51435.24572412474
150600,cap,General20,0,1,0.029641719784282674,49727.085228969656
150700,cap,General20,0,1,0.03375541209975255,50836.118599518784
150800,cap,General20,0,1,0.031253223844382526,54569.78704964984
150900,cap,General20,0,1,0.031866718153702414,53645.881235224406
152200,cap,General20,0,1,0.03300889810428991,53243.02940457579
152500,cap,General20,0,1,0.033218930693911325,55459.7313437103
152900,cap,General20,0,1,0.031837058014359244,56598.23307470987
210100,cap,General20,0,1,0.029727495432110125,47511.931999468914
210200,cap,General20,0,1,0.02969259504765536,47931.10448472811
210300,cap,General20,0,1,0.028607954933591046,45107.20893644446
210400,cap,General20,0,1,0.028791080966476434,43767.511698387294
210500,cap,General20,0,1,0.02792128423027096,42410.092851815934
210600,cap,General20,0,1,0.02751493195191581,41865.00754310231
210700,cap,General20,0,1,0.029890316901452853,48427.99898917559
210800,cap,General20,0,1,0.02957126811330485,47704.231125353486
210900,cap,General20,0,1,0.030226096168737736,49220.78945003017
211000,cap,General20,0,1,0.02859057225648221,45160.13991868141
211100,cap,General20,0,1,0.03003829508248536,48685.31277485107
211200,cap,General20,0,1,0.030051136286648437,46884.612444356375
211300,cap,General20,0,1,0.030243892314923613,50273.14018255032
211400,cap,General20,0,1,0.03010575240890526,49757.41856869405
220100,cap,General20,0,1,0.03242807016266911,51788.425718234124
220200,cap,General20,0,1,0.030443358466003517,46703.97523387163
220300,cap,General20,0,1,0.031183921087361545,49510.65981336018
220400,cap,General20,0,1,0.030573646583177624,47106.990456103915
220500,cap,General20,0,1,0.029468672461608787,44416.81794600862
220600,cap,General20,0,1,0.02987440583531753,45938.536177706796
220700,cap,General20,0,1,0.033415228687102456,54751.61850633009
220800,cap,General20,0,1,0.03405847667818796,57734.373130397275
222400,cap,General20,0,1,0.030169519381256102,46058.17645843086
230100,cap,General20,0,1,0.031815293379665134,48284.556840829
230200,cap,General20,0,1,0.033844743211989346,53621.8487034501
230300,cap,General20,0,1,0.03191853838200009,49217.15159746515
230400,cap,General20,0,1,0.032326943174572,49504.10909730221
230500,cap,General20,0,1,0.03185705080594769,47806.82263899024
230600,cap,General20,0,1,0.03373808281642139,53947.07245797059
230700,cap,General20,0,1,0.032058323597647834,48633.905516179824
230800,cap,General20,0,1,0.032540645685814946,49644.744550974625
230900,cap,General20,0,1,0.03248175722183064,49836.00946833684
231000,cap,General20,0,1,0.03069557418076264,45954.56284001824
231100,cap,General20,0,1,0.032799868574059754,49834.07976461132
231200,cap,General20,0,1,0.03305477029088833,50937.09550889349
232700,cap,General20,0,1,0.03389219406862854,50198.53774606298
310000,cap,General20,0,1,0.017186982715582482,23977.13290280416
320100,cap,General20,0,1,0.016924014241444442,23510.53796977959
320200,cap,General20,0,1,0.017334241728690185,24503.293471262907
320300,cap,General20,0,1,0.01974234460381525,29132.625057591384
320400,cap,General20,0,1,0.01632588259391775,22704.305286057945
320500,cap,General20,0,1,0.01597105719387582,21901.623068140394
320600,cap,General20,0,1,0.01774396481375402,25073.91534586651
320700,cap,General20,0,1,0.020052171907585233,29170.895481584183
320800,cap,General20,0,1,0.019118429235396164,27907.621423598415
320900,cap,General20,0,1,0.019690767935726015,28920.79212376092
321000,cap,General20,0,1,0.01796303652737754,25830.213413442776
321100,cap,General20,0,1,0.016921202814146254,23841.754323171186
321200,cap,General20,0,1,0.0178529983643775,25480.71810234177
321300,cap,General20,0,1,0.019484696493074025,28391.18690102447
330100,cap,General20,0,1,0.00917929382960399,11269.062143961093
330200,cap,General20,0,1,0.013126272062196138,16674.11363437344
330300,cap,General20,0,1,0.010031792228529828,12790.39525690706
330400,cap,General20,0,1,0.015497295628136665,21478.06011084964
330500,cap,General20,0,1,0.013663022612323545,18206.420143599928
330600,cap,General20,0,1,0.009152405051838737,11082.698038004366
330700,cap,General20,0,1,0.00906360395285844,11436.581316682066
330800,cap,General20,0,1,0.008311277615553071,10293.69991879713
330900,cap,General20,0,1,0.01812923297181034,23950.613470248696
331000,cap,General20,0,1,0.009795365138590317,11919.424879130986
331100,cap,General20,0,1,0.007728552989557158,9552.830714261234
340100,cap,General20,0,1,0.015402328698890171,21100.279191547714
340200,cap,General20,0,1,0.014682061943706382,20047.11764304676
340300,cap,General20,0,1,0.01675508679481336,23125.291062312896
340400,cap,General20,0,1,0.016429447057661684,23092.4583652681
340500,cap,General20,0,1,0.01649420527955117,22562.572638781545
340600,cap,General20,0,1,0.01856366961405952,27153.071305064088
340700,cap,General20,0,1,0.013781419359754736,18799.28213730892
340800,cap,General20,0,1,0.01304748221402142,17423.91151622263
341000,cap,General20,0,1,0.009872256576726565,12465.264475503602
341100,cap,General20,0,1,0.017151868618931344,23916.878098624635
341200,cap,General20,0,1,0.016892708021115532,24045.780087028732
341300,cap,General20,0,1,0.0188768518276227,27568.59399145566
341500,cap,General20,0,1,0.013136382198135383,17423.809985382093
341600,cap,General20,0,1,0.018074434071516394,26410.51040728513
341700,cap,General20,0,1,0.012663237851012624,16957.723282909286
341800,cap,General20,0,1,0.012762919762418144,16990.78396474482
350100,cap,General20,0,1,0.008191342583441683,10170.788960933067
350200,cap,General20,0,1,0.01160092966144409,16497.336760733164
350300,cap,General20,0,1,0.010885676070796622,14073.997846945475
350400,cap,General20,0,1,0.0062672873601109305,7777.94149106893
350500,cap,General20,0,1,0.01031169415105914,13614.355154523026
350600,cap,General20,0,1,0.009162407378249797,12465.291192392044
350700,cap,General20,0,1,0.006865772223274499,8659.923206887526
350800,cap,General20,0,1,0.007412292059013235,9461.542512856397
350900,cap,General20,0,1,0.005943076903005143,7273.584238029287
360100,cap,General20,0,1,0.010955578994895517,14400.9739432733
360200,cap,General20,0,1,0.009196517081067591,11732.640546990126
360300,cap,General20,0,1,0.007348317780549544,9137.716768151506
360400,cap,General20,0,1,0.011487770375865727,15168.32676514997
360500,cap,General20,0,1,0.006614858017704619,8071.62923844254
360600,cap,General20,0,1,0.00645347911899263,7875.5601689622945
360700,cap,General20,0,1,0.007860569474799297,9914.748549738932
360800,cap,General20,0,1,0.007187575284275649,8822.410359375282
360900,cap,General20,0,1,0.007868585739638733,9779.609333439965
361000,cap,General20,0,1,0.005193695385919999,6194.047821450169
361100,cap,General20,0,1,0.008965571987021529,11367.793969004595
