temperature_group,q1_q4_difference_pp
Q1,-0.8551508773308704
Q2,1.171132552019479
Q3,1.1941436340807305
Q4,0.21098895483571134
original_weights,1.5675935781234878
equal_temperature_weights,0.4302785659012627
