adcode,city,province,ghi_quartile,gamma_pct_c,spectral_scale,advantage_t0_s0_i0_pct,advantage_t1_s0_i0_pct,advantage_t0_s1_i0_pct,advantage_t1_s1_i0_pct,advantage_t0_s0_i1_pct,advantage_t1_s0_i1_pct,advantage_t0_s1_i1_pct,advantage_t1_s1_i1_pct,thermal_pp,spectral_pp,iam_pp,electrical_pp,total_pct,largest_climate_term
520500,毕节,贵州,Q1,-0.25,0.7,0.9815224055179206,1.2999066128247971,2.4387648587436583,2.830718940492938,1.001298068647838,1.338263230947101,2.48880798851876,2.899336049933199,0.3644572969151956,1.5091587986604555,0.0441975488396269,0.9815224055179206,2.899336049933199,spectral
511900,巴中,四川,Q1,-0.25,0.7,0.9499573102293324,1.7711556053010558,2.3216672034633845,3.241664274743594,0.97013822670875,1.8137631079559349,2.375003666128106,3.3114742578728817,0.879826621026732,1.435702699193982,0.045987627422835,0.9499573102293324,3.3114742578728817,spectral
511700,达州,四川,Q1,-0.25,0.7,0.9394359238603212,1.820875153539081,2.3324766604054137,3.310252511715972,0.9591998797834124,1.8619132009835004,2.3875416859032272,3.380407106419181,0.938183078816679,1.456798074709709,0.0459900290324721,0.9394359238603212,3.380407106419181,spectral
511400,眉山,四川,Q1,-0.25,0.7,0.979963331967193,1.8434248344010973,2.4272712056857992,3.3721065390840854,1.000763150269912,1.883672888511967,2.481544165620741,3.4393438521699293,0.9117112416010876,1.5025700657978258,0.045099212803823,0.979963331967193,3.4393438521699293,spectral
433100,湘西,湖南,Q1,-0.25,0.7,0.930619121627596,1.7734312519440465,2.374554531049311,3.334254568730999,0.9492820445162752,1.8178392878599012,2.4388169781558666,3.415174584131009,0.9110994589347498,1.5221499436353645,0.0513060599332981,0.930619121627596,3.415174584131009,spectral
522600,黔东南,贵州,Q1,-0.25,0.7,0.9624602209062694,1.586712447834726,2.465217879157855,3.1666309705651097,0.9816191141757136,1.6260963658615737,2.519005422108189,3.239143165232483,0.6724450471997693,1.5581522909846417,0.0460856061418028,0.9624602209062694,3.239143165232483,spectral
430800,张家界,湖南,Q1,-0.25,0.7,0.90177281684809,1.694295701479831,2.276575029308714,3.197972863662857,0.9202461061815326,1.7410283356085188,2.344049138935733,3.283507843550604,0.8676905403790587,1.4603406059571074,0.0537038803663477,0.90177281684809,3.283507843550604,spectral
510300,自贡,四川,Q1,-0.25,0.7,0.978091680531179,2.0173215777026465,2.489984291008862,3.62708901784643,0.9994759068031822,2.058729322841879,2.5507217454707964,3.6932749676573895,1.0933207302653976,1.575648298232964,0.0462142586278487,0.978091680531179,3.6932749676573895,spectral
510600,德阳,四川,Q1,-0.25,0.7,0.957593245301136,1.7946536212416708,2.341954384686717,3.266478486722324,0.9780585655334796,1.8360950260179143,2.395677060993173,3.335723980897498,0.8894625257016268,1.4429039249117794,0.0457642849829557,0.957593245301136,3.335723980897498,spectral
510800,广元,四川,Q1,-0.25,0.7,0.933401697208347,1.645748389029289,2.2414514722347567,3.0504631624143963,0.9541617908936928,1.6881867547712923,2.297988217042524,3.12056353961514,0.7688134471407259,1.3715657198790754,0.0467826753869915,0.933401697208347,3.12056353961514,spectral
530600,昭通,云南,Q1,-0.25,0.7,0.9620353921546698,1.4804740065851083,2.4055483317773074,3.0167099026680244,0.9818102192287624,1.5211498112960964,2.456751352776676,3.08666213115798,0.5745333247635893,1.5048712580999783,0.0452221561397421,0.9620353921546698,3.08666213115798,spectral
511300,南充,四川,Q1,-0.25,0.7,0.9314967367015204,1.8067244425082896,2.305828419366307,3.2839496369692966,0.9512319792656764,1.8486797785501663,2.361505084364146,3.355225160706099,0.9355774301974872,1.441542071533486,0.0466089222736054,0.9314967367015204,3.355225160706099,spectral
522700,黔南,贵州,Q1,-0.25,0.7,0.9749442719589664,1.482726189725403,2.4849529764463307,3.06339608304409,0.9948361725480082,1.521184423315214,2.536590872736433,3.134458676012275,0.5526817999082537,1.561498417979327,0.0453341861657278,0.9749442719589664,3.134458676012275,spectral
