adcode,city,ghi_quartile,advantage_t1_s1_i1_pct,advantage_t0_s1_i1_pct,advantage_t1_s0_i1_pct,advantage_t0_s0_i0_pct,plot_order
340600,淮北,Q3,3.5029425707531425,1.9930497281844373,2.143786735053088,0.7049462537618734,188
341600,亳州,Q3,3.598564117620695,1.976150957770284,2.232430857153611,0.7007047446468961,189
441900,东莞,Q3,5.117681080352221,2.4946448688907497,3.3423964029074105,0.816957795526374,190
371300,临沂,Q3,3.0569074778150407,1.8747873579418872,1.8035222558538957,0.6862971400580786,191
350600,漳州,Q3,5.028534557989195,2.44683972226567,3.2784751664007405,0.8094213142936235,192
411400,商丘,Q3,3.481074218879576,1.930332729199824,2.158489721588941,0.6926143156275932,193
410300,洛阳,Q3,3.719398517843664,1.8915493883782108,2.404939584698096,0.6975075180662538,194
210900,阜新,Q3,1.6885428575138084,1.4315004364396922,0.857320949397633,0.6157650269250192,195
210700,锦州,Q3,1.731050154334146,1.480808585994975,0.8553773108119778,0.6199422458763593,196
370400,枣庄,Q3,3.2356542916443853,1.8995344000479752,1.951338462485519,0.685862010958882,197
211100,盘锦,Q3,1.702710590757106,1.497634366243683,0.81494427954798,0.6206925795843254,198
440300,深圳,Q3,4.9943483514540254,2.5295262395981237,3.192737948135438,0.824161554599101,199
441500,汕尾,Q3,4.594204945761948,2.4663932641559194,2.84687012317264,0.8036381253650138,200
445100,潮州,Q3,4.90008096741037,2.462093894611584,3.139711978920712,0.8027489677478572,201
410800,焦作,Q3,3.43772773603348,1.8291203275697,2.1901680073310503,0.6831134360694602,202
210800,营口,Q3,1.7738551298039251,1.5415370308591747,0.8507328486545562,0.626496332375015,203
370300,淄博,Q3,3.015292006883108,1.7599250005342126,1.850314715259116,0.6612842990842305,204
110000,北京,Q3,2.7867457401914653,1.535419755112466,1.7983010656304366,0.621418769619031,205
370700,潍坊,Q3,2.7688654153682712,1.760560713218173,1.613294592326664,0.6554608705958476,206
533300,怒江,Q3,3.7261138954504114,2.1683674357535043,2.2029868976441325,0.7360698604867544,207
440400,珠海,Q3,4.875687387048089,2.5451192787425247,3.0647235944565754,0.8155727258775336,208
410100,郑州,Q3,3.5703302788049784,1.8731865150081184,2.2769546270677177,0.682479413308279,209
440500,汕头,Q3,4.629668927557984,2.4882344592209726,2.868480174816357,0.8076997871681479,210
370800,济宁,Q3,3.2085403046655303,1.846881216566465,1.9613404950879156,0.6707999986801383,211
411200,三门峡,Q3,3.5156904139605816,1.84803584711728,2.237146740625984,0.6789333301622014,212
411100,漯河,Q3,3.745781931758807,1.952958140894312,2.375011728093024,0.6859912272389801,213
130800,承德,Q3,2.247648198816488,1.4861769720550644,1.3097587629974372,0.6037561330047403,214
410700,新乡,Q3,3.3088868375226177,1.8188571880827231,2.074738012126009,0.6721260679020125,215
371100,日照,Q3,2.676031978408866,1.8292739300733496,1.4635329611622172,0.6634991569008264,216
411600,周口,Q3,3.626600088670884,1.9257750839104528,2.282334145686038,0.6822121557983118,217
610400,咸阳,Q3,3.7239719550493655,1.859737812525819,2.4246251410627195,0.6875409185323589,218
130200,唐山,Q3,2.4835639614398053,1.5891221343573791,1.4747213769731091,0.6283951848822911,219
140300,阳泉,Q3,2.593089991092934,1.668742828413894,1.507200169825018,0.6369144163330676,220
210200,大连,Q3,1.7524472289926374,1.5974202928171977,0.7836725575132597,0.6325299574499343,221
211300,朝阳,Q3,1.7891525678137563,1.4470960873824934,0.9240132783347564,0.60120649374793,222
610200,铜川,Q3,3.5382327447245787,1.824245980381889,2.273629709221625,0.6780168600822645,223
140500,晋城,Q3,3.089813364223093,1.7813216291761025,1.8868564496226536,0.6668962393131306,224
150500,通辽,Q3,1.4753550483000977,1.302977904677105,0.7289321702947715,0.5825795645059362,225
640400,固原,Q3,1.8645805637150128,1.6492342638533497,0.821522147149123,0.6494577782296007,226
411000,许昌,Q3,3.7060935471116654,1.886967331177014,2.372871313155822,0.6723658421277534,227
370100,济南,Q3,3.0391180530428885,1.757543434441322,1.866102305697659,0.6552256338655083,228
130300,秦皇岛,Q3,1.9499034203523724,1.5838366562990205,0.967250238819628,0.6238143635646454,229
410200,开封,Q3,3.4150615788449024,1.8722914800916255,2.125386612975788,0.6732740296490514,230
120000,天津,Q3,2.692844403683625,1.601778372640994,1.667666095539544,0.6267714587572693,231
652700,博州,Q3,2.760080551134392,1.403613837484241,1.867685197097724,0.6140150541631639,232
370900,泰安,Q3,3.120275146180252,1.7769782437432324,1.924098409599728,0.6549519321187525,233
350200,厦门,Q3,4.789409480357953,2.4369935808038035,3.0431845046350547,0.7822992883382174,234
130400,邯郸,Q3,3.283020674898407,1.7509150882947244,2.089675216096732,0.6533065913701952,235
211400,葫芦岛,Q3,1.7885012367423458,1.5292116548111911,0.8548423504905811,0.6129559518063044,236
150400,赤峰,Q3,1.5059958033741383,1.339834354481351,0.7237858146452947,0.5827047059734802,237
410600,鹤壁,Q3,3.3304039686582687,1.7968791112796811,2.098339546944916,0.6611338955843316,238
130500,邢台,Q3,3.228181825888932,1.719644868674619,2.064110718307699,0.6477924005332758,239
370600,烟台,Q3,2.366314969072936,1.7639424442103646,1.22428633381082,0.6571061839879988,240
131000,廊坊,Q3,2.8042499096381457,1.5735932576575573,1.7814392370981924,0.6188727136606786,241
140100,太原,Q3,2.601833709369128,1.6095572301428662,1.554454074177647,0.629880392186255,242
140400,长治,Q3,2.716177778889173,1.6949638709321757,1.5913861219552627,0.6470431331291548,243
140700,晋中,Q3,2.75698817303458,1.6643989029885065,1.656389103019107,0.6359704189118576,244
130600,保定,Q3,3.0028028798071205,1.5791701501359556,1.9556093066043667,0.6179707087958786,245
610600,延安,Q3,2.6902379229057694,1.6992341000832134,1.5549532868152085,0.6474149975359333,246
621000,庆阳,Q3,2.4532387208389794,1.686210966336943,1.3411066409789951,0.6476304368506547,247
610500,渭南,Q3,3.637320965689295,1.8042908099810795,2.3676925699559925,0.6631001382226165,248
371600,滨州,Q3,2.8782082745510085,1.7092631892290155,1.7554972705747796,0.6433672554208902,249
130700,张家口,Q3,2.178205813976919,1.4486652201320949,1.2724642098469463,0.5965489050921757,250
533100,德宏,Q3,4.75412316505095,2.238841789434076,3.125177329119211,0.7417560806652679,251
410500,安阳,Q3,3.342488425762413,1.780156970455482,2.11558961521523,0.6545574706427804,252
130100,石家庄,Q3,3.084577595914806,1.6327736455118869,1.992525187601557,0.6281617508309134,253
141000,临汾,Q4,3.164366026552301,1.732416051540664,1.9735619873976875,0.648901819652048,254
410900,濮阳,Q4,3.3706781336667824,1.7975505501565123,2.1306591326448965,0.6543851430803382,255
140800,运城,Q4,3.305678917582111,1.7773217313555412,2.081057342528081,0.6553952659453577,256
371000,威海,Q4,2.1602639239928,1.790214531673029,1.017544658724212,0.6601673625645121,257
530400,玉溪,Q4,3.721430027183725,2.303833742430328,2.114302221036235,0.7700826417430973,258
370200,青岛,Q4,2.406039591870379,1.7591582054249375,1.2552572897653214,0.641661492710166,259
440800,湛江,Q4,5.119502580914959,2.505115197509933,3.2977900525250403,0.793331853837298,260
450500,北海,Q4,4.862557467684869,2.451362465257368,3.0610855598695697,0.7782642169516407,261
152500,锡林郭勒,Q4,1.2050996173084585,1.2740530254673257,0.4716503393978666,0.5669463324237567,262
130900,沧州,Q4,2.818036303130156,1.6273957821914875,1.7516279849731695,0.6200300062136899,263
654300,阿勒泰,Q4,1.8746668787658072,1.1978562242155988,1.1443266887900538,0.5603731636997233,264
371400,德州,Q4,2.9899078005312107,1.7046708576343494,1.8487993036746089,0.6338656317660618,265
370500,东营,Q4,2.713212355441885,1.7142364001901944,1.5866186061696652,0.633753594796227,266
140900,忻州,Q4,2.350831275442577,1.5221380679263374,1.3699435315930542,0.6043689135199148,267
530100,昆明,Q4,3.3280014006637826,2.21756982032888,1.799029276716313,0.7476416945920938,268
131100,衡水,Q4,3.120122851647245,1.6841350860026916,1.9846922905303763,0.6338370626448597,269
