state,q1_q4_pp,positive_city_count
advantage_t1_s1_i1_pct,1.5675935781234878,337
advantage_t0_s1_i1_pct,0.7625771102104084,337
advantage_t1_s0_i1_pct,1.0920555829639929,337
advantage_t0_s0_i0_pct,0.2878026358263873,337
