context,strategy,share,before_viable,after_viable,new_viable,before_si,after_si,before_sj,after_sj,before_t,after_t,switches,before_npv_usd,after_npv_usd,private_gain_usd,direct_support_usd,admin_usd,total_public_usd,additional_discounted_mwh,new_support_usd,switch_support_usd,same_support_usd,plotted_y,plotted_x
cap,New technology,0.013,258,263,5,123,105,135,158,0,0,18,30615326.90499036,31350114.925878774,734788.0208884163,790790.0,39539.5,830329.5,39734.35595568972,25025.0,90090.0,675675.0,5.0,0.8303295
cap,Matched gap,0.013,258,263,5,123,131,135,132,0,0,8,30615326.90499036,30615339.90499036,13.0,17905.547937563126,895.2773968781563,18800.825334441284,89830.64148226622,9757.749462753289,8147.798474809842,0.0,5.0,0.018800825334441284
cap,General,0.014,258,266,8,123,133,135,133,0,0,10,30615326.90499036,32334776.78286523,1719449.877874875,1757240.20022371,87862.0100111855,1845102.210234896,138207.5879499371,43120.0,78223.32332509094,1635896.8768986186,8.0,1.845102210234896
cap,New technology,0.014,258,266,8,123,104,135,162,0,0,19,30615326.90499036,31412125.008352216,796798.1033618576,873180.0,43659.0,916839.0,82428.83925926007,43120.0,102410.0,727650.0,8.0,0.916839
cap,Matched gap,0.014,258,266,8,123,133,135,133,0,0,10,30615326.90499036,30615344.90499036,18.0,37808.32234883586,1890.4161174417927,39698.73846627766,138207.5879499371,25038.063689315168,12770.258659520689,0.0,8.0,0.03969873846627766
cap,General,0.015,258,267,9,123,133,135,134,0,0,10,30615326.90499036,32460638.73131612,1845311.82632576,1888532.3573825464,94426.61786912732,1982958.9752516733,153103.2053223963,51975.0,83810.70356259745,1752746.653819949,9.0,1.9829589752516732
cap,New technology,0.015,258,267,9,123,103,135,164,0,0,20,30615326.90499036,31475005.371450704,859678.4664603458,947100.0,47355.0,994455.0,95294.08439814074,51975.0,115500.0,779625.0,9.0,0.994455
cap,Matched gap,0.015,258,267,9,123,133,135,134,0,0,10,30615326.90499036,30615345.90499036,19.0,43239.5310567846,2161.9765528392304,45401.50760962383,153103.2053223963,30469.272397263907,12770.258659520689,0.0,9.0,0.04540150760962383
cap,General,0.016,258,268,10,123,135,135,133,0,0,12,30615326.90499036,32586818.40045272,1971491.4954623608,2026154.131301403,101307.70656507016,2127461.837866473,171628.79835047672,61600.0,107277.70056012472,1857276.4307412785,10.0,2.127461837866473
cap,New technology,0.016,258,268,10,123,101,135,167,0,0,22,30615326.90499036,31538959.973219816,923633.0682294596,1028720.0,51436.0,1080156.0,106103.54897504755,61600.0,135520.0,831600.0,10.0,1.080156
cap,Matched gap,0.016,258,268,10,123,135,135,133,0,0,12,30615326.90499036,30615348.90499036,22.0,54684.63583904255,2734.2317919521274,57418.86763099468,171628.79835047672,36413.98337125635,18270.6524677862,0.0,10.0,0.057418867630994685
cap,General,0.017,258,268,10,123,135,135,133,0,0,12,30615326.90499036,32713453.033659056,2098126.1286686994,2152788.764507741,107639.43822538709,2260428.2027331283,171628.79835047672,65450.00000000001,113982.55684513257,1973356.207662609,10.0,2.260428202733128
cap,New technology,0.017,258,268,10,123,99,135,169,0,0,24,30615326.90499036,31603586.622581672,988259.717591316,1106105.0000000002,55305.250000000015,1161410.2500000002,102004.31715161506,65450.00000000001,157080.00000000003,883575.0000000002,10.0,1.1614102500000003
cap,Matched gap,0.017,258,268,10,123,135,135,133,0,0,12,30615326.90499036,30615348.90499036,22.0,54684.63583904255,2734.2317919521274,57418.86763099468,171628.79835047672,36413.98337125635,18270.6524677862,0.0,10.0,0.057418867630994685
cap,General,0.018,258,268,10,123,136,135,132,0,0,13,30615326.90499036,32840230.183837563,2224903.278847208,2282550.682141591,114127.53410707955,2396678.2162486706,173444.3156928327,69300.00000000001,130744.69755765203,2082505.9845839387,10.0,2.3966782162486706
cap,New technology,0.018,258,268,10,123,97,135,171,0,0,26,30615326.90499036,31669243.141182262,1053916.2361919042,1185030.0000000002,59251.500000000015,1244281.5000000002,97892.33205915084,69300.00000000001,180180.00000000003,935550.0000000002,10.0,1.2442815000000003
cap,Matched gap,0.018,258,268,10,123,136,135,132,0,0,13,30615326.90499036,30615349.90499036,23.0,57670.40329438212,2883.520164719106,60553.92345910123,173444.3156928327,36413.98337125635,21256.419923125773,0.0,10.0,0.060553923459101225
cap,General,0.019,258,268,10,123,136,135,132,0,0,13,30615326.90499036,32967038.55506765,2351711.650077296,2409359.053371678,120467.95266858392,2529827.006040262,173444.3156928327,73150.0,138008.29186641044,2198200.761505268,10.0,2.529827006040262
cap,New technology,0.019,258,268,10,123,95,135,173,0,0,28,30615326.90499036,31735442.427234557,1120115.5222441969,1265495.0,63274.75,1328769.75,93755.41615297925,73150.0,204820.0,987525.0,10.0,1.32876975
cap,Matched gap,0.019,258,268,10,123,136,135,132,0,0,13,30615326.90499036,30615349.90499036,23.0,57670.40329438212,2883.520164719106,60553.92345910123,173444.3156928327,36413.98337125635,21256.419923125773,0.0,10.0,0.060553923459101225
cap,General,0.02,258,269,11,123,138,135,131,0,0,15,30615326.90499036,33094112.36690073,2478785.461910383,2550816.9455517936,127540.84727758968,2678357.792829383,191896.3593317938,84700.0,167621.40712519494,2298495.5384265985,11.0,2.678357792829383
cap,New technology,0.02,258,269,11,123,92,135,177,0,0,31,30615326.90499036,31802477.0843639,1187150.1793735428,1362900.0,68145.0,1431045.0,102357.1205851524,84700.0,238700.0,1039500.0,11.0,1.431045
cap,Matched gap,0.02,258,269,11,123,138,135,131,0,0,15,30615326.90499036,30615352.90499036,26.0,72057.48364141045,3602.8741820705227,75660.35782348098,191896.3593317938,43984.68054785796,28072.80309355249,0.0,11.0,0.07566035782348099
cap,General,0.021,258,269,11,123,139,135,130,0,0,16,30615326.90499036,33221716.49448027,2606389.58948991,2682006.2913281466,134100.31456640732,2816106.605894554,193696.86540561257,88935.00000000001,187735.9759802183,2405335.315347929,11.0,2.816106605894554
cap,New technology,0.021,258,269,11,123,90,135,179,0,0,33,30615326.90499036,31871060.42383309,1255733.518842735,1447215.0000000002,72360.75000000001,1519575.7500000002,98183.55601440332,88935.00000000001,266805.00000000006,1091475.0000000002,11.0,1.5195757500000002
cap,Matched gap,0.021,258,269,11,123,139,135,130,0,0,16,30615326.90499036,30615353.90499036,27.0,75643.70183823834,3782.185091911917,79425.88693015026,193696.86540561257,43984.68054785796,31659.021290380384,0.0,11.0,0.07942588693015025
cap,General,0.022,258,270,12,123,139,135,131,0,0,16,30615326.90499036,33349462.77845804,2734135.873467682,2818190.8766294857,140909.5438314743,2959100.4204609604,208517.28046268132,101640.0,196675.78436022863,2519875.0922692576,12.0,2.9591004204609606
cap,New technology,0.022,258,270,12,123,89,135,181,0,0,34,30615326.90499036,31940040.799107715,1324713.8941173577,1533070.0,76653.5,1609723.5,110902.92645768734,101640.0,287980.0,1143450.0,12.0,1.6097235
cap,Matched gap,0.022,258,270,12,123,139,135,131,0,0,16,30615326.90499036,30615354.90499036,28.0,84083.0031618044,4204.15015809022,88287.15331989463,208517.28046268132,52423.98187142402,31659.021290380384,0.0,12.0,0.08828715331989463
cap,General,0.023,258,270,12,123,139,135,131,0,0,16,30615326.90499036,33477562.36375938,2862235.4587690225,2946290.4619308272,147314.52309654138,3093604.9850273686,208517.28046268132,106260.0,205615.59274023908,2634414.869190588,12.0,3.0936049850273686
cap,New technology,0.023,258,270,12,123,87,135,183,0,0,36,30615326.90499036,32009791.666417018,1394464.7614266572,1620465.0,81023.25,1701488.25,106681.55008294091,106260.0,318780.0,1195425.0,12.0,1.70148825
cap,Matched gap,0.023,258,270,12,123,139,135,131,0,0,16,30615326.90499036,30615354.90499036,28.0,84083.0031618044,4204.15015809022,88287.15331989463,208517.28046268132,52423.98187142402,31659.021290380384,0.0,12.0,0.08828715331989463
cap,General,0.024,258,270,12,123,140,135,130,0,0,17,30615326.90499036,33605714.68367904,2990387.7786886804,3078559.759802182,153927.9879901091,3232487.7477922915,210304.49254262832,110880.0,227965.11369026508,2739714.6461119177,12.0,3.2324877477922915
cap,New technology,0.024,258,270,12,123,81,135,189,0,0,42,30615326.90499036,32081599.812671907,1466272.9076815532,1746360.0,87318.0,1833678.0,93988.55956687656,110880.0,388080.0,1247400.0,12.0,1.833678
cap,Matched gap,0.024,258,270,12,123,140,135,130,0,0,17,30615326.90499036,30615355.90499036,29.0,88200.98111350366,4410.049055675183,92611.03016917883,210304.49254262832,52423.98187142402,35776.99924207964,0.0,12.0,0.09261103016917883
cap,General,0.025,258,270,12,123,141,135,129,0,0,18,30615326.90499036,33734065.11269581,3118738.20770546,3211176.5337210405,160558.82668605202,3371735.3604070926,212087.97044881587,115500.0,251432.11068779236,2844244.423033248,12.0,3.3717353604070928
cap,New technology,0.025,258,270,12,123,80,135,190,0,0,43,30615326.90499036,32154651.624009207,1539324.719018848,1828750.0,91437.5,1920187.5,91864.96832156948,115500.0,413875.0,1299375.0,12.0,1.9201875
cap,Matched gap,0.025,258,270,12,123,141,135,129,0,0,18,30615326.90499036,30615356.90499036,30.0,92468.32601557951,4623.416300778976,97091.74231635848,212087.97044881587,52423.98187142402,40044.34414415548,0.0,12.0,0.09709174231635848
cap,General,0.026,258,270,12,123,141,135,129,0,0,18,30615326.90499036,33862512.17404466,3247185.269054302,3339623.595069881,166981.1797534941,3506604.774823376,212087.97044881587,120120.0,261489.39511530407,2958014.1999545777,12.0,3.506604774823376
cap,New technology,0.026,258,270,12,123,77,135,193,0,0,46,30615326.90499036,32228579.981518425,1613253.0765280672,1931930.0,96596.5,2028526.5,85463.26767308156,120120.0,460460.0,1351350.0,12.0,2.0285265
cap,Matched gap,0.026,258,270,12,123,141,135,129,0,0,18,30615326.90499036,30615356.90499036,30.0,92468.32601557951,4623.416300778976,97091.74231635848,212087.97044881587,52423.98187142402,40044.34414415548,0.0,12.0,0.09709174231635848
cap,General,0.027,258,270,12,123,141,135,129,0,0,18,30615326.90499036,33990959.2353935,3375632.330403145,3468070.656418723,173403.53282093618,3641474.1892396593,212087.97044881587,124740.0,271546.6795428157,3071783.976875908,12.0,3.641474189239659
cap,New technology,0.027,258,270,12,123,76,135,194,0,0,47,30615326.90499036,32302920.377332103,1687593.4723417528,2016630.0,100831.5,2117461.5,83314.14103968424,124740.0,488565.0,1403325.0,12.0,2.1174615
cap,Matched gap,0.027,258,270,12,123,141,135,129,0,0,18,30615326.90499036,30615356.90499036,30.0,92468.32601557951,4623.416300778976,97091.74231635848,212087.97044881587,52423.98187142402,40044.34414415548,0.0,12.0,0.09709174231635848
cap,General,0.028,258,270,12,123,142,135,128,0,0,19,30615326.90499036,34119544.07886668,3504217.173876323,3601382.382432584,180069.1191216292,3781451.501554213,213859.93491403837,129360.0,297248.62863534567,3174773.7537972373,12.0,3.781451501554213
cap,New technology,0.028,258,270,12,123,73,135,197,0,0,50,30615326.90499036,32378484.141674846,1763157.2366844907,2123660.0,106183.0,2229843.0,76857.0755620343,129360.0,539000.0,1455300.0,12.0,2.229843
cap,Matched gap,0.028,258,270,12,123,142,135,128,0,0,19,30615326.90499036,30615357.90499036,31.0,97196.20855625924,4859.810427812963,102056.01898407222,213859.93491403837,52423.98187142402,44772.22668483523,0.0,12.0,0.10205601898407221
cap,General,0.029,258,270,12,123,143,135,127,0,0,20,30615326.90499036,34248327.86543772,3633000.960447363,3735041.584493944,186752.0792246972,3921793.663718641,215628.18605551976,133980.0,324068.05377537693,3276993.530718568,12.0,3.921793663718641
cap,New technology,0.029,258,270,12,123,72,135,198,0,0,51,30615326.90499036,32454367.557796583,1839040.652806224,2210670.0,110533.5,2321203.5,74688.77443633816,133980.0,569415.0,1507275.0,12.0,2.3212035
cap,Matched gap,0.029,258,270,12,123,143,135,127,0,0,20,30615326.90499036,30615358.90499036,32.0,102072.6240465809,5103.631202329045,107176.25524890996,215628.18605551976,52423.98187142402,49648.64217515687,0.0,12.0,0.10717625524890996
cap,General,0.03,258,270,12,123,143,135,127,0,0,20,30615326.90499036,34377122.40283406,3761795.4978437065,3863836.121890287,193191.80609451435,4057027.9279848016,215628.18605551976,138600.0,335242.8142503897,3389993.307639897,12.0,4.057027927984802
cap,New technology,0.03,258,270,12,123,68,135,202,0,0,55,30615326.90499036,32531914.166740067,1916587.261749712,2333100.0,116655.0,2449755.0,66006.14354496752,138600.0,635250.0,1559250.0,12.0,2.449755
cap,Matched gap,0.03,258,270,12,123,143,135,127,0,0,20,30615326.90499036,30615358.90499036,32.0,102072.6240465809,5103.631202329045,107176.25524890996,215628.18605551976,52423.98187142402,49648.64217515687,0.0,12.0,0.10717625524890996
cap,General,0.031,258,271,13,123,143,135,128,0,0,20,30615326.90499036,34506007.18935145,3890680.284361088,4004565.6592866303,200228.28296433156,4204793.942250962,230363.43987370367,155155.0,346417.57472540275,3502993.084561227,13.0,4.204793942250962
cap,New technology,0.031,258,271,13,123,64,135,207,0,0,59,30615326.90499036,32610826.871931843,1995499.9669414868,2470545.0,123527.25,2594072.25,72013.662649962,155155.0,704165.0,1611225.0,13.0,2.59407225
cap,Matched gap,0.031,258,271,13,123,143,135,128,0,0,20,30615326.90499036,30615359.90499036,33.0,113918.37492554248,5695.918746277124,119614.2936718196,230363.43987370367,64269.73275038559,49648.64217515687,0.0,13.0,0.1196142936718196
cap,General,0.032,258,273,15,123,144,135,129,0,0,21,30615326.90499036,34635707.27251233,4020380.367521973,4163944.813442993,208197.24067214967,4372142.054115143,261574.344807872,184800.0,375471.9519604365,3603672.861482557,15.0,4.372142054115143
cap,New technology,0.032,258,273,15,123,61,135,212,0,0,62,30615326.90499036,32691731.12084515,2076404.2158547929,2611840.0,130592.0,2742432.0,94896.22946689212,184800.0,763840.0,1663200.0,15.0,2.742432
cap,Matched gap,0.032,258,273,15,123,144,135,129,0,0,21,30615326.90499036,30615362.90499036,36.0,143600.44592102058,7180.022296051029,150780.4682170716,261574.344807872,88457.16998007723,55143.27594094338,0.0,15.0,0.1507804682170716
cap,General,0.033,258,274,16,123,147,135,127,0,0,24,30615326.90499036,34766462.26561736,4151135.360627003,4323973.153214402,216198.65766072008,4540171.8108751215,281544.29331758886,203280.0,442520.5148105145,3678172.638403887,16.0,4.540171810875122
cap,New technology,0.033,258,274,16,123,59,135,215,0,0,64,30615326.90499036,32774301.27345687,2158974.3684665104,2731575.0,136578.75,2868153.75,105218.20781486406,203280.0,813120.0,1715175.0,16.0,2.86815375
cap,Matched gap,0.033,258,274,16,123,147,135,127,0,0,24,30615326.90499036,30615366.90499036,40.0,172877.79258739878,8643.88962936994,181521.68221676876,281544.29331758886,100826.74077656252,72051.05181083627,0.0,16.0,0.18152168221676876
cap,General,0.034,258,274,16,123,148,135,126,0,0,25,30615326.90499036,34897572.035289854,4282245.130299503,4460909.73551327,223045.4867756635,4683955.222288934,283288.7595306691,209440.00000000003,474927.3201880523,3776542.415325218,16.0,4.683955222288934
cap,New technology,0.034,258,274,16,123,53,135,221,0,0,70,30615326.90499036,32857935.962325968,2242609.0573356096,2892890.000000001,144644.50000000006,3037534.500000001,91935.38086415477,209440.00000000003,916300.0,1767150.0000000005,16.0,3.037534500000001
cap,Matched gap,0.034,258,274,16,123,148,135,126,0,0,25,30615326.90499036,30615367.90499036,41.0,178705.6052137678,8935.28026068839,187640.88547445615,283288.7595306691,100826.74077656252,77878.8644372053,0.0,16.0,0.18764088547445615
cap,General,0.035,258,275,17,123,150,135,125,0,0,27,30615326.90499036,35028962.51493417,4413635.609943814,4617749.624690911,230887.4812345456,4848637.105925457,301464.1699399727,229075.00000000003,528007.432444364,3860667.1922465465,17.0,4.848637105925457
cap,New technology,0.035,258,275,17,123,51,135,224,0,0,72,30615326.90499036,32943453.56125121,2328126.6562608536,3018400.000000001,150920.00000000006,3169320.000000001,102186.67036996484,229075.00000000003,970200.0,1819125.0000000005,17.0,3.169320000000001
cap,Matched gap,0.035,258,275,17,123,150,135,125,0,0,27,30615326.90499036,30615370.90499036,44.0,204158.0147470967,10207.900737354836,214365.91548445157,301464.1699399727,114210.78112842198,89947.23361867474,0.0,17.0,0.21436591548445158
cap,General,0.036,258,276,18,123,151,135,125,0,0,28,30615326.90499036,35161289.12343125,4545962.21844089,4769799.8971085325,238489.99485542663,5008289.89196396,317892.5874608565,249480.00000000003,563207.9279406548,3957111.9691678775,18.0,5.00828989196396
cap,New technology,0.036,258,276,18,123,48,135,228,0,0,75,30615326.90499036,33030668.12207992,2415341.217089556,3160080.000000001,158004.00000000006,3318084.000000001,110185.99739462194,249480.00000000003,1039500.0,1871100.0000000005,18.0,3.318084000000001
cap,Matched gap,0.036,258,276,18,123,151,135,125,0,0,28,30615326.90499036,30615372.90499036,46.0,223883.67866764189,11194.183933382095,235077.862601024,317892.5874608565,127699.58399008236,96184.09467755952,0.0,18.0,0.235077862601024
cap,General,0.037,258,276,18,123,152,135,124,0,0,29,30615326.90499036,35293855.45404726,4678528.549056907,4908722.645573654,245436.13227868272,5154158.777852337,319623.8135433683,256410.0,599525.8994844472,4052786.746089207,18.0,5.154158777852337
cap,New technology,0.037,258,276,18,123,46,135,230,0,0,77,30615326.90499036,33119114.113289144,2503787.208298784,3276350.0,163817.5,3440167.5,105710.12411737374,256410.0,1096865.0,1923075.0,18.0,3.4401675
cap,Matched gap,0.037,258,276,18,123,152,135,124,0,0,29,30615326.90499036,30615373.90499036,47.0,230241.0965167473,11512.054825837367,241753.1513425847,319623.8135433683,127699.58399008236,102541.51252666498,0.0,18.0,0.24175315134258468
cap,General,0.038,258,276,18,123,152,135,124,0,0,29,30615326.90499036,35426523.63365736,4811196.728667004,5041390.825183751,252069.5412591876,5293460.366442939,319623.8135433683,263340.0,615729.3021732159,4162321.523010536,18.0,5.29346036644294
cap,New technology,0.038,258,276,18,123,44,135,232,0,0,79,30615326.90499036,33207981.38174191,2592654.4767515487,3394160.0,169708.0,3563868.0,101206.28277121393,263340.0,1155770.0,1975050.0,18.0,3.563868
cap,Matched gap,0.038,258,276,18,123,152,135,124,0,0,29,30615326.90499036,30615373.90499036,47.0,230241.0965167473,11512.054825837367,241753.1513425847,319623.8135433683,127699.58399008236,102541.51252666498,0.0,18.0,0.24175315134258468
cap,General,0.039,258,276,18,123,152,135,124,0,0,29,30615326.90499036,35559191.81326746,4943864.908277105,5174059.004793852,258702.95023969255,5432761.955033544,319623.8135433683,270270.0,631932.704861985,4271856.299931867,18.0,5.432761955033545
cap,New technology,0.039,258,276,18,123,38,135,238,0,0,85,30615326.90499036,33298254.24876496,2682927.343774596,3573570.0,178678.5,3752248.5,87637.03527435334,270270.0,1276275.0,2027025.0,18.0,3.7522485
