context,strategy,share,before_viable,after_viable,new_viable,before_si,after_si,before_sj,after_sj,before_t,after_t,switches,before_npv_usd,after_npv_usd,private_gain_usd,direct_support_usd,admin_usd,total_public_usd,additional_discounted_mwh,new_support_usd,switch_support_usd,same_support_usd
cap,General,0.255,258,330,72,123,330,135,0,0,0,135,30615326.90499036,70445225.33510458,39829898.43011423,47017804.69861718,2350890.2349308594,49368694.93354804,1293819.4312278652,10258430.11606193,19234556.46761612,17524818.11493913
cap,New technology,0.255,258,324,66,123,0,135,324,0,0,123,30615326.90499036,58214985.07436205,27599658.16937169,31808700.0,1590435.0,33399135.0,654357.7521497615,6479550.0,12075525.0,13253625.0
cap,Matched gap,0.255,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.256,258,330,72,123,330,135,0,0,0,135,30615326.90499036,70629608.88294229,40014281.97795194,47202188.24645488,2360109.4123227443,49562297.658777624,1293819.4312278652,10298659.253771974,19309986.100822456,17593542.89186045
cap,New technology,0.256,258,324,66,123,0,135,324,0,0,123,30615326.90499036,58339725.07436205,27724398.16937169,31933440.0,1596672.0,33530112.0,654357.7521497615,6504960.0,12122880.0,13305600.0
cap,Matched gap,0.256,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.257,258,330,72,123,330,135,0,0,0,135,30615326.90499036,70813992.43078001,40198665.525789656,47386571.7942926,2369328.58971463,49755900.38400723,1293819.4312278652,10338888.391482022,19385415.734028794,17662267.668781783
cap,New technology,0.257,258,324,66,123,0,135,324,0,0,123,30615326.90499036,58464465.07436205,27849138.16937169,32058180.0,1602909.0,33661089.0,654357.7521497615,6530370.0,12170235.0,13357575.0
cap,Matched gap,0.257,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.258,258,330,72,123,330,135,0,0,0,135,30615326.90499036,70998375.97861773,40383049.073627375,47570955.34213032,2378547.767106516,49949503.10923684,1293819.4312278652,10379117.52919207,19460845.36723513,17730992.445703115
cap,New technology,0.258,258,324,66,123,0,135,324,0,0,123,30615326.90499036,58589205.07436205,27973878.16937169,32182920.0,1609146.0,33792066.0,654357.7521497615,6555780.0,12217590.0,13409550.0
cap,Matched gap,0.258,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.259,258,330,72,123,330,135,0,0,0,135,30615326.90499036,71182759.52645543,40567432.62146507,47755338.88996801,2387766.9444984007,50143105.83446641,1293819.4312278652,10419346.666902112,19536275.00044146,17799717.222624447
cap,New technology,0.259,258,324,66,123,0,135,324,0,0,123,30615326.90499036,58713945.07436205,28098618.16937169,32307660.0,1615383.0,33923043.0,654357.7521497615,6581190.0,12264945.0,13461525.0
cap,Matched gap,0.259,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.26,258,330,72,123,330,135,0,0,0,135,30615326.90499036,71367143.07429315,40751816.1693028,47939722.43780574,2396986.1218902874,50336708.55969603,1293819.4312278652,10459575.804612162,19611704.6336478,17868441.999545783
cap,New technology,0.26,258,324,66,123,0,135,324,0,0,123,30615326.90499036,58838685.07436205,28223358.16937169,32432400.0,1621620.0,34054020.0,654357.7521497615,6606600.0,12312300.0,13513500.0
cap,Matched gap,0.26,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.261,258,330,72,123,330,135,0,0,0,135,30615326.90499036,71551526.62213087,40936199.71714052,48124105.98564347,2406205.2992821736,50530311.28492565,1293819.4312278652,10499804.942322211,19687134.266854145,17937166.776467115
cap,New technology,0.261,258,325,67,123,0,135,325,0,0,123,30615326.90499036,58963804.46892062,28348477.563930262,32657625.0,1632881.25,34290506.25,666886.4846038837,6732495.0,12359655.0,13565475.0
cap,Matched gap,0.261,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.262,258,330,72,123,330,135,0,0,0,135,30615326.90499036,71735910.16996859,41120583.26497823,48308489.533481166,2415424.4766740585,50723914.01015522,1293819.4312278652,10540034.080032256,19762563.900060475,18005891.553388435
cap,New technology,0.262,258,325,67,123,0,135,325,0,0,123,30615326.90499036,59088929.46892062,28473602.563930262,32782750.0,1639137.5,34421887.5,666886.4846038837,6758290.0,12407010.0,13617450.0
cap,Matched gap,0.262,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.263,258,330,72,123,330,135,0,0,0,135,30615326.90499036,71920293.7178063,41304966.812815934,48492873.08131888,2424643.654065944,50917516.73538482,1293819.4312278652,10580263.217742302,19837993.533266813,18074616.330309767
cap,New technology,0.263,258,325,67,123,0,135,325,0,0,123,30615326.90499036,59214054.46892062,28598727.563930262,32907875.0,1645393.75,34553268.75,666886.4846038837,6784085.0,12454365.0,13669425.0
cap,Matched gap,0.263,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.264,258,330,72,123,330,135,0,0,0,135,30615326.90499036,72104677.26564401,41489350.360653654,48677256.629156604,2433862.8314578305,51111119.460614435,1293819.4312278652,10620492.35545235,19913423.16647315,18143341.1072311
cap,New technology,0.264,258,325,67,123,0,135,325,0,0,123,30615326.90499036,59339179.46892062,28723852.563930262,33033000.0,1651650.0,34684650.0,666886.4846038837,6809880.0,12501720.0,13721400.0
cap,Matched gap,0.264,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.265,258,330,72,123,330,135,0,0,0,135,30615326.90499036,72289060.81348173,41673733.90849137,48861640.176994324,2443082.0088497163,51304722.18584404,1293819.4312278652,10660721.493162397,19988852.7996795,18212065.884152435
cap,New technology,0.265,258,325,67,123,0,135,325,0,0,123,30615326.90499036,59464304.46892062,28848977.563930262,33158125.0,1657906.25,34816031.25,666886.4846038837,6835675.0,12549075.0,13773375.0
cap,Matched gap,0.265,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.266,258,330,72,123,330,135,0,0,0,135,30615326.90499036,72473444.36131944,41858117.45632908,49046023.72483201,2452301.1862416007,51498324.91107362,1293819.4312278652,10700950.63087244,20064282.43288583,18280790.66107375
cap,New technology,0.266,258,326,68,123,0,135,326,0,0,123,30615326.90499036,59589457.845507264,28974130.94051691,33385660.0,1669283.0,35054943.0,679358.3166087079,6963880.0,12596430.0,13825350.0
cap,Matched gap,0.266,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.267,258,330,72,123,330,135,0,0,0,135,30615326.90499036,72657827.90915716,42042501.0041668,49230407.27266975,2461520.3636334874,51691927.63630324,1293819.4312278652,10741179.76858249,20139712.06609217,18349515.437995087
cap,New technology,0.267,258,326,68,123,0,135,326,0,0,123,30615326.90499036,59714967.845507264,29099640.94051691,33511170.0,1675558.5,35186728.5,679358.3166087079,6990060.0,12643785.0,13877325.0
cap,Matched gap,0.267,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.268,258,330,72,123,330,135,0,0,0,135,30615326.90499036,72842211.45699486,42226884.552004516,49414790.82050747,2470739.5410253736,51885530.361532845,1293819.4312278652,10781408.90629254,20215141.699298512,18418240.214916423
cap,New technology,0.268,258,326,68,123,0,135,326,0,0,123,30615326.90499036,59840477.845507264,29225150.94051691,33636680.0,1681834.0,35318514.0,679358.3166087079,7016240.0,12691140.0,13929300.0
cap,Matched gap,0.268,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.269,258,330,72,123,330,135,0,0,0,135,30615326.90499036,73026595.00483258,42411268.09984222,49599174.36834516,2479958.718417258,52079133.08676241,1293819.4312278652,10821638.044002581,20290571.332504842,18486964.991837744
cap,New technology,0.269,258,327,69,123,0,135,327,0,0,123,30615326.90499036,59966010.62046382,29350683.715473466,33865755.0,1693287.75,35559042.75,691801.1335727797,7145985.0,12738495.0,13981275.0
cap,Matched gap,0.269,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.27,258,330,72,123,330,135,0,0,0,135,30615326.90499036,73210978.5526703,42595651.64767994,49783557.91618288,2489177.8958091442,52272735.81199203,1293819.4312278652,10861867.18171263,20366000.96571118,18555689.768759076
cap,New technology,0.27,258,327,69,123,0,135,327,0,0,123,30615326.90499036,60091905.62046382,29476578.715473466,33991650.0,1699582.5,35691232.5,691801.1335727797,7172550.0,12785850.0,14033250.0
cap,Matched gap,0.27,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.271,258,330,72,123,330,135,0,0,0,135,30615326.90499036,73395362.10050802,42780035.19551766,49967941.46402061,2498397.0732010305,52466338.53722164,1293819.4312278652,10902096.319422677,20441430.598917518,18624414.545680404
cap,New technology,0.271,258,328,70,123,0,135,328,0,0,123,30615326.90499036,60218108.08140059,29602781.17641023,34221880.0,1711094.0,35932974.0,704231.8176863567,7303450.0,12833205.0,14085225.0
cap,Matched gap,0.271,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.272,258,330,72,123,330,135,0,0,0,135,30615326.90499036,73579745.64834574,42964418.74335538,50152325.01185833,2507616.2505929167,52659941.26245125,1293819.4312278652,10942325.457132725,20516860.232123856,18693139.32260174
cap,New technology,0.272,258,328,70,123,0,135,328,0,0,123,30615326.90499036,60344388.08140059,29729061.176410235,34348160.00000001,1717408.0000000005,36065568.00000001,704231.8176863567,7330400.000000001,12880560.000000002,14137200.000000002
cap,Matched gap,0.272,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.273,258,330,72,123,330,135,0,0,0,135,30615326.90499036,73764129.19618344,43148802.29119308,50336708.55969602,2516835.427984801,52853543.98768082,1293819.4312278652,10982554.594842767,20592289.865330186,18761864.09952306
cap,New technology,0.273,258,328,70,123,0,135,328,0,0,123,30615326.90499036,60470668.08140059,29855341.176410235,34474440.00000001,1723722.0000000005,36198162.00000001,704231.8176863567,7357350.000000001,12927915.000000002,14189175.000000002
cap,Matched gap,0.273,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.274,258,330,72,123,330,135,0,0,0,135,30615326.90499036,73948512.74402116,43333185.839030795,50521092.107533745,2526054.6053766874,53047146.712910436,1293819.4312278652,11022783.732552817,20667719.498536527,18830588.876444392
cap,New technology,0.274,258,328,70,123,0,135,328,0,0,123,30615326.90499036,60596948.08140059,29981621.176410235,34600720.00000001,1730036.0000000005,36330756.00000001,704231.8176863567,7384300.000000001,12975270.000000002,14241150.000000002
cap,Matched gap,0.274,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.275,258,330,72,123,330,135,0,0,0,135,30615326.90499036,74132896.29185887,43517569.38686852,50705475.65537147,2535273.7827685736,53240749.43814005,1293819.4312278652,11063012.870262867,20743149.13174287,18899313.653365728
cap,New technology,0.275,258,328,70,123,0,135,328,0,0,123,30615326.90499036,60723228.08140059,30107901.176410235,34727000.00000001,1736350.0000000005,36463350.00000001,704231.8176863567,7411250.000000001,13022625.000000002,14293125.000000002
cap,Matched gap,0.275,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.276,258,330,72,123,330,135,0,0,0,135,30615326.90499036,74317279.83969659,43701952.934706226,50889859.20320916,2544492.9601604585,53434352.163369626,1293819.4312278652,11103242.00797291,20818578.76494921,18968038.43028705
cap,New technology,0.276,258,328,70,123,0,135,328,0,0,123,30615326.90499036,60849508.08140059,30234181.176410235,34853280.00000001,1742664.0000000005,36595944.00000001,704231.8176863567,7438200.000000001,13069980.000000002,14345100.000000002
cap,Matched gap,0.276,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.277,258,330,72,123,330,135,0,0,0,135,30615326.90499036,74501663.38753429,43886336.48254394,51074242.75104689,2553712.1375523447,53627954.88859923,1293819.4312278652,11143471.145682957,20894008.398155548,19036763.207208384
cap,New technology,0.277,258,328,70,123,0,135,328,0,0,123,30615326.90499036,60975788.08140059,30360461.176410235,34979560.00000001,1748978.0000000005,36728538.00000001,704231.8176863567,7465150.000000001,13117335.000000002,14397075.000000002
cap,Matched gap,0.277,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.278,258,330,72,123,330,135,0,0,0,135,30615326.90499036,74686046.93537202,44070720.030381665,51258626.29888461,2562931.3149442305,53821557.61382884,1293819.4312278652,11183700.283393005,20969438.031361885,19105487.984129712
cap,New technology,0.278,258,328,70,123,0,135,328,0,0,123,30615326.90499036,61102068.08140059,30486741.176410235,35105840.00000001,1755292.0000000005,36861132.00000001,704231.8176863567,7492100.000000001,13164690.000000002,14449050.000000002
cap,Matched gap,0.278,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.279,258,330,72,123,330,135,0,0,0,135,30615326.90499036,74870430.48320973,44255103.578219384,51443009.84672233,2572150.4923361167,54015160.339058444,1293819.4312278652,11223929.421103053,21044867.664568223,19174212.761051044
cap,New technology,0.279,258,328,70,123,0,135,328,0,0,123,30615326.90499036,61228348.08140059,30613021.176410235,35232120.00000001,1761606.0000000005,36993726.00000001,704231.8176863567,7519050.000000001,13212045.000000002,14501025.000000002
cap,Matched gap,0.279,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.28,258,330,72,123,330,135,0,0,0,135,30615326.90499036,75054814.03104745,44439487.12605708,51627393.39456002,2581369.669728001,54208763.06428802,1293819.4312278652,11264158.558813095,21120297.297774553,19242937.53797237
cap,New technology,0.28,258,328,70,123,0,135,328,0,0,123,30615326.90499036,61354628.08140059,30739301.176410235,35358400.00000001,1767920.0000000005,37126320.00000001,704231.8176863567,7546000.000000001,13259400.000000002,14553000.000000002
cap,Matched gap,0.28,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.281,258,330,72,123,330,135,0,0,0,135,30615326.90499036,75239197.57888517,44623870.6738948,51811776.94239774,2590588.8471198874,54402365.78951763,1293819.4312278652,11304387.696523145,21195726.9309809,19311662.3148937
cap,New technology,0.281,258,328,70,123,0,135,328,0,0,123,30615326.90499036,61480908.08140059,30865581.176410235,35484680.00000001,1774234.0000000005,37258914.00000001,704231.8176863567,7572950.000000001,13306755.000000002,14604975.000000002
cap,Matched gap,0.281,258,330,72,123,330,135,0,0,0,135,30615326.90499036,30615533.90499036,207.00000000000182,7188113.268502944,359405.66342514724,7547518.931928092,1293819.4312278652,5339429.706344868,1848683.5621580766,0.0
cap,General,0.28200000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,75423679.9884012,44808353.08341085,52153724.61293316,2607686.230646658,54761410.84357982,1306804.3088212786,11502180.956930878,21271156.564187236,19380387.091815043
cap,New technology,0.28200000000000003,258,328,70,123,0,135,328,0,0,123,30615326.90499036,61607188.08140059,30991861.176410235,35610960.00000001,1780548.0000000005,37391508.00000001,704231.8176863567,7599900.000000001,13354110.000000002,14656950.000000002
cap,Matched gap,0.28200000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.28300000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,75608622.27426267,44993295.36927231,52338666.8987946,2616933.34493973,54955600.24373433,1306804.3088212786,11542968.83266467,21346586.197393566,19449111.868736368
cap,New technology,0.28300000000000003,258,328,70,123,0,135,328,0,0,123,30615326.90499036,61733468.08140059,31118141.176410235,35737240.00000001,1786862.0000000005,37524102.00000001,704231.8176863567,7626850.000000001,13401465.000000002,14708925.000000002
cap,Matched gap,0.28300000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.28400000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,75793564.56012413,45178237.65513377,52523609.18465607,2626180.4592328034,55149789.643888876,1306804.3088212786,11583756.708398469,21422015.830599904,19517836.6456577
cap,New technology,0.28400000000000003,258,329,71,123,0,135,329,0,0,123,30615326.90499036,61860109.87042893,31244782.96543857,35972860.00000001,1798643.0000000005,37771503.00000001,716538.735002223,7763140.000000001,13448820.000000002,14760900.000000002
cap,Matched gap,0.28400000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.28500000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,75978506.84598559,45363179.940995246,52708551.470517546,2635427.5735258777,55343979.04404343,1306804.3088212786,11624544.584132267,21497445.46380624,19586561.422579028
cap,New technology,0.28500000000000003,258,329,71,123,0,135,329,0,0,123,30615326.90499036,61986774.87042893,31371447.96543857,36099525.00000001,1804976.2500000005,37904501.25000001,716538.735002223,7790475.000000001,13496175.000000002,14812875.000000002
cap,Matched gap,0.28500000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.28600000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,76163449.13184705,45548122.22685671,52893493.756379016,2644674.687818951,55538168.44419797,1306804.3088212786,11665332.459866066,21572875.09701258,19655286.199500363
cap,New technology,0.28600000000000003,258,329,71,123,0,135,329,0,0,123,30615326.90499036,62113439.87042893,31498112.96543857,36226190.00000001,1811309.5000000005,38037499.50000001,716538.735002223,7817810.000000001,13543530.000000002,14864850.000000002
cap,Matched gap,0.28600000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.28700000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,76348391.41770852,45733064.512718156,53078436.042240456,2653921.802112023,55732357.844352484,1306804.3088212786,11706120.33559986,21648304.730218925,19724010.976421684
cap,New technology,0.28700000000000003,258,329,71,123,0,135,329,0,0,123,30615326.90499036,62240104.87042893,31624777.96543857,36352855.00000001,1817642.7500000005,38170497.75000001,716538.735002223,7845145.000000001,13590885.000000002,14916825.000000002
cap,Matched gap,0.28700000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.28800000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,76533333.70357,45918006.79857963,53263378.32810193,2663168.9164050967,55926547.24450703,1306804.3088212786,11746908.21133366,21723734.363425266,19792735.75334302
cap,New technology,0.28800000000000003,258,329,71,123,0,135,329,0,0,123,30615326.90499036,62366769.87042893,31751442.96543857,36479520.00000001,1823976.0000000005,38303496.00000001,716538.735002223,7872480.000000001,13638240.000000002,14968800.000000002
cap,Matched gap,0.28800000000000003,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.289,258,331,73,123,331,135,0,0,0,135,30615326.90499036,76718275.98943146,46102949.084441096,53448320.6139634,2672416.0306981704,56120736.644661576,1306804.3088212786,11787696.087067457,21799163.9966316,19861460.530264348
cap,New technology,0.289,258,329,71,123,0,135,329,0,0,123,30615326.90499036,62493434.87042892,31878107.965438563,36606184.99999999,1830309.2499999998,38436494.24999999,716538.735002223,7899814.999999999,13685594.999999998,15020774.999999998
cap,Matched gap,0.289,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.29,258,331,73,123,331,135,0,0,0,135,30615326.90499036,76903218.2752929,46287891.37030254,53633262.89982484,2681663.1449912423,56314926.044816084,1306804.3088212786,11828483.96280125,21874593.62983793,19930185.30718567
cap,New technology,0.29,258,329,71,123,0,135,329,0,0,123,30615326.90499036,62620099.87042892,32004772.965438563,36732849.99999999,1836642.4999999998,38569492.49999999,716538.735002223,7927149.999999999,13732949.999999998,15072749.999999998
cap,Matched gap,0.29,258,331,73,123,331,135,0,0,0,135,30615326.90499036,30615534.90499036,208.00000000000182,7345579.529522303,367278.9764761152,7712858.505998418,1306804.3088212786,5496895.967364226,1848683.5621580766,0.0
cap,General,0.291,258,332,74,123,332,135,0,0,0,135,30615326.90499036,77088236.67521845,46472909.77022809,53980797.95059776,2699039.8975298884,56679837.848127656,1319662.901668992,12031864.60344649,21950023.26304427,19998910.084107008
cap,New technology,0.291,258,330,72,123,0,135,330,0,0,123,30615326.90499036,62746989.67289941,32131662.767909046,36971549.99999999,1848577.4999999998,38820127.49999999,728774.852654143,8066519.999999999,13780304.999999998,15124724.999999998
cap,Matched gap,0.291,258,332,74,123,332,135,0,0,0,135,30615326.90499036,30615535.90499036,209.00000000000182,7508097.1803696705,375404.85901848355,7883502.039388155,1319662.901668992,5659413.618211594,1848683.5621580766,0.0
cap,General,0.292,258,332,74,123,332,135,0,0,0,135,30615326.90499036,77273737.69910365,46658410.79411331,54166298.97448299,2708314.9487241497,56874613.92320714,1319662.901668992,12073211.21720404,22025452.896250613,20067634.861028336
cap,New technology,0.292,258,330,72,123,0,135,330,0,0,123,30615326.90499036,62874039.67289941,32258712.76790905,37098600.0,1854930.0,38953530.0,728774.852654143,8094240.0,13827660.0,15176700.0
cap,Matched gap,0.292,258,332,74,123,332,135,0,0,0,135,30615326.90499036,30615535.90499036,209.00000000000182,7508097.1803696705,375404.85901848355,7883502.039388155,1319662.901668992,5659413.618211594,1848683.5621580766,0.0
cap,General,0.293,258,332,74,123,332,135,0,0,0,135,30615326.90499036,77459238.72298887,46843911.81799851,54351799.99836818,2717589.999918409,57069389.99828659,1319662.901668992,12114557.830961583,22100882.529456943,20136359.637949657
cap,New technology,0.293,258,330,72,123,0,135,330,0,0,123,30615326.90499036,63001089.67289941,32385762.76790905,37225650.0,1861282.5,39086932.5,728774.852654143,8121960.0,13875015.0,15228675.0
cap,Matched gap,0.293,258,332,74,123,332,135,0,0,0,135,30615326.90499036,30615535.90499036,209.00000000000182,7508097.1803696705,375404.85901848355,7883502.039388155,1319662.901668992,5659413.618211594,1848683.5621580766,0.0
cap,General,0.294,258,332,74,123,332,135,0,0,0,135,30615326.90499036,77644739.7468741,47029412.841883734,54537301.02225341,2726865.0511126705,57264166.07336608,1319662.901668992,12155904.444719132,22176312.16266328,20205084.414870992
cap,New technology,0.294,258,330,72,123,0,135,330,0,0,123,30615326.90499036,63128139.67289941,32512812.76790905,37352700.0,1867635.0,39220335.0,728774.852654143,8149680.0,13922370.0,15280650.0
cap,Matched gap,0.294,258,332,74,123,332,135,0,0,0,135,30615326.90499036,30615535.90499036,209.00000000000182,7508097.1803696705,375404.85901848355,7883502.039388155,1319662.901668992,5659413.618211594,1848683.5621580766,0.0
cap,General,0.295,258,332,74,123,332,135,0,0,0,135,30615326.90499036,77830240.77075931,47214913.865768954,54722802.04613863,2736140.1023069317,57458942.14844556,1319662.901668992,12197251.05847668,22251741.79586962,20273809.19179232
cap,New technology,0.295,258,330,72,123,0,135,330,0,0,123,30615326.90499036,63255189.67289941,32639862.76790905,37479750.0,1873987.5,39353737.5,728774.852654143,8177400.0,13969725.0,15332625.0
cap,Matched gap,0.295,258,332,74,123,332,135,0,0,0,135,30615326.90499036,30615535.90499036,209.00000000000182,7508097.1803696705,375404.85901848355,7883502.039388155,1319662.901668992,5659413.618211594,1848683.5621580766,0.0
cap,General,0.296,258,332,74,123,332,135,0,0,0,135,30615326.90499036,78015741.79464453,47400414.889654174,54908303.07002385,2745415.1535011926,57653718.22352505,1319662.901668992,12238597.67223423,22327171.429075956,20342533.968713652
cap,New technology,0.296,258,330,72,123,0,135,330,0,0,123,30615326.90499036,63382239.67289941,32766912.767909054,37606800.0,1880340.0,39487140.0,728774.852654143,8205120.0,14017080.0,15384600.0
cap,Matched gap,0.296,258,332,74,123,332,135,0,0,0,135,30615326.90499036,30615535.90499036,209.00000000000182,7508097.1803696705,375404.85901848355,7883502.039388155,1319662.901668992,5659413.618211594,1848683.5621580766,0.0
