context,strategy,share,before_viable,after_viable,new_viable,before_si,after_si,before_sj,after_sj,before_t,after_t,switches,before_npv_usd,after_npv_usd,private_gain_usd,direct_support_usd,admin_usd,total_public_usd,additional_discounted_mwh,new_support_usd,switch_support_usd,same_support_usd
cap,Matched gap,0.026000000000000002,258,270,12,123,141,135,129,0,0,18,30615326.90499036,30615356.90499036,30.0,92468.32601557951,4623.416300778976,97091.74231635849,212087.97044881587,52423.98187142402,40044.344144155475,0.0
cap,General,0.027,258,270,12,123,141,135,129,0,0,18,30615326.90499036,33990959.2353935,3375632.330403145,3468070.656418723,173403.53282093618,3641474.1892396593,212087.97044881587,124740.0,271546.6795428157,3071783.9768759077
cap,New technology,0.027,258,270,12,123,76,135,194,0,0,47,30615326.90499036,32302920.377332106,1687593.4723417528,2016630.0,100831.5,2117461.5,83314.14103968424,124740.0,488565.0,1403325.0
cap,Matched gap,0.027,258,270,12,123,141,135,129,0,0,18,30615326.90499036,30615356.90499036,30.0,92468.32601557951,4623.416300778976,97091.74231635849,212087.97044881587,52423.98187142402,40044.344144155475,0.0
cap,General,0.028,258,270,12,123,142,135,128,0,0,19,30615326.90499036,34119544.07886668,3504217.173876323,3601382.3824325837,180069.1191216292,3781451.501554213,213859.93491403834,129360.0,297248.62863534567,3174773.7537972373
cap,New technology,0.028,258,270,12,123,73,135,197,0,0,50,30615326.90499036,32378484.141674846,1763157.2366844907,2123660.0,106183.0,2229843.0,76857.0755620343,129360.0,539000.0,1455300.0
cap,Matched gap,0.028,258,270,12,123,142,135,128,0,0,19,30615326.90499036,30615357.90499036,31.0,97196.20855625925,4859.810427812963,102056.01898407222,213859.93491403834,52423.98187142402,44772.22668483523,0.0
cap,General,0.029,258,270,12,123,143,135,127,0,0,20,30615326.90499036,34248327.865437716,3633000.960447363,3735041.584493944,186752.0792246972,3921793.6637186413,215628.18605551976,133980.0,324068.05377537693,3276993.530718568
cap,New technology,0.029,258,270,12,123,72,135,198,0,0,51,30615326.90499036,32454367.557796583,1839040.6528062238,2210670.0,110533.5,2321203.5,74688.77443633816,133980.0,569415.0,1507275.0
cap,Matched gap,0.029,258,270,12,123,143,135,127,0,0,20,30615326.90499036,30615358.90499036,32.0,102072.6240465809,5103.631202329045,107176.25524890995,215628.18605551976,52423.98187142402,49648.64217515687,0.0
cap,General,0.03,258,270,12,123,143,135,127,0,0,20,30615326.90499036,34377122.40283406,3761795.4978437065,3863836.121890287,193191.80609451435,4057027.9279848016,215628.18605551976,138600.0,335242.8142503897,3389993.307639897
cap,New technology,0.03,258,270,12,123,68,135,202,0,0,55,30615326.90499036,32531914.166740067,1916587.2617497118,2333100.0,116655.0,2449755.0,66006.14354496752,138600.0,635250.0,1559250.0
cap,Matched gap,0.03,258,270,12,123,143,135,127,0,0,20,30615326.90499036,30615358.90499036,32.0,102072.6240465809,5103.631202329045,107176.25524890995,215628.18605551976,52423.98187142402,49648.64217515687,0.0
cap,General,0.031,258,271,13,123,143,135,128,0,0,20,30615326.90499036,34506007.18935145,3890680.2843610877,4004565.6592866303,200228.28296433153,4204793.942250962,230363.43987370367,155155.0,346417.57472540275,3502993.084561227
cap,New technology,0.031,258,271,13,123,64,135,207,0,0,59,30615326.90499036,32610826.871931843,1995499.9669414868,2470545.0,123527.25,2594072.25,72013.662649962,155155.0,704165.0,1611225.0
cap,Matched gap,0.031,258,271,13,123,143,135,128,0,0,20,30615326.90499036,30615359.90499036,33.0,113918.37492554248,5695.918746277124,119614.2936718196,230363.43987370367,64269.73275038559,49648.64217515687,0.0
cap,General,0.032,258,273,15,123,144,135,129,0,0,21,30615326.90499036,34635707.27251233,4020380.3675219724,4163944.813442993,208197.24067214967,4372142.054115143,261574.34480787202,184800.0,375471.95196043653,3603672.861482557
cap,New technology,0.032,258,273,15,123,61,135,212,0,0,62,30615326.90499036,32691731.12084515,2076404.2158547929,2611840.0,130592.0,2742432.0,94896.22946689211,184800.0,763840.0,1663200.0
cap,Matched gap,0.032,258,273,15,123,144,135,129,0,0,21,30615326.90499036,30615362.90499036,36.0,143600.44592102058,7180.022296051029,150780.4682170716,261574.34480787202,88457.16998007723,55143.27594094338,0.0
cap,General,0.033,258,274,16,123,147,135,127,0,0,24,30615326.90499036,34766462.265617356,4151135.360627003,4323973.153214402,216198.65766072008,4540171.8108751215,281544.29331758886,203280.0,442520.5148105145,3678172.638403887
cap,New technology,0.033,258,274,16,123,59,135,215,0,0,64,30615326.90499036,32774301.27345687,2158974.3684665104,2731575.0,136578.75,2868153.75,105218.20781486406,203280.0,813120.0,1715175.0
cap,Matched gap,0.033,258,274,16,123,147,135,127,0,0,24,30615326.90499036,30615366.90499036,40.0,172877.79258739878,8643.88962936994,181521.68221676874,281544.29331758886,100826.74077656251,72051.05181083627,0.0
cap,General,0.034,258,274,16,123,148,135,126,0,0,25,30615326.90499036,34897572.035289854,4282245.130299503,4460909.73551327,223045.4867756635,4683955.222288934,283288.7595306691,209440.00000000003,474927.3201880523,3776542.415325218
