context,strategy,share,adcode,city,province,before_choice,after_choice,before_npv_usd,after_npv_usd,support_usd,admin_usd,private_gain_usd,before_discounted_mwh,after_discounted_mwh,additional_discounted_mwh,new_viable,switch,support_si_usd,support_sj_usd,support_t_usd
cap,General,0.0,361000,抚州,江西,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,361100,上饶,江西,1,1,6601.525232540439,6601.525232540439,0.0,0.0,0.0,15196.410720971435,15196.410720971435,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370100,济南,山东,0,0,143959.94584526477,143959.94584526477,0.0,0.0,0.0,20520.507765029004,20520.507765029004,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370200,青岛,山东,0,0,166306.0581077408,166306.0581077408,0.0,0.0,0.0,21079.160571590903,21079.160571590903,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370300,淄博,山东,1,1,129433.47082603088,129433.47082603088,0.0,0.0,0.0,18267.209360808694,18267.209360808694,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370400,枣庄,山东,1,1,104917.37246332798,104917.37246332798,0.0,0.0,0.0,17654.30690174112,17654.30690174112,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370500,东营,山东,0,0,178853.28274360098,178853.28274360098,0.0,0.0,0.0,21392.841187487407,21392.841187487407,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370600,烟台,山东,0,0,155288.0603666416,155288.0603666416,0.0,0.0,0.0,20803.710628063425,20803.710628063425,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370700,潍坊,山东,0,0,137429.37368995967,137429.37368995967,0.0,0.0,0.0,20357.243461146376,20357.243461146376,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370800,济宁,山东,1,1,120196.41215126887,120196.41215126887,0.0,0.0,0.0,18036.282893939646,18036.282893939646,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,370900,泰安,山东,1,1,141441.32131334778,141441.32131334778,0.0,0.0,0.0,18567.405622991617,18567.405622991617,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,371000,威海,山东,0,0,165343.8116054275,165343.8116054275,0.0,0.0,0.0,21055.104409033072,21055.104409033072,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,371100,日照,山东,0,0,131769.34402418465,131769.34402418465,0.0,0.0,0.0,20215.742719502,20215.742719502,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,371300,临沂,山东,1,1,102902.38940012659,102902.38940012659,0.0,0.0,0.0,17603.932325161088,17603.932325161088,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,371400,德州,山东,0,0,168147.13307064676,168147.13307064676,0.0,0.0,0.0,21125.187445663552,21125.187445663552,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,371500,聊城,山东,0,0,160886.2606817729,160886.2606817729,0.0,0.0,0.0,20943.665635941707,20943.665635941707,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,371600,滨州,山东,0,0,161285.65804286778,161285.65804286778,0.0,0.0,0.0,20953.65056996908,20953.65056996908,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,371700,菏泽,山东,1,1,98173.42975359986,98173.42975359986,0.0,0.0,0.0,17485.708333997918,17485.708333997918,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,410100,郑州,河南,1,1,109222.89646305557,109222.89646305557,0.0,0.0,0.0,17761.94500173431,17761.94500173431,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,410200,开封,河南,1,1,123285.90580962191,123285.90580962191,0.0,0.0,0.0,18113.52023539847,18113.52023539847,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,410300,洛阳,河南,1,1,93601.9821664745,93601.9821664745,0.0,0.0,0.0,17371.422144319782,17371.422144319782,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,410400,平顶山,河南,1,1,77603.09919918142,77603.09919918142,0.0,0.0,0.0,16971.45007013746,16971.45007013746,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,410500,安阳,河南,1,1,137644.02756332414,137644.02756332414,0.0,0.0,0.0,18472.473279241025,18472.473279241025,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,410600,鹤壁,河南,1,1,132085.54798657884,132085.54798657884,0.0,0.0,0.0,18333.511289822392,18333.511289822392,0.0,0,0,0.0,0.0,0.0
cap,General,0.0,410700,新乡,河南,1,1,123081.72492129961,123081.72492129961,0.0,0.0,0.0,18108.415713190414,18108.415713190414,0.0,0,0,0.0,0.0,0.0
