context,strategy,share,adcode,city,province,before_choice,after_choice,before_npv_usd,after_npv_usd,support_usd,admin_usd,private_gain_usd,before_discounted_mwh,after_discounted_mwh,additional_discounted_mwh,new_viable,switch,support_si_usd,support_sj_usd,support_t_usd
cap,General,0.1,520100,贵阳,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,520200,六盘水,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,520300,遵义,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,520400,安顺,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,520500,毕节,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,520600,铜仁,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,522300,黔西南,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,522600,黔东南,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,522700,黔南,贵州,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,530100,昆明,云南,1,0,80348.55418991651,128359.18917730224,55873.802375064966,2793.6901187532485,48010.634987385725,17040.086444905835,18733.643788953315,1693.55734404748,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,530300,曲靖,云南,1,0,6239.974869738376,47026.456512882614,55873.802375064966,2793.6901187532485,40786.48164314424,15187.371961901381,16700.325472342825,1512.9535104414445,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,530400,玉溪,云南,1,0,68764.52893994155,112829.80890212124,55873.802375064966,2793.6901187532485,44065.27996217969,16750.48581365646,18345.40928207379,1594.923468417328,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,530500,保山,云南,1,0,96602.87034445514,139314.34719767398,55873.802375064966,2793.6901187532485,42711.47685321885,17446.444348769302,19007.52273946261,1561.0783906933066,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,530600,昭通,云南,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,530700,丽江,云南,1,0,125556.8921911173,177313.716614483,55873.802375064966,2793.6901187532485,51756.82442336572,18170.294894935854,19957.506974882832,1787.2120799469776,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,530800,普洱,云南,1,0,82629.17149110888,122030.97777564786,55873.802375064966,2793.6901187532485,39401.80628453898,17097.101877435645,18575.438503911955,1478.33662647631,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,530900,临沧,云南,1,0,108499.25513557934,151579.86989816205,55873.802375064966,2793.6901187532485,43080.614762582714,17743.853968547406,19314.16080697481,1570.3068384274047,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,532300,楚雄,云南,1,0,126329.14607882696,177327.5329635703,55873.802375064966,2793.6901187532485,50998.38688474333,18189.601242128596,19957.852383610018,1768.2511414814217,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,532500,红河,云南,1,1,24515.42052351431,63015.42052351431,38500.0,1925.0,38500.0,15644.25810324578,15644.25810324578,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,532600,文山,云南,-1,1,0.0,36711.515091066074,38500.0,1925.0,36711.515091066074,0.0,14986.660467434574,14986.660467434574,1,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,532800,西双版纳,云南,1,1,78298.40311272904,116798.40311272904,38500.0,1925.0,38500.0,16988.83266797615,16988.83266797615,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,532900,大理,云南,1,0,118265.90699046857,166769.15222321267,55873.802375064966,2793.6901187532485,48503.2452327441,17988.020264919636,19693.892865101076,1705.8726001814393,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,533100,德宏,云南,1,1,80441.32758997602,118941.32758997602,38500.0,1925.0,38500.0,17042.405779907323,17042.405779907323,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,533300,怒江,云南,1,0,69446.05949993194,113543.06244908182,55873.802375064966,2793.6901187532485,44097.00294914987,16767.52407765622,18363.240620747805,1595.7165430915848,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,533400,迪庆,云南,0,0,174020.19751288413,229893.9998879491,55873.802375064966,2793.6901187532485,55873.80237506496,21272.014056719487,21272.014056719487,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,540100,拉萨,西藏,0,0,74731.83635348664,130605.6387285516,55873.802375064966,2793.6901187532485,55873.80237506496,18789.80502773455,18789.80502773455,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,540200,日喀则,西藏,0,0,86408.13635853329,142281.93873359825,55873.802375064966,2793.6901187532485,55873.80237506496,19081.712527860716,19081.712527860716,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,540300,昌都,西藏,1,0,24888.69402365799,79810.48438259322,55873.802375064966,2793.6901187532485,54921.79035893523,15653.589940749373,17519.92616908559,1866.3362283362167,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,540400,林芝,西藏,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,540500,山南,西藏,1,0,27981.899294326922,81517.87986123415,55873.802375064966,2793.6901187532485,53535.98056690722,15730.920072516097,17562.611056051614,1831.6909835355164,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,540600,那曲,西藏,0,0,89333.95979847386,145207.76217353882,55873.802375064966,2793.6901187532485,55873.80237506496,19154.85811385923,19154.85811385923,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,542500,阿里,西藏,0,0,115673.03999399405,171546.842369059,55873.802375064966,2793.6901187532485,55873.80237506496,19813.335118747236,19813.335118747236,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610100,西安,陕西,1,0,50252.63459671078,89277.13284389902,55873.802375064966,2793.6901187532485,39024.49824718824,16287.688455075691,17756.592380618236,1468.903925542545,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610200,铜川,陕西,1,0,90090.83272255362,137526.44828796017,55873.802375064966,2793.6901187532485,47435.61556540655,17283.643408221764,18962.825266719763,1679.1818584979992,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610300,宝鸡,陕西,1,0,18417.531433551405,59199.777684581786,55873.802375064966,2793.6901187532485,40782.24625103038,15491.810875996707,17004.658501635306,1512.8476256385984,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610400,咸阳,陕西,1,0,80773.47251348066,125963.89694297963,55873.802375064966,2793.6901187532485,45190.42442949896,17050.70940299494,18673.76148309525,1623.0520801003113,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610500,渭南,陕西,1,0,100676.68141023217,148404.4356339126,55873.802375064966,2793.6901187532485,47727.75422368043,17548.289625413727,19234.774950368574,1686.4853249548469,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610600,延安,陕西,0,0,112586.37565487447,168460.17802993944,55873.802375064966,2793.6901187532485,55873.80237506497,19736.168510269246,19736.168510269246,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610700,汉中,陕西,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610800,榆林,陕西,0,0,168627.67713242193,224501.4795074869,55873.802375064966,2793.6901187532485,55873.80237506496,21137.20104720793,21137.20104720793,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,610900,安康,陕西,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,611000,商洛,陕西,1,0,14104.831640435008,52883.96764532226,55873.802375064966,2793.6901187532485,38779.136004887245,15383.993381168797,16846.763250653818,1462.7698694850205,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620100,兰州,甘肃,0,0,155661.3643208983,211535.16669596327,55873.802375064966,2793.6901187532485,55873.80237506496,20813.043226919843,20813.043226919843,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620200,嘉峪关,甘肃,0,0,227861.09479752008,283734.8971725851,55873.802375064966,2793.6901187532485,55873.80237506499,22618.036488835387,22618.036488835387,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620300,金昌,甘肃,0,0,220537.86685468923,276411.6692297542,55873.802375064966,2793.6901187532485,55873.80237506496,22434.955790264616,22434.955790264616,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620400,白银,甘肃,0,0,151747.1049228378,207620.90729790277,55873.802375064966,2793.6901187532485,55873.80237506496,20715.18674196833,20715.18674196833,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620500,天水,甘肃,1,0,11302.317769440036,58706.32462067985,55873.802375064966,2793.6901187532485,47404.006851239814,15313.930534393923,16992.322175037756,1678.391640643833,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620600,武威,甘肃,0,0,211889.18938841415,267762.99176347913,55873.802375064966,2793.6901187532485,55873.80237506499,22218.738853607738,22218.738853607738,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620700,张掖,甘肃,0,0,240061.42028494095,295935.2226600059,55873.802375064966,2793.6901187532485,55873.80237506496,22923.044626020906,22923.044626020906,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620800,平凉,甘肃,1,0,44439.371711906344,94819.5403211848,55873.802375064966,2793.6901187532485,50380.16860927846,16142.356882955582,17895.15256755038,1752.7956845947974,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,620900,酒泉,甘肃,0,0,271942.85766378825,327816.66003885324,55873.802375064966,2793.6901187532485,55873.80237506499,23720.08056049209,23720.08056049209,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,621000,庆阳,甘肃,1,0,86683.69706791406,141781.46497769703,55873.802375064966,2793.6901187532485,55097.76790978297,17198.465016855775,19069.200683963187,1870.7356671074122,0,1,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,621100,定西,甘肃,0,0,103861.7399225908,159735.54229765577,55873.802375064966,2793.6901187532485,55873.80237506497,19518.05261696215,19518.05261696215,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,621200,陇南,甘肃,-1,0,0.0,4099.947280535358,55873.802375064966,2793.6901187532485,4099.947280535358,0.0,15627.162741534145,15627.162741534145,1,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,622900,临夏,甘肃,0,0,145119.96623485722,200993.76860992218,55873.802375064966,2793.6901187532485,55873.80237506496,20549.508274768814,20549.508274768814,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,623000,甘南,甘肃,0,0,144862.315605954,200736.11798101896,55873.802375064966,2793.6901187532485,55873.80237506496,20543.067009046234,20543.067009046234,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,630100,西宁,青海,0,0,207834.83402622858,263708.63640129357,55873.802375064966,2793.6901187532485,55873.80237506499,22117.379969553098,22117.379969553098,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,630200,海东,青海,0,0,155127.05803803465,211000.8604130996,55873.802375064966,2793.6901187532485,55873.80237506496,20799.68556984825,20799.68556984825,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,632200,海北,青海,0,0,239207.3018832781,295081.10425834305,55873.802375064966,2793.6901187532485,55873.80237506496,22901.69166597933,22901.69166597933,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,632300,黄南,青海,0,0,177452.9283973111,233326.73077237606,55873.802375064966,2793.6901187532485,55873.80237506496,21357.83232883016,21357.83232883016,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,632500,海南,青海,0,0,227182.48905010047,283056.29142516543,55873.802375064966,2793.6901187532485,55873.80237506496,22601.071345149896,22601.071345149896,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,632600,果洛,青海,0,0,253337.25352458828,309211.05589965323,55873.802375064966,2793.6901187532485,55873.80237506496,23254.94045701209,23254.94045701209,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,632700,玉树,青海,0,0,287030.4739226991,342904.2762977641,55873.802375064966,2793.6901187532485,55873.80237506499,24097.27096696486,24097.27096696486,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,632800,海西,青海,0,0,295699.9346152909,351573.7369903559,55873.802375064966,2793.6901187532485,55873.80237506499,24314.007484279657,24314.007484279657,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,640100,银川,宁夏,0,0,217508.5158598572,273382.3182349222,55873.802375064966,2793.6901187532485,55873.80237506499,22359.222015393814,22359.222015393814,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,640200,石嘴山,宁夏,0,0,228511.98851994172,284385.7908950067,55873.802375064966,2793.6901187532485,55873.80237506496,22634.308831895927,22634.308831895927,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,640300,吴忠,宁夏,0,0,200863.81482723425,256737.6172022992,55873.802375064966,2793.6901187532485,55873.80237506496,21943.10448957824,21943.10448957824,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,640400,固原,宁夏,0,0,116870.03370273681,172743.83607780177,55873.802375064966,2793.6901187532485,55873.80237506496,19843.259961465803,19843.259961465803,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,640500,中卫,宁夏,0,0,204847.2747286331,260721.07710369807,55873.802375064966,2793.6901187532485,55873.80237506496,22042.690987113212,22042.690987113212,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,650100,乌鲁木齐,新疆,0,0,196002.59910055457,251876.40147561952,55873.802375064966,2793.6901187532485,55873.80237506496,21821.57409641125,21821.57409641125,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,650200,克拉玛依,新疆,0,0,183037.30761131886,238911.10998638382,55873.802375064966,2793.6901187532485,55873.80237506496,21497.441809180356,21497.441809180356,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,650400,吐鲁番,新疆,0,0,228901.0864613433,284774.88883640827,55873.802375064966,2793.6901187532485,55873.80237506496,22644.036280430966,22644.036280430966,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,650500,哈密,新疆,0,0,233118.31021514002,288992.112590205,55873.802375064966,2793.6901187532485,55873.80237506496,22749.466874275884,22749.466874275884,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,652300,昌吉,新疆,0,0,190601.9002074373,246475.70258250227,55873.802375064966,2793.6901187532485,55873.80237506496,21686.556624083318,21686.556624083318,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,652700,博州,新疆,0,0,133146.9085710329,189020.71094609785,55873.802375064966,2793.6901187532485,55873.80237506496,20250.181833173207,20250.181833173207,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,652800,巴州,新疆,0,0,277987.54553257854,333861.34790764353,55873.802375064966,2793.6901187532485,55873.80237506499,23871.19775721185,23871.19775721185,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,652900,阿克苏,新疆,0,0,225784.3386420294,281658.1410170944,55873.802375064966,2793.6901187532485,55873.80237506496,22566.11758494812,22566.11758494812,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,653000,克州,新疆,0,0,268916.2869202506,324790.0892953156,55873.802375064966,2793.6901187532485,55873.80237506499,23644.41629190365,23644.41629190365,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,653100,喀什,新疆,0,0,282384.543347956,338258.34572302096,55873.802375064966,2793.6901187532485,55873.80237506499,23981.122702596283,23981.122702596283,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,653200,和田,新疆,0,0,302224.12096511846,358097.92334018345,55873.802375064966,2793.6901187532485,55873.80237506499,24477.112143025348,24477.112143025348,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,654000,伊犁,新疆,0,0,151180.24226008038,207054.04463514534,55873.802375064966,2793.6901187532485,55873.80237506496,20701.015175399392,20701.015175399392,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,654200,塔城,新疆,0,0,166003.62170071277,221877.42407577773,55873.802375064966,2793.6901187532485,55873.80237506496,21071.599661415203,21071.599661415203,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,General,0.1,654300,阿勒泰,新疆,0,0,169665.2244847321,225539.02685979707,55873.802375064966,2793.6901187532485,55873.80237506496,21163.139731015686,21163.139731015686,0.0,0,0,55873.802375064966,38500.0,59633.7065984
cap,New technology,0.1,110000,北京,北京,0,1,186959.8729208932,218858.49802583165,38500.0,1925.0,31898.62510493846,21595.505941919713,19540.335040803715,-2055.1709011159983,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,120000,天津,天津,0,1,185219.0154967135,216570.70434197862,38500.0,1925.0,31351.688845265133,21551.98450631522,19483.140198707388,-2068.844307607833,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,130100,石家庄,河北,0,1,147091.99720783535,184944.96623646558,38500.0,1925.0,37852.969028630236,20598.809049093266,18692.496746069563,-1906.3123030237039,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,130200,唐山,河北,0,1,156663.74109063667,189220.94181666296,38500.0,1925.0,32557.20072602629,20838.1026461633,18799.396135574498,-2038.7065105888032,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,130300,秦皇岛,河北,0,1,173753.6849441625,200642.84843164354,38500.0,1925.0,26889.16348748104,21265.351242501445,19084.94380094901,-2180.4074415524337,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,130400,邯郸,河北,1,1,122316.60173925354,160816.60173925356,38500.0,1925.0,38500.000000000015,18089.287633639262,18089.287633639262,0.0,0,0,0.0,38500.0,59633.7065984
cap,New technology,0.1,130500,邢台,河北,1,1,131074.05879818895,169574.05879818895,38500.0,1925.0,38500.0,18308.224060112647,18308.224060112647,0.0,0,0,0.0,38500.0,59633.7065984
cap,New technology,0.1,130600,保定,河北,0,1,156427.7186415402,192816.86113504658,38500.0,1925.0,36389.14249350637,20832.20208493589,18889.294118534086,-1942.9079664018027,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,130700,张家口,河北,0,1,186423.4937789596,213748.56394821347,38500.0,1925.0,27325.070169253886,21582.096463371374,19412.58668886326,-2169.509774508115,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,130800,承德,河北,0,1,168434.51391941265,198084.63171682,38500.0,1925.0,29650.11779740735,21132.3719668827,19020.988383078424,-2111.383583804276,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,130900,沧州,河北,0,1,163883.54445451306,198209.8493400066,38500.0,1925.0,34326.30488549353,21018.59773026021,19024.11882365809,-1994.4789066021222,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,131000,廊坊,河北,0,1,163247.3569975365,197532.07341778182,38500.0,1925.0,34284.71642024533,21002.693043835796,19007.17442560247,-1995.5186182333273,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,131100,衡水,河北,0,1,148724.96364214306,186685.1403090566,38500.0,1925.0,37960.176666913525,20639.63320995096,18736.00109788434,-1903.6321120666216,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,140100,太原,山西,0,1,163935.81679855345,196656.92881563335,38500.0,1925.0,32721.112017079897,21019.90453886122,18985.295810548756,-2034.6087283124652,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,140200,大同,山西,0,1,210080.11104504773,234819.82106515512,38500.0,1925.0,24739.71002010739,22173.511895023577,19939.3681167868,-2234.1437782367757,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,140300,阳泉,山西,0,1,151275.76609506208,185158.5573870344,38500.0,1925.0,33882.79129197233,20703.403271273935,18697.836524833783,-2005.5667464401522,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,140400,长治,山西,0,1,149926.98866582022,184836.29816942528,38500.0,1925.0,34909.309503605065,20669.683835542888,18689.780044393556,-1979.9037911493324,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,140500,晋城,山西,1,1,127762.42538246071,166262.4253824607,38500.0,1925.0,38499.999999999985,18225.43322471944,18225.43322471944,0.0,0,0,0.0,38500.0,59633.7065984
cap,New technology,0.1,140600,朔州,山西,0,1,219823.00685368956,242474.88660317607,38500.0,1925.0,22651.879749486514,22417.08429023962,20130.744755237323,-2286.3395350022984,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,140700,晋中,山西,0,1,156021.30507416348,190646.06988494302,38500.0,1925.0,34624.76481077954,20822.04174575147,18835.0243372815,-1987.017408469972,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,140800,运城,山西,1,1,138262.00363870818,176762.00363870818,38500.0,1925.0,38500.0,18487.922681125627,18487.922681125627,0.0,0,0,0.0,38500.0,59633.7065984
cap,New technology,0.1,140900,忻州,山西,0,1,192590.82693560323,220617.17419884598,38500.0,1925.0,28026.34726324276,21736.279792287467,19584.30194512907,-2151.977847158396,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,141000,临汾,山西,1,1,141948.46750333658,180448.46750333658,38500.0,1925.0,38500.0,18580.084277741338,18580.084277741338,0.0,0,0,0.0,38500.0,59633.7065984
cap,New technology,0.1,141100,吕梁,山西,0,1,178507.18546650637,209330.60568533154,38500.0,1925.0,30823.420218825166,21384.188755560044,19302.137732291212,-2082.051023268832,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150100,呼和浩特,内蒙古,0,1,199698.80315723526,223098.16688955517,38500.0,1925.0,23399.363732319907,21913.979197828266,19646.326762396802,-2267.6524354314643,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150200,包头,内蒙古,0,1,213215.56102955923,234295.7891772488,38500.0,1925.0,21080.228147689573,22251.898144636365,19926.267319589144,-2325.630825047221,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150300,乌海,内蒙古,0,1,224952.16733686448,247195.31164766158,38500.0,1925.0,22243.1443107971,22545.313302318995,20248.755381349463,-2296.5579209695316,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150400,赤峰,内蒙古,0,1,188096.88519442896,210135.3765595421,38500.0,1925.0,22038.49136511315,21623.93124875811,19322.257004146475,-2301.674244611633,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150500,通辽,内蒙古,0,1,188029.66141957347,209842.02044557867,38500.0,1925.0,21812.3590260052,21622.25065438672,19314.92310129739,-2307.3275530893297,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150600,鄂尔多斯,内蒙古,0,1,207234.40212713217,230754.92164829245,38500.0,1925.0,23520.519521160284,22102.369172075683,19837.745631365233,-2264.6235407104505,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150700,呼伦贝尔,内蒙古,0,1,121993.55462891173,144405.0407795229,38500.0,1925.0,22411.486150611177,19971.347984620177,17678.998609645994,-2292.349374974183,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150800,巴彦淖尔,内蒙古,0,1,243879.9857095961,262557.8034100762,38500.0,1925.0,18677.817700480082,23018.508761637288,20632.817675409828,-2385.69108622746,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,150900,乌兰察布,内蒙古,0,1,212114.22204693907,231715.9455618446,38500.0,1925.0,19601.72351490552,22224.36467007086,19861.771229204038,-2362.5934408668218,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,152200,兴安,内蒙古,0,1,176685.18192627313,196689.75727182726,38500.0,1925.0,20004.575345554127,21338.638667054212,18986.116521953605,-2352.5221451006073,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,152500,锡林郭勒,内蒙古,0,1,206059.36490154715,223847.2383079668,38500.0,1925.0,17787.873406419647,22072.993241436063,19665.053547857093,-2407.93969357897,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,152900,阿拉善,内蒙古,0,1,260741.1595781799,277390.5312536,38500.0,1925.0,16649.371675420116,23440.03810835188,21003.63587149792,-2436.402236853959,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210100,沈阳,辽宁,0,1,166448.8974545487,192184.57020520975,38500.0,1925.0,25735.672750661033,21082.731555261103,18873.486845288167,-2209.244709972936,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210200,大连,辽宁,0,1,174656.3023425075,199972.80260790934,38500.0,1925.0,25316.500265401846,21287.91667746007,19068.192655355655,-2219.724022104416,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210300,鞍山,辽宁,0,1,154490.45640303017,182630.85221671566,38500.0,1925.0,28140.395813685493,20783.77052897314,18634.643895575813,-2149.1266333973253,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210400,抚顺,辽宁,0,1,125540.34359035642,155020.43664209906,38500.0,1925.0,29480.09305174263,20060.017708656294,17944.3835062104,-2115.6342024458936,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210500,本溪,辽宁,0,1,124231.744066818,155069.25596513203,38500.0,1925.0,30837.511898314027,20027.302720567834,17945.603989286225,-2081.698731281609,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210600,丹东,辽宁,0,1,125269.94020885536,156652.53741588298,38500.0,1925.0,31382.59720702762,20053.257624118767,17985.186025555,-2068.071598563769,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210700,锦州,辽宁,0,1,177877.6708096499,202697.27657060424,38500.0,1925.0,24819.60576095435,21368.450889138632,19136.304504423028,-2232.1463847156047,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210800,营口,辽宁,0,1,174018.3355995648,199561.70922434126,38500.0,1925.0,25543.37362477646,21271.967508886504,19057.915320766453,-2214.052188120051,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,210900,阜新,辽宁,0,1,182389.12238016326,206415.937680263,38500.0,1925.0,24026.815300099755,21481.237178401465,19229.2710321645,-2251.966146236966,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,211000,辽阳,辽宁,0,1,155921.91099894172,184009.37583039023,38500.0,1925.0,28087.46483144851,20819.556893870926,18669.10698591768,-2150.449907953247,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,211100,盘锦,辽宁,0,1,178298.6376450964,202860.92962037525,38500.0,1925.0,24562.291975278844,21378.975060024793,19140.395830667305,-2238.5792293574887,0,1,0.0,38500.0,59633.7065984
cap,New technology,0.1,211200,铁岭,辽宁,0,1,147091.39635788745,173454.388663661,38500.0,1925.0,26362.992305773543,20598.79402784457,18405.232306749447,-2193.561721095124,0,1,0.0,38500.0,59633.7065984
