case,context,strategy,share,admin_fraction,before_viable,after_viable,after_si,after_sj,after_t,direct_support_usd,total_public_usd,private_gain_usd,additional_discounted_mwh
ResidualValue,cap,Matched gap,0.2,0.1,323,336,0,336,0,329427.9545649391,362370.750021433,13.0,156237.78759600932
ResidualValue,cap,General,0.3,0.0,323,337,0,337,0,38923500.0,38923500.0,38516299.940774694,166944.94163027953
ResidualValue,cap,General,0.3,0.05,323,337,0,337,0,38923500.0,40869675.0,38516299.940774694,166944.94163027953
ResidualValue,cap,General,0.3,0.1,323,337,0,337,0,38923500.0,42815850.0,38516299.940774694,166944.94163027953
ResidualValue,cap,New technology,0.3,0.0,323,337,0,337,0,38923500.0,38923500.0,38516299.940774694,166944.94163027953
ResidualValue,cap,New technology,0.3,0.05,323,337,0,337,0,38923500.0,40869675.0,38516299.940774694,166944.94163027953
ResidualValue,cap,New technology,0.3,0.1,323,337,0,337,0,38923500.0,42815850.0,38516299.940774694,166944.94163027953
ResidualValue,cap,Matched gap,0.3,0.0,323,337,0,337,0,407214.0592253087,407214.0592253087,14.0,166944.94163027953
ResidualValue,cap,Matched gap,0.3,0.05,323,337,0,337,0,407214.0592253087,427574.76218657417,14.0,166944.94163027953
ResidualValue,cap,Matched gap,0.3,0.1,323,337,0,337,0,407214.0592253087,447935.4651478396,14.0,166944.94163027953
ResidualValue,area,General,0.1,0.0,337,337,122,11,204,32666196.328211974,32666196.328211974,31036611.36047796,429681.4119328935
ResidualValue,area,General,0.1,0.05,337,337,122,11,204,32666196.328211974,34299506.14462257,31036611.36047796,429681.4119328935
ResidualValue,area,General,0.1,0.1,337,337,122,11,204,32666196.328211974,35932815.96103317,31036611.36047796,429681.4119328935
ResidualValue,area,New technology,0.1,0.0,337,337,0,50,287,33909553.49220229,33909553.49220229,28580694.074673325,595968.8979289683
ResidualValue,area,New technology,0.1,0.05,337,337,0,50,287,33909553.49220229,35605031.166812405,28580694.074673325,595968.8979289683
ResidualValue,area,New technology,0.1,0.1,337,337,0,50,287,33909553.49220229,37300508.84142252,28580694.074673325,595968.8979289683
ResidualValue,area,Matched gap,0.1,0.0,337,337,122,11,204,1629686.9677340107,1629686.9677340107,102.0,429681.4119328935
ResidualValue,area,Matched gap,0.1,0.05,337,337,122,11,204,1629686.9677340107,1711171.3161207112,102.0,429681.4119328935
ResidualValue,area,Matched gap,0.1,0.1,337,337,122,11,204,1629686.9677340107,1792655.664507412,102.0,429681.4119328935
ResidualValue,area,General,0.2,0.0,337,337,66,4,267,69535411.909361,69535411.909361,64725133.450116836,703793.3897132738
ResidualValue,area,General,0.2,0.05,337,337,66,4,267,69535411.909361,73012182.50482906,64725133.450116836,703793.3897132738
ResidualValue,area,General,0.2,0.1,337,337,66,4,267,69535411.909361,76488953.10029711,64725133.450116836,703793.3897132738
ResidualValue,area,New technology,0.2,0.0,337,337,0,20,317,71507510.66930984,71507510.66930984,63395592.022276565,821785.9327391249
ResidualValue,area,New technology,0.2,0.05,337,337,0,20,317,71507510.66930984,75082886.20277533,63395592.022276565,821785.9327391249
ResidualValue,area,New technology,0.2,0.1,337,337,0,20,317,71507510.66930984,78658261.73624083,63395592.022276565,821785.9327391249
ResidualValue,area,Matched gap,0.2,0.0,337,337,66,4,267,4810450.45924417,4810450.45924417,172.0,703793.3897132738
ResidualValue,area,Matched gap,0.2,0.05,337,337,66,4,267,4810450.45924417,5050972.982206379,172.0,703793.3897132738
ResidualValue,area,Matched gap,0.2,0.1,337,337,66,4,267,4810450.45924417,5291495.505168588,172.0,703793.3897132738
ResidualValue,area,General,0.3,0.0,337,337,32,0,305,108084762.49476215,108084762.49476215,100295622.93669052,854950.2363947383
ResidualValue,area,General,0.3,0.05,337,337,32,0,305,108084762.49476215,113489000.61950026,100295622.93669052,854950.2363947383
ResidualValue,area,General,0.3,0.1,337,337,32,0,305,108084762.49476215,118893238.74423838,100295622.93669052,854950.2363947383
ResidualValue,area,New technology,0.3,0.0,337,337,0,4,333,110211988.95188898,110211988.95188898,99817568.02376533,932244.134320941
ResidualValue,area,New technology,0.3,0.05,337,337,0,4,333,110211988.95188898,115722588.39948343,99817568.02376533,932244.134320941
ResidualValue,area,New technology,0.3,0.1,337,337,0,4,333,110211988.95188898,121233187.84707789,99817568.02376533,932244.134320941
ResidualValue,area,Matched gap,0.3,0.0,337,337,32,0,305,7789342.558071641,7789342.558071641,203.0,854950.2363947383
ResidualValue,area,Matched gap,0.3,0.05,337,337,32,0,305,7789342.558071641,8178809.685975224,203.0,854950.2363947383
ResidualValue,area,Matched gap,0.3,0.1,337,337,32,0,305,7789342.558071641,8568276.813878806,203.0,854950.2363947383
LowElectricity,cap,General,0.1,0.0,24,87,85,2,0,4826273.201880522,4826273.201880522,2475751.56939671,1390939.503632653
LowElectricity,cap,General,0.1,0.05,24,87,85,2,0,4826273.201880522,5067586.861974549,2475751.56939671,1390939.503632653
LowElectricity,cap,General,0.1,0.1,24,87,85,2,0,4826273.201880522,5308900.522068575,2475751.56939671,1390939.503632653
LowElectricity,cap,New technology,0.1,0.0,24,77,0,77,0,2964500.0,2964500.0,1768228.286434662,1014780.7264706908
LowElectricity,cap,New technology,0.1,0.05,24,77,0,77,0,2964500.0,3112725.0,1768228.286434662,1014780.7264706908
LowElectricity,cap,New technology,0.1,0.1,24,77,0,77,0,2964500.0,3260950.0000000005,1768228.286434662,1014780.7264706908
LowElectricity,cap,Matched gap,0.1,0.0,24,87,85,2,0,2350604.632483812,2350604.632483812,83.00000000000091,1390939.503632653
LowElectricity,cap,Matched gap,0.1,0.05,24,87,85,2,0,2350604.632483812,2468134.8641080027,83.00000000000091,1390939.503632653
LowElectricity,cap,Matched gap,0.1,0.1,24,87,85,2,0,2350604.632483812,2585665.0957321934,83.00000000000091,1390939.503632653
LowElectricity,cap,General,0.2,0.0,24,166,166,0,0,18550102.38852157,18550102.38852157,9657582.465909524,2960312.2185622086
LowElectricity,cap,General,0.2,0.05,24,166,166,0,0,18550102.38852157,19477607.50794765,9657582.465909524,2960312.2185622086
LowElectricity,cap,General,0.2,0.1,24,166,166,0,0,18550102.38852157,20405112.62737373,9657582.465909524,2960312.2185622086
LowElectricity,cap,New technology,0.2,0.0,24,152,0,152,0,11704000.0,11704000.0,6183522.082844027,2373777.778700129
LowElectricity,cap,New technology,0.2,0.05,24,152,0,152,0,11704000.0,12289200.0,6183522.082844027,2373777.778700129
LowElectricity,cap,New technology,0.2,0.1,24,152,0,152,0,11704000.0,12874400.000000002,6183522.082844027,2373777.778700129
LowElectricity,cap,Matched gap,0.2,0.0,24,166,166,0,0,8892682.922612041,8892682.922612041,163.0000000000009,2960312.2185622086
LowElectricity,cap,Matched gap,0.2,0.05,24,166,166,0,0,8892682.922612041,9337317.068742644,163.0000000000009,2960312.2185622086
LowElectricity,cap,Matched gap,0.2,0.1,24,166,166,0,0,8892682.922612041,9781951.214873247,163.0000000000009,2960312.2185622086
LowElectricity,cap,General,0.3,0.0,24,235,235,0,0,39391030.67442079,39391030.67442079,20860656.978332747,4195829.265051567
LowElectricity,cap,General,0.3,0.05,24,235,235,0,0,39391030.67442079,41360582.20814183,20860656.978332747,4195829.265051567
LowElectricity,cap,General,0.3,0.1,24,235,235,0,0,39391030.67442079,43330133.74186287,20860656.978332747,4195829.265051567
LowElectricity,cap,New technology,0.3,0.0,24,212,0,212,0,24486000.0,24486000.0,13173741.882295644,3383228.2458944833
LowElectricity,cap,New technology,0.3,0.05,24,212,0,212,0,24486000.0,25710300.0,13173741.882295644,3383228.2458944833
LowElectricity,cap,New technology,0.3,0.1,24,212,0,212,0,24486000.0,26934600.000000004,13173741.882295644,3383228.2458944833
LowElectricity,cap,Matched gap,0.3,0.0,24,235,235,0,0,18530605.69608805,18530605.69608805,232.0000000000009,4195829.265051567
LowElectricity,cap,Matched gap,0.3,0.05,24,235,235,0,0,18530605.69608805,19457135.980892453,232.0000000000009,4195829.265051567
LowElectricity,cap,Matched gap,0.3,0.1,24,235,235,0,0,18530605.69608805,20383666.265696857,232.0000000000009,4195829.265051567
LowElectricity,area,General,0.1,0.0,312,330,326,0,4,26486278.36781001,26486278.36781001,25775962.586243056,377636.3739006134
LowElectricity,area,General,0.1,0.05,312,330,326,0,4,26486278.36781001,27810592.286200512,25775962.586243056,377636.3739006134
LowElectricity,area,General,0.1,0.1,312,330,326,0,4,26486278.36781001,29134906.204591013,25775962.586243056,377636.3739006134
LowElectricity,area,New technology,0.1,0.0,312,320,86,44,190,22974916.137692213,22974916.137692213,6369328.425253702,873434.4142796063
LowElectricity,area,New technology,0.1,0.05,312,320,86,44,190,22974916.137692213,24123661.944576826,6369328.425253702,873434.4142796063
LowElectricity,area,New technology,0.1,0.1,312,320,86,44,190,22974916.137692213,25272407.751461435,6369328.425253702,873434.4142796063
LowElectricity,area,Matched gap,0.1,0.0,312,330,326,0,4,710337.7815669604,710337.7815669604,22.0,377636.3739006134
LowElectricity,area,Matched gap,0.1,0.05,312,330,326,0,4,710337.7815669604,745854.6706453084,22.0,377636.3739006134
LowElectricity,area,Matched gap,0.1,0.1,312,330,326,0,4,710337.7815669604,781371.5597236565,22.0,377636.3739006134
LowElectricity,area,General,0.2,0.0,312,333,304,0,29,54944094.21257646,54944094.21257646,52649592.136688665,562761.4836292645
LowElectricity,area,General,0.2,0.05,312,333,304,0,29,54944094.21257646,57691298.92320528,52649592.136688665,562761.4836292645
LowElectricity,area,General,0.2,0.1,312,333,304,0,29,54944094.21257646,60438503.63383411,52649592.136688665,562761.4836292645
LowElectricity,area,New technology,0.2,0.0,312,330,0,28,302,68987541.32302433,68987541.32302433,38386600.15987279,1575089.5041592855
LowElectricity,area,New technology,0.2,0.05,312,330,0,28,302,68987541.32302433,72436918.38917555,38386600.15987279,1575089.5041592855
LowElectricity,area,New technology,0.2,0.1,312,330,0,28,302,68987541.32302433,75886295.45532677,38386600.15987279,1575089.5041592855
LowElectricity,area,Matched gap,0.2,0.0,312,333,304,0,29,2294552.075887796,2294552.075887796,50.0,562761.4836292645
LowElectricity,area,Matched gap,0.2,0.05,312,333,304,0,29,2294552.075887796,2409279.679682186,50.0,562761.4836292645
LowElectricity,area,Matched gap,0.2,0.1,312,333,304,0,29,2294552.075887796,2524007.2834765757,50.0,562761.4836292645
LowElectricity,area,General,0.3,0.0,312,337,210,0,127,92148716.22753718,92148716.22753718,81606926.31207311,1096980.6017134436
LowElectricity,area,General,0.3,0.05,312,337,210,0,127,92148716.22753718,96756152.03891405,81606926.31207311,1096980.6017134436
LowElectricity,area,General,0.3,0.1,312,337,210,0,127,92148716.22753718,101363587.85029091,81606926.31207311,1096980.6017134436
LowElectricity,area,New technology,0.3,0.0,312,333,0,1,332,109448339.4786441,109448339.4786441,74050915.66280006,1833144.8726488012
LowElectricity,area,New technology,0.3,0.05,312,333,0,1,332,109448339.4786441,114920756.45257631,74050915.66280006,1833144.8726488012
LowElectricity,area,New technology,0.3,0.1,312,333,0,1,332,109448339.4786441,120393173.42650852,74050915.66280006,1833144.8726488012
LowElectricity,area,Matched gap,0.3,0.0,312,337,210,0,127,10541941.915464068,10541941.915464068,152.0,1096980.6017134436
LowElectricity,area,Matched gap,0.3,0.05,312,337,210,0,127,10541941.915464068,11069039.011237271,152.0,1096980.6017134436
LowElectricity,area,Matched gap,0.3,0.1,312,337,210,0,127,10541941.915464068,11596136.107010476,152.0,1096980.6017134436
HighElectricity,cap,General,0.1,0.0,330,334,302,32,0,18105888.317269623,18105888.317269623,17048529.508316234,184212.5753005607
HighElectricity,cap,General,0.1,0.05,330,334,302,32,0,18105888.317269623,19011182.733133104,17048529.508316234,184212.5753005607
HighElectricity,cap,General,0.1,0.1,330,334,302,32,0,18105888.317269623,19916477.148996588,17048529.508316234,184212.5753005607
HighElectricity,cap,New technology,0.1,0.0,330,334,32,302,0,11627000.0,11627000.0,8100146.4105815645,-273446.81051646377
HighElectricity,cap,New technology,0.1,0.05,330,334,32,302,0,11627000.0,12208350.0,8100146.4105815645,-273446.81051646377
HighElectricity,cap,New technology,0.1,0.1,330,334,32,302,0,11627000.0,12789700.000000002,8100146.4105815645,-273446.81051646377
HighElectricity,cap,Matched gap,0.1,0.0,330,334,302,32,0,1057466.8089533916,1057466.8089533916,108.0,184212.5753005607
HighElectricity,cap,Matched gap,0.1,0.05,330,334,302,32,0,1057466.8089533916,1110340.1494010612,108.0,184212.5753005607
HighElectricity,cap,Matched gap,0.1,0.1,330,334,302,32,0,1057466.8089533916,1163213.4898487309,108.0,184212.5753005607
HighElectricity,cap,General,0.2,0.0,330,337,337,0,0,37658942.8007938,37658942.8007938,35687440.119473696,254928.81487431063
HighElectricity,cap,General,0.2,0.05,330,337,337,0,0,37658942.8007938,39541889.94083349,35687440.119473696,254928.81487431063
HighElectricity,cap,General,0.2,0.1,330,337,337,0,0,37658942.8007938,41424837.08087318,35687440.119473696,254928.81487431063
HighElectricity,cap,New technology,0.2,0.0,330,337,0,337,0,25949000.0,25949000.0,20868767.26056675,-316826.59443611116
HighElectricity,cap,New technology,0.2,0.05,330,337,0,337,0,25949000.0,27246450.0,20868767.26056675,-316826.59443611116
HighElectricity,cap,New technology,0.2,0.1,330,337,0,337,0,25949000.0,28543900.000000004,20868767.26056675,-316826.59443611116
HighElectricity,cap,Matched gap,0.2,0.0,330,337,337,0,0,1971641.6813200915,1971641.6813200915,139.00000000000364,254928.81487431063
HighElectricity,cap,Matched gap,0.2,0.05,330,337,337,0,0,1971641.6813200915,2070223.7653860962,139.00000000000364,254928.81487431063
HighElectricity,cap,Matched gap,0.2,0.1,330,337,337,0,0,1971641.6813200915,2168805.8494521007,139.00000000000364,254928.81487431063
HighElectricity,cap,General,0.3,0.0,330,337,337,0,0,56488414.201190665,56488414.201190665,54516911.51987058,254928.81487431063
HighElectricity,cap,General,0.3,0.05,330,337,337,0,0,56488414.201190665,59312834.911250204,54516911.51987058,254928.81487431063
HighElectricity,cap,General,0.3,0.1,330,337,337,0,0,56488414.201190665,62137255.621309735,54516911.51987058,254928.81487431063
HighElectricity,cap,New technology,0.3,0.0,330,337,0,337,0,38923500.0,38923500.0,33843267.26056675,-316826.59443611116
HighElectricity,cap,New technology,0.3,0.05,330,337,0,337,0,38923500.0,40869675.0,33843267.26056675,-316826.59443611116
HighElectricity,cap,New technology,0.3,0.1,330,337,0,337,0,38923500.0,42815850.0,33843267.26056675,-316826.59443611116
HighElectricity,cap,Matched gap,0.3,0.0,330,337,337,0,0,1971641.6813200915,1971641.6813200915,139.00000000000364,254928.81487431063
HighElectricity,cap,Matched gap,0.3,0.05,330,337,337,0,0,1971641.6813200915,2070223.7653860962,139.00000000000364,254928.81487431063
HighElectricity,cap,Matched gap,0.3,0.1,330,337,337,0,0,1971641.6813200915,2168805.8494521007,139.00000000000364,254928.81487431063
HighElectricity,area,General,0.1,0.0,337,337,23,0,314,36296839.214368336,36296839.214368336,35909194.75635607,82887.9264653059
HighElectricity,area,General,0.1,0.05,337,337,23,0,314,36296839.214368336,38111681.17508675,35909194.75635607,82887.9264653059
HighElectricity,area,General,0.1,0.1,337,337,23,0,314,36296839.214368336,39926523.135805175,35909194.75635607,82887.9264653059
HighElectricity,area,New technology,0.1,0.0,337,337,0,0,337,36983223.22962334,36983223.22962334,35431985.125037335,154401.17891810415
HighElectricity,area,New technology,0.1,0.05,337,337,0,0,337,36983223.22962334,38832384.39110451,35431985.125037335,154401.17891810415
HighElectricity,area,New technology,0.1,0.1,337,337,0,0,337,36983223.22962334,40681545.55258568,35431985.125037335,154401.17891810415
HighElectricity,area,Matched gap,0.1,0.0,337,337,23,0,314,387668.4580122632,387668.4580122632,24.0,82887.9264653059
HighElectricity,area,Matched gap,0.1,0.05,337,337,23,0,314,387668.4580122632,407051.88091287634,24.0,82887.9264653059
HighElectricity,area,Matched gap,0.1,0.1,337,337,23,0,314,387668.4580122632,426435.3038134895,24.0,82887.9264653059
HighElectricity,area,General,0.2,0.0,337,337,6,0,331,73608333.0599832,73608333.0599832,72499613.22133707,137135.26881614575
HighElectricity,area,General,0.2,0.05,337,337,6,0,331,73608333.0599832,77288749.71298236,72499613.22133707,137135.26881614575
HighElectricity,area,General,0.2,0.1,337,337,6,0,331,73608333.0599832,80969166.36598152,72499613.22133707,137135.26881614575
HighElectricity,area,New technology,0.2,0.0,337,337,0,0,337,73966446.45924668,73966446.45924668,72415208.35466067,154401.17891810415
HighElectricity,area,New technology,0.2,0.05,337,337,0,0,337,73966446.45924668,77664768.78220902,72415208.35466067,154401.17891810415
HighElectricity,area,New technology,0.2,0.1,337,337,0,0,337,73966446.45924668,81363091.10517135,72415208.35466067,154401.17891810415
HighElectricity,area,Matched gap,0.2,0.0,337,337,6,0,331,1108760.8386461325,1108760.8386461325,41.0,137135.26881614575
HighElectricity,area,Matched gap,0.2,0.05,337,337,6,0,331,1108760.8386461325,1164198.8805784392,41.0,137135.26881614575
HighElectricity,area,Matched gap,0.2,0.1,337,337,6,0,331,1108760.8386461325,1219636.922510746,41.0,137135.26881614575
HighElectricity,area,General,0.3,0.0,337,337,1,0,336,110860141.33905415,110860141.33905415,109399670.93446785,151693.6737912083
HighElectricity,area,General,0.3,0.05,337,337,1,0,336,110860141.33905415,116403148.40600686,109399670.93446785,151693.6737912083
HighElectricity,area,General,0.3,0.1,337,337,1,0,336,110860141.33905415,121946155.47295958,109399670.93446785,151693.6737912083
HighElectricity,area,New technology,0.3,0.0,337,337,0,0,337,110949669.68887003,110949669.68887003,109398431.58428401,154401.17891810415
HighElectricity,area,New technology,0.3,0.05,337,337,0,0,337,110949669.68887003,116497153.17331353,109398431.58428401,154401.17891810415
HighElectricity,area,New technology,0.3,0.1,337,337,0,0,337,110949669.68887003,122044636.65775704,109398431.58428401,154401.17891810415
HighElectricity,area,Matched gap,0.3,0.0,337,337,1,0,336,1460516.4045863017,1460516.4045863017,46.0,151693.6737912083
HighElectricity,area,Matched gap,0.3,0.05,337,337,1,0,336,1460516.4045863017,1533542.2248156168,46.0,151693.6737912083
HighElectricity,area,Matched gap,0.3,0.1,337,337,1,0,336,1460516.4045863017,1606568.045044932,46.0,151693.6737912083
