city,kind,total,temp,spec,inter,base
Lhasa,plateau,331.2388540015363,153.06670725820732,109.88011095654474,19.353655712977343,48.93838007380691
Harbin,cold,188.93849278141988,65.11780041834845,65.98346379371287,2.0212250189833867,55.81600355037517
Shanghai,temperate,380.27960499247183,199.447303599507,117.75789579308366,5.616112925948983,57.45829267393219
Guangzhou,hot,475.4274674642502,279.22297534619065,136.32455624067916,-0.16300083976511814,60.042936717145494
Haikou,tropical,541.0889100778804,320.0250362508077,158.36068613054977,0.6206124721084052,62.08257522441454
