板子,场景,自发自用,自给,年电费,电池折旧,最大倒送,弃光,循环
现代晶硅,①光伏直供(无电池/无序充),0.3073094685655609,0.26585533788181814,4196.065726021564,0.0,4.779413972102429,0.0,0.0
现代晶硅,②规则·自发自用,0.663249869121419,0.5441463365415591,1214.0406554383776,273.7516134196507,4.779413972102429,0.0,273.75161341965065
现代晶硅,③最优调度(LP+V2G),0.597421563383477,0.4769753003886198,926.9462552703955,266.86954355861747,4.779413972102429,0.0,266.86954355861747
现代晶硅,④最优+配网友好(限倒送),0.5989406489026492,0.47813562225413914,926.7511449258341,268.03713302213663,2.891123367351121,0.0,268.03713302213663
钙钛矿,①光伏直供(无电池/无序充),0.3255557066036079,0.25915119448898166,4427.949000030421,0.0,4.249915488114444,0.0,0.0
钙钛矿,②规则·自发自用,0.7041724412372325,0.5315468268139175,1466.9661957959722,267.90436682360775,4.249915488114444,0.0,267.90436682360775
钙钛矿,③最优调度(LP+V2G),0.6365597500514156,0.4666382562448271,1135.6043953566536,270.9874382057839,4.249915488114444,0.0,270.98743820578386
钙钛矿,④最优+配网友好(限倒送),0.6384860715986986,0.4679921466006187,1135.3767360996255,272.3498085628012,2.534767548328644,0.0,272.3498085628012
