amplitude,delta_si,delta_sj,delta_t,context,om,policy,choice_changes,before_viable,after_viable,new_projects,switches,discounted_mwh,undiscounted_mwh,entry_discounted_mwh,switch_discounted_mwh,entry_undiscounted_mwh,switch_undiscounted_mwh,public_usd,private_npv_gain_usd,after_si,after_sj,after_t,counterexample_discounted,counterexample_physical
0.02,-0.02,0.0,0.02,area,3.2,New,0,337,337,0,9,33387.61714737468,52736.355189704525,0.0,33387.61714737468,0.0,52736.355189704525,77664768.78220902,73785073.1703186,0,0,337,False,False
0.02,-0.02,0.02,-0.02,area,3.2,General,4,337,337,0,98,358075.4247375918,551035.9011704836,0.0,358075.4247375918,0.0,551035.9011704834,76411371.88478683,70359491.24622387,20,0,317,False,False
0.02,-0.02,0.02,-0.02,area,3.2,New,0,337,337,0,118,418420.2350413699,643858.2773693958,0.0,418420.2350413699,0.0,643858.2773693957,77664768.78220902,70042159.26647544,0,0,337,False,False
0.02,-0.02,0.02,0.0,area,3.2,General,14,337,337,0,37,135052.80205482853,210936.62455632215,0.0,135052.80205482853,0.0,210936.62455632212,77539429.0924668,72924837.44092657,2,0,335,False,False
0.02,-0.02,0.02,0.0,area,3.2,New,0,337,337,0,39,141277.6310371331,220668.22922108206,0.0,141277.6310371331,0.0,220668.22922108206,77664768.78220902,72908332.07910585,0,0,337,False,False
0.02,-0.02,0.02,0.02,area,3.2,General,16,337,337,0,9,33387.61714737468,52736.355189704525,0.0,33387.61714737468,0.0,52736.355189704525,77664768.78220902,73785073.1703186,0,0,337,False,False
0.02,-0.02,0.02,0.02,area,3.2,New,0,337,337,0,9,33387.61714737468,52736.355189704525,0.0,33387.61714737468,0.0,52736.355189704525,77664768.78220902,73785073.1703186,0,0,337,False,False
0.02,0.0,-0.02,-0.02,area,3.2,General,48,337,337,0,170,612107.1727000375,921572.2494051977,0.0,612107.1727000375,0.0,921572.2494051978,73653898.71045803,65236804.86954309,64,0,273,False,False
0.02,0.0,-0.02,-0.02,area,3.2,New,0,337,337,0,234,798398.3445623517,1202566.124291139,0.0,798398.3445623516,0.0,1202566.1242911392,77664768.78220902,63676364.84556605,0,0,337,False,False
0.02,0.0,-0.02,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.02,0.0,-0.02,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.02,0.0,-0.02,0.02,area,3.2,General,15,337,337,0,35,128718.88301788727,200987.80107128737,0.0,128718.88301788729,0.0,200987.80107128737,77602098.9373379,73111672.29800807,1,0,336,False,False
0.02,0.0,-0.02,0.02,area,3.2,New,0,337,337,0,36,131812.7038016781,205818.7664865135,0.0,131812.70380167812,0.0,205818.76648651352,77664768.78220902,73101932.1205088,0,0,337,False,False
0.02,0.0,0.0,-0.02,area,3.2,General,48,337,337,0,170,612107.1727000375,921572.2494051977,0.0,612107.1727000375,0.0,921572.2494051978,73653898.71045803,65236804.86954309,64,0,273,False,False
0.02,0.0,0.0,-0.02,area,3.2,New,0,337,337,0,234,798398.3445623517,1202566.124291139,0.0,798398.3445623516,0.0,1202566.1242911392,77664768.78220902,63676364.84556605,0,0,337,False,False
0.02,0.0,0.0,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.02,0.0,0.0,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.02,0.0,0.0,0.02,area,3.2,General,15,337,337,0,35,128718.88301788727,200987.80107128737,0.0,128718.88301788729,0.0,200987.80107128737,77602098.9373379,73111672.29800807,1,0,336,False,False
0.02,0.0,0.0,0.02,area,3.2,New,0,337,337,0,36,131812.7038016781,205818.7664865135,0.0,131812.70380167812,0.0,205818.76648651352,77664768.78220902,73101932.1205088,0,0,337,False,False
0.02,0.0,0.02,-0.02,area,3.2,General,48,337,337,0,170,612107.1727000375,921572.2494051977,0.0,612107.1727000375,0.0,921572.2494051978,73653898.71045803,65236804.86954309,64,0,273,False,False
0.02,0.0,0.02,-0.02,area,3.2,New,0,337,337,0,234,798398.3445623517,1202566.124291139,0.0,798398.3445623516,0.0,1202566.1242911392,77664768.78220902,63676364.84556605,0,0,337,False,False
0.02,0.0,0.02,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.02,0.0,0.02,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.02,0.0,0.02,0.02,area,3.2,General,15,337,337,0,35,128718.88301788727,200987.80107128737,0.0,128718.88301788729,0.0,200987.80107128737,77602098.9373379,73111672.29800807,1,0,336,False,False
0.02,0.0,0.02,0.02,area,3.2,New,0,337,337,0,36,131812.7038016781,205818.7664865135,0.0,131812.70380167812,0.0,205818.76648651352,77664768.78220902,73101932.1205088,0,0,337,False,False
0.02,0.02,-0.02,-0.02,area,3.2,General,162,337,337,0,153,530571.4468720176,774592.581511311,0.0,530571.4468720176,0.0,774592.581511311,66509536.395151526,57297626.13198494,178,0,159,False,False
0.02,0.02,-0.02,-0.02,area,3.2,New,0,337,337,0,331,1029466.7585449241,1506101.6424647153,0.0,1029466.758544924,0.0,1506101.6424647155,77664768.78220902,51419491.50976643,0,0,337,False,False
0.02,0.02,-0.02,0.0,area,3.2,General,36,337,337,0,158,569719.4717165835,858512.9407062728,0.0,569719.4717165835,0.0,858512.9407062726,74405936.84891135,66365192.47035109,52,0,285,False,False
0.02,0.02,-0.02,0.0,area,3.2,New,0,337,337,0,210,721187.9232491908,1087095.4492180955,0.0,721187.9232491907,0.0,1087095.4492180953,77664768.78220902,65105884.90242793,0,0,337,False,False
0.02,0.02,-0.02,0.02,area,3.2,General,6,337,337,0,82,300527.2759069628,462525.55291403935,0.0,300527.2759069628,0.0,462525.55291403935,77038070.33349791,71423397.51315585,10,0,327,False,False
0.02,0.02,-0.02,0.02,area,3.2,New,0,337,337,0,92,330613.85480423697,508785.2443605168,0.0,330613.8548042371,0.0,508785.24436051666,77664768.78220902,71257865.42291245,0,0,337,False,False
0.02,0.02,0.0,-0.02,area,3.2,General,162,337,337,0,153,530571.4468720176,774592.581511311,0.0,530571.4468720176,0.0,774592.581511311,66509536.395151526,57297626.13198494,178,0,159,False,False
0.02,0.02,0.0,-0.02,area,3.2,New,0,337,337,0,331,1029466.7585449241,1506101.6424647153,0.0,1029466.758544924,0.0,1506101.6424647155,77664768.78220902,51419491.50976643,0,0,337,False,False
0.02,0.02,0.0,0.0,area,3.2,General,36,337,337,0,158,569719.4717165835,858512.9407062728,0.0,569719.4717165835,0.0,858512.9407062726,74405936.84891135,66365192.47035109,52,0,285,False,False
0.02,0.02,0.0,0.0,area,3.2,New,0,337,337,0,210,721187.9232491908,1087095.4492180955,0.0,721187.9232491907,0.0,1087095.4492180953,77664768.78220902,65105884.90242793,0,0,337,False,False
0.02,0.02,0.0,0.02,area,3.2,General,6,337,337,0,82,300527.2759069628,462525.55291403935,0.0,300527.2759069628,0.0,462525.55291403935,77038070.33349791,71423397.51315585,10,0,327,False,False
0.02,0.02,0.0,0.02,area,3.2,New,0,337,337,0,92,330613.85480423697,508785.2443605168,0.0,330613.8548042371,0.0,508785.24436051666,77664768.78220902,71257865.42291245,0,0,337,False,False
0.02,0.02,0.02,-0.02,area,3.2,General,162,337,337,0,153,530571.4468720176,774592.581511311,0.0,530571.4468720176,0.0,774592.581511311,66509536.395151526,57297626.13198494,178,0,159,False,False
0.02,0.02,0.02,-0.02,area,3.2,New,0,337,337,0,331,1029466.7585449241,1506101.6424647153,0.0,1029466.758544924,0.0,1506101.6424647155,77664768.78220902,51419491.50976643,0,0,337,False,False
0.02,0.02,0.02,0.0,area,3.2,General,36,337,337,0,158,569719.4717165835,858512.9407062728,0.0,569719.4717165835,0.0,858512.9407062726,74405936.84891135,66365192.47035109,52,0,285,False,False
0.02,0.02,0.02,0.0,area,3.2,New,0,337,337,0,210,721187.9232491908,1087095.4492180955,0.0,721187.9232491907,0.0,1087095.4492180953,77664768.78220902,65105884.90242793,0,0,337,False,False
0.02,0.02,0.02,0.02,area,3.2,General,6,337,337,0,82,300527.2759069628,462525.55291403935,0.0,300527.2759069628,0.0,462525.55291403935,77038070.33349791,71423397.51315585,10,0,327,False,False
0.02,0.02,0.02,0.02,area,3.2,New,0,337,337,0,92,330613.85480423697,508785.2443605168,0.0,330613.8548042371,0.0,508785.24436051666,77664768.78220902,71257865.42291245,0,0,337,False,False
0.05,-0.05,-0.05,-0.05,cap,proportional,General,12,225,302,77,116,1363741.0632093227,2403929.7542489497,1182598.3209716547,181142.7422376679,2071829.5819379908,332100.17231095914,35398680.48127857,27449795.43975659,301,1,0,False,False
0.05,-0.05,-0.05,-0.05,cap,proportional,New,12,225,299,74,109,818862.1920033357,1411179.7147020027,1049306.3462263634,-230444.15422302752,1830287.8449476757,-419108.13024567254,24174150.0,19525620.078569997,0,299,0,False,False
0.05,-0.05,-0.05,0.0,cap,proportional,General,12,225,302,77,116,1363741.0632093227,2403929.7542489497,1182598.3209716547,181142.7422376679,2071829.5819379908,332100.17231095914,35398680.48127857,27449795.43975659,301,1,0,False,False
0.05,-0.05,-0.05,0.0,cap,proportional,New,12,225,299,74,109,818862.1920033357,1411179.7147020027,1049306.3462263634,-230444.15422302752,1830287.8449476757,-419108.13024567254,24174150.0,19525620.078569997,0,299,0,False,False
0.05,-0.05,-0.05,0.05,cap,proportional,General,12,225,302,77,116,1363741.0632093227,2403929.7542489497,1182598.3209716547,181142.7422376679,2071829.5819379908,332100.17231095914,35398680.48127857,27449795.43975659,301,1,0,False,False
0.05,-0.05,-0.05,0.05,cap,proportional,New,80,225,299,74,109,960698.1919203995,1627354.1125554317,1049306.3462263634,-88608.1543059637,1830287.8449476757,-202933.73239224378,27192043.30225152,19834820.74928313,0,231,68,False,False
0.05,-0.05,0.0,-0.05,cap,proportional,General,217,258,311,53,96,870130.8488575335,1532845.034680572,757048.3189984219,113082.52985911162,1320506.9627988013,212338.07188177106,28646908.5588131,22963369.84881951,96,215,0,False,False
0.05,-0.05,0.0,-0.05,cap,proportional,New,0,258,311,53,0,757048.318998422,1320506.9627988008,757048.3189984219,0.0,1320506.9627988013,0.0,25144350.0,22362422.868802074,0,311,0,False,False
0.05,-0.05,0.0,0.0,cap,proportional,General,217,258,311,53,96,870130.8488575335,1532845.034680572,757048.3189984219,113082.52985911162,1320506.9627988013,212338.07188177106,28646908.5588131,22963369.84881951,96,215,0,False,False
0.05,-0.05,0.0,0.0,cap,proportional,New,0,258,311,53,0,757048.318998422,1320506.9627988008,757048.3189984219,0.0,1320506.9627988013,0.0,25144350.0,22362422.868802074,0,311,0,False,False
0.05,-0.05,0.0,0.05,cap,proportional,General,217,258,311,53,96,870130.8488575335,1532845.034680572,757048.3189984219,113082.52985911162,1320506.9627988013,212338.07188177106,28646908.5588131,22963369.84881951,96,215,0,False,False
0.05,-0.05,0.0,0.05,cap,proportional,New,0,258,311,53,0,757048.318998422,1320506.9627988008,757048.3189984219,0.0,1320506.9627988013,0.0,25144350.0,22362422.868802074,0,311,0,False,False
0.05,-0.05,0.05,-0.05,cap,proportional,General,325,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,-0.05,0.05,-0.05,cap,proportional,New,14,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,-0.05,0.05,0.0,cap,proportional,General,325,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,-0.05,0.05,0.0,cap,proportional,New,14,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,-0.05,0.05,0.05,cap,proportional,General,325,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,-0.05,0.05,0.05,cap,proportional,New,14,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,0.0,-0.05,-0.05,cap,proportional,General,0,235,313,78,0,1232811.7467224083,2159906.214193188,1232811.7467224086,0.0,2159906.2141931877,0.0,36725850.301130205,31494361.70472718,313,0,0,False,False
0.05,0.0,-0.05,-0.05,cap,proportional,New,12,235,299,64,235,239340.65361189158,381113.417633561,900720.0927804131,-661379.4391685214,1571111.2807474537,-1189997.8631138927,24174150.0,11883595.683822254,0,299,0,False,False
0.05,0.0,-0.05,0.0,cap,proportional,General,0,235,313,78,0,1232811.7467224083,2159906.214193188,1232811.7467224086,0.0,2159906.2141931877,0.0,36725850.301130205,31494361.70472718,313,0,0,False,False
0.05,0.0,-0.05,0.0,cap,proportional,New,12,235,299,64,235,239340.65361189158,381113.417633561,900720.0927804131,-661379.4391685214,1571111.2807474537,-1189997.8631138927,24174150.0,11883595.683822254,0,299,0,False,False
0.05,0.0,-0.05,0.05,cap,proportional,General,0,235,313,78,0,1232811.7467224083,2159906.214193188,1232811.7467224086,0.0,2159906.2141931877,0.0,36725850.301130205,31494361.70472718,313,0,0,False,False
0.05,0.0,-0.05,0.05,cap,proportional,New,80,235,299,64,235,381176.6535289554,597287.8154869897,900720.0927804131,-519543.43925145775,1571111.2807474537,-973823.465260464,27192043.30225152,12192796.354535388,0,231,68,False,False
0.05,0.0,0.0,-0.05,cap,proportional,General,0,258,313,55,135,1059572.7812735206,1873812.345543987,850618.0639476451,208954.71732587536,1490296.6710936048,383515.674450382,36725850.301130205,29925854.220964197,313,0,0,False,False
0.05,0.0,0.0,-0.05,cap,proportional,New,0,258,311,53,123,487290.344632922,829692.0125019208,757048.3189984219,-269757.97436550003,1320506.9627988013,-490814.95029688004,25144350.0,20871575.615580194,0,311,0,False,False
0.05,0.0,0.0,0.0,cap,proportional,General,0,258,313,55,135,1059572.7812735206,1873812.345543987,850618.0639476451,208954.71732587536,1490296.6710936048,383515.674450382,36725850.301130205,29925854.220964197,313,0,0,False,False
0.05,0.0,0.0,0.0,cap,proportional,New,0,258,311,53,123,487290.344632922,829692.0125019208,757048.3189984219,-269757.97436550003,1320506.9627988013,-490814.95029688004,25144350.0,20871575.615580194,0,311,0,False,False
0.05,0.0,0.0,0.05,cap,proportional,General,0,258,313,55,135,1059572.7812735206,1873812.345543987,850618.0639476451,208954.71732587536,1490296.6710936048,383515.674450382,36725850.301130205,29925854.220964197,313,0,0,False,False
0.05,0.0,0.0,0.05,cap,proportional,New,0,258,311,53,123,487290.344632922,829692.0125019208,757048.3189984219,-269757.97436550003,1320506.9627988013,-490814.95029688004,25144350.0,20871575.615580194,0,311,0,False,False
0.05,0.0,0.05,-0.05,cap,proportional,General,209,287,325,38,116,680240.3668913883,1205653.3651946883,534937.9489414702,145302.41794991808,933083.4882205101,272569.8769741784,30508508.25856583,24647416.996279486,116,209,0,False,False
0.05,0.0,0.05,-0.05,cap,proportional,New,14,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,0.0,0.05,0.0,cap,proportional,General,209,287,325,38,116,680240.3668913883,1205653.3651946883,534937.9489414702,145302.41794991808,933083.4882205101,272569.8769741784,30508508.25856583,24647416.996279486,116,209,0,False,False
0.05,0.0,0.05,0.0,cap,proportional,New,14,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,0.0,0.05,0.05,cap,proportional,General,209,287,325,38,116,680240.3668913883,1205653.3651946883,534937.9489414702,145302.41794991808,933083.4882205101,272569.8769741784,30508508.25856583,24647416.996279486,116,209,0,False,False
0.05,0.0,0.05,0.05,cap,proportional,New,14,287,325,38,0,534937.9489414704,933083.48822051,534937.9489414702,0.0,933083.4882205101,0.0,26276250.0,23574831.620618768,0,325,0,False,False
0.05,0.05,-0.05,-0.05,cap,proportional,General,15,268,328,60,0,940618.7579297228,1647979.3495158444,940618.7579297229,0.0,1647979.3495158441,0.0,38485875.07594476,33666342.789877824,328,0,0,False,False
0.05,0.05,-0.05,-0.05,cap,proportional,New,136,268,299,31,144,-44913.13162728262,-99451.5709241931,424287.33635594946,-469200.4679832321,740077.4400062514,-839529.0109304446,14148750.0,3926759.1286521284,124,175,0,True,True
0.05,0.05,-0.05,0.0,cap,proportional,General,15,268,328,60,0,940618.7579297228,1647979.3495158444,940618.7579297229,0.0,1647979.3495158441,0.0,38485875.07594476,33666342.789877824,328,0,0,False,False
0.05,0.05,-0.05,0.0,cap,proportional,New,136,268,299,31,144,-44913.13162728262,-99451.5709241931,424287.33635594946,-469200.4679832321,740077.4400062514,-839529.0109304446,14148750.0,3926759.1286521284,124,175,0,True,True
0.05,0.05,-0.05,0.05,cap,proportional,General,15,268,328,60,0,940618.7579297228,1647979.3495158444,940618.7579297229,0.0,1647979.3495158441,0.0,38485875.07594476,33666342.789877824,328,0,0,False,False
0.05,0.05,-0.05,0.05,cap,proportional,New,136,268,299,31,144,-44913.13162728262,-99451.5709241931,424287.33635594946,-469200.4679832321,740077.4400062514,-839529.0109304446,14148750.0,3926759.1286521284,124,175,0,True,True
0.05,0.05,0.0,-0.05,cap,proportional,General,15,268,328,60,0,940618.7579297228,1647979.3495158444,940618.7579297229,0.0,1647979.3495158441,0.0,38485875.07594476,33666342.789877824,328,0,0,False,False
0.05,0.05,0.0,-0.05,cap,proportional,New,2,268,311,43,266,-138458.77561408316,-283721.14124446444,607698.1798928407,-746156.9555069237,1059997.9653746868,-1343719.1066191513,24982650.0,12511740.786152847,2,309,0,True,True
0.05,0.05,0.0,0.0,cap,proportional,General,15,268,328,60,0,940618.7579297228,1647979.3495158444,940618.7579297229,0.0,1647979.3495158441,0.0,38485875.07594476,33666342.789877824,328,0,0,False,False
0.05,0.05,0.0,0.0,cap,proportional,New,2,268,311,43,266,-138458.77561408316,-283721.14124446444,607698.1798928407,-746156.9555069237,1059997.9653746868,-1343719.1066191513,24982650.0,12511740.786152847,2,309,0,True,True
0.05,0.05,0.0,0.05,cap,proportional,General,15,268,328,60,0,940618.7579297228,1647979.3495158444,940618.7579297229,0.0,1647979.3495158441,0.0,38485875.07594476,33666342.789877824,328,0,0,False,False
0.05,0.05,0.0,0.05,cap,proportional,New,2,268,311,43,266,-138458.77561408316,-283721.14124446444,607698.1798928407,-746156.9555069237,1059997.9653746868,-1343719.1066191513,24982650.0,12511740.786152847,2,309,0,True,True
0.05,0.05,0.05,-0.05,cap,proportional,General,15,287,328,41,148,850863.652254591,1510167.4403062116,624148.691288819,226714.96096577207,1093518.6499312432,416648.79037496843,38485875.07594476,31746877.243096985,328,0,0,False,False
0.05,0.05,0.05,-0.05,cap,proportional,New,14,287,325,38,139,220768.41148374474,361226.3317136968,534937.9489414702,-314169.53745772556,933083.4882205101,-571857.1565068131,26276250.0,21517209.222101115,0,325,0,False,False
0.05,0.05,0.05,0.0,cap,proportional,General,15,287,328,41,148,850863.652254591,1510167.4403062116,624148.691288819,226714.96096577207,1093518.6499312432,416648.79037496843,38485875.07594476,31746877.243096985,328,0,0,False,False
0.05,0.05,0.05,0.0,cap,proportional,New,14,287,325,38,139,220768.41148374474,361226.3317136968,534937.9489414702,-314169.53745772556,933083.4882205101,-571857.1565068131,26276250.0,21517209.222101115,0,325,0,False,False
0.05,0.05,0.05,0.05,cap,proportional,General,15,287,328,41,148,850863.652254591,1510167.4403062116,624148.691288819,226714.96096577207,1093518.6499312432,416648.79037496843,38485875.07594476,31746877.243096985,328,0,0,False,False
0.05,0.05,0.05,0.05,cap,proportional,New,14,287,325,38,139,220768.41148374474,361226.3317136968,534937.9489414702,-314169.53745772556,933083.4882205101,-571857.1565068131,26276250.0,21517209.222101115,0,325,0,False,False
0.05,-0.05,-0.05,-0.05,cap,3.2,General,2,277,331,54,0,752094.1550511981,1317681.1816339996,752094.1550511981,0.0,1317681.1816339993,0.0,38837880.03090766,34464936.47079334,331,0,0,False,False
0.05,-0.05,-0.05,-0.05,cap,3.2,New,13,277,317,40,277,47635.23692926031,43486.28514639451,525360.3889352976,-477725.15200603724,916377.5074298695,-872891.2222834751,25629450.0,14484444.676888084,0,317,0,False,False
0.05,-0.05,-0.05,0.0,cap,3.2,General,2,277,331,54,0,752094.1550511981,1317681.1816339996,752094.1550511981,0.0,1317681.1816339993,0.0,38837880.03090766,34464936.47079334,331,0,0,False,False
0.05,-0.05,-0.05,0.0,cap,3.2,New,130,277,317,40,277,169167.34550351213,205585.5742074228,525360.3889352976,-356193.04343178537,916377.5074298695,-710791.9332224467,30822001.711226884,15343477.371032575,0,200,117,False,False
0.05,-0.05,-0.05,0.05,cap,3.2,General,2,277,331,54,0,752094.1550511981,1317681.1816339996,752094.1550511981,0.0,1317681.1816339993,0.0,38837880.03090766,34464936.47079334,331,0,0,False,False
0.05,-0.05,-0.05,0.05,cap,3.2,New,330,277,323,46,277,632915.7713155879,936713.6773280874,649297.8806174234,-16382.109301835699,1118154.3656222308,-181440.6882941434,40449543.185694724,23918936.94116609,0,0,323,False,False
0.05,-0.05,0.0,-0.05,cap,3.2,General,2,292,331,39,186,646113.8094205941,1155774.7268316941,529119.8395039331,116993.96991666098,927026.5573278823,228748.16950381204,38837880.03090766,32052431.438536245,331,0,0,False,False
0.05,-0.05,0.0,-0.05,cap,3.2,New,0,292,330,38,106,377222.7733905454,641333.7412104653,500251.07395578484,-123028.3005652395,872579.7412510588,-231246.00004059332,26680500.0,23151135.97577279,0,330,0,False,False
0.05,-0.05,0.0,0.0,cap,3.2,General,2,292,331,39,186,646113.8094205941,1155774.7268316941,529119.8395039331,116993.96991666098,927026.5573278823,228748.16950381204,38837880.03090766,32052431.438536245,331,0,0,False,False
0.05,-0.05,0.0,0.0,cap,3.2,New,0,292,330,38,106,377222.7733905454,641333.7412104653,500251.07395578484,-123028.3005652395,872579.7412510588,-231246.00004059332,26680500.0,23151135.97577279,0,330,0,False,False
0.05,-0.05,0.0,0.05,cap,3.2,General,2,292,331,39,186,646113.8094205941,1155774.7268316941,529119.8395039331,116993.96991666098,927026.5573278823,228748.16950381204,38837880.03090766,32052431.438536245,331,0,0,False,False
0.05,-0.05,0.0,0.05,cap,3.2,New,117,292,330,38,117,499233.9522796062,801774.3060577506,500251.07395578484,-1017.1216761787255,872579.7412510588,-70805.43519330796,31873051.711226884,24029331.48250964,0,213,117,False,False
0.05,-0.05,0.05,-0.05,cap,3.2,General,247,304,333,29,86,409026.1715078049,726785.1772610202,388240.2339166472,20785.937591157657,677201.0706051596,49584.10665586024,30060758.70893674,25263108.073570848,86,247,0,False,False
0.05,-0.05,0.05,-0.05,cap,3.2,New,3,304,333,29,0,388240.23391664727,677201.0706051597,388240.2339166472,0.0,677201.0706051596,0.0,26923050.0,24786682.46255209,0,333,0,False,False
0.05,-0.05,0.05,0.0,cap,3.2,General,247,304,333,29,86,409026.1715078049,726785.1772610202,388240.2339166472,20785.937591157657,677201.0706051596,49584.10665586024,30060758.70893674,25263108.073570848,86,247,0,False,False
0.05,-0.05,0.05,0.0,cap,3.2,New,3,304,333,29,0,388240.23391664727,677201.0706051597,388240.2339166472,0.0,677201.0706051596,0.0,26923050.0,24786682.46255209,0,333,0,False,False
0.05,-0.05,0.05,0.05,cap,3.2,General,247,304,333,29,86,409026.1715078049,726785.1772610202,388240.2339166472,20785.937591157657,677201.0706051596,49584.10665586024,30060758.70893674,25263108.073570848,86,247,0,False,False
0.05,-0.05,0.05,0.05,cap,3.2,New,3,304,333,29,0,388240.23391664727,677201.0706051597,388240.2339166472,0.0,677201.0706051596,0.0,26923050.0,24786682.46255209,0,333,0,False,False
0.05,0.0,-0.05,-0.05,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.05,0.0,-0.05,-0.05,cap,3.2,New,124,298,317,19,187,-194714.50219541375,-365432.0363832178,240438.1101700505,-435152.6123654642,419392.2509751966,-784824.2873584144,16655100.0,4608869.534033221,111,206,0,True,True
0.05,0.0,-0.05,0.0,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.05,0.0,-0.05,0.0,cap,3.2,New,130,298,317,19,208,-231555.23432953804,-443692.2043856111,240438.1101700505,-471993.34449958854,419392.2509751966,-863084.4553608077,19551231.16412928,4645032.364601945,90,200,27,True,True
0.05,0.0,-0.05,0.05,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.05,0.0,-0.05,0.05,cap,3.2,New,330,298,323,25,298,37405.27746463561,-106630.38530400716,339831.6857259325,-302426.40826129686,585223.3532779787,-691853.7385819858,40449543.185694724,12779128.760729847,0,0,323,False,True
0.05,0.0,0.0,-0.05,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.05,0.0,0.0,-0.05,cap,3.2,New,0,298,330,32,298,-112307.37482980278,-240103.8666193242,416598.9946665361,-528906.369496339,726666.7917312796,-966770.6583506037,26680500.0,14423832.82759363,0,330,0,True,True
0.05,0.0,0.0,0.0,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.05,0.0,0.0,0.0,cap,3.2,New,0,298,330,32,298,-112307.37482980278,-240103.8666193242,416598.9946665361,-528906.369496339,726666.7917312796,-966770.6583506037,26680500.0,14423832.82759363,0,330,0,True,True
0.05,0.0,0.0,0.05,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.05,0.0,0.0,0.05,cap,3.2,New,117,298,330,32,298,9703.804059257905,-79663.3017720388,416598.9946665361,-406895.19060727826,726666.7917312796,-806330.0935033183,31873051.711226884,15302028.334330482,0,213,117,False,True
0.05,0.0,0.05,-0.05,cap,3.2,General,0,304,333,29,181,522038.6150924093,938372.2776548591,401971.43308109546,120067.18201131382,704260.4830366661,234111.79461819291,39072550.00088294,33545683.588595252,333,0,0,False,False
0.05,0.0,0.05,-0.05,cap,3.2,New,3,304,333,29,123,235898.32985335885,391255.14151699236,388240.2339166472,-152341.9040632884,677201.0706051596,-285945.92908816744,26923050.0,23474711.25164919,0,333,0,False,False
0.05,0.0,0.05,0.0,cap,3.2,General,0,304,333,29,181,522038.6150924093,938372.2776548591,401971.43308109546,120067.18201131382,704260.4830366661,234111.79461819291,39072550.00088294,33545683.588595252,333,0,0,False,False
