sj_degradation,relative_sj_yield_change,replacement_rule,before_viable,after_viable,new_projects,switches,discounted_mwh,undiscounted_mwh,entry_discounted_mwh,switch_discounted_mwh,entry_undiscounted_mwh,switch_undiscounted_mwh,public_usd,private_npv_gain_usd,after_si,after_sj,after_t,counterexample_discounted,counterexample_physical
0.02,-0.0525,full,298,307,9,206,-241057.25551783503,-526263.0364768464,120181.57727881246,-361238.83279664745,206964.41388948468,-733227.4503663309,26924618.529177606,2481861.7191703417,92,0,215,True,True
0.02,-0.0525,half,303,333,30,243,-487377.9043463044,-927336.6468360062,350230.3892086561,-837608.2935549605,607690.9790262377,-1535027.625862244,26923050.0,17052490.9040591,0,333,0,True,True
0.02,-0.0525,salvage,317,336,19,138,-311397.43832945573,-589751.0217989701,212624.21803033492,-524021.6563597907,368928.06335707026,-958679.0851560403,27165600.0,22990476.33731957,0,336,0,True,True
0.02,-0.0525,stop_option,319,337,18,177,-735074.097115583,-1748271.0171343642,181324.46680534678,-916398.5639209297,289233.15510146564,-2037504.1722358298,27246450.0,20243420.07238946,0,337,0,True,True
0.02,-0.05,full,298,307,9,206,-243575.44584988407,-530113.9768925831,117663.3869467634,-361238.83279664745,203113.473473748,-733227.4503663309,26791476.17760769,2483755.9430377525,92,3,212,True,True
0.02,-0.05,half,303,333,30,239,-465400.16854759294,-888067.7212143122,351154.4799453544,-816554.6484929475,609294.3853033519,-1497362.1065176642,26923050.0,17506372.98847978,0,333,0,True,True
0.02,-0.05,salvage,318,336,18,133,-299658.46730322257,-567714.8807720346,201427.9607820183,-501086.4280852408,349501.2382205297,-917216.1189925643,27165600.0,23259518.09920061,0,336,0,True,True
0.02,-0.05,stop_option,319,337,18,170,-696385.220653652,-1666244.3591058466,181802.8954776564,-878188.1161313085,289996.3032679602,-1956240.662373807,27246450.0,20550127.14552977,0,337,0,True,True
0.02,-0.0475,full,298,307,9,206,-247698.16747586871,-536381.2360322464,115227.74642911479,-362925.91390498343,199413.6980280958,-735794.934060342,26569572.258324485,2489883.473247324,92,8,207,True,True
0.02,-0.0475,half,304,333,29,232,-448038.8214567243,-855916.7691617142,339632.9139956414,-787671.7354523657,589303.1112516728,-1445219.8804133874,26923050.0,17954210.82342096,0,333,0,True,True
0.02,-0.0475,salvage,319,337,18,126,-271599.4105041846,-516646.6592723218,200023.70105984056,-471623.1115640251,347064.6821943508,-863711.3414666726,27246450.0,23520465.35804347,0,337,0,True,True
0.02,-0.0475,stop_option,320,337,17,165,-677513.7346222891,-1621478.0687737612,171602.89212723137,-849116.6267495204,273726.13739864045,-1895204.2061724016,27246450.0,20845241.245714635,0,337,0,True,True
0.02,-0.045,full,298,307,9,206,-256658.17851078522,-549907.511360784,114582.9141281268,-371241.09263891197,198465.1411748536,-748372.6525356376,26081383.635901444,2507763.1013983684,92,19,196,True,True
0.02,-0.045,half,304,333,29,226,-421202.7707334815,-807584.274595332,340524.3389667586,-761727.10970024,590849.8385777926,-1398434.1131731248,26923050.0,18389811.831058998,0,333,0,True,True
0.02,-0.045,salvage,320,337,17,122,-263660.03626996867,-501495.6460552466,188800.12359834657,-452460.15986831515,327590.4532698908,-829086.0993251374,27246450.0,23771582.535832204,0,337,0,True,True
0.02,-0.045,stop_option,320,337,17,163,-661401.1987211937,-1589795.2542924942,172053.29341890386,-833454.4921400978,274444.57870414876,-1864239.8329966427,27246450.0,21135214.685947888,0,337,0,True,True
0.02,-0.0425,full,298,307,9,206,-271939.8947999468,-572819.857555948,113965.03981071047,-385904.9346106573,197566.98583841344,-770386.8433943614,25238148.742625285,2546432.7517779395,92,38,177,True,True
0.02,-0.0425,half,304,334,30,220,-384073.8278103877,-741434.4175927909,351933.85844841425,-736007.686258802,610646.6988094032,-1352081.116402194,27003900.0,18816596.71721103,0,334,0,True,True
0.02,-0.0425,salvage,320,337,17,114,-230852.84371276922,-441845.9439766988,189294.3647595988,-420147.208472368,328448.0199014874,-770293.9638781862,27246450.0,24011395.937413137,0,337,0,True,True
0.02,-0.0425,stop_option,323,337,14,160,-673013.5164052034,-1599418.351348855,140477.35106454487,-813490.8674697482,224077.3580341583,-1823495.7093830132,27246450.0,21418653.930241838,0,337,0,True,True
0.02,-0.04,full,298,308,10,206,-276004.48210940394,-575815.7858019647,125601.30091004213,-401605.7830194461,217933.05169620656,-793748.8374981713,24387002.281635843,2614239.1230965173,92,60,156,True,True
0.02,-0.04,half,305,334,29,212,-364848.09599552443,-705703.099212213,340414.0827590943,-705262.1787546187,590658.5310703814,-1296361.6302825944,27003900.0,19232703.10423005,0,334,0,True,True
0.02,-0.04,salvage,322,337,15,111,-238591.76677882887,-454223.9331548251,166287.79112293944,-404879.5579017683,288528.9046902389,-742752.837845064,27246450.0,24239219.869552836,0,337,0,True,True
0.02,-0.04,stop_option,323,337,14,155,-643926.5014970438,-1538022.1709137294,140844.13266001365,-784770.6341570574,224662.41641022658,-1762684.5873239557,27246450.0,21695814.537041843,0,337,0,True,True
0.02,-0.0375,full,298,310,12,206,-266955.62209062045,-555888.163344183,150361.75364553806,-417317.3757361586,260895.3537339149,-816783.5170780979,23616705.820646398,2718620.39119597,92,83,135,True,True
0.02,-0.0375,half,306,334,28,203,-343339.0983551016,-665690.0209276091,328857.0507446558,-672196.1490997574,570605.7192188444,-1236295.7401464535,27003900.0,19633833.287389502,0,334,0,True,True
0.02,-0.0375,salvage,323,337,14,103,-218092.78117517952,-415884.8856302484,154955.6973603467,-373048.4785355262,268866.38720120286,-684751.2728314515,27246450.0,24456484.351765383,0,337,0,True,True
0.02,-0.0375,stop_option,324,337,13,150,-625746.4622328951,-1493961.0287655545,130532.00463540756,-756278.4668683027,208213.39892838325,-1702174.427693938,27246450.0,21963270.76653814,0,337,0,True,True
0.02,-0.035,full,298,311,13,206,-260918.1169746397,-543125.5726329242,162960.7199660877,-423878.8369407274,282756.0443363287,-825881.6169692527,23209367.198223367,2848437.669034155,92,95,124,True,True
0.02,-0.035,half,306,334,28,197,-317690.7277354629,-619361.8760437551,329711.2249024341,-647401.952637897,572087.8119960362,-1191449.6880397913,27003900.0,20021927.090883378,0,334,0,True,True
0.02,-0.035,salvage,324,337,13,98,-208032.37197759305,-396689.36393317545,143609.3997302812,-351641.7717078742,249179.22432902345,-645868.5882621987,27246450.0,24658383.640500557,0,337,0,True,True
0.02,-0.035,stop_option,324,337,13,146,-601526.6206651112,-1443205.3898870486,130871.04880329173,-732397.6694684029,208754.2129515739,-1651959.6028386224,27246450.0,22223008.43762839,0,337,0,True,True
0.02,-0.0325,full,298,312,14,206,-252812.55606599123,-527206.4383253045,175599.02545570218,-428411.58152169344,304684.9930308432,-831891.4313561479,22890790.1435136,2992562.620479462,92,105,115,True,True
0.02,-0.0325,half,306,334,28,195,-302800.6842897653,-592909.5393519842,330565.3990602124,-633366.0833499776,573569.904773228,-1166479.4441252123,27003900.0,20404915.15494739,0,334,0,True,True
0.02,-0.0325,salvage,324,337,13,90,-176450.47544198873,-339109.38494247576,143981.44480730264,-320431.9202492914,249824.76636096393,-588934.1513034398,27246450.0,24849185.20121769,0,337,0,True,True
0.02,-0.0325,stop_option,324,337,13,141,-573070.1998771967,-1382459.309090564,131210.0929711759,-704280.2928483726,209295.02697476448,-1591754.3360653287,27246450.0,22474945.2796186,0,337,0,True,True
0.02,-0.03,full,298,312,14,206,-261567.29268909933,-539258.2647615334,176052.7697075257,-437620.06239662506,305472.29275443713,-844730.5575159704,22225078.385664,3155482.3413020074,92,120,100,True,True
0.02,-0.03,half,306,334,28,187,-272208.9908233409,-537337.2792057036,331419.57321799075,-603628.5640413316,575051.9975504199,-1112389.2767561236,27003900.0,20778128.1985488,0,334,0,True,True
0.02,-0.03,salvage,324,337,13,78,-131913.9054655423,-257593.69856117055,144353.4898843241,-276267.3953498663,250470.30839290435,-508064.00695407495,27246450.0,25021936.54921498,0,337,0,True,True
0.02,-0.03,stop_option,325,337,12,139,-568711.4455710778,-1369469.9909043515,120869.09093739837,-689580.5365084761,192799.95216309567,-1562269.9430674473,27246450.0,22721342.10450952,0,337,0,True,True
0.02,-0.0275,full,298,314,16,206,-243618.33803770225,-505366.45002075844,200941.02056803892,-444559.3586057412,348656.33959243237,-854022.7896131908,21809828.19552768,3342209.162307674,92,135,87,True,True
0.02,-0.0275,half,307,335,28,174,-230629.35322901333,-461186.651071065,330344.73088875145,-560974.0841177648,573187.019503169,-1034373.6705742339,27084750.0,21136324.82285662,0,335,0,True,True
0.02,-0.0275,salvage,325,337,12,65,-96404.29453887814,-191442.60301353165,132975.73991469733,-229380.0344535754,230728.5720068051,-422171.17502033676,27246450.0,25169329.606406223,0,337,0,True,True
0.02,-0.0275,stop_option,325,337,12,136,-549326.0408787192,-1329163.3579614558,121180.60921301023,-670506.6500917292,193296.85925629956,-1522460.2172177555,27246450.0,22964966.298488043,0,337,0,True,True
0.02,-0.025,full,298,314,16,206,-250291.85442747318,-513929.77441773587,201457.57846153004,-451749.43288900313,349552.6283831584,-863482.4028008943,21188497.22153472,3554170.4134139167,92,149,73,True,True
0.02,-0.025,half,307,335,28,168,-206112.20797536947,-416754.0932592928,331193.94613525213,-537306.1541106214,574660.5079851822,-991414.601244475,27084750.0,21479169.6117107,0,335,0,True,True
0.02,-0.025,salvage,325,337,12,50,-42996.574031538505,-93454.35020578155,133317.57986306417,-176314.15389460264,231321.70458265807,-324776.0547884396,27246450.0,25294749.11287411,0,337,0,True,True
0.02,-0.025,stop_option,326,337,11,132,-536395.3015073715,-1296228.480442834,110805.78398742931,-647201.0854948008,176747.8326054044,-1472976.3130482386,27246450.0,23199714.530177563,0,337,0,True,True
0.02,-0.0225,full,298,316,18,206,-233739.12342598315,-481606.50802087446,226386.04276746747,-460125.1661934507,392806.4502857191,-874412.9583065936,20640104.679828484,3787670.1255726716,92,167,57,True,True
0.02,-0.0225,half,308,335,27,165,-202175.6071080998,-408968.79853131203,319601.8584515369,-521777.4655596367,554546.870418232,-963515.6689495441,27084750.0,21815244.9452357,0,335,0,True,True
0.02,-0.0225,salvage,326,337,11,42,-25393.660254409842,-60035.97984851425,121902.85169627597,-147296.51195068582,211515.8066688101,-271551.7865173244,27246450.0,25396170.722025827,0,337,0,True,True
0.02,-0.0225,stop_option,328,337,9,127,-529858.5863160735,-1270056.3439339492,89722.68505612014,-619581.2713721937,143117.891039024,-1413174.2349729734,27246450.0,23428012.445216544,0,337,0,True,True
0.02,-0.02,full,298,317,19,207,-225539.806703698,-465717.8290380789,239187.964101905,-464727.770805603,415019.29174336436,-880737.1207814433,20402377.625118718,4051420.9595766906,91,178,48,True,True
0.02,-0.02,half,309,335,26,158,-187848.2890623057,-381873.32629967,307975.8622564722,-495824.1513187778,534374.3975899956,-916247.7238896657,27084750.0,22141721.618373893,0,335,0,True,True
0.02,-0.02,salvage,328,337,9,33,-16516.595502670694,-41294.385713122,98707.65978403963,-115224.25528671034,171269.4165320287,-212563.8022451507,27246450.0,25484278.4413472,0,337,0,True,True
0.02,-0.02,stop_option,328,337,9,122,-502247.30896003696,-1210420.44091876,89952.15483887237,-592199.4637989093,143483.9214508885,-1353904.3623696484,27246450.0,23646143.549931627,0,337,0,True,True
0.02,-0.0175,full,298,317,19,207,-227073.04386236714,-466024.1560727552,239798.13747971598,-466871.18134208315,416078.01442638313,-882102.1704991383,19958569.78655232,4332164.263727837,91,188,38,True,True
0.02,-0.0175,half,310,335,25,150,-171245.64049764368,-350452.44563919696,296295.5782452102,-467541.2187428539,514107.72900607827,-864560.1746452752,27084750.0,22452904.67538486,0,335,0,True,True
0.02,-0.0175,salvage,328,337,9,23,18597.459992164582,23348.82477429171,98959.46503859076,-80362.00504642619,171706.3283088961,-148357.50353460442,27246450.0,25548247.78525681,0,337,0,False,False
0.02,-0.0175,stop_option,328,337,9,120,-488035.49533024774,-1181331.634275271,90181.62462162459,-578217.1199518723,143849.95186275305,-1325181.5861380245,27246450.0,23860088.09931265,0,337,0,True,True
0.02,-0.015,full,298,317,19,208,-231932.2657354582,-472229.7608551463,240408.31085752702,-472340.5765929852,417136.7371094019,-889366.4979645482,19551231.16412928,4629951.108365141,90,200,27,True,True
0.02,-0.015,half,311,336,25,141,-141912.85775171698,-296676.7015942171,295109.59119212336,-437022.4489438403,512049.9017711793,-808726.6033653965,27165600.0,22746454.453284424,0,336,0,True,True
0.02,-0.015,salvage,328,337,9,17,39940.29555161919,62654.05520180566,99211.27029314188,-59270.97474152269,172143.24008576354,-109489.18488395787,27246450.0,25597605.482104715,0,337,0,False,False
0.02,-0.015,stop_option,328,337,9,113,-451885.42315393756,-1101429.2739438994,90411.09440437681,-542296.5175583144,144215.98227461753,-1245645.256218517,27246450.0,24065243.001028128,0,337,0,True,True
0.02,-0.0125,full,298,319,21,212,-212967.445860993,-440285.9667085472,265441.6184294009,-478409.0642903939,460572.4744278842,-900858.4411364314,19947569.596416004,4944535.06879879,86,208,25,True,True
0.02,-0.0125,half,312,336,24,137,-136587.6348325467,-286098.17069033324,283389.9430816236,-419977.57791417034,491714.93183837435,-777813.1025287076,27165600.0,23031767.832003497,0,336,0,True,True
0.02,-0.0125,salvage,328,337,9,12,57650.49041045991,95267.76276060779,99463.07554769299,-41812.58513723308,172580.15186263097,-77312.38910202315,27246450.0,25635716.83851644,0,337,0,False,False
0.02,-0.0125,stop_option,329,337,8,111,-448739.00986817235,-1089846.4287997198,79960.33311146716,-528699.3429796395,127545.82895655798,-1217392.2577562777,27246450.0,24263146.185104903,0,337,0,True,True
0.02,-0.01,full,298,319,21,216,-220546.94665710576,-453669.1181250849,266113.62252669054,-486660.56918379624,461738.4806922586,-915407.5988173436,20049065.6771328,5275894.032256201,82,217,20,True,True
0.02,-0.01,half,313,336,23,130,-123532.23677672977,-261061.06799828185,271657.8586216755,-395190.0953984053,471358.383374395,-732419.4513726768,27165600.0,23307367.70554261,0,336,0,True,True
0.02,-0.01,salvage,329,337,8,10,53391.46064614304,88670.20829043564,87965.41765402956,-34573.95700788653,152630.36110433546,-63960.15281389981,27246450.0,25667016.431540623,0,337,0,False,False
0.02,-0.01,stop_option,329,337,8,105,-417408.5506837905,-1020536.1406580468,80162.76433453415,-497571.31501832465,127868.72978935938,-1148404.8704474063,27246450.0,24452780.565048523,0,337,0,True,True
0.02,-0.0075,full,298,320,22,221,-217626.29160145883,-449470.3704254665,278995.5321180228,-496621.82371948165,484090.11119745835,-933560.4816229249,20356642.541706238,5620964.604398699,77,227,16,True,True
0.02,-0.0075,half,314,336,22,126,-118795.39963342942,-251475.5920336686,259887.8131273483,-378683.2127607777,450935.9680443255,-702411.5600779942,27165600.0,23569145.653226882,0,336,0,True,True
0.02,-0.0075,salvage,329,337,8,6,67385.4119736744,114495.28381310814,88187.55254709529,-20802.140573420886,153015.7913091444,-38520.507496036254,27246450.0,25690537.334288355,0,337,0,False,False
0.02,-0.0075,stop_option,330,337,7,96,-383730.96667235106,-937728.2225605012,69692.64006581686,-453423.60673816793,111167.69032182608,-1048895.9128823273,27246450.0,24631082.592815347,0,337,0,True,True
0.02,-0.005,full,298,320,22,228,-232204.14997744685,-476324.552624679,279698.2916447684,-511902.44162221526,485309.48175463086,-961634.0343793099,20745069.40627968,5985808.935651027,70,238,12,True,True
0.02,-0.005,half,314,336,22,122,-101832.57334353562,-220677.81590282638,260542.44237955823,-362375.0157230939,452071.826905898,-672749.6428087245,27165600.0,23822431.357294854,0,336,0,True,True
0.02,-0.005,salvage,329,337,8,4,74539.2142689801,127722.43179087354,88409.68744016103,-13870.473171180925,153401.2215139533,-25678.78972307976,27246450.0,25708570.850923825,0,337,0,False,False
0.02,-0.005,stop_option,330,337,7,91,-357426.3484644874,-879604.555160199,69868.18827756954,-427294.536742057,111447.70969291378,-991052.2648531127,27246450.0,24796947.331603516,0,337,0,True,True
0.02,-0.0025,full,298,322,24,240,-236242.8855125471,-486682.8000421453,304819.86654746905,-541062.7520600162,528898.3732891345,-1015581.1733312799,21699446.270853125,6375670.437907567,58,256,8,True,True
0.02,-0.0025,half,317,336,19,114,-111840.01186572973,-235299.01698887168,223844.49338813627,-335684.50525386597,388396.56274266774,-623695.5797315394,27165600.0,24064274.549791668,0,336,0,True,True
0.02,-0.0025,salvage,330,337,7,3,66497.04529407236,114169.1575393752,76861.45288876565,-10364.407594693294,133363.67429705223,-19194.516757677055,27246450.0,25722604.163112745,0,337,0,False,False
0.02,-0.0025,stop_option,330,337,7,82,-313646.82218364166,-780909.8032731584,70043.73648932223,-383690.5586729638,111727.72906400153,-892637.53233716,27246450.0,24952752.40168987,0,337,0,True,True
0.02,0.0,full,298,323,25,248,-238510.50490762212,-493046.7062435076,317807.3428767081,-556317.8477843301,551433.174519342,-1044479.8807628498,22338334.703139838,6792422.4239613265,50,267,6,True,True
0.02,0.0,half,317,336,19,107,-87526.33671309723,-190697.4492583457,224405.50715602626,-311931.8438691235,389369.9877119475,-580067.4369702934,27165600.0,24292673.69772335,0,336,0,True,True
0.02,0.0,salvage,330,337,7,2,70182.52661450993,120956.87443210086,77054.08810903825,-6871.561494528316,133697.91909478922,-12741.044662688357,27246450.0,25735964.12834187,0,337,0,False,False
0.02,0.0,stop_option,330,337,7,67,-243761.0291159039,-620432.1015131588,70219.28470107492,-313980.3138169787,112007.74843508925,-732439.849948248,27246450.0,25089224.15582025,0,337,0,True,True
0.02,0.0025,full,298,324,26,259,-250605.29083505692,-517090.8401871014,330807.20000154106,-581412.490836598,573989.4578882431,-1091080.2980753444,23131011.567713283,7232129.25686,39,283,2,True,True
0.02,0.0025,half,317,336,19,102,-68865.24873993723,-156571.13179230256,224966.52092391634,-293831.76966385357,390343.41268122743,-546914.5444735298,27165600.0,24507583.03224003,0,336,0,True,True
0.02,0.0025,salvage,330,337,7,2,70479.01112717431,121471.30998457884,77246.72332931083,-6767.7122021365285,134032.16389252615,-12560.853907947341,27246450.0,25747823.508848444,0,337,0,False,False
0.02,0.0025,stop_option,330,337,7,60,-209872.43281319443,-543850.0410523367,70394.8329128276,-280267.2657260221,112287.76780617695,-656137.8088585137,27246450.0,25203920.022591706,0,337,0,True,True
0.02,0.005,full,298,324,26,269,-269635.3743163055,-553338.1754376481,331632.15561251744,-601267.5299288229,575420.8530450717,-1128759.0284827198,23850750.0,7698096.975842046,29,295,0,True,True
0.02,0.005,half,317,336,19,94,-42491.550827292114,-108023.34855472448,225527.5346918064,-268019.08551909856,391316.8376505073,-499340.18620523176,27165600.0,24712076.25369027,0,336,0,True,True
0.02,0.005,salvage,330,337,7,1,74076.58043395617,128124.38578052733,77439.35854958344,-3362.7781156272613,134366.40869026317,-6242.02290973581,27246450.0,25757666.99353134,0,337,0,False,False
0.02,0.005,stop_option,330,337,7,54,-180641.25584738902,-477279.8924034923,70570.3811245803,-251211.6369719693,112567.78717726469,-589847.6795807569,27246450.0,25309583.113792274,0,337,0,True,True
0.02,0.0075,full,298,324,26,279,-286450.02611187764,-586255.221799368,332457.1112234939,-618907.1373353715,576852.2482019004,-1163107.4700012684,24659250.0,8184267.404151571,19,305,0,True,True
0.02,0.0075,half,319,336,17,83,-33482.592543935374,-88512.94481478597,201170.76850980442,-234653.3610537398,349054.9793334788,-437567.92414826475,27165600.0,24898122.998283237,0,336,0,True,True
0.02,0.0075,salvage,330,337,7,0,77631.99376985604,134700.65348800016,77631.99376985604,0.0,134700.65348800016,0.0,27246450.0,25765824.23937895,0,337,0,False,False
0.02,0.0075,stop_option,330,337,7,46,-142834.41180006787,-390056.08490082016,70745.92933633298,-213580.3411364008,112847.8065483524,-502903.8914491726,27246450.0,25403744.89244292,0,337,0,True,True
0.02,0.01,full,298,325,27,286,-281992.3120417829,-581166.9156839277,345484.93881093786,-627477.2508527208,599457.0636180813,-1180623.979302009,25306050.0,8685742.520699296,12,313,0,True,True
0.02,0.01,half,319,336,17,70,5138.487619540028,-16886.227052244503,201669.95155821583,-196531.46393867576,349921.1207214031,-366807.3477736476,27165600.0,25060977.325356964,0,336,0,False,True
0.02,0.01,salvage,330,337,7,0,77824.62899012864,135034.89828573712,77824.62899012862,0.0,135034.89828573712,0.0,27246450.0,25773529.648189854,0,337,0,False,False
0.02,0.01,stop_option,330,337,7,41,-118574.41671638485,-334226.2549582365,70921.47754808568,-189495.8942644705,113127.82591944012,-447354.0808776766,27246450.0,25487824.706263863,0,337,0,True,True
0.02,0.0125,full,298,325,27,288,-274976.9633540084,-569756.4363262772,346340.0995505689,-621317.0629045772,600940.8682309972,-1170697.3045572746,25467750.0,9198107.768236758,10,315,0,True,True
0.02,0.0125,half,320,336,16,57,30691.902700718565,32046.429491528164,189713.1856769364,-159021.28297621786,329174.7235261176,-297128.2940345895,27165600.0,25198656.858618867,0,336,0,False,False
0.02,0.0125,salvage,330,337,7,0,78017.26421040122,135369.14308347407,78017.26421040123,0.0,135369.14308347407,0.0,27246450.0,25781235.057000764,0,337,0,False,False
0.02,0.0125,stop_option,330,337,7,35,-90089.91752610757,-268412.39607342123,71097.02575983836,-161186.94328594592,113407.84529052785,-381820.2413639491,27246450.0,25563620.686443303,0,337,0,True,True
0.02,0.015,full,298,326,28,293,-264281.90446973994,-553156.7965125364,359402.8476425092,-623684.7521122491,623606.2748357765,-1176763.071348313,25952850.0,9717325.377324946,5,321,0,True,True
0.02,0.015,half,320,336,16,39,81405.52136138931,126509.80537440178,190181.61329589182,-108776.0919345025,329987.5006212438,-203477.69524684202,27165600.0,25313678.54117068,0,336,0,False,False
0.02,0.015,salvage,330,337,7,0,78209.8994306738,135703.38788121103,78209.89943067382,0.0,135703.38788121103,0.0,27246450.0,25788940.465811662,0,337,0,False,False
0.02,0.015,stop_option,330,337,7,25,-44299.36767248533,-160875.81092490692,71272.57397159103,-115571.94164407636,113687.86466161557,-274563.6755865225,27246450.0,25622602.70153544,0,337,0,True,True
0.02,0.0175,full,298,327,29,295,-244688.6488122258,-519961.85909984447,372497.2613913844,-617185.9102036103,646326.6250852457,-1166288.4841850903,26195400.0,10244843.907303244,3,324,0,True,True
0.02,0.0175,half,322,336,14,31,79912.81437612991,126820.08131524929,165741.62523060245,-85828.81085447251,287581.24253397965,-160761.16121873027,27165600.0,25398579.18566484,0,336,0,False,False
0.02,0.0175,salvage,330,337,7,0,78402.53465094641,136037.63267894805,78402.53465094641,0.0,136037.63267894805,0.0,27246450.0,25796645.87462257,0,337,0,False,False
0.02,0.0175,stop_option,330,337,7,22,-29752.122294664896,-127266.70753680606,71448.12218334374,-101200.24447800861,113967.88403270331,-241234.59156950942,27246450.0,25672700.522932436,0,337,0,True,True
0.02,0.02,full,298,328,30,295,-219191.88787259068,-475721.97559797653,385639.7368462715,-604831.6247188621,669130.3680558495,-1144852.343653826,26276250.0,10776751.3485399,3,325,0,True,True
0.02,0.02,half,323,337,14,21,106141.68811021595,176074.52641557,164212.79096888693,-58071.10285867096,284928.53500802803,-108854.00859245795,27246450.0,25461665.766208824,0,337,0,False,False
0.02,0.02,salvage,330,337,7,0,78595.16987121903,136371.87747668498,78595.16987121901,0.0,136371.877476685,0.0,27246450.0,25804351.28343347,0,337,0,False,False
0.02,0.02,stop_option,330,337,7,16,-2162.9171582013987,-62042.69615676834,71623.67039509641,-73786.58755329781,114247.90340379102,-176290.59956055938,27246450.0,25712684.740959324,0,337,0,True,True
0.02,0.0225,full,298,328,30,296,-208783.51043762686,-458055.187429964,386584.9322797183,-595368.4427173451,670770.393467751,-1128825.580897715,26357100.0,11308962.095951695,2,326,0,True,True
0.02,0.0225,half,324,337,13,13,116155.076733688,196444.19609763462,152166.43650177462,-36011.35976808662,264026.6910636543,-67582.49496601973,27246450.0,25509278.425572194,0,337,0,False,False
0.02,0.0225,salvage,330,337,7,0,78787.8050914916,136706.12227442197,78787.80509149161,0.0,136706.12227442197,0.0,27246450.0,25812056.692244377,0,337,0,False,False
0.02,0.0225,stop_option,330,337,7,14,7554.239437793076,-39530.59268330554,71799.21860684911,-64244.97916905603,114527.92277487875,-154058.51545818427,27246450.0,25746843.00898855,0,337,0,False,True
0.02,0.025,full,298,328,30,297,-198317.15736537075,-440305.7013043803,387530.127713165,-585847.2850785358,672410.4188796525,-1112716.1201840332,26437950.0,11843491.868855176,1,327,0,True,True
0.02,0.025,half,324,337,13,10,125048.46685005969,213003.55455584044,152538.48157879605,-27490.014728736354,264672.2330955948,-51668.67853975439,27246450.0,25546093.51958123,0,337,0,False,False
0.02,0.025,salvage,330,337,7,0,78980.44031176419,137040.36707215893,78980.44031176419,0.0,137040.36707215893,0.0,27246450.0,25819762.10105528,0,337,0,False,False
0.02,0.025,stop_option,332,337,5,12,-4171.1766065804695,-50874.58547830745,50625.608056758865,-54796.78466333936,80753.6048784056,-131628.19035671302,27246450.0,25776447.668316495,0,337,0,True,True
0.02,0.0275,full,298,328,30,297,-184915.61616275503,-417052.4487460306,388475.32314661174,-573390.9393093669,674050.4442915543,-1091102.893037585,26437950.0,12379553.516959807,1,327,0,True,True
0.02,0.0275,half,324,337,13,4,141702.63724002542,244258.8818466447,152910.52665581752,-11207.889415792113,265317.77512753534,-21058.89328089064,27246450.0,25574419.31388818,0,337,0,False,False
0.02,0.0275,salvage,331,337,6,0,67425.18063978676,116990.63044355682,67425.18063978676,0.0,116990.6304435568,0.0,27246450.0,25827331.072949797,0,337,0,False,False
0.02,0.0275,stop_option,332,337,5,7,18527.55471164072,3347.1214231611048,50749.08514958025,-32221.530437939524,80950.56489030416,-77603.44346714306,27246450.0,25798076.93151897,0,337,0,False,False
0.02,0.03,full,298,329,31,298,-162136.88073952487,-377935.86644863355,401644.7075120393,-563781.5882515642,696900.8773915548,-1074836.7438401883,26599650.0,12918615.587553503,0,329,0,True,True
0.02,0.03,half,325,337,12,3,132470.95325543944,228641.65894000232,140838.05872713443,-8367.105471694988,244370.62125142338,-15728.962311421077,27246450.0,25596376.92710284,0,337,0,False,False
0.02,0.03,salvage,332,337,5,0,55824.2498488245,96861.64904390032,55824.2498488245,0.0,96861.64904390032,0.0,27246450.0,25833073.200084917,0,337,0,False,False
0.02,0.03,stop_option,333,337,4,6,12729.615215121114,-2223.4517842606583,40195.04118195079,-27465.42596682968,64115.663954877586,-66339.11573913824,27246450.0,25815470.002209626,0,337,0,False,True
0.02,0.0325,full,298,329,31,298,-148654.0908349987,-354541.6378221588,402619.57330697146,-551273.6641419701,698592.3843755147,-1053134.0221976736,26599650.0,13457927.183734547,0,329,0,True,True
0.02,0.0325,half,325,337,12,3,132966.43182865228,229501.37262710574,141179.89867550126,-8213.466846848965,244963.75382727638,-15462.381200170617,27246450.0,25616196.070031356,0,337,0,False,False
0.02,0.0325,salvage,333,337,4,0,44214.48772800923,76717.34424670377,44214.48772800923,0.0,76717.34424670377,0.0,27246450.0,25838462.07402592,0,337,0,False,False
0.02,0.0325,stop_option,333,337,4,5,17540.17425446595,9171.67652921992,40292.60196151863,-22752.42770705268,64271.28449845739,-55099.60796923746,27246450.0,25830628.365878142,0,337,0,False,False
0.02,0.035,full,298,330,32,298,-122958.43639411445,-309956.6506678945,415807.3036382616,-538765.7400323761,721474.6498872641,-1031431.3005551586,26680500.0,13997790.36502117,0,330,0,True,True
0.02,0.035,half,326,337,11,2,123655.93627736659,213739.53884713192,129073.60767840987,-5417.671401043255,223957.912943446,-10218.374096314066,27246450.0,25635001.220578033,0,337,0,False,False
0.02,0.035,salvage,333,337,4,0,44321.54459902136,76903.10052817278,44321.54459902136,0.0,76903.10052817278,0.0,27246450.0,25842744.348866403,0,337,0,False,False
0.02,0.035,stop_option,333,337,4,3,26688.36033576099,31326.364232805186,40390.162741086475,-13701.802405325481,64426.905042037186,-33100.540809232,27246450.0,25842027.813319393,0,337,0,False,False
0.02,0.0375,full,298,330,32,298,-109446.14681679403,-286511.23663434584,416811.66910598706,-526257.8159227811,723217.3422782962,-1009728.5789126421,26680500.0,14538281.948113983,0,330,0,True,True
