context,om,sj_cost_multiplier,sj_degradation,sj_lifetime,replacement_rule,price,rate,policy,before_viable,after_viable,new_projects,switches,discounted_mwh,undiscounted_mwh,entry_discounted_mwh,switch_discounted_mwh,entry_undiscounted_mwh,switch_undiscounted_mwh,public_usd,private_npv_gain_usd,after_si,after_sj,after_t,counterexample_discounted,counterexample_physical
cap,proportional,0.8,0.03,18.0,half,0.03,0.3,New,232,328,96,0,1279077.968074862,2235875.2556915553,1279077.968074862,0.0,2235875.2556915553,0.0,31822560.0,26717535.386752814,0,328,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.04,0.1,General,333,336,3,0,31403.419737215336,54894.33082817831,31403.419737215332,0.0,54894.33082817831,0.0,10866240.0,10293624.175254459,0,336,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.04,0.1,New,333,336,3,0,31403.419737215336,54894.33082817831,31403.419737215332,0.0,54894.33082817831,0.0,10866240.0,10293624.175254459,0,336,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.04,0.2,General,333,337,4,0,41381.26673671363,72335.97376792188,41381.26673671363,0.0,72335.97376792188,0.0,21797160.0,20666033.850489672,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.04,0.2,New,333,337,4,0,41381.26673671363,72335.97376792188,41381.26673671363,0.0,72335.97376792188,0.0,21797160.0,20666033.850489672,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.04,0.3,General,333,337,4,1,45541.68504923911,79704.43357990218,41381.26673671363,4160.418312525471,72335.97376792188,7368.459811980298,32774722.47748146,31047515.8301047,1,336,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.04,0.3,New,333,337,4,0,41381.26673671363,72335.97376792188,41381.26673671363,0.0,72335.97376792188,0.0,32695740.0,31045633.850489665,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.05,0.1,General,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10898580.0,10379600.000000002,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.05,0.1,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10898580.0,10379600.000000002,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.05,0.2,General,337,337,0,11,43165.124931138474,76484.20365361635,0.0,43165.124931138474,0.0,76484.20365361634,22376364.834864,20831762.138685424,11,326,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.05,0.2,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21797160.0,20759200.000000004,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.05,0.3,General,337,337,0,101,359113.38683512376,636399.8023061688,0.0,359113.3868351239,0.0,636399.802306169,40672970.225626916,32476459.30027208,101,236,0,False,False
cap,proportional,0.8,0.03,18.0,half,0.05,0.3,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32695740.0,31138799.999999996,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.03,0.1,General,219,269,50,0,715807.0758879198,1251257.052950079,715807.0758879196,0.0,1251257.0529500793,0.0,8699460.0,7483820.192788733,0,269,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.03,0.1,New,219,269,50,0,715807.0758879198,1251257.052950079,715807.0758879196,0.0,1251257.0529500793,0.0,8699460.0,7483820.192788733,0,269,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.03,0.2,General,219,300,81,0,1130942.0292624228,1976928.1951242625,1130942.0292624228,0.0,1976928.1951242625,0.0,19404000.0,16321801.702037528,0,300,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.03,0.2,New,219,300,81,0,1130942.0292624228,1976928.1951242625,1130942.0292624228,0.0,1976928.1951242625,0.0,19404000.0,16321801.702037528,0,300,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.03,0.3,General,219,323,104,0,1412154.1916895425,2468497.381103324,1412154.1916895425,0.0,2468497.381103324,0.0,31337460.0,25876594.21628064,0,323,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.03,0.3,New,219,323,104,0,1412154.1916895425,2468497.381103324,1412154.1916895425,0.0,2468497.381103324,0.0,31337460.0,25876594.21628064,0,323,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.04,0.1,General,330,335,5,0,54160.29591064652,94674.18600744719,54160.29591064651,0.0,94674.18600744719,0.0,10833900.0,10256852.628040979,0,335,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.04,0.1,New,330,335,5,0,54160.29591064652,94674.18600744719,54160.29591064651,0.0,94674.18600744719,0.0,10833900.0,10256852.628040979,0,335,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.04,0.2,General,330,337,7,0,74460.32522361635,130159.38265968597,74460.32522361634,0.0,130159.38265968597,0.0,21797160.0,20619030.117205817,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.04,0.2,New,330,337,7,0,74460.32522361635,130159.38265968597,74460.32522361634,0.0,130159.38265968597,0.0,21797160.0,20619030.117205817,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.04,0.3,General,330,337,7,6,98498.89926945954,172751.08850630422,74460.32522361634,24038.574045843176,130159.38265968597,42591.705846618264,33169634.864888728,31023410.383317214,6,331,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.04,0.3,New,330,337,7,0,74460.32522361635,130159.38265968597,74460.32522361634,0.0,130159.38265968597,0.0,32695740.0,30998630.117205825,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.05,0.1,General,337,337,0,1,4160.418312525471,7368.459811980298,0.0,4160.418312525471,0.0,7368.459811980298,10924907.49249382,10381346.194922423,1,336,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.05,0.1,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10898580.0,10379600.000000002,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.05,0.2,General,337,337,0,28,105952.15527408684,187749.0313224486,0.0,105952.15527408684,0.0,187749.03132244863,23271499.579653826,20983182.05049828,28,309,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.05,0.2,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21797160.0,20759200.000000004,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.05,0.3,General,337,337,0,124,433212.6873334757,767793.1271823166,0.0,433212.68733347574,0.0,767793.1271823166,42489567.20770038,33439671.988412127,124,213,0,False,False
cap,proportional,0.8,0.03,18.0,salvage,0.05,0.3,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32695740.0,31138800.00000001,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.03,0.1,General,218,281,63,0,725931.1783128198,1075224.897300016,725931.1783128198,0.0,1075224.8973000154,0.0,9087540.0,7626364.185499188,0,281,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.03,0.1,New,218,281,63,0,725931.1783128198,1075224.897300016,725931.1783128198,0.0,1075224.8973000154,0.0,9087540.0,7626364.185499188,0,281,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.03,0.2,General,218,307,89,0,1000984.465650062,1482624.5950462604,1000984.4656500618,0.0,1482624.5950462602,0.0,19856760.0,16722209.626870092,0,307,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.03,0.2,New,218,307,89,0,1000984.465650062,1482624.5950462604,1000984.4656500618,0.0,1482624.5950462602,0.0,19856760.0,16722209.626870092,0,307,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.03,0.3,General,218,330,112,0,1223310.21986063,1811926.0403896018,1223310.2198606299,0.0,1811926.040389602,0.0,32016600.0,26646646.748911507,0,330,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.03,0.3,New,218,330,112,0,1223310.21986063,1811926.0403896018,1223310.2198606299,0.0,1811926.040389602,0.0,32016600.0,26646646.748911507,0,330,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.04,0.1,General,330,336,6,12,99260.33637244573,160673.87619454792,52304.13671815071,46956.19965429501,77471.13185281193,83202.74434173598,11182169.909925818,10338871.98451814,12,324,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.04,0.1,New,330,336,6,0,52304.13671815071,77471.13185281193,52304.13671815071,0.0,77471.13185281193,0.0,10866240.0,10268930.119784564,0,336,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.04,0.2,General,330,337,7,89,572143.8371649091,1213690.3949999183,60397.53957715175,511746.2975877574,89458.80853326863,1124231.5864666498,26483453.663899645,21863744.265509382,89,248,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.04,0.2,New,330,337,7,0,60397.539577151736,89458.80853326862,60397.53957715175,0.0,89458.80853326863,0.0,21797160.0,20641060.34265436,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.04,0.3,General,330,337,7,152,968560.8268569519,2137371.13630076,60397.53957715175,908163.2872798003,89458.80853326863,2047912.3277674916,44701076.5771811,35373797.59182723,152,185,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.04,0.3,New,330,337,7,0,60397.539577151736,89458.80853326862,60397.53957715175,0.0,89458.80853326863,0.0,32695740.0,31020660.342654366,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.05,0.1,General,337,337,0,90,298142.8272920369,528532.1812386495,0.0,298142.82729203696,0.0,528532.1812386496,14558101.456640735,12953061.770193346,139,198,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.05,0.1,New,337,337,0,48,-176984.9966826411,-313634.89072643686,0.0,-176984.9966826411,0.0,-313634.89072643686,10866240.0,9936317.165623968,1,336,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.05,0.2,General,337,337,0,171,534351.3044284394,963096.6287145694,0.0,534351.3044284392,0.0,963096.6287145694,33381256.69728002,27757813.3592994,220,117,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.05,0.2,New,337,337,0,49,-181145.4149951666,-321003.3505384171,0.0,-181145.4149951666,0.0,-321003.35053841723,21797160.0,20314462.22915928,0,337,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.05,0.3,General,337,337,0,234,823009.5231482703,1632931.969115181,0.0,823009.5231482703,0.0,1632931.969115181,55047781.127251655,44380562.591997184,283,54,0,False,False
cap,proportional,0.8,0.03,18.0,stop_option,0.05,0.3,New,337,337,0,49,-181145.4149951666,-321003.3505384171,0.0,-181145.4149951666,0.0,-321003.35053841723,32695740.0,30694062.229159288,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.03,0.1,General,130,189,59,0,916393.0645724363,1573872.905288524,916393.0645724363,0.0,1573872.9052885238,0.0,6112260.0,4933760.486954923,0,189,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.03,0.1,New,130,189,59,0,916393.0645724363,1573872.905288524,916393.0645724363,0.0,1573872.9052885238,0.0,6112260.0,4933760.486954923,0,189,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.03,0.2,General,130,234,104,1,1573829.8990717726,2703830.173520673,1568946.5393643333,4883.359707439471,2694610.5809997986,9219.592520874037,15187774.984987637,11459180.15498689,1,233,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.03,0.2,New,130,234,104,0,1568946.5393643333,2694610.580999799,1568946.5393643333,0.0,2694610.5809997986,0.0,15135120.0,11458388.200884417,0,234,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.03,0.3,General,130,285,155,80,2610076.8039856,4545147.843713334,2268950.393415006,341126.41057059437,3898905.516756024,646242.3269573095,34206245.63096074,20067988.188496005,83,202,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.03,0.3,New,130,285,155,0,2256753.6082136324,3875895.0664218976,2256753.6082136324,0.0,3875895.066421898,0.0,27650700.0,19481000.19922566,0,285,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.04,0.1,General,306,324,18,36,368799.33527252835,661609.0532817293,209252.69448656967,159546.64078595862,359384.15396529535,302224.89931643405,11425949.729777455,9924927.77712221,36,288,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.04,0.1,New,306,324,18,0,209252.69448656967,359384.15396529535,209252.69448656967,0.0,359384.15396529535,0.0,10478160.0,9691237.167531824,0,324,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.04,0.2,General,306,333,27,136,865794.6262852219,1586710.3024826264,307965.8332384408,557828.793046781,528920.5030318875,1057789.7994507388,28699517.95831856,22341077.285095636,136,197,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.04,0.2,New,306,333,27,0,307965.8332384408,528920.5030318873,307965.8332384408,0.0,528920.5030318875,0.0,21538440.0,19844327.411641188,0,333,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.04,0.3,General,306,336,30,226,1193828.6527962633,2207411.7271712385,338230.5159611737,855598.1368350894,580899.032732663,1626512.6944385753,50448759.91080874,37105910.57278275,226,110,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.04,0.3,New,306,336,30,0,338230.5159611737,580899.0327326629,338230.5159611737,0.0,580899.032732663,0.0,32598720.0,30145502.951895338,0,336,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.05,0.1,General,336,337,1,63,240516.41864570652,456100.9389473258,9616.034693760586,230900.38395194593,16515.201877794127,439585.73706953163,15242616.261480011,13722638.563422976,165,172,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.05,0.1,New,336,337,1,95,-386381.17161638587,-733779.5099451744,9616.034693760586,-395997.20631014655,16515.201877794127,-750294.7118229686,10672200.0,8970299.47402561,7,330,0,True,True
cap,proportional,0.8,0.03,21.5,full,0.05,0.2,General,336,337,1,138,477900.11549408047,910079.5750367759,9616.034693760586,468284.0808003199,16515.201877794127,893564.3731589818,34434356.397032745,29180438.01367401,240,97,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.05,0.2,New,336,337,1,102,-419331.4293191981,-796141.3190328807,9616.034693760586,-428947.46401295875,16515.201877794127,-812656.5209106748,21797160.0,19288981.681980893,0,337,0,True,True
cap,proportional,0.8,0.03,21.5,full,0.05,0.3,General,336,337,1,219,695650.8948704692,1327697.43407598,9616.034693760586,686034.8601767087,16515.201877794127,1311182.2321981862,58049115.27154693,46693851.73811163,321,16,0,False,False
cap,proportional,0.8,0.03,21.5,full,0.05,0.3,New,336,337,1,102,-419331.4293191981,-796141.3190328807,9616.034693760586,-428947.46401295875,16515.201877794127,-812656.5209106748,32695740.0,29668581.681980874,0,337,0,True,True
cap,proportional,0.8,0.03,21.5,half,0.03,0.1,General,224,274,50,0,684679.245428293,1175912.5585435976,684679.245428293,0.0,1175912.5585435978,0.0,8861160.0,7626628.693344283,0,274,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.03,0.1,New,224,274,50,0,684679.245428293,1175912.5585435976,684679.245428293,0.0,1175912.5585435978,0.0,8861160.0,7626628.693344283,0,274,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.03,0.2,General,224,303,79,0,1055364.1452581019,1812550.855794276,1055364.1452581019,0.0,1812550.855794276,0.0,19598040.0,16588065.459925933,0,303,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.03,0.2,New,224,303,79,0,1055364.1452581019,1812550.855794276,1055364.1452581019,0.0,1812550.855794276,0.0,19598040.0,16588065.459925933,0,303,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.03,0.3,General,224,328,104,0,1345683.9711899676,2311164.960993155,1345683.9711899676,0.0,2311164.960993155,0.0,31822560.0,26263585.90312964,0,328,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.03,0.3,New,224,328,104,0,1345683.9711899676,2311164.960993155,1345683.9711899676,0.0,2311164.960993155,0.0,31822560.0,26263585.90312964,0,328,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.04,0.1,General,330,336,6,0,62144.24291873372,106730.5547484663,62144.24291873372,0.0,106730.5547484663,0.0,10866240.0,10272215.876408812,0,336,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.04,0.1,New,330,336,6,0,62144.24291873372,106730.5547484663,62144.24291873372,0.0,106730.5547484663,0.0,10866240.0,10272215.876408812,0,336,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.04,0.2,General,330,337,7,0,71760.2776124943,123245.75662626044,71760.2776124943,0.0,123245.75662626042,0.0,21797160.0,20640198.29076915,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.04,0.2,New,330,337,7,0,71760.2776124943,123245.75662626044,71760.2776124943,0.0,123245.75662626042,0.0,21797160.0,20640198.29076915,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.04,0.3,General,330,337,7,19,158109.1112607607,286809.46318518126,71760.2776124943,86348.83364826636,123245.75662626042,163563.70655892085,34196407.072147645,31156731.9361282,19,318,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.04,0.3,New,330,337,7,0,71760.2776124943,123245.75662626044,71760.2776124943,0.0,123245.75662626042,0.0,32695740.0,31019798.290769137,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.05,0.1,General,337,337,0,11,50985.08996791589,96507.67051251177,0.0,50985.08996791589,0.0,96507.67051251179,11188182.417432,10456851.019497657,11,326,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.05,0.1,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10898580.0,10379600.000000002,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.05,0.2,General,337,337,0,91,385452.7430317233,730149.4433753132,0.0,385452.7430317233,0.0,730149.4433753133,26588763.63387492,21863342.569559734,91,246,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.05,0.2,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21797160.0,20759200.000000004,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.05,0.3,General,337,337,0,153,618332.2765459241,1173136.3548526224,0.0,618332.2765459241,0.0,1173136.3548526224,44780059.054662555,35344676.23848284,153,184,0,False,False
cap,proportional,0.8,0.03,21.5,half,0.05,0.3,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32695740.0,31138799.999999996,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.03,0.1,General,258,296,38,0,497919.9668669722,855160.0564761176,497919.9668669723,0.0,855160.0564761176,0.0,9572640.0,8669832.51866136,0,296,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.03,0.1,New,258,296,38,0,497919.9668669722,855160.0564761176,497919.9668669723,0.0,855160.0564761176,0.0,9572640.0,8669832.51866136,0,296,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.03,0.2,General,258,320,62,0,784422.7639346311,1347218.5486522357,784422.7639346312,0.0,1347218.5486522357,0.0,20697600.0,18143548.122892518,0,320,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.03,0.2,New,258,320,62,0,784422.7639346311,1347218.5486522357,784422.7639346312,0.0,1347218.5486522357,0.0,20697600.0,18143548.122892518,0,320,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.03,0.3,General,258,333,75,0,928656.2645141607,1594934.5205130142,928656.2645141607,0.0,1594934.5205130142,0.0,32307660.0,28264611.973554146,0,333,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.03,0.3,New,258,333,75,0,928656.2645141607,1594934.5205130142,928656.2645141607,0.0,1594934.5205130142,0.0,32307660.0,28264611.973554146,0,333,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.04,0.1,General,334,337,3,0,29650.456478322303,50923.61769721724,29650.456478322303,0.0,50923.61769721724,0.0,10898580.0,10351047.22065807,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.04,0.1,New,334,337,3,0,29650.456478322303,50923.61769721724,29650.456478322303,0.0,50923.61769721724,0.0,10898580.0,10351047.22065807,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.04,0.2,General,334,337,3,0,29650.456478322303,50923.61769721724,29650.456478322303,0.0,50923.61769721724,0.0,21797160.0,20730647.220658068,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.04,0.2,New,334,337,3,0,29650.456478322303,50923.61769721724,29650.456478322303,0.0,50923.61769721724,0.0,21797160.0,20730647.220658068,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.04,0.3,General,334,337,3,0,29650.456478322303,50923.61769721724,29650.456478322303,0.0,50923.61769721724,0.0,32695740.0,31110247.220658056,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.04,0.3,New,334,337,3,0,29650.456478322303,50923.61769721724,29650.456478322303,0.0,50923.61769721724,0.0,32695740.0,31110247.220658056,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.05,0.1,General,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10898580.0,10379600.000000002,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.05,0.1,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10898580.0,10379600.000000002,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.05,0.2,General,337,337,0,14,64388.43177080031,121943.36359121147,0.0,64388.4317708003,0.0,121943.36359121147,22534329.789826907,20872641.1280085,14,323,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.05,0.2,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21797160.0,20759200.000000004,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.05,0.3,General,337,337,0,99,417157.4787596129,790225.8379651996,0.0,417157.4787596129,0.0,790225.8379651998,40515005.27066401,32515261.402210593,99,238,0,False,False
cap,proportional,0.8,0.03,21.5,salvage,0.05,0.3,New,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32695740.0,31138799.999999996,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.03,0.1,General,258,298,40,0,473656.67945797864,741951.8153543976,473656.6794579786,0.0,741951.8153543975,0.0,9637320.0,8667164.43536392,0,298,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.03,0.1,New,258,298,40,0,473656.67945797864,741951.8153543976,473656.6794579786,0.0,741951.8153543975,0.0,9637320.0,8667164.43536392,0,298,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.03,0.2,General,258,324,66,0,751872.7437941371,1177758.852280775,751872.743794137,0.0,1177758.852280775,0.0,20956320.0,18225037.999004636,0,324,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.03,0.2,New,258,324,66,0,751872.7437941371,1177758.852280775,751872.743794137,0.0,1177758.852280775,0.0,20956320.0,18225037.999004636,0,324,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.03,0.3,General,258,334,76,0,850568.1486967066,1332358.6668941681,850568.1486967066,0.0,1332358.6668941681,0.0,32404680.0,28408866.158987857,0,334,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.03,0.3,New,258,334,76,0,850568.1486967066,1332358.6668941681,850568.1486967066,0.0,1332358.6668941681,0.0,32404680.0,28408866.158987857,0,334,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.04,0.1,General,334,337,3,0,26861.322631751093,42076.48272215699,26861.322631751093,0.0,42076.48272215699,0.0,10898580.0,10349982.709141888,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.04,0.1,New,334,337,3,0,26861.322631751093,42076.48272215699,26861.322631751093,0.0,42076.48272215699,0.0,10898580.0,10349982.709141888,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.04,0.2,General,334,337,3,3,46746.15577593916,86751.56550976261,26861.322631751093,19884.83314418807,42076.48272215699,44675.08278760563,21955124.954962913,20748907.951020274,3,334,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.04,0.2,New,334,337,3,0,26861.322631751093,42076.48272215699,26861.322631751093,0.0,42076.48272215699,0.0,21797160.0,20729582.70914189,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.04,0.3,General,334,337,3,42,283653.8178820206,620427.3850438949,26861.322631751093,256792.4952502695,42076.48272215699,578350.9023217378,36013004.05422109,31569029.04445746,42,295,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.04,0.3,New,334,337,3,0,26861.322631751093,42076.48272215699,26861.322631751093,0.0,42076.48272215699,0.0,32695740.0,31109182.70914188,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.05,0.1,General,337,337,0,49,288078.3583540904,649214.5791217028,0.0,288078.35835409036,0.0,649214.5791217027,12583539.519604368,11255229.933429733,64,273,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.05,0.1,New,337,337,0,15,-95446.64447361682,-214907.63066542166,0.0,-95446.64447361682,0.0,-214907.63066542172,10898580.0,10239822.267016802,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.05,0.2,General,337,337,0,121,681479.8065597694,1538028.483035447,0.0,681479.8065597694,0.0,1538028.4830354473,28958237.95831856,24283991.682378534,136,201,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.05,0.2,New,337,337,0,15,-95446.64447361682,-214907.63066542166,0.0,-95446.64447361682,0.0,-214907.63066542172,21797160.0,20619422.267016806,0,337,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.05,0.3,General,337,337,0,173,935842.8130233764,2118894.7015987714,0.0,935842.8130233765,0.0,2118894.7015987714,47544445.76651347,38643770.06465936,188,149,0,False,False
cap,proportional,0.8,0.03,21.5,stop_option,0.05,0.3,New,337,337,0,15,-95446.64447361682,-214907.63066542166,0.0,-95446.64447361682,0.0,-214907.63066542172,32695740.0,30999022.26701679,0,337,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.03,0.1,General,283,306,23,0,275735.37567896635,454622.42302886967,275735.3756789664,0.0,454622.42302886967,0.0,9896040.0,9115238.720781079,0,306,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.03,0.1,New,283,306,23,0,275735.37567896635,454622.42302886967,275735.3756789664,0.0,454622.42302886967,0.0,9896040.0,9115238.720781079,0,306,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.03,0.2,General,283,330,47,0,539374.9870061384,889301.7912920667,539374.9870061385,0.0,889301.7912920667,0.0,21344400.0,18972890.4871132,0,330,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.03,0.2,New,283,330,47,0,539374.9870061384,889301.7912920667,539374.9870061385,0.0,889301.7912920667,0.0,21344400.0,18972890.4871132,0,330,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.03,0.3,General,283,336,53,0,598717.6115733433,987143.7446620461,598717.6115733433,0.0,987143.7446620461,0.0,32598720.0,29232885.080758575,0,336,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.03,0.3,New,283,336,53,0,598717.6115733433,987143.7446620461,598717.6115733433,0.0,987143.7446620461,0.0,32598720.0,29232885.080758575,0,336,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.04,0.1,General,336,337,1,0,9182.51972919326,15139.803365878692,9182.51972919326,0.0,15139.803365878692,0.0,10898580.0,10373786.765272608,0,337,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.04,0.1,New,336,337,1,0,9182.51972919326,15139.803365878692,9182.51972919326,0.0,15139.803365878692,0.0,10898580.0,10373786.765272608,0,337,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.04,0.2,General,336,337,1,0,9182.51972919326,15139.803365878692,9182.51972919326,0.0,15139.803365878692,0.0,21797160.0,20753386.765272606,0,337,0,False,False
cap,proportional,0.8,0.03,25.0,full,0.04,0.2,New,336,337,1,0,9182.51972919326,15139.803365878692,9182.51972919326,0.0,15139.803365878692,0.0,21797160.0,20753386.765272606,0,337,0,False,False
