amplitude,context,om,policy,adcode,baseline_choice,choice_certified,viability_certified,nonviability_certified
0.01,area,proportional,General20,350600,2,False,True,False
0.01,area,proportional,General20,350700,2,False,True,False
0.01,area,proportional,General20,350800,2,False,True,False
0.01,area,proportional,General20,350900,0,False,True,False
0.01,area,proportional,General20,360100,2,False,True,False
0.01,area,proportional,General20,360200,2,False,True,False
0.01,area,proportional,General20,360300,2,False,True,False
0.01,area,proportional,General20,360400,2,False,True,False
0.01,area,proportional,General20,360500,0,False,True,False
0.01,area,proportional,General20,360600,0,False,True,False
0.01,area,proportional,General20,360700,2,False,True,False
0.01,area,proportional,General20,360800,0,False,True,False
0.01,area,proportional,General20,360900,2,False,True,False
0.01,area,proportional,General20,361000,0,False,True,False
0.01,area,proportional,General20,361100,2,False,True,False
0.01,area,proportional,General20,370100,2,True,True,False
0.01,area,proportional,General20,370200,2,True,True,False
0.01,area,proportional,General20,370300,2,True,True,False
0.01,area,proportional,General20,370400,2,True,True,False
0.01,area,proportional,General20,370500,2,True,True,False
0.01,area,proportional,General20,370600,2,True,True,False
0.01,area,proportional,General20,370700,2,True,True,False
0.01,area,proportional,General20,370800,2,True,True,False
0.01,area,proportional,General20,370900,2,True,True,False
0.01,area,proportional,General20,371000,2,True,True,False
0.01,area,proportional,General20,371100,2,True,True,False
0.01,area,proportional,General20,371300,2,True,True,False
0.01,area,proportional,General20,371400,2,True,True,False
0.01,area,proportional,General20,371500,2,True,True,False
0.01,area,proportional,General20,371600,2,True,True,False
0.01,area,proportional,General20,371700,2,True,True,False
0.01,area,proportional,General20,410100,2,True,True,False
0.01,area,proportional,General20,410200,2,True,True,False
0.01,area,proportional,General20,410300,2,True,True,False
0.01,area,proportional,General20,410400,2,False,True,False
0.01,area,proportional,General20,410500,2,True,True,False
0.01,area,proportional,General20,410600,2,True,True,False
0.01,area,proportional,General20,410700,2,True,True,False
0.01,area,proportional,General20,410800,2,True,True,False
0.01,area,proportional,General20,410900,2,True,True,False
0.01,area,proportional,General20,411000,2,True,True,False
0.01,area,proportional,General20,411100,2,True,True,False
0.01,area,proportional,General20,411200,2,True,True,False
0.01,area,proportional,General20,411300,2,False,True,False
0.01,area,proportional,General20,411400,2,True,True,False
0.01,area,proportional,General20,411500,2,False,True,False
0.01,area,proportional,General20,411600,2,True,True,False
0.01,area,proportional,General20,411700,2,False,True,False
0.01,area,proportional,General20,420100,2,False,True,False
0.01,area,proportional,General20,420200,2,False,True,False
0.01,area,proportional,General20,420300,0,False,True,False
0.01,area,proportional,General20,420500,0,False,True,False
0.01,area,proportional,General20,420600,2,False,True,False
0.01,area,proportional,General20,420700,2,False,True,False
0.01,area,proportional,General20,420800,2,False,True,False
0.01,area,proportional,General20,420900,2,False,True,False
0.01,area,proportional,General20,421000,2,False,True,False
0.01,area,proportional,General20,421100,2,False,True,False
0.01,area,proportional,General20,421200,2,False,True,False
0.01,area,proportional,General20,421300,2,False,True,False
0.01,area,proportional,General20,422800,0,True,True,False
0.01,area,proportional,General20,430100,0,False,True,False
0.01,area,proportional,General20,430200,0,False,True,False
0.01,area,proportional,General20,430300,0,False,True,False
0.01,area,proportional,General20,430400,0,False,True,False
0.01,area,proportional,General20,430500,0,False,True,False
0.01,area,proportional,General20,430600,2,False,True,False
0.01,area,proportional,General20,430700,0,False,True,False
0.01,area,proportional,General20,430800,0,True,True,False
0.01,area,proportional,General20,430900,0,False,True,False
0.01,area,proportional,General20,431000,0,False,True,False
0.01,area,proportional,General20,431100,0,False,True,False
0.01,area,proportional,General20,431200,0,True,True,False
0.01,area,proportional,General20,431300,0,False,True,False
0.01,area,proportional,General20,433100,0,True,True,False
0.01,area,proportional,General20,440100,2,False,True,False
0.01,area,proportional,General20,440200,0,False,True,False
0.01,area,proportional,General20,440300,2,False,True,False
0.01,area,proportional,General20,440400,2,False,True,False
0.01,area,proportional,General20,440500,2,False,True,False
0.01,area,proportional,General20,440600,2,False,True,False
0.01,area,proportional,General20,440700,2,False,True,False
0.01,area,proportional,General20,440800,2,False,True,False
0.01,area,proportional,General20,440900,2,False,True,False
0.01,area,proportional,General20,441200,2,False,True,False
0.01,area,proportional,General20,441300,2,False,True,False
0.01,area,proportional,General20,441400,2,False,True,False
0.01,area,proportional,General20,441500,2,False,True,False
0.01,area,proportional,General20,441600,2,False,True,False
0.01,area,proportional,General20,441700,2,False,True,False
0.01,area,proportional,General20,441800,0,False,True,False
0.01,area,proportional,General20,441900,2,False,True,False
0.01,area,proportional,General20,442000,2,False,True,False
0.01,area,proportional,General20,445100,2,False,True,False
0.01,area,proportional,General20,445200,2,False,True,False
0.01,area,proportional,General20,445300,2,False,True,False
0.01,area,proportional,General20,450100,0,False,True,False
0.01,area,proportional,General20,450200,0,False,True,False
0.01,area,proportional,General20,450300,0,False,True,False
0.01,area,proportional,General20,450400,2,False,True,False
0.01,area,proportional,General20,450500,2,False,True,False
0.01,area,proportional,General20,450600,2,False,True,False
0.01,area,proportional,General20,450700,2,False,True,False
0.01,area,proportional,General20,450800,0,False,True,False
0.01,area,proportional,General20,450900,2,False,True,False
0.01,area,proportional,General20,451000,0,False,True,False
0.01,area,proportional,General20,451100,0,False,True,False
0.01,area,proportional,General20,451200,0,False,True,False
0.01,area,proportional,General20,451300,0,False,True,False
0.01,area,proportional,General20,451400,0,False,True,False
0.01,area,proportional,General20,460100,2,True,True,False
0.01,area,proportional,General20,460200,2,True,True,False
0.01,area,proportional,General20,460300,2,True,True,False
0.01,area,proportional,General20,460400,2,False,True,False
0.01,area,proportional,General20,500000,0,True,True,False
0.01,area,proportional,General20,510100,0,False,True,False
0.01,area,proportional,General20,510300,0,True,True,False
0.01,area,proportional,General20,510400,2,True,True,False
0.01,area,proportional,General20,510500,0,True,True,False
0.01,area,proportional,General20,510600,0,True,True,False
0.01,area,proportional,General20,510700,0,False,True,False
0.01,area,proportional,General20,510800,0,False,True,False
0.01,area,proportional,General20,510900,0,False,True,False
0.01,area,proportional,General20,511000,0,True,True,False
0.01,area,proportional,General20,511100,0,True,True,False
0.01,area,proportional,General20,511300,0,True,True,False
0.01,area,proportional,General20,511400,0,True,True,False
0.01,area,proportional,General20,511500,0,True,True,False
0.01,area,proportional,General20,511600,0,True,True,False
0.01,area,proportional,General20,511700,0,True,True,False
0.01,area,proportional,General20,511800,0,False,True,False
0.01,area,proportional,General20,511900,0,True,True,False
0.01,area,proportional,General20,512000,0,False,True,False
0.01,area,proportional,General20,513200,2,True,True,False
0.01,area,proportional,General20,513300,2,True,True,False
0.01,area,proportional,General20,513400,2,False,True,False
0.01,area,proportional,General20,520100,0,True,True,False
0.01,area,proportional,General20,520200,0,True,True,False
0.01,area,proportional,General20,520300,0,True,True,False
0.01,area,proportional,General20,520400,0,True,True,False
0.01,area,proportional,General20,520500,0,True,True,False
0.01,area,proportional,General20,520600,0,True,True,False
0.01,area,proportional,General20,522300,0,True,True,False
0.01,area,proportional,General20,522600,0,True,True,False
0.01,area,proportional,General20,522700,0,True,True,False
0.01,area,proportional,General20,530100,2,False,True,False
0.01,area,proportional,General20,530300,0,False,True,False
0.01,area,proportional,General20,530400,2,False,True,False
0.01,area,proportional,General20,530500,2,True,True,False
0.01,area,proportional,General20,530600,0,True,True,False
0.01,area,proportional,General20,530700,2,True,True,False
0.01,area,proportional,General20,530800,2,False,True,False
0.01,area,proportional,General20,530900,2,True,True,False
0.01,area,proportional,General20,532300,2,True,True,False
0.01,area,proportional,General20,532500,2,False,True,False
0.01,area,proportional,General20,532600,0,False,True,False
0.01,area,proportional,General20,532800,2,True,True,False
0.01,area,proportional,General20,532900,2,True,True,False
0.01,area,proportional,General20,533100,2,True,True,False
0.01,area,proportional,General20,533300,2,False,True,False
0.01,area,proportional,General20,533400,2,True,True,False
0.01,area,proportional,General20,540100,2,False,True,False
0.01,area,proportional,General20,540200,2,False,True,False
0.01,area,proportional,General20,540300,2,False,True,False
0.01,area,proportional,General20,540400,0,False,True,False
0.01,area,proportional,General20,540500,2,False,True,False
0.01,area,proportional,General20,540600,2,False,True,False
0.01,area,proportional,General20,542500,2,True,True,False
0.01,area,proportional,General20,610100,2,False,True,False
0.01,area,proportional,General20,610200,2,True,True,False
0.01,area,proportional,General20,610300,2,False,True,False
0.01,area,proportional,General20,610400,2,True,True,False
0.01,area,proportional,General20,610500,2,True,True,False
0.01,area,proportional,General20,610600,2,True,True,False
0.01,area,proportional,General20,610700,0,False,True,False
0.01,area,proportional,General20,610800,2,True,True,False
0.01,area,proportional,General20,610900,0,False,True,False
0.01,area,proportional,General20,611000,2,False,True,False
0.01,area,proportional,General20,620100,2,True,True,False
0.01,area,proportional,General20,620200,2,True,True,False
0.01,area,proportional,General20,620300,2,True,True,False
0.01,area,proportional,General20,620400,2,True,True,False
0.01,area,proportional,General20,620500,2,False,True,False
0.01,area,proportional,General20,620600,2,True,True,False
0.01,area,proportional,General20,620700,2,True,True,False
0.01,area,proportional,General20,620800,2,False,True,False
0.01,area,proportional,General20,620900,2,True,True,False
0.01,area,proportional,General20,621000,2,False,True,False
0.01,area,proportional,General20,621100,2,True,True,False
0.01,area,proportional,General20,621200,0,False,True,False
0.01,area,proportional,General20,622900,2,True,True,False
0.01,area,proportional,General20,623000,2,True,True,False
0.01,area,proportional,General20,630100,2,True,True,False
0.01,area,proportional,General20,630200,2,True,True,False
0.01,area,proportional,General20,632200,2,True,True,False
0.01,area,proportional,General20,632300,2,True,True,False
0.01,area,proportional,General20,632500,2,True,True,False
0.01,area,proportional,General20,632600,2,True,True,False
0.01,area,proportional,General20,632700,2,True,True,False
0.01,area,proportional,General20,632800,2,True,True,False
0.01,area,proportional,General20,640100,2,True,True,False
0.01,area,proportional,General20,640200,2,True,True,False
0.01,area,proportional,General20,640300,2,True,True,False
0.01,area,proportional,General20,640400,2,True,True,False
0.01,area,proportional,General20,640500,2,True,True,False
0.01,area,proportional,General20,650100,2,True,True,False
0.01,area,proportional,General20,650200,2,True,True,False
0.01,area,proportional,General20,650400,2,True,True,False
0.01,area,proportional,General20,650500,2,True,True,False
0.01,area,proportional,General20,652300,2,True,True,False
0.01,area,proportional,General20,652700,2,True,True,False
0.01,area,proportional,General20,652800,2,True,True,False
0.01,area,proportional,General20,652900,2,True,True,False
0.01,area,proportional,General20,653000,2,True,True,False
0.01,area,proportional,General20,653100,2,True,True,False
0.01,area,proportional,General20,653200,2,True,True,False
0.01,area,proportional,General20,654000,2,True,True,False
0.01,area,proportional,General20,654200,2,True,True,False
0.01,area,proportional,General20,654300,2,True,True,False
0.01,area,proportional,New20,110000,2,True,True,False
0.01,area,proportional,New20,120000,2,True,True,False
0.01,area,proportional,New20,130100,2,True,True,False
0.01,area,proportional,New20,130200,2,True,True,False
0.01,area,proportional,New20,130300,2,True,True,False
0.01,area,proportional,New20,130400,2,True,True,False
0.01,area,proportional,New20,130500,2,True,True,False
0.01,area,proportional,New20,130600,2,True,True,False
0.01,area,proportional,New20,130700,2,True,True,False
0.01,area,proportional,New20,130800,2,True,True,False
0.01,area,proportional,New20,130900,2,True,True,False
0.01,area,proportional,New20,131000,2,True,True,False
0.01,area,proportional,New20,131100,2,True,True,False
0.01,area,proportional,New20,140100,2,True,True,False
0.01,area,proportional,New20,140200,2,True,True,False
0.01,area,proportional,New20,140300,2,True,True,False
0.01,area,proportional,New20,140400,2,True,True,False
0.01,area,proportional,New20,140500,2,True,True,False
0.01,area,proportional,New20,140600,2,True,True,False
0.01,area,proportional,New20,140700,2,True,True,False
0.01,area,proportional,New20,140800,2,True,True,False
0.01,area,proportional,New20,140900,2,True,True,False
0.01,area,proportional,New20,141000,2,True,True,False
0.01,area,proportional,New20,141100,2,True,True,False
0.01,area,proportional,New20,150100,2,True,True,False
0.01,area,proportional,New20,150200,2,True,True,False
0.01,area,proportional,New20,150300,2,True,True,False
0.01,area,proportional,New20,150400,2,True,True,False
0.01,area,proportional,New20,150500,2,True,True,False
0.01,area,proportional,New20,150600,2,True,True,False
0.01,area,proportional,New20,150700,2,True,True,False
0.01,area,proportional,New20,150800,2,True,True,False
0.01,area,proportional,New20,150900,2,True,True,False
0.01,area,proportional,New20,152200,2,True,True,False
0.01,area,proportional,New20,152500,2,True,True,False
0.01,area,proportional,New20,152900,2,True,True,False
0.01,area,proportional,New20,210100,2,True,True,False
0.01,area,proportional,New20,210200,2,True,True,False
0.01,area,proportional,New20,210300,2,True,True,False
0.01,area,proportional,New20,210400,2,True,True,False
0.01,area,proportional,New20,210500,2,True,True,False
0.01,area,proportional,New20,210600,2,True,True,False
0.01,area,proportional,New20,210700,2,True,True,False
0.01,area,proportional,New20,210800,2,True,True,False
0.01,area,proportional,New20,210900,2,True,True,False
0.01,area,proportional,New20,211000,2,True,True,False
0.01,area,proportional,New20,211100,2,True,True,False
0.01,area,proportional,New20,211200,2,True,True,False
0.01,area,proportional,New20,211300,2,True,True,False
0.01,area,proportional,New20,211400,2,True,True,False
0.01,area,proportional,New20,220100,2,True,True,False
0.01,area,proportional,New20,220200,2,True,True,False
0.01,area,proportional,New20,220300,2,True,True,False
0.01,area,proportional,New20,220400,2,True,True,False
0.01,area,proportional,New20,220500,2,True,True,False
0.01,area,proportional,New20,220600,2,True,True,False
0.01,area,proportional,New20,220700,2,True,True,False
0.01,area,proportional,New20,220800,2,True,True,False
0.01,area,proportional,New20,222400,2,True,True,False
0.01,area,proportional,New20,230100,2,True,True,False
0.01,area,proportional,New20,230200,2,True,True,False
0.01,area,proportional,New20,230300,2,True,True,False
0.01,area,proportional,New20,230400,2,True,True,False
0.01,area,proportional,New20,230500,2,True,True,False
0.01,area,proportional,New20,230600,2,True,True,False
0.01,area,proportional,New20,230700,2,True,True,False
0.01,area,proportional,New20,230800,2,True,True,False
0.01,area,proportional,New20,230900,2,True,True,False
0.01,area,proportional,New20,231000,2,True,True,False
0.01,area,proportional,New20,231100,2,True,True,False
0.01,area,proportional,New20,231200,2,True,True,False
0.01,area,proportional,New20,232700,2,True,True,False
0.01,area,proportional,New20,310000,2,True,True,False
0.01,area,proportional,New20,320100,2,True,True,False
0.01,area,proportional,New20,320200,2,True,True,False
0.01,area,proportional,New20,320300,2,True,True,False
0.01,area,proportional,New20,320400,2,True,True,False
0.01,area,proportional,New20,320500,2,True,True,False
0.01,area,proportional,New20,320600,2,True,True,False
0.01,area,proportional,New20,320700,2,True,True,False
0.01,area,proportional,New20,320800,2,True,True,False
0.01,area,proportional,New20,320900,2,True,True,False
0.01,area,proportional,New20,321000,2,True,True,False
0.01,area,proportional,New20,321100,2,True,True,False
0.01,area,proportional,New20,321200,2,True,True,False
0.01,area,proportional,New20,321300,2,True,True,False
0.01,area,proportional,New20,330100,2,True,True,False
0.01,area,proportional,New20,330200,2,True,True,False
0.01,area,proportional,New20,330300,2,True,True,False
0.01,area,proportional,New20,330400,2,True,True,False
0.01,area,proportional,New20,330500,2,True,True,False
0.01,area,proportional,New20,330600,2,True,True,False
0.01,area,proportional,New20,330700,2,True,True,False
0.01,area,proportional,New20,330800,2,True,True,False
0.01,area,proportional,New20,330900,2,True,True,False
0.01,area,proportional,New20,331000,2,True,True,False
0.01,area,proportional,New20,331100,2,True,True,False
0.01,area,proportional,New20,340100,2,True,True,False
0.01,area,proportional,New20,340200,2,True,True,False
0.01,area,proportional,New20,340300,2,True,True,False
0.01,area,proportional,New20,340400,2,True,True,False
0.01,area,proportional,New20,340500,2,True,True,False
0.01,area,proportional,New20,340600,2,True,True,False
0.01,area,proportional,New20,340700,2,True,True,False
0.01,area,proportional,New20,340800,2,True,True,False
0.01,area,proportional,New20,341000,2,True,True,False
0.01,area,proportional,New20,341100,2,True,True,False
0.01,area,proportional,New20,341200,2,True,True,False
0.01,area,proportional,New20,341300,2,True,True,False
0.01,area,proportional,New20,341500,2,True,True,False
0.01,area,proportional,New20,341600,2,True,True,False
0.01,area,proportional,New20,341700,2,True,True,False
0.01,area,proportional,New20,341800,2,True,True,False
0.01,area,proportional,New20,350100,2,True,True,False
0.01,area,proportional,New20,350200,2,True,True,False
0.01,area,proportional,New20,350300,2,True,True,False
0.01,area,proportional,New20,350400,2,True,True,False
0.01,area,proportional,New20,350500,2,True,True,False
0.01,area,proportional,New20,350600,2,True,True,False
0.01,area,proportional,New20,350700,2,True,True,False
0.01,area,proportional,New20,350800,2,True,True,False
0.01,area,proportional,New20,350900,2,True,True,False
0.01,area,proportional,New20,360100,2,True,True,False
0.01,area,proportional,New20,360200,2,True,True,False
0.01,area,proportional,New20,360300,2,True,True,False
0.01,area,proportional,New20,360400,2,True,True,False
0.01,area,proportional,New20,360500,2,True,True,False
0.01,area,proportional,New20,360600,2,True,True,False
0.01,area,proportional,New20,360700,2,True,True,False
0.01,area,proportional,New20,360800,2,True,True,False
0.01,area,proportional,New20,360900,2,True,True,False
0.01,area,proportional,New20,361000,2,True,True,False
0.01,area,proportional,New20,361100,2,True,True,False
0.01,area,proportional,New20,370100,2,True,True,False
0.01,area,proportional,New20,370200,2,True,True,False
0.01,area,proportional,New20,370300,2,True,True,False
0.01,area,proportional,New20,370400,2,True,True,False
0.01,area,proportional,New20,370500,2,True,True,False
0.01,area,proportional,New20,370600,2,True,True,False
0.01,area,proportional,New20,370700,2,True,True,False
0.01,area,proportional,New20,370800,2,True,True,False
0.01,area,proportional,New20,370900,2,True,True,False
0.01,area,proportional,New20,371000,2,True,True,False
0.01,area,proportional,New20,371100,2,True,True,False
0.01,area,proportional,New20,371300,2,True,True,False
0.01,area,proportional,New20,371400,2,True,True,False
0.01,area,proportional,New20,371500,2,True,True,False
0.01,area,proportional,New20,371600,2,True,True,False
0.01,area,proportional,New20,371700,2,True,True,False
0.01,area,proportional,New20,410100,2,True,True,False
0.01,area,proportional,New20,410200,2,True,True,False
0.01,area,proportional,New20,410300,2,True,True,False
0.01,area,proportional,New20,410400,2,True,True,False
0.01,area,proportional,New20,410500,2,True,True,False
0.01,area,proportional,New20,410600,2,True,True,False
0.01,area,proportional,New20,410700,2,True,True,False
0.01,area,proportional,New20,410800,2,True,True,False
0.01,area,proportional,New20,410900,2,True,True,False
0.01,area,proportional,New20,411000,2,True,True,False
0.01,area,proportional,New20,411100,2,True,True,False
0.01,area,proportional,New20,411200,2,True,True,False
0.01,area,proportional,New20,411300,2,True,True,False
0.01,area,proportional,New20,411400,2,True,True,False
0.01,area,proportional,New20,411500,2,True,True,False
0.01,area,proportional,New20,411600,2,True,True,False
0.01,area,proportional,New20,411700,2,True,True,False
0.01,area,proportional,New20,420100,2,True,True,False
0.01,area,proportional,New20,420200,2,True,True,False
0.01,area,proportional,New20,420300,2,True,True,False
0.01,area,proportional,New20,420500,2,True,True,False
0.01,area,proportional,New20,420600,2,True,True,False
0.01,area,proportional,New20,420700,2,True,True,False
0.01,area,proportional,New20,420800,2,True,True,False
0.01,area,proportional,New20,420900,2,True,True,False
0.01,area,proportional,New20,421000,2,True,True,False
0.01,area,proportional,New20,421100,2,True,True,False
0.01,area,proportional,New20,421200,2,True,True,False
0.01,area,proportional,New20,421300,2,True,True,False
0.01,area,proportional,New20,422800,2,True,True,False
0.01,area,proportional,New20,430100,2,True,True,False
0.01,area,proportional,New20,430200,2,True,True,False
0.01,area,proportional,New20,430300,2,True,True,False
0.01,area,proportional,New20,430400,2,True,True,False
0.01,area,proportional,New20,430500,2,True,True,False
0.01,area,proportional,New20,430600,2,True,True,False
0.01,area,proportional,New20,430700,2,True,True,False
0.01,area,proportional,New20,430800,2,True,True,False
0.01,area,proportional,New20,430900,2,True,True,False
0.01,area,proportional,New20,431000,2,True,True,False
0.01,area,proportional,New20,431100,2,True,True,False
0.01,area,proportional,New20,431200,2,True,True,False
0.01,area,proportional,New20,431300,2,True,True,False
0.01,area,proportional,New20,433100,2,True,True,False
0.01,area,proportional,New20,440100,2,True,True,False
0.01,area,proportional,New20,440200,2,True,True,False
0.01,area,proportional,New20,440300,2,True,True,False
0.01,area,proportional,New20,440400,2,True,True,False
0.01,area,proportional,New20,440500,2,True,True,False
0.01,area,proportional,New20,440600,2,True,True,False
0.01,area,proportional,New20,440700,2,True,True,False
0.01,area,proportional,New20,440800,2,True,True,False
0.01,area,proportional,New20,440900,2,True,True,False
0.01,area,proportional,New20,441200,2,True,True,False
0.01,area,proportional,New20,441300,2,True,True,False
0.01,area,proportional,New20,441400,2,True,True,False
0.01,area,proportional,New20,441500,2,True,True,False
0.01,area,proportional,New20,441600,2,True,True,False
0.01,area,proportional,New20,441700,2,True,True,False
0.01,area,proportional,New20,441800,2,True,True,False
0.01,area,proportional,New20,441900,2,True,True,False
0.01,area,proportional,New20,442000,2,True,True,False
0.01,area,proportional,New20,445100,2,True,True,False
0.01,area,proportional,New20,445200,2,True,True,False
0.01,area,proportional,New20,445300,2,True,True,False
0.01,area,proportional,New20,450100,2,True,True,False
0.01,area,proportional,New20,450200,2,True,True,False
0.01,area,proportional,New20,450300,2,True,True,False
0.01,area,proportional,New20,450400,2,True,True,False
0.01,area,proportional,New20,450500,2,True,True,False
0.01,area,proportional,New20,450600,2,True,True,False
0.01,area,proportional,New20,450700,2,True,True,False
0.01,area,proportional,New20,450800,2,True,True,False
0.01,area,proportional,New20,450900,2,True,True,False
0.01,area,proportional,New20,451000,2,True,True,False
0.01,area,proportional,New20,451100,2,True,True,False
0.01,area,proportional,New20,451200,2,True,True,False
0.01,area,proportional,New20,451300,2,True,True,False
0.01,area,proportional,New20,451400,2,True,True,False
0.01,area,proportional,New20,460100,2,True,True,False
0.01,area,proportional,New20,460200,2,True,True,False
0.01,area,proportional,New20,460300,2,True,True,False
0.01,area,proportional,New20,460400,2,True,True,False
0.01,area,proportional,New20,500000,2,True,True,False
0.01,area,proportional,New20,510100,2,True,True,False
0.01,area,proportional,New20,510300,2,True,True,False
0.01,area,proportional,New20,510400,2,True,True,False
0.01,area,proportional,New20,510500,2,True,True,False
0.01,area,proportional,New20,510600,2,True,True,False
0.01,area,proportional,New20,510700,2,True,True,False
0.01,area,proportional,New20,510800,2,True,True,False
0.01,area,proportional,New20,510900,2,True,True,False
0.01,area,proportional,New20,511000,2,True,True,False
0.01,area,proportional,New20,511100,2,True,True,False
0.01,area,proportional,New20,511300,2,True,True,False
0.01,area,proportional,New20,511400,2,True,True,False
0.01,area,proportional,New20,511500,2,True,True,False
0.01,area,proportional,New20,511600,2,True,True,False
0.01,area,proportional,New20,511700,2,True,True,False
0.01,area,proportional,New20,511800,2,True,True,False
0.01,area,proportional,New20,511900,2,True,True,False
0.01,area,proportional,New20,512000,2,True,True,False
0.01,area,proportional,New20,513200,2,True,True,False
0.01,area,proportional,New20,513300,2,True,True,False
0.01,area,proportional,New20,513400,2,True,True,False
0.01,area,proportional,New20,520100,2,True,True,False
0.01,area,proportional,New20,520200,2,True,True,False
0.01,area,proportional,New20,520300,2,False,True,False
0.01,area,proportional,New20,520400,2,True,True,False
0.01,area,proportional,New20,520500,2,True,True,False
0.01,area,proportional,New20,520600,2,True,True,False
0.01,area,proportional,New20,522300,2,True,True,False
0.01,area,proportional,New20,522600,2,True,True,False
0.01,area,proportional,New20,522700,2,True,True,False
0.01,area,proportional,New20,530100,2,True,True,False
0.01,area,proportional,New20,530300,2,True,True,False
0.01,area,proportional,New20,530400,2,True,True,False
0.01,area,proportional,New20,530500,2,True,True,False
0.01,area,proportional,New20,530600,2,True,True,False
0.01,area,proportional,New20,530700,2,True,True,False
0.01,area,proportional,New20,530800,2,True,True,False
0.01,area,proportional,New20,530900,2,True,True,False
0.01,area,proportional,New20,532300,2,True,True,False
0.01,area,proportional,New20,532500,2,True,True,False
0.01,area,proportional,New20,532600,2,True,True,False
0.01,area,proportional,New20,532800,2,True,True,False
0.01,area,proportional,New20,532900,2,True,True,False
0.01,area,proportional,New20,533100,2,True,True,False
0.01,area,proportional,New20,533300,2,True,True,False
0.01,area,proportional,New20,533400,2,True,True,False
0.01,area,proportional,New20,540100,2,True,True,False
0.01,area,proportional,New20,540200,2,True,True,False
0.01,area,proportional,New20,540300,2,True,True,False
0.01,area,proportional,New20,540400,2,True,True,False
0.01,area,proportional,New20,540500,2,True,True,False
0.01,area,proportional,New20,540600,2,True,True,False
0.01,area,proportional,New20,542500,2,True,True,False
0.01,area,proportional,New20,610100,2,True,True,False
0.01,area,proportional,New20,610200,2,True,True,False
0.01,area,proportional,New20,610300,2,True,True,False
0.01,area,proportional,New20,610400,2,True,True,False
0.01,area,proportional,New20,610500,2,True,True,False
0.01,area,proportional,New20,610600,2,True,True,False
0.01,area,proportional,New20,610700,2,True,True,False
0.01,area,proportional,New20,610800,2,True,True,False
0.01,area,proportional,New20,610900,2,True,True,False
0.01,area,proportional,New20,611000,2,True,True,False
0.01,area,proportional,New20,620100,2,True,True,False
0.01,area,proportional,New20,620200,2,True,True,False
0.01,area,proportional,New20,620300,2,True,True,False
0.01,area,proportional,New20,620400,2,True,True,False
0.01,area,proportional,New20,620500,2,True,True,False
0.01,area,proportional,New20,620600,2,True,True,False
0.01,area,proportional,New20,620700,2,True,True,False
0.01,area,proportional,New20,620800,2,True,True,False
0.01,area,proportional,New20,620900,2,True,True,False
0.01,area,proportional,New20,621000,2,True,True,False
0.01,area,proportional,New20,621100,2,True,True,False
0.01,area,proportional,New20,621200,2,True,True,False
0.01,area,proportional,New20,622900,2,True,True,False
0.01,area,proportional,New20,623000,2,True,True,False
0.01,area,proportional,New20,630100,2,True,True,False
0.01,area,proportional,New20,630200,2,True,True,False
0.01,area,proportional,New20,632200,2,True,True,False
0.01,area,proportional,New20,632300,2,True,True,False
0.01,area,proportional,New20,632500,2,True,True,False
0.01,area,proportional,New20,632600,2,True,True,False
0.01,area,proportional,New20,632700,2,True,True,False
0.01,area,proportional,New20,632800,2,True,True,False
0.01,area,proportional,New20,640100,2,True,True,False
0.01,area,proportional,New20,640200,2,True,True,False
0.01,area,proportional,New20,640300,2,True,True,False
0.01,area,proportional,New20,640400,2,True,True,False
0.01,area,proportional,New20,640500,2,True,True,False
0.01,area,proportional,New20,650100,2,True,True,False
0.01,area,proportional,New20,650200,2,True,True,False
0.01,area,proportional,New20,650400,2,True,True,False
0.01,area,proportional,New20,650500,2,True,True,False
0.01,area,proportional,New20,652300,2,True,True,False
0.01,area,proportional,New20,652700,2,True,True,False
0.01,area,proportional,New20,652800,2,True,True,False
0.01,area,proportional,New20,652900,2,True,True,False
0.01,area,proportional,New20,653000,2,True,True,False
0.01,area,proportional,New20,653100,2,True,True,False
0.01,area,proportional,New20,653200,2,True,True,False
0.01,area,proportional,New20,654000,2,True,True,False
0.01,area,proportional,New20,654200,2,True,True,False
0.01,area,proportional,New20,654300,2,True,True,False
0.01,area,3.2,None,110000,2,True,True,False
0.01,area,3.2,None,120000,2,True,True,False
0.01,area,3.2,None,130100,2,True,True,False
0.01,area,3.2,None,130200,2,True,True,False
0.01,area,3.2,None,130300,2,True,True,False
0.01,area,3.2,None,130400,2,True,True,False
0.01,area,3.2,None,130500,2,True,True,False
0.01,area,3.2,None,130600,2,True,True,False
0.01,area,3.2,None,130700,2,True,True,False
0.01,area,3.2,None,130800,2,True,True,False
0.01,area,3.2,None,130900,2,True,True,False
0.01,area,3.2,None,131000,2,True,True,False
0.01,area,3.2,None,131100,2,True,True,False
0.01,area,3.2,None,140100,2,True,True,False
0.01,area,3.2,None,140200,2,True,True,False
0.01,area,3.2,None,140300,2,True,True,False
0.01,area,3.2,None,140400,2,True,True,False
0.01,area,3.2,None,140500,2,True,True,False
0.01,area,3.2,None,140600,2,True,True,False
0.01,area,3.2,None,140700,2,True,True,False
0.01,area,3.2,None,140800,2,True,True,False
0.01,area,3.2,None,140900,2,True,True,False
0.01,area,3.2,None,141000,2,True,True,False
0.01,area,3.2,None,141100,2,True,True,False
0.01,area,3.2,None,150100,2,True,True,False
0.01,area,3.2,None,150200,2,True,True,False
