lon,lat,ghi_ann,adv,tcell
100.5,21.5,1691.483,12.889098667170362,61.21256583159101
101.5,21.5,1664.1445,13.237617536561896,61.914130621597785
99.5,22.5,1694.1109999999999,12.01225391078944,59.16982086739911
100.5,22.5,1675.861,11.324187806813125,57.447278947677525
101.5,22.5,1622.863,11.340124305734767,57.283749727241776
99.5,23.5,1673.1599999999999,10.510981815381438,55.44549534024298
100.5,23.5,1676.8465,10.758713573258971,56.07764953823889
101.5,23.5,1662.7209999999998,9.641314162473801,53.2580667905215
102.5,23.5,1631.1850000000002,6.9424514162326645,46.060266649179766
98.5,24.5,1635.3094999999998,9.40795189784922,52.50720897676698
99.5,24.5,1649.7635,8.562857594762496,50.378848622883126
100.5,24.5,1617.9720000000002,7.720518201148585,48.04714931931008
101.5,24.5,1652.7565000000002,7.776188838000997,48.38011474998717
102.5,24.5,1633.9955,4.936672428362754,40.44255689349708
98.5,25.5,1540.446,5.810622647545682,42.41308604730555
99.5,25.5,1645.7485,6.236210310185442,44.09163121977864
100.5,25.5,1719.588,5.618125218122061,42.70919086984749
101.5,25.5,1736.4875000000002,4.816571166567396,40.52008308358552
102.5,25.5,1629.9805,4.60163359526804,39.45009564562823
99.5,26.5,1618.2275000000002,4.379331551898735,38.63140557926725
100.5,26.5,1716.084,5.443494983703712,42.190120888450274
101.5,26.5,1726.158,6.143947881994882,44.24792391074507
102.5,26.5,1635.3094999999998,5.191546624963617,41.1850617534283
99.5,27.5,1584.8665,4.493435123462164,38.80197146541558
100.5,27.5,1709.952,4.2469527439109145,38.69535627773454
101.5,27.5,1693.0524999999998,3.979976325053536,37.87593990790638
102.5,27.5,1572.6025000000002,4.922227695441661,40.139307785140005
109.5,18.5,1688.417,11.591217653714892,58.17497020869692
109.5,19.5,1540.957,9.86336728361521,53.399479164344754
110.5,19.5,1552.199,9.000571214963738,51.3401088267659
110.5,20.5,1570.4855,6.08912102808552,43.55529339130501
109.5,21.5,1479.637,5.9835821106044795,42.80938033110193
110.5,21.5,1485.331,6.892157774019658,45.328027887686
107.5,22.5,1342.908,6.794526362411557,44.45883087028299
108.5,22.5,1343.346,6.531180653170865,43.7273165900642
109.5,22.5,1345.025,6.498488504904065,43.6506196093388
110.5,22.5,1386.0145,6.746844043031164,44.49375817418247
111.5,22.5,1375.5755,6.532729525960446,43.811428873642804
112.5,22.5,1387.8394999999998,6.890861024763084,44.85060573331579
103.5,23.5,1590.1225,5.1692717871088645,40.92495190851274
104.5,23.5,1470.1834999999999,4.777372333040719,39.25981237211663
105.5,23.5,1394.3365000000001,5.459382704767468,40.90570042199929
106.5,23.5,1332.761,5.666889335863634,41.230391240844575
107.5,23.5,1303.488,6.340971000914863,43.01406330192152
108.5,23.5,1265.309,6.097052142616954,42.162671399805724
109.5,23.5,1297.794,6.40015940402987,43.17997264607993
110.5,23.5,1312.613,6.842044939397751,44.45753122497001
111.5,23.5,1338.9660000000001,7.069066605024754,45.179286794734665
112.5,23.5,1330.644,6.7660206859189165,44.26540411450278
103.5,24.5,1591.0715,4.943966547764056,40.29030982779534
104.5,24.5,1445.9109999999998,5.603425522320427,41.58695614053262
105.5,24.5,1408.097,8.12743274211698,48.37288285948212
106.5,24.5,1317.7595000000001,7.014253443831664,44.94005630447817
107.5,24.5,1231.218,5.370570652462536,39.899872693800994
108.5,24.5,1212.749,5.88144101639112,41.30475738729589
109.5,24.5,1251.1835,6.103847325681744,42.146283982754035
110.5,24.5,1228.1519999999998,5.929348541173707,41.50201375662032
111.5,24.5,1237.277,5.9297317604834365,41.53385770382456
112.5,24.5,1248.1175,5.649037178429928,40.74134322427962
103.5,25.5,1594.3200000000002,3.574253904267777,36.26211585880586
104.5,25.5,1405.104,3.682034056925154,35.738370753908654
105.5,25.5,1344.149,5.433343954700076,40.69329377741656
106.5,25.5,1267.061,5.417018190215628,40.263101040136384
107.5,25.5,1197.2365,4.222041668092924,36.37782744592094
108.5,25.5,1138.289,4.538628933580258,37.001546778530226
109.5,25.5,1154.933,5.76808350319038,40.69858269235647
110.5,25.5,1153.619,4.889751230781236,38.14260859718309
111.5,25.5,1182.673,5.118713848585754,38.97782370494941
112.5,25.5,1215.45,5.37582735394484,39.8858761644909
103.5,26.5,1575.413,4.142347505092858,37.86477377749309
104.5,26.5,1372.6190000000001,3.7801178996310636,35.881593396657394
105.5,26.5,1250.563,3.4435605083777743,34.394271325477604
106.5,26.5,1183.403,3.52368584558147,34.27948829807302
107.5,26.5,1142.4865,4.091978544655128,35.74279854917598
108.5,26.5,1119.163,4.191682921261686,35.92910446965455
109.5,26.5,1142.9245,4.848704489189126,38.05599912666433
110.5,26.5,1141.355,4.792308981215032,37.81565937015734
111.5,26.5,1189.8635,5.594423648051361,40.464354184201625
112.5,26.5,1216.5085,5.832355181753268,41.29431659511387
103.5,27.5,1431.457,4.348608112545871,37.84619386353057
104.5,27.5,1201.1785,3.7099569757312656,34.914562902505004
105.5,27.5,1174.4605,3.847934975641154,35.32487537421461
106.5,27.5,1127.5945000000002,4.2853456117309285,36.42499764912873
107.5,27.5,1107.775,4.568702679137182,37.12150126482033
108.5,27.5,1093.321,4.643868489615732,37.202096718236945
109.5,27.5,1130.478,4.931464225678872,38.27353502361974
110.5,27.5,1137.559,5.014759438756711,38.50707568434912
111.5,27.5,1175.154,5.0837106507856555,38.913570121988435
112.5,27.5,1199.7549999999999,5.514565962225837,40.326807259135315
113.5,22.5,1487.959,6.159095868936482,43.29084432566769
114.5,22.5,1511.173,6.214980876855525,43.5588829886002
113.5,23.5,1374.517,6.865723556633796,44.71932238621738
114.5,23.5,1399.337,7.247537031760243,45.85032161285331
115.5,23.5,1432.625,6.82145929235094,44.82126700209089
116.5,23.5,1490.076,7.176448576305194,46.08425190167392
113.5,24.5,1305.751,6.849273002206635,44.3958643189256
114.5,24.5,1324.2565,6.4368498849709965,43.30372652364024
115.5,24.5,1405.98,6.729860015043276,44.50610008760027
116.5,24.5,1425.3249999999998,8.44663920068589,49.19871412039229
117.5,24.5,1454.963,9.571528149639285,52.25942646481367
113.5,25.5,1242.241,5.994238433800603,41.72295777689684
114.5,25.5,1308.9265,5.83419401179448,41.6293841569476
115.5,25.5,1335.2795,8.487150538770937,48.97514699456063
116.5,25.5,1343.0905,8.594780668869229,49.24106067474985
117.5,25.5,1373.7505,9.700878115497979,52.22357694190018
118.5,25.5,1395.979,6.649828417935089,44.27118942637511
119.5,25.5,1408.7905,4.439354525385819,38.2026833559588
113.5,26.5,1234.722,5.635740553025537,40.774032340319145
114.5,26.5,1267.572,5.728452182809507,41.15359022586824
115.5,26.5,1318.1245,5.966628407017294,42.083142617386216
116.5,26.5,1329.5855,7.201786346911665,45.534780547210744
117.5,26.5,1349.478,10.116012880352976,53.23642489884657
118.5,26.5,1365.0635,9.936589642651361,52.84908164604918
119.5,26.5,1361.6689999999999,9.163956292600828,50.93407817679375
113.5,27.5,1213.0775,5.85238146468865,41.33847910836638
114.5,27.5,1237.9705000000001,5.895830624103082,41.54397701675304
115.5,27.5,1292.027,5.987538226260369,42.068124254339445
116.5,27.5,1293.414,6.16998974954015,42.572902340202006
117.5,27.5,1294.2169999999999,9.330183713558803,50.967338437389095
118.5,27.5,1348.091,10.062772925673901,53.09792662402176
119.5,27.5,1317.504,8.981408578383965,50.16847172185273
120.5,27.5,1359.3695,5.039930178885288,39.66328900391837
80.5,30.5,1844.783,-0.325897061907765,25.19965313830334
81.5,30.5,2004.215,-0.14430511452012684,26.508997890582595
82.5,30.5,1988.5200000000002,-1.5704225021985097,21.592496327058242
79.5,31.5,2036.1889999999999,1.2502042009787662,31.3491777919474
80.5,31.5,2099.5165,-0.7802038940345479,24.907630733914942
81.5,31.5,2054.0375000000004,-1.7758441777807277,21.20055122175629
82.5,31.5,2101.159,-1.031132291944148,23.947364827382245
78.5,32.5,1889.7875000000001,0.09020686497100971,27.046901691163015
79.5,32.5,2021.443,0.20507210963800482,27.945106294413158
80.5,32.5,2134.447,0.12498595127912182,28.09077581408784
81.5,32.5,2166.1655,0.11927356490348817,28.157156337096698
82.5,32.5,2184.744,0.7976504127860329,30.415031108787645
79.5,33.5,2009.1060000000002,0.5896627495553197,29.188550591669113
80.5,33.5,2111.7805000000003,1.1121818129582683,31.253686406136808
81.5,33.5,2092.326,0.1989126815765463,28.197980114026677
82.5,33.5,2056.4100000000003,-1.1189292438434029,23.564266117520305
79.5,34.5,1934.9015,-2.2000667880282654,19.394158452028055
80.5,34.5,1899.606,-1.6480887525437526,21.0979460257062
81.5,34.5,1900.847,-1.7680277899356778,20.68973857904871
82.5,34.5,1928.7695,-2.111245807329787,19.524489484868376
77.5,35.5,1811.5679999999998,-2.8486517216406493,16.497449975425972
78.5,35.5,1842.301,-1.9731055987298851,19.831878569703047
79.5,35.5,1936.3249999999998,-1.5789162437134463,21.58537345620752
80.5,35.5,1784.923,-2.933316485874171,15.866468561902225
81.5,35.5,1785.4705000000001,-2.5542331695606046,17.28063722542684
82.5,35.5,1876.6474999999998,-2.2905088985608058,18.68863607640448
76.5,36.5,1716.8870000000002,0.0024152259484822025,25.823039866990655
77.5,36.5,1712.069,-1.5494315170808348,20.441138091851276
78.5,36.5,1703.5645,0.23433491626698721,26.438129351734087
79.5,36.5,1721.3400000000001,1.9535268517872462,32.05400965330101
80.5,36.5,1766.7095,3.33463749192191,36.54335054690755
81.5,36.5,1799.0484999999999,4.656469440391486,40.60934161019899
82.5,36.5,1805.0710000000001,1.1490890476681725,29.985587358470188
75.5,37.5,1742.8750000000002,2.0436033567165612,32.76406376753233
76.5,37.5,1771.783,2.972824389238915,35.58496491964547
77.5,37.5,1833.979,5.189759042275566,42.435781308906975
78.5,37.5,1836.6069999999997,6.437445988733437,45.91805285683267
79.5,37.5,1872.3770000000002,6.964630302692432,47.4955074214932
80.5,37.5,1868.0700000000002,6.459451312745923,46.09470219800751
81.5,37.5,1886.5389999999998,6.129091022358724,45.25257270785034
82.5,37.5,1894.9705,5.768560311540694,44.276186184504574
85.5,28.5,1778.207,-0.4652333361786165,24.14371398372667
86.5,28.5,1957.2395000000001,-0.6893866001995375,24.2486686364214
87.5,28.5,2003.8500000000001,0.3496689187066915,27.927745821072527
88.5,28.5,1991.5860000000002,-0.463657917562843,25.147680721375487
89.5,28.5,1919.754,-0.28019667341343535,25.38630720548922
90.5,28.5,1962.751,-0.0621698902179002,26.34327189916889
91.5,28.5,1924.4989999999998,-0.35608389280258335,25.184165864940876
92.5,28.5,1877.7789999999998,1.7649756877706535,31.890550553726964
83.5,29.5,2100.283,-0.31885695960385263,26.272837018071648
84.5,29.5,2171.677,1.0648790019059273,31.07702942060755
85.5,29.5,2130.6875,-0.3016801857569251,26.41611882083825
86.5,29.5,2113.1675,-0.49847193265274425,25.634150818549003
87.5,29.5,2122.037,1.3014519433212746,31.536111564530355
88.5,29.5,2120.9785,2.0939873704100664,34.02124525777202
89.5,29.5,2088.384,1.9787869942365477,33.51851366159709
90.5,29.5,2117.292,3.1239213447883163,37.144999095291276
91.5,29.5,2082.5074999999997,3.92856001590296,39.37807378464078
92.5,29.5,2039.4009999999998,1.7139946317193067,32.47075931806119
83.5,30.5,2135.4325,-1.3336256246022526,23.072108825464944
84.5,30.5,2157.515,-1.7162443052607501,21.78081246569691
85.5,30.5,2175.473,-0.3194129179633354,26.583789707361024
86.5,30.5,2148.5724999999998,-0.04260876200691266,27.3813339812506
87.5,30.5,2084.8070000000002,-0.2675044885872113,26.30118653622131
88.5,30.5,2024.071,-0.25121942083824456,26.05409455753066
89.5,30.5,1998.4115000000002,-0.6155634720957037,24.70091039792955
90.5,30.5,2041.2625,0.018186199587511,27.097170568571514
91.5,30.5,1983.629,1.2133025350101745,30.71356770094245
92.5,30.5,2014.3619999999999,0.21913857706294948,27.633881329954225
83.5,31.5,2107.4735,-0.24060506744889576,26.62580950090018
84.5,31.5,2209.783,0.8186050755375929,30.542125277504212
85.5,31.5,2179.2325,0.02496588062970151,27.81783253960216
86.5,31.5,2148.5724999999998,-0.07360874671120676,27.33671218989156
87.5,31.5,2124.9205,0.490007482531829,29.099493224147647
88.5,31.5,2094.2605,0.18879251536110253,27.97559423834874
89.5,31.5,2098.458,0.34371062332767544,28.522454177832493
90.5,31.5,2108.3495,0.3444816538990425,28.51639811831493
91.5,31.5,2037.138,0.2965950477949342,28.026821009205772
92.5,31.5,1969.175,0.27719367072363,27.63330791917687
83.5,32.5,2139.8125,0.6035371028117797,29.578532503780018
84.5,32.5,2149.266,0.629764286552148,29.756474826322876
85.5,32.5,2120.431,-0.2610347600369489,26.687032524231423
86.5,32.5,2107.4004999999997,0.049240758640056725,27.643701966907486
87.5,32.5,2069.8055,-0.793154422131892,24.627682221325717
88.5,32.5,2052.906,-0.314264932539321,26.1415876675906
89.5,32.5,2064.805,-0.13422749770113374,26.819529403365774
90.5,32.5,2113.0945,-0.007914240700979125,27.43764338127629
91.5,32.5,2057.6510000000003,-0.22172088035126158,26.456796954681636
92.5,32.5,1995.6009999999999,-0.8841245032928713,23.925968426404452
83.5,33.5,2063.418,-0.6458820577967983,25.210577111444906
84.5,33.5,2074.295,-0.02054728540827888,27.36235349816986
85.5,33.5,2024.6185,-0.7225689378938527,24.78960146663298
86.5,33.5,2031.517,-0.8023551387527861,24.520448992242486
87.5,33.5,1995.6009999999999,-0.9237746544287884,23.93557705084097
88.5,33.5,1965.6709999999998,-1.2282947190230264,22.70642857080243
89.5,33.5,1934.0255,-1.426209768160125,21.854238235439396
90.5,33.5,2026.0055,-1.4270192961733374,22.350991766410075
91.5,33.5,1963.7365,-1.9379116335980773,20.162330621281768
92.5,33.5,1978.373,-0.49843601541570415,25.181600942729432
83.5,34.5,1955.4145,-1.664274844837732,21.248117462138765
84.5,34.5,1924.645,-1.8473766716146645,20.473419976724685
85.5,34.5,1876.8300000000002,-2.2962735887595676,18.623629842504517
86.5,34.5,1923.6960000000001,-2.011621408333364,19.810987130517454
87.5,34.5,1945.4135,-1.4125877223639005,22.05714367766578
88.5,34.5,1921.579,-1.3397386566719516,22.172722207648714
89.5,34.5,1845.805,-1.7249308337560554,20.465531288637624
90.5,34.5,1974.139,-1.4910958833795118,21.90844834465029
91.5,34.5,1966.2549999999999,-1.401873265196163,22.1166606595248
92.5,34.5,1953.7354999999998,-0.627707241679698,24.70864287786859
83.5,35.5,1936.836,-1.7304420252077013,21.028015971160514
84.5,35.5,1935.7045,-1.7691773988448456,20.87376765265019
85.5,35.5,1894.9705,-2.1471459709810237,19.329090922794364
86.5,35.5,1935.0839999999998,-1.9007591085432374,20.362944799262433
87.5,35.5,1929.6454999999999,-1.4190034644658844,22.00812696012041
88.5,35.5,1869.1285,-1.7884755438256073,20.38488756260035
89.5,35.5,1835.585,-1.80493304291921,20.167963090784806
90.5,35.5,1963.554,-1.6452781142675788,21.402197048996204
91.5,35.5,1928.003,-1.9917583822021023,19.937432650879085
92.5,35.5,1899.3505000000002,-1.263141095329312,22.31831946284542
83.5,36.5,1801.6764999999998,-0.7973128744037883,23.53989277357359
84.5,36.5,1798.3549999999998,-1.4366446171032665,21.316326709791372
85.5,36.5,1830.037,-2.166160800961514,18.965644050130425
86.5,36.5,1813.3930000000003,-2.399396566165868,18.022637305485333
87.5,36.5,1758.3875,-2.6271961314445313,16.830027832557004
88.5,36.5,1785.4705000000001,-2.196361504518285,18.538150645432736
89.5,36.5,1748.3135000000002,-2.041384737951324,18.915690596777146
90.5,36.5,1769.7024999999999,-2.0138460883473708,19.098245162290638
91.5,36.5,1839.089,-1.8301364283385135,20.08382740944564
92.5,36.5,1825.073,0.4021064373836536,27.61435603993598
83.5,37.5,1911.6875,6.184162843544971,45.51255655071435
84.5,37.5,1880.5165,5.577083200366495,43.68937102776004
85.5,37.5,1857.8135,2.7298253810228434,35.30335346421813
86.5,37.5,1848.4329999999998,0.8348757677507423,29.3441587063781
87.5,37.5,1835.147,-0.2661310857317356,25.63944858460279
88.5,37.5,1838.7240000000002,-1.2526485414283806,22.19945526326785
89.5,37.5,1890.2255,-0.14315225692511646,26.24091826573913
