city,key,tech,year,capex_usd_per_w,lcoe_utility_cents_per_kwh,yield_kwh_per_kwp_year0,yield_kwh_per_m2_year0,tcell_weighted
拉萨,lhasa,叠层,2031,0.9944,4.918053735379589,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2032,0.875072,4.327887287134037,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2033,0.77006336,3.808540812677953,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2034,0.6776557568,3.3515159151565985,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2035,0.596337065984,2.949334005337807,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2036,0.52477661806592,2.59541392469727,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2037,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2038,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2039,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2040,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2041,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2042,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2043,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2044,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2045,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2046,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2047,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2048,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2049,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
拉萨,lhasa,叠层,2050,0.5,2.4728749675078374,2023.8458284998487,572.9901062410748,28.54348134174263
乌鲁木齐,urumqi,晶硅,2025,0.65,3.511192226686477,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2026,0.6367362025441039,3.439543392034959,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2027,0.6247821872362409,3.37496978337856,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2028,0.6139358088472556,3.31637944570609,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2029,0.6040370336951427,3.2629079036017568,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2030,0.594957190219969,3.213860094633204,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2031,0.5865914131290194,3.1686695538763825,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2032,0.5788532128972661,3.1268690792574967,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2033,0.571670495649663,3.0880692316170797,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2034,0.5649825949681266,3.051942301023446,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2035,0.5587380237506496,3.018210162688377,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2036,0.5528927475457875,2.986634949806304,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2037,0.5474088415917071,2.957011799101924,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2038,0.5422534342740465,2.9291631435647356,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2039,0.5373978671968571,2.9029341752915325,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2040,0.5328170210429873,2.878189203895972,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2041,0.528488769723567,2.854808707914596,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2042,0.5243935348056404,2.832686927898783,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2043,0.5205139190573483,2.811729886886577,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2044,0.5168344029571653,2.791853750995916,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2045,0.513341091715887,2.772983462879342,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2046,0.5100215031268049,2.755051595725831,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2047,0.5068643886478711,2.7379973867763048,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2048,0.5038595817106535,2.721765917913763,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2049,0.5009978684735756,2.706307417493712,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,晶硅,2050,0.49827087718424456,2.6915766626978024,1733.928854980474,266.15237329270235,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2025,0.95,7.865629609787779,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2026,0.836,6.532510710575303,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2027,0.73568,5.430990201219705,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2028,0.6473984,4.421444695326577,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2029,0.5697105920000001,3.683759780120298,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2030,0.5013453209600001,3.0144994151475095,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2031,0.44118388244480006,2.5116227742192945,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2032,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2033,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2034,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2035,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2036,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2037,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2038,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2039,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2040,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2041,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2042,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2043,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2044,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2045,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2046,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2047,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2048,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2049,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,钙钛矿,2050,0.4,2.1214747264598386,1784.2224274840935,344.14714888070387,30.286996465343343
乌鲁木齐,urumqi,叠层,2025,1.13,6.37187564260018,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2026,1.13,6.37187564260018,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2027,1.13,6.37187564260018,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2028,1.13,6.37187564260018,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2029,1.13,6.37187564260018,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2030,1.13,6.37187564260018,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2031,0.9944,5.60725056548816,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2032,0.875072,4.93438049762958,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2033,0.77006336,4.342254837914031,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2034,0.6776557568,3.821184257364347,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2035,0.596337065984,3.362642146480625,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2036,0.52477661806592,2.95912508890295,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2037,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2038,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2039,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2040,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2041,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2042,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2043,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2044,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2045,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2046,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2047,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2048,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2049,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
乌鲁木齐,urumqi,叠层,2050,0.5,2.8194140011505224,1775.0914499786675,502.56290483589873,30.286996465343343
敦煌,dunhuang,晶硅,2025,0.65,3.10687791721077,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2026,0.6367362025441039,3.0434794565737238,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2027,0.6247821872362409,2.986341508601418,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2028,0.6139358088472556,2.93449785706534,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2029,0.6040370336951427,2.8871835710229794,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2030,0.594957190219969,2.843783624584906,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2031,0.5865914131290194,2.8037967813477076,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2032,0.5788532128972661,2.7668096376261855,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2033,0.571670495649663,2.7324775982382667,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2034,0.5649825949681266,2.7005106890998603,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2035,0.5587380237506496,2.6706628115336617,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2036,0.5528927475457875,2.642723489132302,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2037,0.5474088415917071,2.6165114486572354,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2038,0.5422534342740465,2.591869569965749,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2039,0.5373978671968571,2.5686608713078174,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2040,0.5328170210429873,2.546765287065359,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2041,0.528488769723567,2.526077058689289,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2042,0.5243935348056404,2.5065026049472947,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2043,0.5205139190573483,2.48795877033863,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2044,0.5168344029571653,2.4703713744652767,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2045,0.513341091715887,2.4536740028445507,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2046,0.5100215031268049,2.437806992872791,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2047,0.5068643886478711,2.4227165786317046,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2048,0.5038595817106535,2.4083541658336687,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2049,0.5009978684735756,2.3946757140464894,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,晶硅,2050,0.49827087718424456,2.3816412078661067,1959.5741060532325,300.78817678760333,32.18432646905635
敦煌,dunhuang,钙钛矿,2025,0.95,6.963233840747586,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2026,0.836,5.7830589414381635,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2027,0.73568,4.807911970688627,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2028,0.6473984,3.9141880376849563,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2029,0.5697105920000001,3.2611350946654376,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2030,0.5013453209600001,2.6686565960782986,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2031,0.44118388244480006,2.223473207392483,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2032,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2033,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2034,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2035,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2036,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2037,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2038,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2039,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2040,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2041,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2042,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2043,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2044,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2045,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2046,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2047,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2048,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2049,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,钙钛矿,2050,0.4,1.878085460468872,2015.4475746515498,388.74667521857725,32.18432646905635
敦煌,dunhuang,叠层,2025,1.13,5.6318102008147894,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2026,1.13,5.6318102008147894,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2027,1.13,5.6318102008147894,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2028,1.13,5.6318102008147894,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2029,1.13,5.6318102008147894,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2030,1.13,5.6318102008147894,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2031,0.9944,4.955992976717015,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2032,0.875072,4.361273819510973,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2033,0.77006336,3.837920961169656,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2034,0.6776557568,3.3773704458292975,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2035,0.596337065984,2.9720859923297818,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2036,0.52477661806592,2.615435673250208,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2037,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2038,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2039,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2040,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2041,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2042,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2043,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2044,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2045,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2046,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2047,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2048,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
敦煌,dunhuang,叠层,2049,0.5,2.4919514162897296,2008.352833316457,568.6037380547666,32.18432646905635
