tcell_c,airmass,predicted_advantage_pct
5.0,2.7399999999999998,-3.523492233832786
5.0,2.76,-3.558634367872778
5.0,2.78,-3.59377650191277
5.0,2.8,-3.6289186359527617
5.5,1.1,-0.5490815864554439
5.5,1.12,-0.5842237204954355
5.5,1.1400000000000001,-0.6193658545354273
5.5,1.1600000000000001,-0.654507988575419
5.5,1.1800000000000002,-0.6896501226154108
5.5,1.2000000000000002,-0.7247922566554026
5.5,1.22,-0.759934390695394
5.5,1.24,-0.7950765247353857
5.5,1.26,-0.8302186587753775
5.5,1.28,-0.8653607928153693
5.5,1.3,-0.900502926855361
5.5,1.32,-0.9356450608953528
5.5,1.34,-0.9707871949353446
5.5,1.36,-1.0059293289753364
5.5,1.3800000000000001,-1.041071463015328
5.5,1.4,-1.0762135970553195
5.5,1.42,-1.1113557310953113
5.5,1.44,-1.146497865135303
5.5,1.46,-1.1816399991752946
5.5,1.48,-1.2167821332152866
5.5,1.5,-1.2519242672552782
5.5,1.52,-1.28706640129527
5.5,1.54,-1.3222085353352617
5.5,1.56,-1.3573506693752535
5.5,1.58,-1.3924928034152453
5.5,1.6,-1.427634937455237
5.5,1.62,-1.4627770714952288
5.5,1.6400000000000001,-1.4979192055352206
5.5,1.6600000000000001,-1.5330613395752124
5.5,1.6800000000000002,-1.5682034736152042
5.5,1.7,-1.6033456076551955
5.5,1.72,-1.6384877416951873
5.5,1.74,-1.673629875735179
5.5,1.76,-1.7087720097751709
5.5,1.78,-1.7439141438151626
5.5,1.7999999999999998,-1.779056277855154
5.5,1.8199999999999998,-1.8141984118951457
5.5,1.8399999999999999,-1.8493405459351375
5.5,1.8599999999999999,-1.8844826799751293
5.5,1.88,-1.9196248140151209
5.5,1.9,-1.9547669480551129
5.5,1.92,-1.9899090820951044
5.5,1.94,-2.0250512161350964
5.5,1.96,-2.060193350175088
5.5,1.98,-2.09533548421508
5.5,2.0,-2.1304776182550715
5.5,2.02,-2.165619752295063
5.5,2.04,-2.200761886335055
5.5,2.06,-2.2359040203750467
5.5,2.08,-2.2710461544150387
5.5,2.1,-2.30618828845503
5.5,2.12,-2.341330422495022
5.5,2.1399999999999997,-2.3764725565350133
5.5,2.16,-2.4116146905750058
5.5,2.1799999999999997,-2.4467568246149964
5.5,2.2,-2.4818989586549893
5.5,2.2199999999999998,-2.51704109269498
5.5,2.24,-2.5521832267349724
5.5,2.26,-2.5873253607749636
5.5,2.28,-2.6224674948149556
5.5,2.3,-2.657609628854947
5.5,2.32,-2.6927517628949387
5.5,2.34,-2.7278938969349307
