province,resource_band,perovskite_gamma_pct_per_c,thermal_scale,spectral_response_scale,ghi_kwh_m2,weighted_cell_temperature_c,airmass,stressed_advantage_pct
北京,III,-0.1,1.2941176470588234,0.7,1578.1503,33.44223213829122,2.072431557335143,3.2371315730670274
北京,III,-0.1,1.2941176470588234,1.0,1578.1503,33.44223213829122,2.072431557335143,3.534180336029456
北京,III,-0.1,1.2941176470588234,1.3,1578.1503,33.44223213829122,2.072431557335143,3.8312290989918845
北京,III,-0.15,1.0,0.7,1578.1503,33.44223213829122,2.072431557335143,2.6752895716295777
北京,III,-0.15,1.0,1.0,1578.1503,33.44223213829122,2.072431557335143,2.9723383345920062
北京,III,-0.15,1.0,1.3,1578.1503,33.44223213829122,2.072431557335143,3.269387097554435
北京,III,-0.25,0.411764705882353,0.7,1578.1503,33.44223213829122,2.072431557335143,1.5516055687546775
北京,III,-0.25,0.411764705882353,1.0,1578.1503,33.44223213829122,2.072431557335143,1.848654331717106
北京,III,-0.25,0.411764705882353,1.3,1578.1503,33.44223213829122,2.072431557335143,2.1457030946795346
黑龙江,III,-0.1,1.2941176470588234,0.7,1424.2582999999995,21.447506631772608,2.277360450729775,0.8172192585054806
黑龙江,III,-0.1,1.2941176470588234,1.0,1424.2582999999995,21.447506631772608,2.277360450729775,1.0126066685472725
黑龙江,III,-0.1,1.2941176470588234,1.3,1424.2582999999995,21.447506631772608,2.277360450729775,1.2079940785890644
黑龙江,III,-0.15,1.0,0.7,1424.2582999999995,21.447506631772608,2.277360450729775,0.7387101702928331
黑龙江,III,-0.15,1.0,1.0,1424.2582999999995,21.447506631772608,2.277360450729775,0.9340975803346251
黑龙江,III,-0.15,1.0,1.3,1424.2582999999995,21.447506631772608,2.277360450729775,1.129484990376417
黑龙江,III,-0.25,0.411764705882353,0.7,1424.2582999999995,21.447506631772608,2.277360450729775,0.5816919938675383
黑龙江,III,-0.25,0.411764705882353,1.0,1424.2582999999995,21.447506631772608,2.277360450729775,0.7770794039093302
黑龙江,III,-0.25,0.411764705882353,1.3,1424.2582999999995,21.447506631772608,2.277360450729775,0.972466813951122
湖北,IV,-0.1,1.2941176470588234,0.7,1503.7993,36.48308135522833,1.6931350036500714,4.537192394719849
湖北,IV,-0.1,1.2941176470588234,1.0,1503.7993,36.48308135522833,1.6931350036500714,5.003604792579612
湖北,IV,-0.1,1.2941176470588234,1.3,1503.7993,36.48308135522833,1.6931350036500714,5.470017190439375
湖北,IV,-0.15,1.0,0.7,1503.7993,36.48308135522833,1.6931350036500714,3.7692731851157935
湖北,IV,-0.15,1.0,1.0,1503.7993,36.48308135522833,1.6931350036500714,4.235685582975557
湖北,IV,-0.15,1.0,1.3,1503.7993,36.48308135522833,1.6931350036500714,4.702097980835321
湖北,IV,-0.25,0.411764705882353,0.7,1503.7993,36.48308135522833,1.6931350036500714,2.233434765907682
湖北,IV,-0.25,0.411764705882353,1.0,1503.7993,36.48308135522833,1.6931350036500714,2.699847163767446
湖北,IV,-0.25,0.411764705882353,1.3,1503.7993,36.48308135522833,1.6931350036500714,3.166259561627209
上海,III,-0.1,1.2941176470588234,0.7,1497.36519,32.5837204624576,1.690554696445851,3.559558063687776
上海,III,-0.1,1.2941176470588234,1.0,1497.36519,32.5837204624576,1.690554696445851,3.999315902637502
上海,III,-0.1,1.2941176470588234,1.3,1497.36519,32.5837204624576,1.690554696445851,4.439073741587228
上海,III,-0.15,1.0,0.7,1497.36519,32.5837204624576,1.690554696445851,2.995981657561
上海,III,-0.15,1.0,1.0,1497.36519,32.5837204624576,1.690554696445851,3.4357394965107257
上海,III,-0.15,1.0,1.3,1497.36519,32.5837204624576,1.690554696445851,3.8754973354604516
上海,III,-0.25,0.411764705882353,0.7,1497.36519,32.5837204624576,1.690554696445851,1.8688288453074475
上海,III,-0.25,0.411764705882353,1.0,1497.36519,32.5837204624576,1.690554696445851,2.3085866842571736
上海,III,-0.25,0.411764705882353,1.3,1497.36519,32.5837204624576,1.690554696445851,2.7483445232068995
广东,III,-0.1,1.2941176470588234,0.7,1501.0451,38.33195094596736,1.585089821695047,5.338260073172138
广东,III,-0.1,1.2941176470588234,1.0,1501.0451,38.33195094596736,1.585089821695047,5.864870202257008
广东,III,-0.1,1.2941176470588234,1.3,1501.0451,38.33195094596736,1.585089821695047,6.391480331341879
广东,III,-0.15,1.0,0.7,1501.0451,38.33195094596736,1.585089821695047,4.417765983237676
广东,III,-0.15,1.0,1.0,1501.0451,38.33195094596736,1.585089821695047,4.944376112322546
广东,III,-0.15,1.0,1.3,1501.0451,38.33195094596736,1.585089821695047,5.470986241407416
广东,III,-0.25,0.411764705882353,0.7,1501.0451,38.33195094596736,1.585089821695047,2.5767778033687514
广东,III,-0.25,0.411764705882353,1.0,1501.0451,38.33195094596736,1.585089821695047,3.1033879324536215
广东,III,-0.25,0.411764705882353,1.3,1501.0451,38.33195094596736,1.585089821695047,3.6299980615384917
海南,III,-0.1,1.2941176470588234,0.7,1728.62315,38.498787366548335,1.5546774336852744,5.342397792454702
海南,III,-0.1,1.2941176470588234,1.0,1728.62315,38.498787366548335,1.5546774336852744,5.896813579525321
海南,III,-0.1,1.2941176470588234,1.3,1728.62315,38.498787366548335,1.5546774336852744,6.45122936659594
海南,III,-0.15,1.0,0.7,1728.62315,38.498787366548335,1.5546774336852744,4.437441031268272
海南,III,-0.15,1.0,1.0,1728.62315,38.498787366548335,1.5546774336852744,4.991856818338891
海南,III,-0.15,1.0,1.3,1728.62315,38.498787366548335,1.5546774336852744,5.54627260540951
海南,III,-0.25,0.411764705882353,0.7,1728.62315,38.498787366548335,1.5546774336852744,2.6275275088954118
海南,III,-0.25,0.411764705882353,1.0,1728.62315,38.498787366548335,1.5546774336852744,3.1819432959660308
海南,III,-0.25,0.411764705882353,1.3,1728.62315,38.498787366548335,1.5546774336852744,3.7363590830366498
四川,IV,-0.1,1.2941176470588234,0.7,1292.36204,37.88741715652954,1.6402799909973844,5.112385448406778
四川,IV,-0.1,1.2941176470588234,1.0,1292.36204,37.88741715652954,1.6402799909973844,5.607729935243241
四川,IV,-0.1,1.2941176470588234,1.3,1292.36204,37.88741715652954,1.6402799909973844,6.103074422079703
四川,IV,-0.15,1.0,0.7,1292.36204,37.88741715652954,1.6402799909973844,4.232208643198483
四川,IV,-0.15,1.0,1.0,1292.36204,37.88741715652954,1.6402799909973844,4.727553130034945
四川,IV,-0.15,1.0,1.3,1292.36204,37.88741715652954,1.6402799909973844,5.222897616871407
四川,IV,-0.25,0.411764705882353,0.7,1292.36204,37.88741715652954,1.6402799909973844,2.471855032781891
四川,IV,-0.25,0.411764705882353,1.0,1292.36204,37.88741715652954,1.6402799909973844,2.9671995196183536
四川,IV,-0.25,0.411764705882353,1.3,1292.36204,37.88741715652954,1.6402799909973844,3.4625440064548156
云南,II,-0.1,1.2941176470588234,0.7,1628.37605,31.096594577412027,1.623061651841541,3.2597505523628034
云南,II,-0.1,1.2941176470588234,1.0,1628.37605,31.096594577412027,1.623061651841541,3.7341371339049156
云南,II,-0.1,1.2941176470588234,1.3,1628.37605,31.096594577412027,1.623061651841541,4.208523715447028
云南,II,-0.15,1.0,0.7,1628.37605,31.096594577412027,1.623061651841541,2.7828174380494186
云南,II,-0.15,1.0,1.0,1628.37605,31.096594577412027,1.623061651841541,3.257204019591531
云南,II,-0.15,1.0,1.3,1628.37605,31.096594577412027,1.623061651841541,3.731590601133643
云南,II,-0.25,0.411764705882353,0.7,1628.37605,31.096594577412027,1.623061651841541,1.828951209422648
云南,II,-0.25,0.411764705882353,1.0,1628.37605,31.096594577412027,1.623061651841541,2.3033377909647603
云南,II,-0.25,0.411764705882353,1.3,1628.37605,31.096594577412027,1.623061651841541,2.7777243725068725
西藏,I,-0.1,1.2941176470588234,0.7,2132.1637800000003,28.54348134174263,1.7329901885479526,1.3714302897760535
西藏,I,-0.1,1.2941176470588234,1.0,2132.1637800000003,28.54348134174263,1.7329901885479526,1.6607537262821328
西藏,I,-0.1,1.2941176470588234,1.3,2132.1637800000003,28.54348134174263,1.7329901885479526,1.9500771627882123
西藏,I,-0.15,1.0,0.7,2132.1637800000003,28.54348134174263,1.7329901885479526,1.229553418970879
西藏,I,-0.15,1.0,1.0,2132.1637800000003,28.54348134174263,1.7329901885479526,1.5188768554769583
西藏,I,-0.15,1.0,1.3,2132.1637800000003,28.54348134174263,1.7329901885479526,1.8082002919830378
西藏,I,-0.25,0.411764705882353,0.7,2132.1637800000003,28.54348134174263,1.7329901885479526,0.9457996773605296
西藏,I,-0.25,0.411764705882353,1.0,2132.1637800000003,28.54348134174263,1.7329901885479526,1.2351231138666092
西藏,I,-0.25,0.411764705882353,1.3,2132.1637800000003,28.54348134174263,1.7329901885479526,1.5244465503726885
宁夏,II,-0.1,1.2941176470588234,0.7,1779.0692,33.21632458703616,1.9538840933034125,2.6468313380186155
宁夏,II,-0.1,1.2941176470588234,1.0,1779.0692,33.21632458703616,1.9538840933034125,2.918507939182069
宁夏,II,-0.1,1.2941176470588234,1.3,1779.0692,33.21632458703616,1.9538840933034125,3.190184540345522
宁夏,II,-0.15,1.0,0.7,1779.0692,33.21632458703616,1.9538840933034125,2.2070364962068356
宁夏,II,-0.15,1.0,1.0,1779.0692,33.21632458703616,1.9538840933034125,2.4787130973702887
宁夏,II,-0.15,1.0,1.3,1779.0692,33.21632458703616,1.9538840933034125,2.750389698533742
宁夏,II,-0.25,0.411764705882353,0.7,1779.0692,33.21632458703616,1.9538840933034125,1.327446812583275
宁夏,II,-0.25,0.411764705882353,1.0,1779.0692,33.21632458703616,1.9538840933034125,1.599123413746728
宁夏,II,-0.25,0.411764705882353,1.3,1779.0692,33.21632458703616,1.9538840933034125,1.8708000149101813
新疆,II,-0.1,1.2941176470588234,0.7,1657.52409,30.286996465343343,2.0851727119566807,2.021049641451469
新疆,II,-0.1,1.2941176470588234,1.0,1657.52409,30.286996465343343,2.0851727119566807,2.2565231910053196
新疆,II,-0.1,1.2941176470588234,1.3,1657.52409,30.286996465343343,2.0851727119566807,2.4919967405591703
新疆,II,-0.15,1.0,0.7,1657.52409,30.286996465343343,2.0851727119566807,1.70295247467515
新疆,II,-0.15,1.0,1.0,1657.52409,30.286996465343343,2.0851727119566807,1.9384260242290008
新疆,II,-0.15,1.0,1.3,1657.52409,30.286996465343343,2.0851727119566807,2.1738995737828515
新疆,II,-0.25,0.411764705882353,0.7,1657.52409,30.286996465343343,2.0851727119566807,1.066758141122512
新疆,II,-0.25,0.411764705882353,1.0,1657.52409,30.286996465343343,2.0851727119566807,1.3022316906763627
新疆,II,-0.25,0.411764705882353,1.3,1657.52409,30.286996465343343,2.0851727119566807,1.5377052402302134
甘肃,I,-0.1,1.2941176470588234,0.7,1935.1824,32.18432646905635,2.0085375953401017,1.9435308654200638
甘肃,I,-0.1,1.2941176470588234,1.0,1935.1824,32.18432646905635,2.0085375953401017,2.1508086712307897
甘肃,I,-0.1,1.2941176470588234,1.3,1935.1824,32.18432646905635,2.0085375953401017,2.3580864770415157
甘肃,I,-0.15,1.0,0.7,1935.1824,32.18432646905635,2.0085375953401017,1.6280226390137909
甘肃,I,-0.15,1.0,1.0,1935.1824,32.18432646905635,2.0085375953401017,1.835300444824517
甘肃,I,-0.15,1.0,1.3,1935.1824,32.18432646905635,2.0085375953401017,2.042578250635243
甘肃,I,-0.25,0.411764705882353,0.7,1935.1824,32.18432646905635,2.0085375953401017,0.9970061862012447
甘肃,I,-0.25,0.411764705882353,1.0,1935.1824,32.18432646905635,2.0085375953401017,1.2042839920119708
甘肃,I,-0.25,0.411764705882353,1.3,1935.1824,32.18432646905635,2.0085375953401017,1.4115617978226969
天津,III,-0.1,1.2941176470588234,0.7,1603.6684499999997,30.92585883341104,2.0130691685959063,2.79992605035809
天津,III,-0.1,1.2941176470588234,1.0,1603.6684499999997,30.92585883341104,2.0130691685959063,3.1106939723139666
天津,III,-0.1,1.2941176470588234,1.3,1603.6684499999997,30.92585883341104,2.0130691685959063,3.4214618942698434
天津,III,-0.15,1.0,0.7,1603.6684499999997,30.92585883341104,2.0130691685959063,2.339739109267349
天津,III,-0.15,1.0,1.0,1603.6684499999997,30.92585883341104,2.0130691685959063,2.650507031223226
天津,III,-0.15,1.0,1.3,1603.6684499999997,30.92585883341104,2.0130691685959063,2.9612749531791027
天津,III,-0.25,0.411764705882353,0.7,1603.6684499999997,30.92585883341104,2.0130691685959063,1.4193652270858674
天津,III,-0.25,0.411764705882353,1.0,1603.6684499999997,30.92585883341104,2.0130691685959063,1.7301331490417442
天津,III,-0.25,0.411764705882353,1.3,1603.6684499999997,30.92585883341104,2.0130691685959063,2.040901070997621
河北,III,-0.1,1.2941176470588234,0.7,1644.4605,35.49158921350771,2.006839801433393,3.634149910986353
河北,III,-0.1,1.2941176470588234,1.0,1644.4605,35.49158921350771,2.006839801433393,3.958852779308668
河北,III,-0.1,1.2941176470588234,1.3,1644.4605,35.49158921350771,2.006839801433393,4.283555647630983
河北,III,-0.15,1.0,0.7,1644.4605,35.49158921350771,2.006839801433393,2.9993929933691965
河北,III,-0.15,1.0,1.0,1644.4605,35.49158921350771,2.006839801433393,3.3240958616915117
河北,III,-0.15,1.0,1.3,1644.4605,35.49158921350771,2.006839801433393,3.648798730013827
河北,III,-0.25,0.411764705882353,0.7,1644.4605,35.49158921350771,2.006839801433393,1.7298791581348836
河北,III,-0.25,0.411764705882353,1.0,1644.4605,35.49158921350771,2.006839801433393,2.054582026457199
河北,III,-0.25,0.411764705882353,1.3,1644.4605,35.49158921350771,2.006839801433393,2.3792848947795138
山西,II,-0.1,1.2941176470588234,0.7,1564.364,30.92077555270724,1.9797193796560832,2.6899576135035197
山西,II,-0.1,1.2941176470588234,1.0,1564.364,30.92077555270724,1.9797193796560832,3.005364266533115
山西,II,-0.1,1.2941176470588234,1.3,1564.364,30.92077555270724,1.9797193796560832,3.32077091956271
山西,II,-0.15,1.0,0.7,1564.364,30.92077555270724,1.9797193796560832,2.2589852343161
山西,II,-0.15,1.0,1.0,1564.364,30.92077555270724,1.9797193796560832,2.574391887345695
山西,II,-0.15,1.0,1.3,1564.364,30.92077555270724,1.9797193796560832,2.88979854037529
山西,II,-0.25,0.411764705882353,0.7,1564.364,30.92077555270724,1.9797193796560832,1.3970404759412598
山西,II,-0.25,0.411764705882353,1.0,1564.364,30.92077555270724,1.9797193796560832,1.712447128970855
山西,II,-0.25,0.411764705882353,1.3,1564.364,30.92077555270724,1.9797193796560832,2.02785378200045
内蒙古,II,-0.1,1.2941176470588234,0.7,1685.8092,27.725475322458664,2.0284908545914,1.8916498790082685
内蒙古,II,-0.1,1.2941176470588234,1.0,1685.8092,27.725475322458664,2.0284908545914,2.1604245169047736
内蒙古,II,-0.1,1.2941176470588234,1.3,1685.8092,27.725475322458664,2.0284908545914,2.4291991548012786
内蒙古,II,-0.15,1.0,0.7,1685.8092,27.725475322458664,2.0284908545914,1.6140028056591005
内蒙古,II,-0.15,1.0,1.0,1685.8092,27.725475322458664,2.0284908545914,1.8827774435556055
内蒙古,II,-0.15,1.0,1.3,1685.8092,27.725475322458664,2.0284908545914,2.1515520814521105
内蒙古,II,-0.25,0.411764705882353,0.7,1685.8092,27.725475322458664,2.0284908545914,1.0587086589607637
内蒙古,II,-0.25,0.411764705882353,1.0,1685.8092,27.725475322458664,2.0284908545914,1.3274832968572687
