"province","band","lat","lon","full","thermal","spectral","iam","tcell","airmass"
"grid_26_104","pvgis_bbox_sample","26","104","3.523545305190812","1.7654793860516271","1.6992048396407666","0.0588610794984179","31.754827737326384","1.5181205500397774"
"grid_26_108","pvgis_bbox_sample","26","108","4.1356076828190425","2.270245019293027","1.8030632981664183","0.0622993653595971","33.67926892571999","1.5087215757622114"
"grid_26_112","pvgis_bbox_sample","26","112","4.453814472854689","2.670792567663538","1.716900179970926","0.066121725220225","35.902436501561546","1.6229737765955892"
"grid_26_115","pvgis_bbox_sample","26","115","4.870316737227243","3.093247522143683","1.6947999960025717","0.0822692190809881","39.17420151995739","1.5736101476054805"
"grid_26_118","pvgis_bbox_sample","26","118","4.884123522803496","3.0729082376333983","1.734979112719226","0.076236172450872","38.56162411829796","1.5712772412887444"
"grid_29_80","pvgis_bbox_sample","29","80","5.497251187924057","3.922553078493785","1.4401138238903322","0.1345842855399404","45.87684567514254","1.8084784738245283"
"grid_29_84","pvgis_bbox_sample","29","84","0.448135344247258","-0.5827346269191236","1.0050874438033874","0.0257825273629941","18.04363803190894","1.5613707382961162"
"grid_29_87","pvgis_bbox_sample","29","87","0.3979922166558847","-0.3454150233098585","0.7090880272121347","0.0343192127536085","19.98451460484108","1.7374148614778262"
"grid_29_94","pvgis_bbox_sample","29","94","1.2977633130021538","-0.0257421844090388","1.287470733824625","0.0360347635865676","21.12676361924607","1.727964524670256"
"grid_29_98","pvgis_bbox_sample","29","98","1.0724692146339532","-0.0938558963184843","1.135710265918077","0.0306148450343601","22.474366622744107","1.5823590966017382"
"grid_29_101","pvgis_bbox_sample","29","101","2.129343245043392","0.7783099214605071","1.3039998415103726","0.0470334820725115","28.982404324135683","1.5915405146333033"
"grid_29_104","pvgis_bbox_sample","29","104","4.902068145862648","3.106237183885585","1.7203975498613966","0.0754334121156663","37.72482225976993","1.628119246667199"
"grid_29_108","pvgis_bbox_sample","29","108","4.205191787258222","2.388192109452403","1.7489874496613875","0.0680122281444317","33.88777752713105","1.5711466801542129"
"grid_29_112","pvgis_bbox_sample","29","112","4.490705370006642","2.769499011682819","1.6397598003960343","0.0814465579277889","36.82163763345557","1.6844664476121134"
"grid_29_115","pvgis_bbox_sample","29","115","4.276307691322945","2.638412531706824","1.569067615158426","0.0688275444576946","36.72535444401477","1.66865829811879"
"grid_29_118","pvgis_bbox_sample","29","118","4.380287153503892","2.6901759404867054","1.6158757959003012","0.0742354171168857","36.90962922376638","1.5928606892568833"
"grid_29_122","pvgis_bbox_sample","29","122","3.051750966234734","1.431030157104085","1.5790441797113086","0.0416766294193404","28.971955665696147","1.668990310649496"
"grid_32_80","pvgis_bbox_sample","32","80","0.1585201732490437","-0.475994379231226","0.5907868591934262","0.0437276932868435","18.836363781573706","1.8867414470739228"
"grid_32_84","pvgis_bbox_sample","32","84","0.0445496067974282","-0.6670769103145124","0.6808956029665136","0.030730914145427","16.16888020931416","1.8384204984467547"
"grid_32_87","pvgis_bbox_sample","32","87","0.4775185028331519","-0.2688294369451838","0.7164425714917488","0.0299053682865868","20.386292999313213","1.8272820631041984"
"grid_32_90","pvgis_bbox_sample","32","90","0.3248831005728148","-0.4534111191950352","0.7509137577616842","0.0273804620061657","16.78304798098183","1.8357235891655963"
"grid_32_94","pvgis_bbox_sample","32","94","0.2609198796785117","-0.5262275759056911","0.7591139794132507","0.0280334761709522","17.88040319344808","1.7729914592635705"
"grid_32_98","pvgis_bbox_sample","32","98","0.6274108379716203","-0.4351549626259499","1.037316176979819","0.0252496236177512","18.90326498990291","1.7138698878098322"
"grid_32_101","pvgis_bbox_sample","32","101","1.330269842734455","0.1433876579760795","1.149627739156256","0.0372544456021195","23.30812293775158","1.5767727192791987"
"grid_32_104","pvgis_bbox_sample","32","104","4.023572106492623","2.207719973849942","1.760416827718614","0.0554353049240674","32.549525004920554","1.565875787207444"
"grid_32_108","pvgis_bbox_sample","32","108","4.314902520335884","2.5900090747644766","1.6495346237591413","0.0753588218122658","35.18702507874706","1.6443320554649985"
"grid_32_112","pvgis_bbox_sample","32","112","3.939815123608392","2.2257629115501887","1.640576600937682","0.0734756111205214","34.35704851496788","1.6038205276468698"
"grid_32_115","pvgis_bbox_sample","32","115","3.847154714663836","2.364649062055668","1.398981166735136","0.0835244858730321","35.762835621088044","1.7973876788211136"
"grid_32_118","pvgis_bbox_sample","32","118","3.680832565180303","2.219667114286583","1.392631549395151","0.0685339014985686","34.82060591741076","1.7427049090577331"
"grid_32_122","pvgis_bbox_sample","32","122","2.458441777527609","1.0430658444847474","1.3848242463079252","0.0305516867349364","26.883343961840488","1.7322510072904516"
"grid_35_80","pvgis_bbox_sample","35","80","-0.2344248476093158","-0.8321164912585055","0.5794112290172904","0.0182804146318993","15.26995683225212","1.8611274879338031"
"grid_35_84","pvgis_bbox_sample","35","84","-0.3536056932311071","-1.0543881616495554","0.7269909633062954","-0.0262084948878471","10.64789569563451","1.780364130803578"
"grid_35_87","pvgis_bbox_sample","35","87","-0.2603604654916158","-0.920338709680868","0.6561158341318651","0.0038624100573869","13.134554951428488","1.9023956920893856"
"grid_35_90","pvgis_bbox_sample","35","90","-0.3103914003847019","-1.0035881902572652","0.6695330474082883","0.0236637424642749","11.068991467067702","1.8893269935072436"
"grid_35_94","pvgis_bbox_sample","35","94","0.0001820215269843","-0.7917372095189168","0.7635518470011093","0.0283673840447917","14.418061906908312","1.824525271802556"
"grid_35_98","pvgis_bbox_sample","35","98","-0.1154334920927202","-0.8350599633986655","0.7031524388686483","0.0164740324372969","13.509367696838424","1.968207879186268"
"grid_35_101","pvgis_bbox_sample","35","101","0.4955007471841854","-0.3645448829384334","0.8213976934445255","0.0386479366780934","19.30599761857906","1.909232884483893"
"grid_35_104","pvgis_bbox_sample","35","104","1.8671857803282956","0.6998929389306241","1.1010304620963085","0.0662623793013628","27.648482191603893","1.8188314132105443"
"grid_35_108","pvgis_bbox_sample","35","108","3.0706692543750025","1.5603486702027825","1.4352789569863411","0.0750416271858789","31.251353937054667","1.662093525799608"
"grid_35_112","pvgis_bbox_sample","35","112","3.3708547866240446","1.9254209626859973","1.38721991474815","0.0582139091898969","33.78363307164891","1.6623666355493667"
"grid_35_115","pvgis_bbox_sample","35","115","3.455894767542844","2.105287987415827","1.280586108637305","0.0700206714897122","34.344199788392665","1.8693907974810784"
"grid_35_118","pvgis_bbox_sample","35","118","3.188265336101015","1.8683661732377788","1.2617176703146216","0.0581814925486146","32.68122295428245","1.8332473680856989"
"grid_38_80","pvgis_bbox_sample","38","80","2.572674803748809","1.5845652460427573","0.89729637277709","0.0908131849289617","35.351933716606005","1.925087346833843"
"grid_38_84","pvgis_bbox_sample","38","84","2.282230020981157","1.370938161761348","0.8159569116293675","0.0953349475904419","34.255749535494466","1.976344203426305"
"grid_38_87","pvgis_bbox_sample","38","87","0.6733173378438151","-0.1151840313349361","0.7555450802547159","0.0329562889240353","23.576329458889457","1.8545973327398388"
"grid_38_90","pvgis_bbox_sample","38","90","0.7072589082292691","0.0139096129855076","0.6490790561925142","0.0442702390512472","24.737331390043902","1.977412250712555"
"grid_38_94","pvgis_bbox_sample","38","94","1.0027007651214117","0.2738204319378878","0.6727824959170681","0.0560978372664555","26.436439510300627","1.929704603687957"
"grid_38_98","pvgis_bbox_sample","38","98","-0.470423808056597","-1.1050757777755993","0.629068332763949","0.0055836369550532","11.19905381134137","1.9989657128420568"
"grid_38_101","pvgis_bbox_sample","38","101","0.3244425711951715","-0.4352619088361598","0.7415926257796968","0.0181118542516345","19.209929971538717","1.826607468647175"
"grid_38_104","pvgis_bbox_sample","38","104","1.5231430638863452","0.6262658951133648","0.8388383259549492","0.0580388428180311","26.62355163060481","1.9689601920837931"
"grid_38_108","pvgis_bbox_sample","38","108","1.8028709429812828","0.8322606587008563","0.9158391034573166","0.0547711808231099","27.785532447981776","1.932963032501401"
"grid_38_112","pvgis_bbox_sample","38","112","1.9966680833450656","0.8119032726062292","1.1437973477845145","0.0409674629543221","26.98542116054315","1.7415443318626598"
"grid_38_115","pvgis_bbox_sample","38","115","3.4694278602217743","2.244828072677008","1.153158388905129","0.0714413986396378","35.78717579048032","1.9493875010357689"
"grid_38_118","pvgis_bbox_sample","38","118","2.4608535812455257","1.327740775526376","1.0947385717181346","0.0383742340010151","29.408186977749555","1.9246260334176275"
"grid_41_80","pvgis_bbox_sample","41","80","3.036367574630483","2.0141340837440014","0.9247468123334324","0.0974866785530492","37.03924118709944","1.9985702868315791"
"grid_41_84","pvgis_bbox_sample","41","84","2.608400069064265","1.6826816660932664","0.8330258806671154","0.0926925223038832","35.28142504060562","1.9926948647167089"
"grid_41_87","pvgis_bbox_sample","41","87","2.443025227848872","1.5592054203439345","0.7958004619125214","0.088019345592416","34.32325420319315","2.055907145670992"
"grid_41_90","pvgis_bbox_sample","41","90","2.1597695462096445","1.2912921968355917","0.7867558762820082","0.0817214730920445","32.94648844545975","2.01854375646747"
"grid_41_94","pvgis_bbox_sample","41","94","2.009387234356552","1.1757847359008533","0.7732343104936756","0.0603681879620232","31.975378958499785","2.0059927530847013"
"grid_41_98","pvgis_bbox_sample","41","98","1.2828748385572908","0.5682696912188145","0.6694101306412126","0.0451950166972636","27.00247507225888","2.0199510532976483"
"grid_41_101","pvgis_bbox_sample","41","101","1.9545829450124064","1.0618616870168962","0.8251529462319329","0.0675683117635772","29.49204335432574","2.077200928670065"
"grid_41_104","pvgis_bbox_sample","41","104","1.3482005082427806","0.5733517042195047","0.7248056209094633","0.0500431831138126","26.12752215360579","2.067911427014344"
"grid_41_108","pvgis_bbox_sample","41","108","1.996532933253481","1.051219317260221","0.8819974283463594","0.0633161876469001","29.189958336542016","2.0153587214578925"
"grid_41_112","pvgis_bbox_sample","41","112","1.3339030488620285","0.4291296174094183","0.8687945583723655","0.0359788730802446","24.029071556787574","1.980352035683641"
"grid_41_115","pvgis_bbox_sample","41","115","1.4621520363124585","0.5741516749151243","0.8526042884234641","0.03539607297387","24.837173087504077","1.9804891672675204"
"grid_41_118","pvgis_bbox_sample","41","118","2.182054744676232","1.1241638182710512","1.0180794350024502","0.0398114914027303","28.341875791502627","1.899114742072932"
"grid_41_122","pvgis_bbox_sample","41","122","1.73663765545784","0.8342594527493308","0.8665579344528718","0.0358202682556374","25.88462636526021","2.068935121457548"
"grid_44_80","pvgis_bbox_sample","44","80","2.9274086937632893","1.958497022150274","0.8822598288412253","0.0866518427717899","34.6957374694914","2.118494435125072"
"grid_44_84","pvgis_bbox_sample","44","84","0.557428299977003","-0.2427132332424308","0.7449123473709962","0.0552291858484377","21.2966990145814","2.04678977814499"
"grid_44_87","pvgis_bbox_sample","44","87","2.276902660915004","1.4344655099900017","0.7744110173851793","0.0680261335398224","32.10966390281135","2.150450713832199"
"grid_44_90","pvgis_bbox_sample","44","90","1.2174816512537934","0.5369248067454535","0.6243308358014898","0.05622600870685","27.396845959510905","2.1889160082573134"
"grid_44_94","pvgis_bbox_sample","44","94","1.97292311760382","1.2186164759080853","0.6966138651047116","0.0576927765910229","31.21683096606277","2.185906507720805"
"grid_44_98","pvgis_bbox_sample","44","98","1.372009531132545","0.6443886761560602","0.6840562879748102","0.0435645670016748","26.315707816484508","2.135418980328689"
"grid_44_101","pvgis_bbox_sample","44","101","1.5217693662452405","0.7976913997169044","0.6677606202645903","0.0563173462637456","27.783779011328328","2.1305354819656768"
"grid_44_104","pvgis_bbox_sample","44","104","0.7020074251068875","0.0422616699610634","0.623029453370183","0.0367163017756411","21.599547492668044","2.219439414642564"
"grid_44_108","pvgis_bbox_sample","44","108","1.1868723917958235","0.4627756057592247","0.6816709629479556","0.0424258230886431","24.92807906070446","2.144924329386274"
"grid_44_112","pvgis_bbox_sample","44","112","1.2416225730503605","0.4933983557032118","0.7111385953223914","0.0370856220247572","25.11788468666101","2.1359813808398163"
"grid_44_115","pvgis_bbox_sample","44","115","0.6936307544311626","-0.00810610425237","0.674615563516956","0.0271212951665766","20.23833929177079","2.145397077830609"
"grid_44_118","pvgis_bbox_sample","44","118","1.0783349810902676","0.3347422616644335","0.7177837816967347","0.0258089377290993","22.86195072808657","2.113636453348431"
"grid_44_122","pvgis_bbox_sample","44","122","1.4065408083498545","0.6753773890538106","0.6927967330476514","0.0383666862483922","25.551580295363834","2.20015006238041"
"grid_47_80","pvgis_bbox_sample","47","80","1.953968132537232","1.0942635053334815","0.7907078146850433","0.0689968125187068","29.369778706186413","2.14126411411833"
"grid_47_84","pvgis_bbox_sample","47","84","2.2978204047261475","1.0316832289139155","1.1998371397779597","0.0663000360342724","29.768070712049468","1.6855895001038612"
"grid_47_87","pvgis_bbox_sample","47","87","1.7215038020213402","0.9433596513547028","0.7068642727937613","0.0712798778728762","28.88711685465394","2.158346791580477"
"grid_47_90","pvgis_bbox_sample","47","90","0.2786505148406615","-0.2327685216033992","0.5048286242156474","0.0065904122284132","20.23686538361996","2.248480249066036"
"grid_47_94","pvgis_bbox_sample","47","94","0.9757807509281236","0.4246937483434188","0.505804188638348","0.0452828139463568","25.575635091623862","2.352359394161108"
"grid_47_98","pvgis_bbox_sample","47","98","0.1702598054098114","-0.2974567094498059","0.4445026476459723","0.023213867213645","19.52004993175095","2.2827090136170467"
"grid_47_101","pvgis_bbox_sample","47","101","0.5348534401708349","-0.2763761475468418","0.769180699517602","0.0420488882000746","19.04484892888052","1.9556650545934489"
"grid_47_108","pvgis_bbox_sample","47","108","0.3940948007836065","-0.1558674883196387","0.5274354269595216","0.0225268621437235","19.57623046223521","2.3476961980700994"
"grid_47_112","pvgis_bbox_sample","47","112","0.4287515049423929","-0.1375148249241897","0.5580554047582287","0.0082109251083539","19.332485388059123","2.3132134110400746"
"grid_47_118","pvgis_bbox_sample","47","118","0.5100163485892706","-0.0805876747292599","0.5871395346863761","0.0034644886321544","18.52418974786146","2.256702770680853"
"grid_47_122","pvgis_bbox_sample","47","122","1.041611571291945","0.3998278522242993","0.6130759019107757","0.0287078171568699","23.36421233348542","2.3635913518236573"
"grid_23.0_80.0","pvgis_bbox_sample","23.0","80.0","5.622002470811527","3.903137807468471","1.5785236040408934","0.14034105930216256","46.55826936009123","1.670389897986407"
"grid_23.0_82.5","pvgis_bbox_sample","23.0","82.5","5.459812154207677","3.7661573055112196","1.5583952487902675","0.13525959990619008","45.452727506112716","1.6712873426381385"
"grid_23.0_85.0","pvgis_bbox_sample","23.0","85.0","5.602281837818035","3.8736375004478907","1.5995393860256168","0.12910495134452749","46.13870171710809","1.6459408229414791"
"grid_23.0_87.5","pvgis_bbox_sample","23.0","87.5","5.907492941056525","4.100863089643325","1.6944180946620868","0.11221175675111272","45.78243462236628","1.632525409099601"
"grid_23.0_90.0","pvgis_bbox_sample","23.0","90.0","5.667480528170299","3.90673489440978","1.6445052861610465","0.11624034759947222","44.25605772230029","1.7244291213809537"
"grid_23.0_92.5","pvgis_bbox_sample","23.0","92.5","5.871620956181145","4.113810405701757","1.6224782009970573","0.13533234948233108","46.90271446308749","1.6733294757956467"
"grid_23.0_95.0","pvgis_bbox_sample","23.0","95.0","6.389839989278778","4.541554868789288","1.7215977335750532","0.12668738691443693","47.614658461156566","1.6533351020662355"
"grid_23.0_97.5","pvgis_bbox_sample","23.0","97.5","5.93048245723502","4.049465953881204","1.7776385140326756","0.10337798932114062","45.309575593069084","1.542606868953589"
"grid_23.0_100.0","pvgis_bbox_sample","23.0","100.0","4.584813788947972","2.888079294807544","1.6104426191802856","0.08629187496014268","39.83115369958244","1.610324655172145"
"grid_23.0_102.5","pvgis_bbox_sample","23.0","102.5","5.041384160864193","3.12823538569007","1.8369010886826853","0.07624768649143743","39.31080165743818","1.4957874409612222"
"grid_23.0_105.0","pvgis_bbox_sample","23.0","105.0","5.406610179748861","3.4407028054514344","1.8933420371709087","0.0725653371265178","39.19309269194574","1.5222825983197943"
"grid_23.0_107.5","pvgis_bbox_sample","23.0","107.5","5.092985981115872","3.1662389260943558","1.8596666627480163","0.06708039227349971","38.0808691059832","1.5327554844569333"
"grid_23.0_110.0","pvgis_bbox_sample","23.0","110.0","4.856113165534781","3.034629887361384","1.7548251063755238","0.06665817179787314","37.80383142318251","1.6064194314432774"
"grid_23.0_112.5","pvgis_bbox_sample","23.0","112.5","5.306258572614597","3.4189139797297097","1.81356083115769","0.07378376172719747","39.96525262023525","1.5553230775299653"
"grid_23.0_115.0","pvgis_bbox_sample","23.0","115.0","5.041225260803595","3.1285609526469527","1.8481495592128416","0.06451474894380027","39.233611901419785","1.4914592618857374"
"grid_23.0_120.0","pvgis_bbox_sample","23.0","120.0","4.357989436538912","2.5305636404876486","1.7758344842866425","0.05159131176462051","35.20028835396882","1.6126870715321082"
"grid_25.0_80.0","pvgis_bbox_sample","25.0","80.0","5.968719900737041","4.2647752290134955","1.5622919254372425","0.14165274628630264","47.83534920432628","1.7081299930994889"
"grid_25.0_82.5","pvgis_bbox_sample","25.0","82.5","5.575576060478382","3.8963355032156866","1.5611756864259752","0.11806487083672046","45.44448649394948","1.682420179283856"
"grid_25.0_85.0","pvgis_bbox_sample","25.0","85.0","5.5822855048856646","3.9203093434126535","1.5424828725531192","0.11949328891989186","45.80827143987763","1.686319777563989"
"grid_25.0_87.5","pvgis_bbox_sample","25.0","87.5","5.621592663333863","3.896180738133026","1.6333726618780853","0.09203926332275181","44.263327793479455","1.6715772993471751"
"grid_25.0_90.0","pvgis_bbox_sample","25.0","90.0","5.828311812350018","4.086697603513589","1.6477963524586414","0.09381785637778695","44.56148028611278","1.7186932470570317"
"grid_25.0_92.5","pvgis_bbox_sample","25.0","92.5","6.265487730202479","4.4894848964808665","1.6704740149332986","0.1055288187883141","46.18942447583925","1.7355908273656"
"grid_25.0_95.0","pvgis_bbox_sample","25.0","95.0","6.593985361186405","4.6787876767338865","1.826110411849502","0.08908727260301674","47.671888609355776","1.548857118028618"
"grid_25.0_97.5","pvgis_bbox_sample","25.0","97.5","4.993960175961432","3.3909510143962818","1.499240242308808","0.1037689192563418","42.127105523087444","1.720765257740149"
"grid_25.0_100.0","pvgis_bbox_sample","25.0","100.0","4.3036739935033985","2.6176855274839372","1.6209051691132625","0.06508329690619874","38.30544468892123","1.543610890373015"
"grid_25.0_102.5","pvgis_bbox_sample","25.0","102.5","3.0839603822030215","1.5479921709781186","1.489203628523783","0.04676458270111983","31.768524452589237","1.609748303392778"
"grid_25.0_105.0","pvgis_bbox_sample","25.0","105.0","4.711441589359677","2.8109124954336373","1.8257594415000966","0.07476965242594336","36.84828490264175","1.519632852681959"
"grid_25.0_107.5","pvgis_bbox_sample","25.0","107.5","4.43284553970813","2.5786708751661225","1.787200623511609","0.06697404103039872","34.68955687407193","1.6099014690903848"
"grid_25.0_110.0","pvgis_bbox_sample","25.0","110.0","4.98832175990902","3.0571738841955742","1.8718343858750597","0.059313489838386246","37.13554762375156","1.510766471120593"
"grid_25.0_112.5","pvgis_bbox_sample","25.0","112.5","4.6831665546811285","2.900113499958601","1.71153700003992","0.07151605468260769","37.278397418872025","1.626010449935048"
"grid_25.0_115.0","pvgis_bbox_sample","25.0","115.0","4.67219176891811","2.914612648533832","1.6883442052603836","0.06923491512389468","37.61063283887996","1.6160551862156818"
"grid_25.0_117.5","pvgis_bbox_sample","25.0","117.5","5.165292659467213","3.371344542113852","1.720393853377411","0.07355426397595011","40.21829474724346","1.6051902545770258"
"grid_27.0_80.0","pvgis_bbox_sample","27.0","80.0","5.177436952915593","3.596492924231365","1.444354769420686","0.13658925926354204","44.67296767052412","1.753368819421907"
"grid_27.0_82.5","pvgis_bbox_sample","27.0","82.5","5.231031968013511","3.6390285981735326","1.4772601218397297","0.1147432480002486","44.68653095982483","1.7131873195457612"
"grid_27.0_85.0","pvgis_bbox_sample","27.0","85.0","5.44516457521067","3.8468729261419865","1.4844528839196292","0.11383876514905467","45.93943327223917","1.7178123040434943"
"grid_27.0_87.5","pvgis_bbox_sample","27.0","87.5","4.567972070808657","2.9120754219782885","1.5742945691384014","0.08160207969196698","39.11044234906428","1.650053831469067"
"grid_27.0_90.0","pvgis_bbox_sample","27.0","90.0","4.923215631614308","3.1497001008227388","1.706593977190285","0.0669215536012846","38.03103113849171","1.6752095631476867"
"grid_27.0_92.5","pvgis_bbox_sample","27.0","92.5","5.7770513153016845","3.9760281052067636","1.7343429931950594","0.06668021689986148","42.7581894220529","1.618817923741458"
"grid_27.0_95.0","pvgis_bbox_sample","27.0","95.0","5.481710111424132","3.7875471708704422","1.6116239110214536","0.08253902953223591","42.217546759313215","1.772005663351181"
"grid_27.0_97.5","pvgis_bbox_sample","27.0","97.5","5.3279710003052205","3.6043829694850205","1.624669046495275","0.09891898432492496","41.21409815651808","1.7102612084996212"
"grid_27.0_100.0","pvgis_bbox_sample","27.0","100.0","3.3840511038009113","1.7509621693431843","1.5666213322317546","0.06646760222597248","33.72556022118091","1.5183193420464567"
"grid_27.0_102.5","pvgis_bbox_sample","27.0","102.5","3.1017457113400093","1.4548466264549642","1.5846711409410963","0.062227943943948816","30.059993845653963","1.640581115337282"
"grid_27.0_105.0","pvgis_bbox_sample","27.0","105.0","3.272537391266672","1.5289078658842215","1.686617454715722","0.057012070666728754","29.957494227447192","1.5333864362401293"
"grid_27.0_107.5","pvgis_bbox_sample","27.0","107.5","3.676639163042883","1.917238088268558","1.6980578031040805","0.06134327167024445","31.961052074577857","1.563513824359058"
"grid_27.0_110.0","pvgis_bbox_sample","27.0","110.0","4.547628133973003","2.6599879152158445","1.817367305807771","0.07027291294938731","35.88850467720818","1.5166769355993437"
"grid_27.0_112.5","pvgis_bbox_sample","27.0","112.5","4.807587304475036","3.026721531605858","1.6956627990924567","0.08520297377672126","38.26702721307453","1.6337815810140677"
"grid_27.0_115.0","pvgis_bbox_sample","27.0","115.0","4.886840523772351","3.1318849005016025","1.681494635094194","0.07346098817655466","38.77933129090984","1.6280749642155166"
"grid_27.0_117.5","pvgis_bbox_sample","27.0","117.5","5.229893445773381","3.360555098497642","1.792966976666177","0.07637137060956256","40.231898106227355","1.52900028119794"
"grid_27.0_120.0","pvgis_bbox_sample","27.0","120.0","4.665652627864603","2.8186250867335616","1.7785906929210116","0.06843684821002949","36.81155526195251","1.546320261364737"
"grid_29.0_80.0","pvgis_bbox_sample","29.0","80.0","5.497251187924057","3.9225530784937845","1.4401138238903322","0.1345842855399404","45.87684567514254","1.8084784738245285"
"grid_29.0_82.5","pvgis_bbox_sample","29.0","82.5","2.0064421616817762","0.8639109650402377","1.0504067735154665","0.09212442312607205","30.62836288653766","1.8392543811193558"
"grid_29.0_85.0","pvgis_bbox_sample","29.0","85.0","0.4534972444625085","-0.4919603211710588","0.9466500005166134","-0.0011924348830461007","18.565801688986244","1.5876790498109434"
"grid_29.0_87.5","pvgis_bbox_sample","29.0","87.5","0.45308942307349387","-0.3312395036830562","0.7606953254269522","0.02363360132959791","20.029211953304277","1.689672726561414"
"grid_29.0_90.0","pvgis_bbox_sample","29.0","90.0","0.4783894407483613","-0.33473137861500524","0.7768404360256831","0.036280383337683464","20.21872996668731","1.7045166516145842"
"grid_29.0_92.5","pvgis_bbox_sample","29.0","92.5","1.1714634100932653","-0.07761165829801575","1.2127435173704293","0.03633155102085173","22.19281069927281","1.612117020345066"
"grid_29.0_95.0","pvgis_bbox_sample","29.0","95.0","3.6093849189837046","1.8897260486956835","1.664097306812451","0.055561563475570175","32.31002144275104","1.59336086205549"
"grid_29.0_97.5","pvgis_bbox_sample","29.0","97.5","1.0724692146339532","-0.09385589631848434","1.1357102659180773","0.030614845034360183","22.474366622744107","1.5823590966017382"
"grid_29.0_100.0","pvgis_bbox_sample","29.0","100.0","0.955335048691075","-0.21405141140958817","1.1350584542512254","0.03432800584943774","20.040126349583325","1.6870981769422626"
"grid_29.0_102.5","pvgis_bbox_sample","29.0","102.5","3.0741813322822997","1.486297375812673","1.5212873496832646","0.06659660678636214","29.815668346018597","1.6987422031406993"
"grid_29.0_105.0","pvgis_bbox_sample","29.0","105.0","5.322746021708569","3.4339788007302197","1.8212301972047706","0.0675370237735784","38.7543556350146","1.5632926143360186"
"grid_29.0_107.5","pvgis_bbox_sample","29.0","107.5","4.427812939778342","2.582348619943331","1.7613023033307806","0.08416201650423005","35.05238256146133","1.553966930861547"
"grid_29.0_110.0","pvgis_bbox_sample","29.0","110.0","4.20497517617171","2.431632794883587","1.6960422475777337","0.07730013371038957","34.598691785960405","1.639103536743285"
"grid_29.0_112.5","pvgis_bbox_sample","29.0","112.5","4.56301506127974","2.8340350900903477","1.6519549537526101","0.07702501743678258","37.11162436864188","1.68238386148081"
"grid_29.0_115.0","pvgis_bbox_sample","29.0","115.0","4.276307691322945","2.638412531706824","1.569067615158426","0.06882754445769468","36.72535444401477","1.66865829811879"
"grid_29.0_117.5","pvgis_bbox_sample","29.0","117.5","4.944694906645153","3.197787181619538","1.6605776493727298","0.08633007565288509","39.646908348045145","1.631511115933004"
