perovskite_gamma_pct_per_c,spectral_response_scale,median_advantage_pct,min_advantage_pct,max_advantage_pct,irradiance_advantage_correlation,band_i_median_pct,band_iv_median_pct,direction_preserved
-0.25,0.7,1.8443005403338848,0.5816919938675383,2.6886751243821454,-0.5449985445566017,0.9714029317808872,2.4443055182723006,True
-0.25,1.0,2.2802936097277864,0.7770794039093302,3.237460675587776,-0.5531672676572702,1.21970355293929,2.936805609751267,True
-0.25,1.3,2.6680548544493226,0.972466813951122,3.7862462267934065,-0.5584144265509131,1.4680041740976928,3.429305701230234,True
-0.15,0.7,2.9993929933691965,0.7387101702928331,4.601085260831542,-0.532373750550222,1.428788028992335,4.185950657753333,True
-0.15,1.0,3.4319819010937724,0.9340975803346251,5.149870812037172,-0.5398482516745036,1.6770886501507376,4.678450749232299,True
-0.15,1.3,3.8379991852628637,1.129484990376417,5.698656363242802,-0.545600804170317,1.9253892713091405,5.170950840711265,True
-0.1,0.7,3.616796655220079,0.8172192585054806,5.557290329056239,-0.5289423507440661,1.6574805775980588,5.0567732274938475,True
-0.1,1.0,3.999315902637502,1.0126066685472725,6.106075880261869,-0.5357301846230385,1.9057811987564612,5.549273318972815,True
-0.1,1.3,4.428831223558261,1.2079940785890644,6.654861431467499,-0.5411998288840777,2.154081819914864,6.041773410451782,True
