province,tech,year,capex_usd_per_w,lcoe_cents_per_kwh,yield_kwh_per_kwp,tcell_weighted
北京,钙钛矿,2025,0.95,8.334955443090756,1683.7561822480764,33.44223213829122
北京,钙钛矿,2026,0.836,6.922292099338673,1683.7561822480764,33.44223213829122
北京,钙钛矿,2027,0.73568,5.755046141849805,1683.7561822480764,33.44223213829122
北京,钙钛矿,2028,0.6473984,4.685263145848958,1683.7561822480764,33.44223213829122
北京,钙钛矿,2029,0.5697105920000001,3.9035620991033295,1683.7561822480764,33.44223213829122
北京,钙钛矿,2030,0.5013453209600001,3.194368353832967,1683.7561822480764,33.44223213829122
北京,钙钛矿,2031,0.44118388244480006,2.661486104929193,1683.7561822480764,33.44223213829122
北京,钙钛矿,2032,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2033,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2034,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2035,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2036,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2037,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2038,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2039,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2040,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2041,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2042,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2043,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2044,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2045,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2046,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2047,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2048,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2049,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,钙钛矿,2050,0.4,2.2480587309479207,1683.7561822480764,33.44223213829122
北京,叠层,2025,1.13,6.86141628999236,1648.4442126043195,33.44223213829122
北京,叠层,2026,1.13,6.86141628999236,1648.4442126043195,33.44223213829122
北京,叠层,2027,1.13,6.86141628999236,1648.4442126043195,33.44223213829122
北京,叠层,2028,1.13,6.86141628999236,1648.4442126043195,33.44223213829122
北京,叠层,2029,1.13,6.86141628999236,1648.4442126043195,33.44223213829122
北京,叠层,2030,1.13,6.86141628999236,1648.4442126043195,33.44223213829122
北京,叠层,2031,0.9944,6.038046335193277,1648.4442126043195,33.44223213829122
北京,叠层,2032,0.875072,5.313480774970084,1648.4442126043195,33.44223213829122
北京,叠层,2033,0.77006336,4.675863081973674,1648.4442126043195,33.44223213829122
北京,叠层,2034,0.6776557568,4.114759512136833,1648.4442126043195,33.44223213829122
北京,叠层,2035,0.596337065984,3.6209883706804127,1648.4442126043195,33.44223213829122
北京,叠层,2036,0.52477661806592,3.1864697661987638,1648.4442126043195,33.44223213829122
北京,叠层,2037,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2038,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2039,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2040,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2041,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2042,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2043,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2044,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2045,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2046,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2047,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2048,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2049,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
北京,叠层,2050,0.5,3.036024907076265,1648.4442126043195,33.44223213829122
黑龙江,晶硅,2025,0.65,3.8136934009254704,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2026,0.6367362025441039,3.735871775035066,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2027,0.6247821872362409,3.6657349299671287,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2028,0.6139358088472556,3.602096835065569,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2029,0.6040370336951427,3.5440185374119406,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2030,0.594957190219969,3.4907450925770087,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2031,0.5865914131290194,3.4416612327533658,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2032,0.5788532128972661,3.396259504816631,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2033,0.571670495649663,3.354116918096789,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2034,0.5649825949681266,3.3148775293349115,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2035,0.5587380237506496,3.2782392523446022,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2036,0.5528927475457875,3.243943727284495,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2037,0.5474088415917071,3.211768441210076,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2038,0.5422534342740465,3.181520529107853,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2039,0.5373978671968571,3.1530318458462716,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2040,0.5328170210429873,3.126155010849859,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2041,0.528488769723567,3.1007602054738275,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2042,0.5243935348056404,3.0767325587326955,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2043,0.5205139190573483,3.0539699972290215,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2044,0.5168344029571653,3.0323814645061495,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2045,0.513341091715887,3.011885436770392,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2046,0.5100215031268049,2.9924086781612083,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2047,0.5068643886478711,2.973885191000783,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2048,0.5038595817106535,2.9562553257892104,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2049,0.5009978684735756,2.9394650228852344,1596.3940666434817,21.447506631772608
黑龙江,晶硅,2050,0.49827087718424456,2.923465163370614,1596.3940666434817,21.447506631772608
黑龙江,钙钛矿,2025,0.95,8.709681234658683,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2026,0.836,7.233506886760164,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2027,0.73568,6.013783484327417,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2028,0.6473984,4.895904816703679,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2029,0.5697105920000001,4.0790597856246915,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2030,0.5013453209600001,3.337981864201742,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2031,0.44118388244480006,2.7811421119979967,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2032,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2033,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2034,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2035,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2036,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2037,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2038,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2039,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2040,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2041,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2042,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2043,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2044,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2045,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2046,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2047,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2048,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2049,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,钙钛矿,2050,0.4,2.349127728040636,1611.3141661511431,21.447506631772608
黑龙江,叠层,2025,1.13,7.044291910717658,1605.6492429420916,21.447506631772608
黑龙江,叠层,2026,1.13,7.044291910717658,1605.6492429420916,21.447506631772608
黑龙江,叠层,2027,1.13,7.044291910717658,1605.6492429420916,21.447506631772608
黑龙江,叠层,2028,1.13,7.044291910717658,1605.6492429420916,21.447506631772608
黑龙江,叠层,2029,1.13,7.044291910717658,1605.6492429420916,21.447506631772608
黑龙江,叠层,2030,1.13,7.044291910717658,1605.6492429420916,21.447506631772608
黑龙江,叠层,2031,0.9944,6.1989768814315385,1605.6492429420916,21.447506631772608
黑龙江,叠层,2032,0.875072,5.455099655659754,1605.6492429420916,21.447506631772608
黑龙江,叠层,2033,0.77006336,4.800487696980584,1605.6492429420916,21.447506631772608
黑龙江,叠层,2034,0.6776557568,4.224429173342913,1605.6492429420916,21.447506631772608
黑龙江,叠层,2035,0.596337065984,3.7174976725417643,1605.6492429420916,21.447506631772608
黑龙江,叠层,2036,0.52477661806592,3.271397951836752,1605.6492429420916,21.447506631772608
黑龙江,叠层,2037,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2038,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2039,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2040,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2041,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2042,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2043,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2044,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2045,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2046,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2047,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2048,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2049,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
黑龙江,叠层,2050,0.5,3.116943323326397,1605.6492429420916,21.447506631772608
湖北,晶硅,2025,0.65,4.558623994324413,1335.5252648199794,36.48308135522833
湖北,晶硅,2026,0.6367362025441039,4.465601432265479,1335.5252648199794,36.48308135522833
湖北,晶硅,2027,0.6247821872362409,4.38176472301787,1335.5252648199794,36.48308135522833
湖北,晶硅,2028,0.6139358088472556,4.305696167978562,1335.5252648199794,36.48308135522833
湖北,晶硅,2029,0.6040370336951427,4.236273408097263,1335.5252648199794,36.48308135522833
湖北,晶硅,2030,0.594957190219969,4.172594035280898,1335.5252648199794,36.48308135522833
湖北,晶硅,2031,0.5865914131290194,4.113922601160942,1335.5252648199794,36.48308135522833
湖北,晶硅,2032,0.5788532128972661,4.059652531546546,1335.5252648199794,36.48308135522833
湖北,晶硅,2033,0.571670495649663,4.009278212793667,1335.5252648199794,36.48308135522833
湖北,晶硅,2034,0.5649825949681266,3.9623741750728816,1335.5252648199794,36.48308135522833
湖北,晶硅,2035,0.5587380237506496,3.9185793255555614,1335.5252648199794,36.48308135522833
湖北,晶硅,2036,0.5528927475457875,3.8775848388464262,1335.5252648199794,36.48308135522833
湖北,晶硅,2037,0.5474088415917071,3.839124738438904,1335.5252648199794,36.48308135522833
湖北,晶硅,2038,0.5422534342740465,3.8029684869022833,1335.5252648199794,36.48308135522833
湖北,晶硅,2039,0.5373978671968571,3.7689150952343953,1335.5252648199794,36.48308135522833
湖北,晶硅,2040,0.5328170210429873,3.736788394940027,1335.5252648199794,36.48308135522833
湖北,晶硅,2041,0.528488769723567,3.706433209835141,1335.5252648199794,36.48308135522833
湖北,晶硅,2042,0.5243935348056404,3.6777122311285946,1335.5252648199794,36.48308135522833
湖北,晶硅,2043,0.5205139190573483,3.650503447376405,1335.5252648199794,36.48308135522833
湖北,晶硅,2044,0.5168344029571653,3.6246980160197944,1335.5252648199794,36.48308135522833
湖北,晶硅,2045,0.513341091715887,3.600198489182664,1335.5252648199794,36.48308135522833
湖北,晶硅,2046,0.5100215031268049,3.576917325808087,1335.5252648199794,36.48308135522833
湖北,晶硅,2047,0.5068643886478711,3.5547756368596297,1335.5252648199794,36.48308135522833
湖北,晶硅,2048,0.5038595817106535,3.5337021214714563,1335.5252648199794,36.48308135522833
湖北,晶硅,2049,0.5009978684735756,3.513632160506197,1335.5252648199794,36.48308135522833
湖北,晶硅,2050,0.49827087718424456,3.494507040623338,1335.5252648199794,36.48308135522833
湖北,钙钛矿,2025,0.95,10.081186763250013,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2026,0.836,8.372560592516571,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2027,0.73568,6.960768462799994,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2028,0.6473984,5.666858465023867,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2029,0.5697105920000001,4.721385594883546,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2030,0.5013453209600001,3.8636108117770753,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2031,0.44118388244480006,3.2190860136903856,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2032,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2033,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2034,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2035,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2036,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2037,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2038,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2039,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2040,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2041,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2042,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2043,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2044,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2045,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2046,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2047,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2048,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2049,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,钙钛矿,2050,0.4,2.7190427202856036,1392.1012560967547,36.48308135522833
湖北,叠层,2025,1.13,8.379520651830397,1349.7982096429635,36.48308135522833
湖北,叠层,2026,1.13,8.379520651830397,1349.7982096429635,36.48308135522833
湖北,叠层,2027,1.13,8.379520651830397,1349.7982096429635,36.48308135522833
湖北,叠层,2028,1.13,8.379520651830397,1349.7982096429635,36.48308135522833
湖北,叠层,2029,1.13,8.379520651830397,1349.7982096429635,36.48308135522833
湖北,叠层,2030,1.13,8.379520651830397,1349.7982096429635,36.48308135522833
湖北,叠层,2031,0.9944,7.37397817361075,1349.7982096429635,36.48308135522833
湖北,叠层,2032,0.875072,6.489100792777459,1349.7982096429635,36.48308135522833
湖北,叠层,2033,0.77006336,5.710408697644164,1349.7982096429635,36.48308135522833
湖北,叠层,2034,0.6776557568,5.025159653926865,1349.7982096429635,36.48308135522833
湖北,叠层,2035,0.596337065984,4.422140495455641,1349.7982096429635,36.48308135522833
湖北,叠层,2036,0.52477661806592,3.891483636000964,1349.7982096429635,36.48308135522833
湖北,叠层,2037,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2038,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2039,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2040,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2041,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2042,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2043,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2044,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2045,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2046,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2047,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2048,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2049,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
湖北,叠层,2050,0.5,3.7077525008099097,1349.7982096429635,36.48308135522833
上海,晶硅,2025,0.65,4.470572571801167,1361.8294792118631,32.5837204624576
上海,晶硅,2026,0.6367362025441039,4.379346773179236,1361.8294792118631,32.5837204624576
上海,晶硅,2027,0.6247821872362409,4.297129399397353,1361.8294792118631,32.5837204624576
上海,晶硅,2028,0.6139358088472556,4.222530135198624,1361.8294792118631,32.5837204624576
上海,晶硅,2029,0.6040370336951427,4.154448300291758,1361.8294792118631,32.5837204624576
上海,晶硅,2030,0.594957190219969,4.091998916912743,1361.8294792118631,32.5837204624576
上海,晶硅,2031,0.5865914131290194,4.034460742136433,1361.8294792118631,32.5837204624576
上海,晶硅,2032,0.5788532128972661,3.9812389179653835,1361.8294792118631,32.5837204624576
上海,晶硅,2033,0.571670495649663,3.931837596860557,1361.8294792118631,32.5837204624576
上海,晶硅,2034,0.5649825949681266,3.885839527091623,1361.8294792118631,32.5837204624576
上海,晶硅,2035,0.5587380237506496,3.842890590464682,1361.8294792118631,32.5837204624576
上海,晶硅,2036,0.5528927475457875,3.802687926655361,1361.8294792118631,32.5837204624576
上海,晶硅,2037,0.5474088415917071,3.7649706965866705,1361.8294792118631,32.5837204624576
上海,晶硅,2038,0.5422534342740465,3.7295128157392914,1361.8294792118631,32.5837204624576
上海,晶硅,2039,0.5373978671968571,3.6961171772841777,1361.8294792118631,32.5837204624576
上海,晶硅,2040,0.5328170210429873,3.664611015482438,1361.8294792118631,32.5837204624576
上海,晶硅,2041,0.528488769723567,3.634842151432495,1361.8294792118631,32.5837204624576
上海,晶硅,2042,0.5243935348056404,3.606675928510703,1361.8294792118631,32.5837204624576
上海,晶硅,2043,0.5205139190573483,3.579992691966945,1361.8294792118631,32.5837204624576
上海,晶硅,2044,0.5168344029571653,3.5546857015746705,1361.8294792118631,32.5837204624576
上海,晶硅,2045,0.513341091715887,3.530659391697711,1361.8294792118631,32.5837204624576
上海,晶硅,2046,0.5100215031268049,3.507827912165381,1361.8294792118631,32.5837204624576
上海,晶硅,2047,0.5068643886478711,3.4861138977106756,1361.8294792118631,32.5837204624576
上海,晶硅,2048,0.5038595817106535,3.4654474246690095,1361.8294792118631,32.5837204624576
上海,晶硅,2049,0.5009978684735756,3.445765122044332,1361.8294792118631,32.5837204624576
上海,晶硅,2050,0.49827087718424456,3.427009410564911,1361.8294792118631,32.5837204624576
上海,钙钛矿,2025,0.95,9.962911912043499,1408.6276060617895,32.5837204624576
上海,钙钛矿,2026,0.836,8.274331744906352,1408.6276060617895,32.5837204624576
上海,钙钛矿,2027,0.73568,6.879103092089685,1408.6276060617895,32.5837204624576
上海,钙钛矿,2028,0.6473984,5.600373550350687,1408.6276060617895,32.5837204624576
上海,钙钛矿,2029,0.5697105920000001,4.665993190017177,1408.6276060617895,32.5837204624576
上海,钙钛矿,2030,0.5013453209600001,3.8182820221599,1408.6276060617895,32.5837204624576
上海,钙钛矿,2031,0.44118388244480006,3.1813189404051117,1408.6276060617895,32.5837204624576
上海,钙钛矿,2032,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2033,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2034,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2035,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2036,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2037,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2038,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2039,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2040,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2041,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2042,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2043,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2044,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2045,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2046,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2047,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2048,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2049,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,钙钛矿,2050,0.4,2.6871422723801777,1408.6276060617895,32.5837204624576
上海,叠层,2025,1.13,8.225842117163875,1375.015689871595,32.5837204624576
上海,叠层,2026,1.13,8.225842117163875,1375.015689871595,32.5837204624576
上海,叠层,2027,1.13,8.225842117163875,1375.015689871595,32.5837204624576
上海,叠层,2028,1.13,8.225842117163875,1375.015689871595,32.5837204624576
上海,叠层,2029,1.13,8.225842117163875,1375.015689871595,32.5837204624576
上海,叠层,2030,1.13,8.225842117163875,1375.015689871595,32.5837204624576
上海,叠层,2031,0.9944,7.238741063104211,1375.015689871595,32.5837204624576
上海,叠层,2032,0.875072,6.370092135531705,1375.015689871595,32.5837204624576
上海,叠层,2033,0.77006336,5.605681079267901,1375.015689871595,32.5837204624576
上海,叠层,2034,0.6776557568,4.932999349755753,1375.015689871595,32.5837204624576
上海,叠层,2035,0.596337065984,4.341039427785063,1375.015689871595,32.5837204624576
上海,叠层,2036,0.52477661806592,3.8201146964508554,1375.015689871595,32.5837204624576
上海,叠层,2037,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2038,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2039,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2040,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2041,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2042,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2043,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2044,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2045,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2046,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2047,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2048,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2049,0.5,3.639753149187555,1375.015689871595,32.5837204624576
上海,叠层,2050,0.5,3.639753149187555,1375.015689871595,32.5837204624576
广东,晶硅,2025,0.65,4.70670142779355,1293.5083328812052,38.331950945967364
广东,晶硅,2026,0.6367362025441039,4.610657220987964,1293.5083328812052,38.331950945967364
广东,晶硅,2027,0.6247821872362409,4.524097250345833,1293.5083328812052,38.331950945967364
广东,晶硅,2028,0.6139358088472556,4.445557766269178,1293.5083328812052,38.331950945967364
广东,晶硅,2029,0.6040370336951427,4.373879952204781,1293.5083328812052,38.331950945967364
广东,晶硅,2030,0.594957190219969,4.308132087206717,1293.5083328812052,38.331950945967364
广东,晶硅,2031,0.5865914131290194,4.247554833393526,1293.5083328812052,38.331950945967364
