adcode,city,city_fullname,province,province_fullname,province_code,admin_type,altitude_m,lat,lon,anchor_lat,anchor_lon,ghi_kwh_m2,tair_mean,csi_yield_kwh_per_kwp,perovskite_yield_kwh_per_kwp,tandem_yield_kwh_per_kwp,csi_PR,perovskite_PR,tandem_PR,perovskite_advantage_pct,tandem_advantage_pct,csi_yield_kwh_per_m2,perovskite_yield_kwh_per_m2,tandem_yield_kwh_per_m2,land_grid_cell_count,land_grid_area_weight_sum,aggregation_method
131000,廊坊,廊坊市,河北,河北省,130000,prefecture_level_city,14.0,39.241209600636395,116.61374446536996,39.537203,116.677631,1605.6711255784908,13.11139070917157,1641.9509629906922,1689.1028205941366,1630.0988814819289,0.8361066111976608,0.8595460843710369,0.8300697525847117,2.8716970644214967,-0.7218292005003457,361.2300324125108,325.8001417981893,461.51268942067907,69,53.43676796209995,area mean of anchor-constrained 0.1 degree land-cell surfaces
131100,衡水,衡水市,河北,河北省,130000,prefecture_level_city,22.0,37.7706824249633,115.81751486032907,37.738728,115.6631,1636.4766520932535,14.522637349971662,1613.5678705268094,1664.054818130014,1602.3684892589708,0.8324007282326507,0.858371324858775,0.8266234768269117,3.128901394567385,-0.6940756241125556,354.9857378861865,320.9687942596765,453.66167618528993,92,72.7212000107294,area mean of anchor-constrained 0.1 degree land-cell surfaces
140100,太原,太原市,山西,山西省,140000,prefecture_level_city,780.0,37.966139342338074,112.32735105627597,37.87,112.55,1605.9681212806845,10.438290771075115,1608.1553751975393,1642.1655730948664,1594.7849567517574,0.8366924978930836,0.858476108548376,0.8297344273558447,2.114857707275286,-0.8314133479881969,353.79498620888694,316.74671905539856,451.514630676289,69,54.39712594282726,area mean of anchor-constrained 0.1 degree land-cell surfaces
140200,大同,大同市,山西,山西省,140000,prefecture_level_city,1057.0,39.89998694517078,113.72018786252653,40.095791,113.359578,1637.7108710594669,9.290251143090066,1696.4129623296028,1726.3943130448067,1680.803435229145,0.8415735528981102,0.8597674223270644,0.8338324541163492,1.7673379879172835,-0.9201490113009969,373.21169948410915,332.99305710219716,475.8681344992496,150,115.06899330887046,area mean of anchor-constrained 0.1 degree land-cell surfaces
140300,阳泉,阳泉市,山西,山西省,140000,prefecture_level_city,688.0,38.06600367373379,113.48861833696039,37.856591,113.574024,1585.173393428159,10.41447631662519,1583.9409127878182,1618.9492046421092,1570.4928220447216,0.8385566480594696,0.860328840635622,0.831429393151694,2.2102018813741298,-0.849027298589522,348.4677923777246,312.26866358019265,444.6370549980446,51,40.15169058787725,area mean of anchor-constrained 0.1 degree land-cell surfaces
140400,长治,长治市,山西,山西省,140000,prefecture_level_city,939.0,36.4755641061449,112.91486492239011,36.194976,113.11073,1608.5002357646788,11.604301081207058,1581.361560513251,1617.0395865438638,1567.220091314389,0.8365347902318909,0.8593429485602428,0.8290484959328625,2.2561586749985763,-0.8942590709155929,347.90033358830493,311.90032966966737,443.71048129244684,142,114.18031049757752,area mean of anchor-constrained 0.1 degree land-cell surfaces
140500,晋城,晋城市,山西,山西省,140000,prefecture_level_city,701.0,35.610531780825625,112.69545441012326,35.49173,112.845914,1590.2787566721875,13.118504958669202,1536.483721411524,1577.457982683173,1524.1179946931393,0.8327427983818271,0.8585396637646581,0.8260365289193861,2.666755312839064,-0.8048068811965403,338.0271865585101,304.2656895558839,431.5074396504215,91,73.98159569634507,area mean of anchor-constrained 0.1 degree land-cell surfaces
140600,朔州,朔州市,山西,山西省,140000,prefecture_level_city,1094.0,39.610746098026475,112.63259774109326,39.330573,112.42606,1659.1719918106405,8.441873247023592,1715.047875308493,1744.8443573611617,1698.4001333755468,0.8422673232748699,0.8591369960870145,0.8340912588186876,1.7373557019397357,-0.9706867179991585,377.3113896521444,336.55176707601447,480.85010189934184,111,85.51163574721313,area mean of anchor-constrained 0.1 degree land-cell surfaces
140700,晋中,晋中市,山西,山西省,140000,prefecture_level_city,806.0,37.32899551712375,112.98487661557049,37.687325,112.746141,1609.2544319703218,11.403834742117326,1593.0175626727582,1626.523566497131,1580.0413434350526,0.8356050581047714,0.8587160820802483,0.8287938173735626,2.103304107216286,-0.8145684982866275,350.4646598884095,313.72963335438845,447.3404270676189,162,128.81301805978896,area mean of anchor-constrained 0.1 degree land-cell surfaces
140800,运城,运城市,山西,山西省,140000,prefecture_level_city,365.0,35.20187750457683,111.07742371883064,35.027408,111.001238,1618.0297731602564,13.70866588367046,1555.3555232858846,1606.3176770993869,1544.332917082438,0.829487359660094,0.8569176616992681,0.8236047380486891,3.2765597993851703,-0.7086872447117476,342.1789924019325,309.8322497548347,437.2306772431214,140,114.39487507741087,area mean of anchor-constrained 0.1 degree land-cell surfaces
140900,忻州,忻州市,山西,山西省,140000,prefecture_level_city,795.0,38.88177466943936,112.40817375137222,38.415377,112.727581,1634.0314046201001,9.526472039852715,1662.9621772495198,1695.236238728058,1648.4519673945317,0.8387412934218926,0.8584626004228738,0.8314281651436003,1.9407573978572623,-0.8725520071050208,365.85251004967364,326.9831772376993,466.7088049047863,262,203.9447610877262,area mean of anchor-constrained 0.1 degree land-cell surfaces
141000,临汾,临汾市,山西,山西省,140000,prefecture_level_city,451.0,36.22192825143487,111.38170191225255,36.088705,111.513093,1616.3203912833694,12.491075994860058,1565.250352319412,1608.9312585579519,1553.7039670908403,0.8312331299323926,0.8575809030779871,0.8250981115246673,2.7906657982100347,-0.7376701887632398,344.3558597341864,310.3363666146373,439.88380371367134,202,162.95492180200623,area mean of anchor-constrained 0.1 degree land-cell surfaces
141100,吕梁,吕梁市,山西,山西省,140000,prefecture_level_city,945.0,37.66475524312672,111.26727704692674,37.518219,111.138178,1648.9361737019249,10.520244595402927,1636.0246492101062,1672.3662565479797,1621.7973403122485,0.8369252887057868,0.8581883847487447,0.8296485699075327,2.2213361733528725,-0.8696268057285628,359.9262404191442,322.57193397509513,459.1623616981837,222,175.720904549848,area mean of anchor-constrained 0.1 degree land-cell surfaces
150100,呼和浩特,呼和浩特市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1064.0,40.589949070445904,111.4967913239393,40.84,111.75,1686.6018858185582,7.777022596240741,1757.0744203291126,1782.54601494973,1738.9396755050038,0.8451317807930188,0.8605957811638225,0.8364094336478093,1.449659406904713,-1.0320988464855185,386.55725055917947,343.8237964863152,492.3276345377544,184,139.716428522839,area mean of anchor-constrained 0.1 degree land-cell surfaces
150200,包头,包头市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1058.0,41.55475173178725,110.25823870344111,40.62021,109.947464,1708.2226311820732,7.558517336259863,1784.168421946434,1800.2514616371523,1765.7471716331877,0.8459411036313852,0.8600800721450712,0.8372138210426597,0.9014305764459607,-1.0324838219673005,392.5179444550452,347.23888582903106,499.9173579436776,297,222.21872913841955,area mean of anchor-constrained 0.1 degree land-cell surfaces
150300,乌海,乌海市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1089.0,39.42714309237506,106.86684455516765,39.654105,106.78939,1786.054096938852,10.855311134514677,1807.6932699223396,1843.1174712187083,1791.3569538654797,0.8384481942544213,0.8554582285358779,0.830867742921748,1.9596356243496205,-0.9037106199749068,397.69342276613776,355.5070337651532,507.16798525700847,18,13.903569958871227,area mean of anchor-constrained 0.1 degree land-cell surfaces
150400,赤峰,赤峰市,内蒙古,内蒙古自治区,150000,prefecture_level_city,584.0,43.216531613607046,118.86124244386282,42.254941,118.881442,1600.6178609274218,7.130050643951329,1733.8194573256035,1751.3144405669243,1715.394870414344,0.8514270022217528,0.8639816768979329,0.8423808300982321,1.0090429639258103,-1.0626589079626103,381.44114707688743,337.79973966843613,485.6616424051805,967,704.519157458947,area mean of anchor-constrained 0.1 degree land-cell surfaces
150500,通辽,通辽市,内蒙古,内蒙古自治区,150000,prefecture_level_city,177.0,43.79729806355168,121.5861638763212,43.651204,122.237756,1592.0329919884887,7.770757801022113,1733.684011272035,1758.206688628348,1715.7886210350116,0.8509332317595705,0.8631363127089928,0.842153571719252,1.4144836773525071,-1.032217527569701,381.41134887741407,339.12914091526505,485.7731208620825,662,477.69116363340277,area mean of anchor-constrained 0.1 degree land-cell surfaces
150600,鄂尔多斯,鄂尔多斯市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1304.0,39.40749557464688,108.6293367592622,39.607727,109.776762,1738.9011457240972,9.74300219206568,1772.1781809537954,1798.0553283012318,1755.1874656287591,0.8411362101168316,0.8575613825723098,0.8330588108904851,1.4601888018680675,-0.9587475744618268,389.88008544461803,346.8152878434455,496.92769984811156,908,701.4199901066149,area mean of anchor-constrained 0.1 degree land-cell surfaces
150700,呼伦贝尔,呼伦贝尔市,内蒙古,内蒙古自治区,150000,prefecture_level_city,613.0,49.619694206655026,121.1777737750069,49.164607,119.771145,1380.5424359033027,1.4571820320135194,1601.3165372181893,1607.43208769048,1583.5601826890572,0.8595105460832315,0.8646061467348102,0.8499833757372038,0.38190765724026576,-1.108859748615254,352.29043843576414,310.04720122147893,448.33667888166735,3117,2017.3005289487546,area mean of anchor-constrained 0.1 degree land-cell surfaces
150800,巴彦淖尔,巴彦淖尔市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1041.0,41.44141995532462,107.57802177814582,40.74154,107.382173,1775.7115739797998,8.665664031912277,1845.6340738385481,1870.8742485878267,1828.4307178096014,0.8420615472380858,0.856883601824944,0.8342088700465464,1.367561159985753,-0.9321108811763068,406.0404185883793,360.86085941298364,517.6642887016462,702,526.1868020664541,area mean of anchor-constrained 0.1 degree land-cell surfaces
150900,乌兰察布,乌兰察布市,内蒙古,内蒙古自治区,150000,prefecture_level_city,1380.0,41.67608004572722,112.4490894047746,40.992758,113.12496,1681.8438498207815,6.3324692570776255,1781.9615327494691,1798.1140056106058,1762.3702628554263,0.8487829889152446,0.8612410304922966,0.8394534128240309,0.9064434088099649,-1.0994215943491592,392.03242772883414,346.8266057309543,498.9612894071872,589,439.84092777596965,area mean of anchor-constrained 0.1 degree land-cell surfaces
152200,兴安,兴安盟,内蒙古,内蒙古自治区,150000,league,275.0,46.21170946578793,121.36994327334286,46.080431,122.031649,1513.5662345130204,5.588943093361995,1710.9447843695898,1723.2155093024135,1692.7695638816087,0.8547155572946625,0.8639135345879778,0.8456319084897883,0.7171900019757205,-1.0622914692526408,376.40870759509204,332.3799181639435,479.2559781933278,642,444.1510543294306,area mean of anchor-constrained 0.1 degree land-cell surfaces
152500,锡林郭勒,锡林郭勒盟,内蒙古,内蒙古自治区,150000,league,989.0,44.16215492072164,115.45942202047931,43.931027,116.04055,1626.4790631539843,4.923854893717983,1769.8261389886493,1784.3716720508596,1749.6098108551016,0.8539083716798375,0.8637338177333704,0.8441538340000606,0.8218622576408707,-1.1422776332764562,389.36263503686786,344.17593570198096,495.3485573282967,2236,1602.986594893717,area mean of anchor-constrained 0.1 degree land-cell surfaces
152900,阿拉善,阿拉善盟,内蒙古,内蒙古自治区,150000,league,1662.0,40.46794928590249,102.47982722468485,38.850994,105.724869,1831.5932624804564,7.647343825066437,1879.4323889928764,1918.0436756207816,1862.702479838763,0.8352745395993588,0.8495236706719037,0.8278310778918014,2.0544121115522396,-0.8901575418245433,413.4760648128247,369.95906576756806,527.3672909212937,2545,1935.041476743237,area mean of anchor-constrained 0.1 degree land-cell surfaces
210100,沈阳,沈阳市,辽宁,辽宁省,210000,prefecture_level_city,50.0,42.09289135596295,123.13732077899355,41.8,123.43,1526.4733864246782,8.382537009259385,1629.5558127923669,1657.3835792813045,1612.960154173002,0.8494453351261275,0.8636831354415507,0.8407967766761341,1.7076902963668816,-1.0184160916174467,358.5030931744817,319.6820220535211,456.6603824695819,135,100.1711867250639,area mean of anchor-constrained 0.1 degree land-cell surfaces
210200,大连,大连市,辽宁,辽宁省,210000,prefecture_level_city,31.0,39.61436160077253,122.22415443992796,38.913185,121.609843,1585.272205564081,11.054416495674003,1645.416025947336,1677.8826397911112,1626.0289019127952,0.8516207454148661,0.8666231175755328,0.841583523950606,1.9731553194932916,-1.1782505900523765,361.9923479946156,323.63595353678954,460.36039906689973,120,92.43900750471445,area mean of anchor-constrained 0.1 degree land-cell surfaces
