adcode,city,city_fullname,province,province_code,lat,lon,full_advantage_pct,electrical_baseline_pct,thermal_component_pct,spectral_component_pct,iam_component_pct,closure_error_pct_points,tcell_weighted_c,airmass_weighted,attribution_definition,advantage_t0_s0_i0_pct,csi_yield_t0_s0_i0_kwh_per_kwp,perovskite_yield_t0_s0_i0_kwh_per_kwp,advantage_t1_s0_i0_pct,csi_yield_t1_s0_i0_kwh_per_kwp,perovskite_yield_t1_s0_i0_kwh_per_kwp,advantage_t0_s1_i0_pct,csi_yield_t0_s1_i0_kwh_per_kwp,perovskite_yield_t0_s1_i0_kwh_per_kwp,advantage_t1_s1_i0_pct,csi_yield_t1_s1_i0_kwh_per_kwp,perovskite_yield_t1_s1_i0_kwh_per_kwp,advantage_t0_s0_i1_pct,csi_yield_t0_s0_i1_kwh_per_kwp,perovskite_yield_t0_s0_i1_kwh_per_kwp,advantage_t1_s0_i1_pct,csi_yield_t1_s0_i1_kwh_per_kwp,perovskite_yield_t1_s0_i1_kwh_per_kwp,advantage_t0_s1_i1_pct,csi_yield_t0_s1_i1_kwh_per_kwp,perovskite_yield_t0_s1_i1_kwh_per_kwp,advantage_t1_s1_i1_pct,csi_yield_t1_s1_i1_kwh_per_kwp,perovskite_yield_t1_s1_i1_kwh_per_kwp
110000,北京,北京市,北京,110000,39.9,116.41,2.9723383345920062,0.6204654285757893,1.3686317451530965,0.9166464202938798,0.0665947405692405,3.05311331771918e-16,33.44223213829122,2.072431557335143,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.6204654285757893,1730.494424954949,1741.2315446052255,1.9102628048873305,1692.01325054192,1724.3351503207873,1.460428608155362,1719.0443940632392,1744.1498101810296,2.859791368317865,1679.4148245613142,1727.4425847523692,0.6379408256400376,1686.875786929099,1697.637056251756,1.982175791383911,1647.6210728985784,1680.279818939314,1.5280393383974469,1675.3261976963609,1700.9258410436394,2.9723383345920062,1635.1239799716247,1683.725396846428
120000,天津,天津市,天津,120000,39.13,117.2,2.650507031223248,0.6331388569410734,0.973466913288612,0.9869796111024454,0.0569216498911173,0.0,30.92585883341104,2.0130691685959063,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.6331388569410734,1725.10520324968,1736.027514614566,1.5646355997085193,1696.89903374375,1723.4493201168143,1.5671218470376005,1712.9065974451853,1739.7499309530972,2.558878024521971,1684.1306358148868,1727.2254845589962,0.6512699910999453,1681.203225963069,1692.1523980631707,1.61461395803697,1652.669315324598,1679.353544770023,1.6391531063355558,1668.8765214855714,1696.231962828407,2.650507031223248,1639.9590476319338,1683.4262774986
130100,石家庄,石家庄市,河北,130000,38.04,114.51,3.324095861691512,0.6161501880137532,1.6364297914962411,0.9959813643558246,0.0755345178256927,0.0,35.49158921350771,2.006839801433393,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.6161501880137532,1745.5372654818816,1756.2923966249982,2.158173519898332,1699.0709081006205,1735.7398065235443,1.5237442612230812,1733.3824484081472,1759.7947639908143,3.192215698241796,1685.5983410731872,1739.4062759262288,0.633313299120819,1699.8993078978624,1710.6649962864424,2.2417529672837944,1652.6311893461282,1689.6790980715523,1.5952853716782125,1687.6329093317104,1714.5554702619067,3.324095861691512,1639.2202863397831,1693.7095400420117
130200,唐山,唐山市,河北,130000,39.629372,118.173871,2.590822108472701,0.6345587300430555,0.9458899259579174,0.9531729465929024,0.0572005058788257,1.52655665885959e-16,30.787780398980956,2.01772561510593,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.6345587300430555,1696.8054818366768,1707.5727091535207,1.5292833353124813,1670.713697499171,1696.263643655809,1.5261035442862614,1685.3559473751775,1711.0762242219091,2.495239620108358,1658.451890913988,1699.83423957651,0.6515836162657163,1653.8464604891542,1664.622653063892,1.5778146667007498,1627.2621043760769,1652.937284524586,1.5955604989969396,1642.2218883642456,1668.424532120867,2.590822108472701,1614.9952381285432,1656.8368918087588
130300,秦皇岛,秦皇岛市,河北,130000,39.887014,119.514248,1.7196531899502432,0.6277335758795521,0.0868829650942852,0.9562159352154244,0.0488207137609812,7.63278329429795e-17,25.35874113615873,2.004400879161371,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.6277335758795521,1732.9948550852882,1743.873445658924,0.6922845858072124,1732.2519279044095,1744.24404098864,1.5487111000698883,1721.0518960813376,1747.7060178339125,1.6396337148448792,1719.8914681035194,1748.0913884732852,0.6451377668443836,1690.0205601618254,1700.9235210628644,0.7284166051614971,1688.6300557557456,1700.9303174816182,1.6106560311411,1677.9864965331635,1705.0130872413083,1.7196531899502432,1676.2261279459078,1705.051404025909
130400,邯郸,邯郸市,河北,130000,36.62577,114.533423,3.3431827484001087,0.6653744135365125,1.500359272096918,1.1081351820950267,0.0693138806716509,4.440892098500626e-16,34.67649818078979,1.9183919760164552,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.6653744135365125,1613.5999068713952,1624.3363877885663,2.0823390200450653,1573.8232011774492,1606.5955358020894,1.6940856087551692,1601.384051401563,1628.5128681572571,3.2213752558088338,1560.6179585817465,1610.8913193372075,0.682260093857967,1570.1804246172728,1580.893139056006,2.155558167859284,1529.872787872521,1562.8500857093638,1.7593633991453972,1557.9468413832603,1585.356787888699,3.3431827484001087,1516.7099000957655,1567.4162838190437
130500,邢台,邢台市,河北,130000,37.058312,114.491387,3.3710812386239075,0.665076862818692,1.5322984040320398,1.1029261448099346,0.0707798269632409,2.220446049250313e-16,34.42207335210872,1.9464528535408625,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.665076862818692,1637.995213030385,1648.889140206328,2.108282206365031,1597.269896546293,1630.9448535628037,1.676841851846289,1625.779213270912,1653.040959537656,3.250146423709221,1583.8326181535028,1635.309497349959,0.6827278502789413,1594.0720852509332,1604.9552593304636,2.179967789583181,1552.5831857511755,1586.4289991070357,1.7526636256577133,1581.6784280141535,1609.3999304968324,3.3710812386239075,1539.2559052613158,1591.1454722979904
130600,保定,保定市,河北,130000,38.873575,115.458204,3.2084365024283024,0.6071374495830062,1.552636081214816,0.9761849836948906,0.0724779879355893,1.52655665885959e-16,34.781267390209806,2.0107650450739487,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.6071374495830062,1748.6627551527952,1759.279541606238,2.071947969252297,1704.582164697159,1739.9002202428385,1.4939590303179484,1736.742955831824,1762.6891840538844,3.08382113763892,1691.3891099970524,1743.5485248908642,0.6246578388926505,1703.8152366451764,1714.458252081128,2.1457083375456154,1658.94432855666,1694.5404353297406,1.5707950814401128,1691.7164932643288,1718.289892732436,3.2084365024283024,1645.7426929266865,1698.545302222593
130700,张家口,张家口市,河北,130000,40.767647,114.879785,2.161017470268201,0.603751639121608,0.6540723006519347,0.8456311454878055,0.0575623850068522,1.873501354054952e-16,28.76841640282591,2.06974115092884,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.603751639121608,1747.084751541099,1757.6328043653718,1.2047620532721348,1730.2612000136785,1751.1067303739344,1.3885279095293468,1736.1439315897453,1760.2507746294689,2.0636581216924244,1718.284974826418,1753.744502263244,0.620689487701731,1703.06431854304,1713.635059737036,1.2553590225581337,1685.491869123405,1706.6508433769293,1.454710855972663,1692.0425323242737,1716.6568587296692,2.161017470268201,1673.5405140675698,1709.7060169485862
130800,承德,承德市,河北,130000,40.951659,117.956532,2.4715301334771844,0.5969089593278465,0.8820087476438365,0.9367048314795288,0.0559075950259724,1.1102230246251563e-16,30.286502458758317,1.9266139738450412,"full = all-off electrical baseline + three-factor Shapley contributions (temperature, spectral, iam); interactions allocated",0.5969089593278465,1703.7120268729386,1713.8816366024892,1.4155308359842245,1680.6655149908695,1704.4558536053185,1.4637291568489583,1693.4003849789851,1718.1871801561151,2.3782495471842413,1669.2017049373974,1708.8994869266628,0.613472769218637,1664.1060375874144,1674.3148749789364,1.4669114619074497,1640.448076715786,1664.51199757977,1.5281053087141006,1653.6132429978516,1678.8821947497013,2.4715301334771844,1628.928354725988,1669.187809865795
