elapsed_days,ambient_temperature_c,tandem_cell_temperature_c,irradiance_suns,jsc_a,voc_v,fill_factor,power_density_w_m2,pce_pct,day_cluster,model_lumped_power_w,model_matched_power_w,measured_relative_efficiency,model_relative_efficiency,sensitivity_relative_efficiency
0.08333,32.5,41.7,0.56368,0.01375,1.63536,0.64866,12.49134,22.16054,0,3.7332489564705624,3.708184737488703,0.9224898459904097,1.038795761682308,1.0091753914553236
0.09028,32.2,41.1,0.52835,0.01278,1.6324,0.64217,11.47485,21.71837,0,3.506988791027773,3.484225929895062,0.9040833750649909,1.0413243634550762,1.0075802256240332
0.11111,32.5,38.7,0.41125,0.00978,1.61392,0.62392,8.43674,20.51466,0,2.7499317317446397,2.7346032924643753,0.8539758301894096,1.0500013421438228,1.000315228991788
0.13194,31.3,35.6,0.27493,0.0066,1.58389,0.57211,5.12406,18.63777,0,1.8490692885655595,1.8410089141377903,0.7758454251071805,1.0573899835138547,0.9825155311671806
0.13889,31.2,34.0,0.21254,0.00537,1.56762,0.55115,3.97767,18.71529,0,1.430574326135029,1.4252540089260015,0.7790723957884534,1.0588953174495261,0.9683376314604996
0.8125,27.5,34.1,0.30698,0.00954,1.57991,0.63927,8.25367,26.88668,0,2.077635125001012,2.0698759898710537,1.1192276583690393,1.0647206517286534,0.996113814068764
0.83333,28.9,41.7,0.52493,0.0133,1.60478,0.67738,12.38235,23.58861,0,3.47768513664245,3.454269807444966,0.9819369566819147,1.0390974900608536,1.005020781725274
0.84028,29.3,42.5,0.42023,0.01086,1.59263,0.66573,9.85878,23.46056,0,2.7761765489152217,2.7564412345879914,0.9766065439402094,1.0357694983263448,0.9880792405091805
0.84722,29.6,41.9,0.62778,0.01525,1.62447,0.67457,14.31548,22.80341,0,4.1514914508795355,4.123421905325973,0.949250973981508,1.037174261647055,1.0143509827444046
0.85417,29.6,44.4,0.54971,0.01353,1.60251,0.63567,11.80251,21.47024,0,3.6097906149972685,3.5816267365372925,0.8937543214640589,1.0288406584956065,0.9979501876788041
0.86111,29.9,45.4,0.51339,0.0131,1.60953,0.68026,12.28526,23.92968,0,3.3611037483959376,3.333460782420986,0.9961348783829179,1.025296270945598,0.9903063798189388
0.86806,31.2,49.9,0.76125,0.0187,1.62812,0.68038,17.73882,23.3021,0,4.891657149437376,4.843532712422018,0.9700102362240778,1.0046999124084857,0.9944054991041893
0.875,31.6,48.3,0.46652,0.01263,1.59197,0.61563,10.59879,22.71863,0,3.025362498183138,2.996867908000794,0.9457217870057816,1.0143755367045342,0.9739601400660302
0.88194,32.2,52.8,0.76895,0.01901,1.62552,0.68413,18.10713,23.54799,0,4.8933223626328815,4.839662558228868,0.9802460440261702,0.9938444421772896,0.9842752293467354
0.88889,32.6,50.8,0.86766,0.0212,1.64431,0.69165,20.65494,23.80523,0,5.541552195343824,5.48555123754142,0.9909543249607763,0.9983254261708226,0.9961443267993831
0.89583,33.0,50.2,0.87635,0.02141,1.64696,0.69175,20.88736,23.83441,0,5.6064354658208595,5.551120578472174,0.992169018001018,1.000240655428878,0.9986722293125544
0.90278,33.7,51.2,0.87735,0.0213,1.64155,0.66453,19.89789,22.67954,0,5.594327386107248,5.536969678739023,0.9440945645608517,0.9965536809744745,0.9950613921834576
0.90972,33.5,51.6,0.91567,0.02242,1.65183,0.69261,21.96788,23.99104,0,5.8234228596563264,5.762997348424954,0.9986891472297047,0.9938271728468475,0.9949726523371785
0.91667,33.2,52.3,0.92379,0.02263,1.65325,0.69391,22.23435,24.06865,0,5.8599053126517155,5.797557696125593,1.0019198643939669,0.9909990894197748,0.9926845378282313
0.92361,33.1,50.0,0.87393,0.02187,1.65966,0.71115,22.10703,25.29605,0,5.595049568480682,5.540269921833328,1.0530135668474552,1.0010498593130035,0.999308821174866
0.93056,33.3,50.9,0.94416,0.02317,1.66031,0.69394,22.86529,24.2176,0,6.012291415738148,5.9516681822469835,1.0081202937409173,0.9953929166206911,0.998435083137892
0.9375,33.4,49.8,0.85541,0.02126,1.65115,0.64251,19.31457,22.57924,0,5.483350053641903,5.4300121422699315,0.9399193174074503,1.0023696547174215,0.9992983689013522
0.94444,33.4,49.7,0.95769,0.02376,1.66978,0.68985,23.44222,24.47783,0,6.119349859386169,6.060541240382056,1.0189530411659387,0.9992816006561084,1.0032202689898841
0.95139,33.2,47.3,0.64986,0.01765,1.65821,0.73611,18.45299,28.39541,0,4.2219277328736124,4.184382420116094,1.1820324503705477,1.016747224166896,0.9965068384343552
0.95833,33.8,50.5,0.94416,0.0233,1.66462,0.68863,22.87669,24.22967,0,6.0201557930375245,5.960380662073481,1.0086227387373434,0.996850044343531,0.9998966642028199
0.96528,34.1,51.0,0.94046,0.02304,1.66254,0.68959,22.62175,24.05402,0,5.987572709117862,5.9269502718710525,1.0013108527702952,0.9951587995579154,0.9979572736572407
0.97222,34.0,50.3,0.92735,0.02298,1.66519,0.68603,22.48428,24.24573,0,5.920402838849241,5.861996454887987,1.0092912778129528,0.9981672303550382,1.0001033357971802
0.97917,34.0,49.9,0.9235,0.02265,1.66878,0.69131,22.3799,24.23368,0,5.904324380229375,5.8469709899979545,1.008789665368302,0.9997593445711218,1.0014401974641054
0.98611,33.4,49.4,0.9104,0.02253,1.67117,0.69349,22.36457,24.56568,0,5.8327305599166595,5.777145054661514,1.022610024839182,1.0020339954605566,1.0028299947053616
0.99306,33.5,48.8,0.94615,0.0232,1.67475,0.69215,23.0365,24.34751,0,6.065886808106794,6.009649283275649,1.0135281337977307,1.0029760597513668,1.0061727389234714
1.0,33.2,43.4,0.45613,0.01279,1.64656,0.71715,12.93889,28.36699,1,3.0054961649188066,2.9830959300885382,1.181726987517856,1.0310565703831622,0.9887418001419293
1.00694,33.1,46.2,0.85413,0.02123,1.67418,0.69603,21.19331,24.81272,1,5.539565252098548,5.493444007654307,1.0336613386800662,1.0139689072379474,1.0109182328809123
1.01389,33.8,46.6,0.76211,0.0191,1.66038,0.66939,18.1797,23.85449,1,4.949802255203754,4.907520076589107,0.993742889410361,1.0151923496222026,1.005009892085593
1.02083,33.6,47.6,0.80256,0.01981,1.66578,0.68819,19.45335,24.239,1,5.189837010180034,5.1436130611408775,1.0097610092027849,1.0104031501395445,1.0034811120005023
1.02778,33.5,47.4,0.80556,0.01974,1.66566,0.68656,19.33229,23.9987,1,5.212150222208952,5.166146007058149,0.9997504654298806,1.0110501419838553,1.0043559785241694
1.03472,34.1,46.5,0.75328,0.01845,1.66206,0.68067,17.88174,23.73863,1,4.895172356872772,4.853520747749678,0.9889163326000044,1.0157910107830768,1.0048762213359075
1.04167,34.2,46.0,0.74444,0.01826,1.66278,0.68471,17.80751,23.92055,1,4.846634905080836,4.806320765697637,0.996494851631077,1.0178574568550185,1.0061837734867274
1.04861,33.7,45.0,0.57464,0.0149,1.65273,0.70378,14.84343,25.83065,1,3.765298726806619,3.7350733376054515,1.0760668019457864,1.0247246695972447,0.9968427160377842
1.05556,33.6,45.2,0.70484,0.01743,1.66131,0.67786,16.8075,23.84574,1,4.6050640968614935,4.5680960479182895,0.9933783773087675,1.0217592916735903,1.006623615150588
1.0625,33.4,44.9,0.66539,0.01658,1.6583,0.68092,16.03346,24.09652,1,4.355174755967725,4.320624677528821,1.0038255024330662,1.023703489635373,1.0049438983221077
1.07639,33.1,43.1,0.60584,0.01531,1.65824,0.67571,14.69721,24.25923,1,3.9924586136634717,3.9635100410896142,1.010603761181669,1.03139715835229,1.0066280506202738
1.08333,32.9,42.1,0.58305,0.01458,1.65693,0.67487,13.96045,23.94392,1,3.855762220685519,3.829296770557592,0.9974684113812758,1.0354214016080252,1.0081561462589017
1.09028,33.1,41.6,0.53746,0.01337,1.65214,0.67208,12.71845,23.66382,1,3.5615498164424673,3.5377347057781834,0.9857998582776949,1.0377267834377932,1.0053132168538486
1.09722,32.6,40.6,0.49758,0.0123,1.64846,0.66573,11.5598,23.23214,1,3.308445904322591,3.2875877879371,0.9678167058187379,1.0416416920801843,1.0042937508721312
1.10417,32.7,39.9,0.38034,0.0112,1.64311,0.66261,10.44531,27.46294,1,2.5322226919957247,2.5168392969398394,1.1440655971812175,1.0432476032984204,0.989224730180689
1.125,31.8,36.9,0.35484,0.00848,1.62715,0.63661,7.52199,21.19807,1,2.3838913081898747,2.3722971421917056,0.8830803480486522,1.0539995529726724,0.9951289281579943
1.14583,31.5,34.6,0.23433,0.00568,1.59543,0.58737,4.55666,19.44549,1,1.5770062238463523,1.5707604526923002,0.8100704487331434,1.0567833872007135,0.9724162596631428
1.79167,29.1,39.0,0.22692,0.00536,1.53451,0.59114,4.16295,18.3452,1,1.504510999162597,1.4958247710278372,0.7642339892745958,1.0392304363398852,0.9543614203399035
1.79861,30.2,40.8,0.26909,0.00639,1.55126,0.6151,5.22567,19.41995,1,1.778892157340587,1.767341676672979,0.8090064899817494,1.0354446101848145,0.9609868074305554
1.80556,30.3,41.4,0.30947,0.00727,1.5644,0.63223,6.15883,19.90103,1,2.045992350758726,2.0322464185651516,0.8290475736199884,1.0352892953410353,0.9692079752640779
1.8125,30.9,43.0,0.34986,0.00821,1.57574,0.64214,7.11102,20.32549,1,2.304281319593842,2.287346873366567,0.8467299515219734,1.030722246269035,0.9722993622698798
1.81944,31.5,44.7,0.39024,0.00927,1.58795,0.65552,8.26053,21.1677,1,2.5584886503844224,2.5379778565638156,0.8818151786171785,1.0253212474639533,0.9737768215542232
1.82639,32.5,46.4,0.43063,0.01003,1.5953,0.66003,9.04389,21.00168,1,2.809318003478205,2.784938257287514,0.8748990301478586,1.019565663270515,0.9742413794435578
1.83333,32.3,47.6,0.47101,0.0111,1.60229,0.66664,10.15262,21.55495,1,3.06157218077127,3.0336074980196748,0.8979474427705586,1.0153906803022776,0.9756587551143175
1.84028,33.2,49.1,0.5114,0.01232,1.61467,0.67125,11.43251,22.35548,1,3.307868582710329,3.2757576701675872,0.9312963425064019,1.0098455463580125,0.9752928145054766
1.84722,33.3,51.2,0.55769,0.01341,1.62109,0.67736,12.61138,22.61352,1,3.5815440239701704,3.5439020617091437,0.9420459085287084,1.0018270776501905,0.9727607257784342
1.85417,33.7,52.6,0.59046,0.01421,1.6247,0.68053,13.45908,22.79438,1,3.773256078127529,3.7316020241253627,0.9495802695223309,0.9963427142332192,0.9708663850088832
1.86111,34.3,53.6,0.62806,0.01515,1.62951,0.68302,14.43964,22.99075,1,3.9982108223152624,3.9526195357574454,0.9577607542526064,0.9921738798336528,0.9705116769811454
1.86806,34.5,55.7,0.65912,0.01587,1.63138,0.68672,15.2293,23.10561,1,4.164506100539953,4.113684558821504,0.9625456525370667,0.983944059986427,0.9653462455015244
1.875,34.7,57.2,0.69943,0.01677,1.63314,0.69136,16.21622,23.1849,1,4.393550267240874,4.337520025368866,0.9658487570553921,0.9776899439504014,0.9627470517570681
1.88194,35.4,58.1,0.73903,0.0176,1.63388,0.69451,17.11,23.15194,1,4.624097011037177,4.563683870610158,0.9644756920418468,0.9735480609390672,0.9619474540642272
1.88889,35.1,59.2,0.76994,0.01837,1.63404,0.69738,17.92706,23.28361,1,4.795905650612362,4.7313452949345445,0.9699608701466255,0.9687945187647541,0.9596854378577842
1.89583,35.8,59.1,0.79573,0.01907,1.636,0.69783,18.64356,23.42962,1,4.954742656094873,4.888374776235341,0.9760434315127585,0.9685067999351897,0.9613622283992757
1.90278,34.1,53.0,0.82165,0.01975,1.63535,0.69773,19.30597,23.49653,1,5.217424751626753,5.16004026770365,0.9788308034804866,0.9900796696206255,0.9847310526945396
1.90972,34.1,52.0,0.84487,0.02024,1.63004,0.69751,19.7055,23.32366,1,5.37873077924139,5.321770096944288,0.9716292941087763,0.9930477487488256,0.9893911231252279
1.91667,34.2,50.0,0.86125,0.02067,1.63329,0.70064,20.25984,23.52365,1,5.516151691865851,5.4620897994078925,0.9799605827027968,0.999846918681005,0.9973519251389065
1.92361,34.6,49.9,0.86795,0.0208,1.62761,0.70073,20.32002,23.41154,1,5.559667227143492,5.505424306085904,0.9752902453645517,1.0,0.9979839964873762
1.93056,34.2,50.4,0.89359,0.0215,1.63155,0.70297,21.1171,23.63176,1,5.709698449821194,5.652999641978166,0.9844642859374564,0.9973430589082224,0.9971306119351719
1.9375,34.9,50.0,0.89957,0.0218,1.65628,0.69817,21.59397,24.00469,1,5.754242680242229,5.698018250968584,1.0,0.9986028103426251,0.9988030431526945
1.94444,35.0,50.2,0.91852,0.02218,1.66251,0.69808,22.04991,24.00594,1,5.867772634918539,5.8100715423802844,1.0000520731573705,0.9972333053921765,0.9987232816584742
1.95139,34.7,49.9,0.92407,0.02246,1.67204,0.69455,22.34088,24.17651,1,5.907849603803039,5.850464551807663,1.0071577679195192,0.9981352487400531,1.0
1.95833,34.2,50.1,0.92521,0.02243,1.67084,0.69578,22.33421,24.13951,1,5.911044202116574,5.853176312210833,1.0056164024613523,0.9973674712899123,0.9993071728518629
1.96528,34.3,49.2,0.93533,0.0226,1.6722,0.69421,22.46807,24.0216,1,5.991073486421265,5.934554761057148,1.000704445672908,1.0002929063603327,1.002914512576705
1.97222,34.4,49.3,0.92479,0.02257,1.67361,0.69345,22.43067,24.25499,1,5.923860854545768,5.867700292986597,1.0104271290318683,1.0002964089897695,1.0022135927477274
1.97917,34.2,47.9,0.93162,0.02258,1.67217,0.69389,22.44162,24.08871,1,5.993313935304893,5.939773449028686,1.0035001493458153,1.005159516850869,1.0075455748268034
1.98611,34.4,47.7,0.92464,0.02233,1.6722,0.69346,22.18053,23.98819,1,5.9537369072486905,5.900981951728454,0.9993126343227094,1.006133294706837,1.0080515273521542
1.99306,34.3,47.5,0.91353,0.02203,1.673,0.69021,21.78776,23.84999,1,5.8883036141497564,5.8365393746464145,0.9935554260438272,1.0072482402279437,1.0084125384047282
2.0,34.5,47.5,0.88134,0.02153,1.67166,0.69072,21.29276,24.15956,2,5.687068485324795,5.636945932490623,1.0097472054340102,1.0087759569461783,1.0087575364305754
2.00694,34.7,47.0,0.86425,0.02109,1.67157,0.69131,20.8723,24.15091,2,5.588947183867368,5.5407111393524815,1.0093856792585747,1.0111613374410577,1.009916043602821
2.01389,34.5,46.9,0.83034,0.02016,1.6702,0.69271,19.97579,24.0573,2,5.377158378097167,5.330837942442721,1.005473255526492,1.0125905154141346,1.0088367594598455
2.02083,34.3,46.1,0.79687,0.01961,1.66897,0.6886,19.30048,24.22048,2,5.17890003126837,5.1357931988501075,1.0122933527874818,1.0165163899480476,1.010167944000028
