context,policy,technology,adcode,city,status,max_degradation_fraction,baseline_margin_usd_per_unit,lifetime_years,burn_in,central_degradation
cap,No subsidy,T,450700,钦州,never wins at nonnegative degradation,,-135.40066455881185,25.0,0.04,0.012
cap,No subsidy,T,450800,贵港,never wins at nonnegative degradation,,-160.96076285802644,25.0,0.04,0.012
cap,No subsidy,T,450900,玉林,never wins at nonnegative degradation,,-134.80668438688497,25.0,0.04,0.012
cap,No subsidy,T,451000,百色,never wins at nonnegative degradation,,-169.58489472608505,25.0,0.04,0.012
cap,No subsidy,T,451100,贺州,never wins at nonnegative degradation,,-166.18079323483505,25.0,0.04,0.012
cap,No subsidy,T,451200,河池,never wins at nonnegative degradation,,-207.17199719697328,25.0,0.04,0.012
cap,No subsidy,T,451300,来宾,never wins at nonnegative degradation,,-162.42958219789375,25.0,0.04,0.012
cap,No subsidy,T,451400,崇左,never wins at nonnegative degradation,,-180.96017184037532,25.0,0.04,0.012
cap,No subsidy,T,460100,海口,never wins at nonnegative degradation,,-137.57937803282118,25.0,0.04,0.012
cap,No subsidy,T,460200,三亚,never wins at nonnegative degradation,,-138.92025747097136,25.0,0.04,0.012
cap,No subsidy,T,460300,三沙,never wins at nonnegative degradation,,-139.49526482554575,25.0,0.04,0.012
cap,No subsidy,T,460400,儋州,never wins at nonnegative degradation,,-136.43753824493524,25.0,0.04,0.012
cap,No subsidy,T,500000,重庆,never wins at nonnegative degradation,,-234.5385284490667,25.0,0.04,0.012
cap,No subsidy,T,510100,成都,never wins at nonnegative degradation,,-207.59838834155994,25.0,0.04,0.012
cap,No subsidy,T,510300,自贡,never wins at nonnegative degradation,,-235.35451950013692,25.0,0.04,0.012
cap,No subsidy,T,510400,攀枝花,never wins at nonnegative degradation,,-132.97876373516317,25.0,0.04,0.012
cap,No subsidy,T,510500,泸州,never wins at nonnegative degradation,,-282.66556468929446,25.0,0.04,0.012
cap,No subsidy,T,510600,德阳,never wins at nonnegative degradation,,-213.79305385152145,25.0,0.04,0.012
cap,No subsidy,T,510700,绵阳,never wins at nonnegative degradation,,-188.06797074731628,25.0,0.04,0.012
cap,No subsidy,T,510800,广元,never wins at nonnegative degradation,,-203.26532367359425,25.0,0.04,0.012
cap,No subsidy,T,510900,遂宁,never wins at nonnegative degradation,,-203.65338162312366,25.0,0.04,0.012
cap,No subsidy,T,511000,内江,never wins at nonnegative degradation,,-215.20589373381915,25.0,0.04,0.012
cap,No subsidy,T,511100,乐山,never wins at nonnegative degradation,,-276.59400894592505,25.0,0.04,0.012
cap,No subsidy,T,511300,南充,never wins at nonnegative degradation,,-213.38596870052157,25.0,0.04,0.012
cap,No subsidy,T,511400,眉山,never wins at nonnegative degradation,,-223.82144776103377,25.0,0.04,0.012
cap,No subsidy,T,511500,宜宾,never wins at nonnegative degradation,,-289.05354259744223,25.0,0.04,0.012
cap,No subsidy,T,511600,广安,never wins at nonnegative degradation,,-259.68327032212574,25.0,0.04,0.012
cap,No subsidy,T,511700,达州,never wins at nonnegative degradation,,-221.06580119253329,25.0,0.04,0.012
cap,No subsidy,T,511800,雅安,never wins at nonnegative degradation,,-182.37577364281378,25.0,0.04,0.012
cap,No subsidy,T,511900,巴中,never wins at nonnegative degradation,,-223.21017843603062,25.0,0.04,0.012
cap,No subsidy,T,512000,资阳,never wins at nonnegative degradation,,-211.67279211546446,25.0,0.04,0.012
cap,No subsidy,T,513200,阿坝,never wins at nonnegative degradation,,-132.62676064186326,25.0,0.04,0.012
cap,No subsidy,T,513300,甘孜,never wins at nonnegative degradation,,-142.74996741493862,25.0,0.04,0.012
cap,No subsidy,T,513400,凉山,never wins at nonnegative degradation,,-128.2066549236173,25.0,0.04,0.012
cap,No subsidy,T,520100,贵阳,never wins at nonnegative degradation,,-255.0393797019098,25.0,0.04,0.012
cap,No subsidy,T,520200,六盘水,never wins at nonnegative degradation,,-215.94871234473982,25.0,0.04,0.012
cap,No subsidy,T,520300,遵义,never wins at nonnegative degradation,,-302.5629317884659,25.0,0.04,0.012
cap,No subsidy,T,520400,安顺,never wins at nonnegative degradation,,-239.89767913873533,25.0,0.04,0.012
cap,No subsidy,T,520500,毕节,never wins at nonnegative degradation,,-236.36309065614586,25.0,0.04,0.012
cap,No subsidy,T,520600,铜仁,never wins at nonnegative degradation,,-257.72705286762886,25.0,0.04,0.012
cap,No subsidy,T,522300,黔西南,never wins at nonnegative degradation,,-199.20838753878274,25.0,0.04,0.012
cap,No subsidy,T,522600,黔东南,never wins at nonnegative degradation,,-225.94265839422837,25.0,0.04,0.012
cap,No subsidy,T,522700,黔南,never wins at nonnegative degradation,,-223.36415665810694,25.0,0.04,0.012
cap,No subsidy,T,530100,昆明,never wins at nonnegative degradation,,-128.81202789902136,25.0,0.04,0.012
cap,No subsidy,T,530300,曲靖,never wins at nonnegative degradation,,-127.97650549904779,25.0,0.04,0.012
cap,No subsidy,T,530400,玉溪,never wins at nonnegative degradation,,-130.37248861365845,25.0,0.04,0.012
cap,No subsidy,T,530500,保山,never wins at nonnegative degradation,,-132.02001773733593,25.0,0.04,0.012
cap,No subsidy,T,530600,昭通,never wins at nonnegative degradation,,-228.67910609775817,25.0,0.04,0.012
cap,No subsidy,T,530700,丽江,never wins at nonnegative degradation,,-128.63043469328102,25.0,0.04,0.012
cap,No subsidy,T,530800,普洱,never wins at nonnegative degradation,,-133.2129063659071,25.0,0.04,0.012
cap,No subsidy,T,530900,临沧,never wins at nonnegative degradation,,-132.7993445125909,25.0,0.04,0.012
cap,No subsidy,T,532300,楚雄,never wins at nonnegative degradation,,-129.3175449566304,25.0,0.04,0.012
cap,No subsidy,T,532500,红河,never wins at nonnegative degradation,,-131.71243091992267,25.0,0.04,0.012
cap,No subsidy,T,532600,文山,never wins at nonnegative degradation,,-133.38692122065606,25.0,0.04,0.012
cap,No subsidy,T,532800,西双版纳,never wins at nonnegative degradation,,-136.94688132909243,25.0,0.04,0.012
cap,No subsidy,T,532900,大理,never wins at nonnegative degradation,,-130.26114418633244,25.0,0.04,0.012
cap,No subsidy,T,533100,德宏,never wins at nonnegative degradation,,-133.7679179052942,25.0,0.04,0.012
cap,No subsidy,T,533300,怒江,never wins at nonnegative degradation,,-129.36582603335717,25.0,0.04,0.012
cap,No subsidy,T,533400,迪庆,never wins at nonnegative degradation,,-132.6384905715746,25.0,0.04,0.012
cap,No subsidy,T,540100,拉萨,never wins at nonnegative degradation,,-122.37180596733992,25.0,0.04,0.012
cap,No subsidy,T,540200,日喀则,never wins at nonnegative degradation,,-122.93804290869934,25.0,0.04,0.012
cap,No subsidy,T,540300,昌都,never wins at nonnegative degradation,,-118.19497213577222,25.0,0.04,0.012
cap,No subsidy,T,540400,林芝,never wins at nonnegative degradation,,-176.17051692870098,25.0,0.04,0.012
cap,No subsidy,T,540500,山南,never wins at nonnegative degradation,,-119.0986335672651,25.0,0.04,0.012
cap,No subsidy,T,540600,那曲,never wins at nonnegative degradation,,-124.03392205155103,25.0,0.04,0.012
cap,No subsidy,T,542500,阿里,never wins at nonnegative degradation,,-125.71519160277694,25.0,0.04,0.012
cap,No subsidy,T,610100,西安,never wins at nonnegative degradation,,-129.60281150499668,25.0,0.04,0.012
cap,No subsidy,T,610200,铜川,never wins at nonnegative degradation,,-127.05173166177781,25.0,0.04,0.012
cap,No subsidy,T,610300,宝鸡,never wins at nonnegative degradation,,-126.37011734915188,25.0,0.04,0.012
cap,No subsidy,T,610400,咸阳,never wins at nonnegative degradation,,-127.85394626370794,25.0,0.04,0.012
cap,No subsidy,T,610500,渭南,never wins at nonnegative degradation,,-127.57351311484138,25.0,0.04,0.012
cap,No subsidy,T,610600,延安,never wins at nonnegative degradation,,-123.59203340260353,25.0,0.04,0.012
cap,No subsidy,T,610700,汉中,never wins at nonnegative degradation,,-174.71664467047526,25.0,0.04,0.012
cap,No subsidy,T,610800,榆林,never wins at nonnegative degradation,,-129.93779432732936,25.0,0.04,0.012
cap,No subsidy,T,610900,安康,never wins at nonnegative degradation,,-173.98155235949423,25.0,0.04,0.012
cap,No subsidy,T,611000,商洛,never wins at nonnegative degradation,,-127.62705301909818,25.0,0.04,0.012
cap,No subsidy,T,620100,兰州,never wins at nonnegative degradation,,-128.29698788569965,25.0,0.04,0.012
cap,No subsidy,T,620200,嘉峪关,never wins at nonnegative degradation,,-134.9810256375589,25.0,0.04,0.012
cap,No subsidy,T,620300,金昌,never wins at nonnegative degradation,,-134.4351025257156,25.0,0.04,0.012
cap,No subsidy,T,620400,白银,never wins at nonnegative degradation,,-128.3423364967623,25.0,0.04,0.012
cap,No subsidy,T,620500,天水,never wins at nonnegative degradation,,-122.23136407255993,25.0,0.04,0.012
cap,No subsidy,T,620600,武威,never wins at nonnegative degradation,,-133.41734717023996,25.0,0.04,0.012
cap,No subsidy,T,620700,张掖,never wins at nonnegative degradation,,-135.45798350704035,25.0,0.04,0.012
cap,No subsidy,T,620800,平凉,never wins at nonnegative degradation,,-122.48235928085387,25.0,0.04,0.012
cap,No subsidy,T,620900,酒泉,never wins at nonnegative degradation,,-138.91938660756705,25.0,0.04,0.012
cap,No subsidy,T,621000,庆阳,never wins at nonnegative degradation,,-122.3421979732318,25.0,0.04,0.012
cap,No subsidy,T,621100,定西,never wins at nonnegative degradation,,-124.16684329469479,25.0,0.04,0.012
cap,No subsidy,T,621200,陇南,never wins at nonnegative degradation,,-159.73321866639083,25.0,0.04,0.012
cap,No subsidy,T,622900,临夏,never wins at nonnegative degradation,,-127.64989280362909,25.0,0.04,0.012
cap,No subsidy,T,623000,甘南,never wins at nonnegative degradation,,-129.44454779520618,25.0,0.04,0.012
cap,No subsidy,T,630100,西宁,never wins at nonnegative degradation,,-134.22803878061666,25.0,0.04,0.012
cap,No subsidy,T,630200,海东,never wins at nonnegative degradation,,-128.64964090609578,25.0,0.04,0.012
cap,No subsidy,T,632200,海北,never wins at nonnegative degradation,,-136.9542269378802,25.0,0.04,0.012
cap,No subsidy,T,632300,黄南,never wins at nonnegative degradation,,-132.4738677277096,25.0,0.04,0.012
cap,No subsidy,T,632500,海南,never wins at nonnegative degradation,,-137.14286150393787,25.0,0.04,0.012
cap,No subsidy,T,632600,果洛,never wins at nonnegative degradation,,-141.54721213506207,25.0,0.04,0.012
cap,No subsidy,T,632700,玉树,never wins at nonnegative degradation,,-144.9004817901515,25.0,0.04,0.012
cap,No subsidy,T,632800,海西,never wins at nonnegative degradation,,-143.52523984665913,25.0,0.04,0.012
cap,No subsidy,T,640100,银川,never wins at nonnegative degradation,,-133.21794201999296,25.0,0.04,0.012
cap,No subsidy,T,640200,石嘴山,never wins at nonnegative degradation,,-133.81052351728158,25.0,0.04,0.012
cap,No subsidy,T,640300,吴忠,never wins at nonnegative degradation,,-132.58014184336457,25.0,0.04,0.012
cap,No subsidy,T,640400,固原,never wins at nonnegative degradation,,-126.02437901043504,25.0,0.04,0.012
cap,No subsidy,T,640500,中卫,never wins at nonnegative degradation,,-133.62815664867105,25.0,0.04,0.012
cap,No subsidy,T,650100,乌鲁木齐,never wins at nonnegative degradation,,-130.1720343805615,25.0,0.04,0.012
cap,No subsidy,T,650200,克拉玛依,never wins at nonnegative degradation,,-128.8565936829243,25.0,0.04,0.012
cap,No subsidy,T,650400,吐鲁番,never wins at nonnegative degradation,,-130.89819780438245,25.0,0.04,0.012
cap,No subsidy,T,650500,哈密,never wins at nonnegative degradation,,-132.4805922552415,25.0,0.04,0.012
cap,No subsidy,T,652300,昌吉,never wins at nonnegative degradation,,-128.79238604121872,25.0,0.04,0.012
cap,No subsidy,T,652700,博州,never wins at nonnegative degradation,,-123.48299007760056,25.0,0.04,0.012
cap,No subsidy,T,652800,巴州,never wins at nonnegative degradation,,-138.15309886100147,25.0,0.04,0.012
cap,No subsidy,T,652900,阿克苏,never wins at nonnegative degradation,,-131.93499751448144,25.0,0.04,0.012
cap,No subsidy,T,653000,克州,never wins at nonnegative degradation,,-135.47920753621975,25.0,0.04,0.012
cap,No subsidy,T,653100,喀什,never wins at nonnegative degradation,,-137.3581127596741,25.0,0.04,0.012
cap,No subsidy,T,653200,和田,never wins at nonnegative degradation,,-140.4611362292835,25.0,0.04,0.012
cap,No subsidy,T,654000,伊犁,never wins at nonnegative degradation,,-125.23970329701399,25.0,0.04,0.012
cap,No subsidy,T,654200,塔城,never wins at nonnegative degradation,,-127.04466936785298,25.0,0.04,0.012
cap,No subsidy,T,654300,阿勒泰,never wins at nonnegative degradation,,-128.16914055276527,25.0,0.04,0.012
cap,General20,SJ,110000,北京,interior boundary,0.008182859123900953,-41.34897964519149,21.5,0.0675,0.01505
cap,General20,SJ,120000,天津,interior boundary,0.008075920902087575,-41.89591590486481,21.5,0.0675,0.01505
cap,General20,SJ,130100,石家庄,interior boundary,0.008880275697612919,-35.3946357214997,21.5,0.0675,0.01505
cap,General20,SJ,130200,唐山,interior boundary,0.00803202553758027,-40.69040402410366,21.5,0.0675,0.01505
cap,General20,SJ,130300,秦皇岛,interior boundary,0.007211476895685821,-46.35844126264891,21.5,0.0675,0.01505
cap,General20,SJ,130400,邯郸,interior boundary,0.009377457001782125,-31.401942729018117,21.5,0.0675,0.01505
cap,General20,SJ,130500,邢台,interior boundary,0.009218188808221586,-32.70440381554687,21.5,0.0675,0.01505
cap,General20,SJ,130600,保定,interior boundary,0.008698720230336934,-36.85846225662357,21.5,0.0675,0.01505
cap,General20,SJ,130700,张家口,interior boundary,0.00740753990993781,-45.92253458087606,21.5,0.0675,0.01505
cap,General20,SJ,130800,承德,interior boundary,0.007635307504720146,-43.59748695272259,21.5,0.0675,0.01505
cap,General20,SJ,130900,沧州,interior boundary,0.008402206625424215,-38.92129986463641,21.5,0.0675,0.01505
cap,General20,SJ,131000,廊坊,interior boundary,0.008389654531027448,-38.962888329884606,21.5,0.0675,0.01505
cap,General20,SJ,131100,衡水,interior boundary,0.008912116366301605,-35.28742808321641,21.5,0.0675,0.01505
cap,General20,SJ,140100,太原,interior boundary,0.008125007801518085,-40.52649273305002,21.5,0.0675,0.01505
cap,General20,SJ,140200,大同,interior boundary,0.007200021951619106,-48.50789473002254,21.5,0.0675,0.01505
cap,General20,SJ,140300,阳泉,interior boundary,0.00821647849233429,-39.364813458157585,21.5,0.0675,0.01505
cap,General20,SJ,140400,长治,interior boundary,0.008385296626557449,-38.338295246524865,21.5,0.0675,0.01505
cap,General20,SJ,140500,晋城,interior boundary,0.009063743629236145,-33.4485371362602,21.5,0.0675,0.01505
cap,General20,SJ,140600,朔州,interior boundary,0.006951684394299915,-50.59572500064343,21.5,0.0675,0.01505
cap,General20,SJ,140700,晋中,interior boundary,0.008387521370574552,-38.6228399393504,21.5,0.0675,0.01505
cap,General20,SJ,140800,运城,interior boundary,0.009253979481864152,-32.815939694767906,21.5,0.0675,0.01505
cap,General20,SJ,140900,忻州,interior boundary,0.007582647963888434,-45.22125748688717,21.5,0.0675,0.01505
cap,General20,SJ,141000,临汾,interior boundary,0.009029264920132361,-34.3026490741118,21.5,0.0675,0.01505
cap,General20,SJ,141100,吕梁,interior boundary,0.007927874216927224,-42.424184531304775,21.5,0.0675,0.01505
cap,General20,SJ,150100,呼和浩特,interior boundary,0.006878093399462414,-49.84824101781004,21.5,0.0675,0.01505
cap,General20,SJ,150200,包头,interior boundary,0.006630199456312624,-52.167376602440356,21.5,0.0675,0.01505
cap,General20,SJ,150300,乌海,interior boundary,0.006934644966502646,-51.00446043933283,21.5,0.0675,0.01505
cap,General20,SJ,150400,赤峰,interior boundary,0.006531395357858829,-51.20911338501679,21.5,0.0675,0.01505
cap,General20,SJ,150500,通辽,interior boundary,0.0064924686243848844,-51.43524572412474,21.5,0.0675,0.01505
cap,General20,SJ,150600,鄂尔多斯,interior boundary,0.006972198287544273,-49.727085228969656,21.5,0.0675,0.01505
cap,General20,SJ,150700,呼伦贝尔,interior boundary,0.005844329464260768,-50.836118599518784,21.5,0.0675,0.01505
cap,General20,SJ,150800,巴彦淖尔,interior boundary,0.006548118514123048,-54.56978704964985,21.5,0.0675,0.01505
cap,General20,SJ,150900,乌兰察布,interior boundary,0.006376281591537491,-53.64588123522441,21.5,0.0675,0.01505
cap,General20,SJ,152200,兴安,interior boundary,0.006060911116583869,-53.24302940457579,21.5,0.0675,0.01505
cap,General20,SJ,152500,锡林郭勒,interior boundary,0.006012483458666651,-55.4597313437103,21.5,0.0675,0.01505
cap,General20,SJ,152900,阿拉善,interior boundary,0.006395463625943165,-56.59823307470987,21.5,0.0675,0.01505
cap,General20,SJ,210100,沈阳,interior boundary,0.006939270351755767,-47.51193199946891,21.5,0.0675,0.01505
cap,General20,SJ,210200,大连,interior boundary,0.0069507240154855765,-47.93110448472811,21.5,0.0675,0.01505
cap,General20,SJ,210300,鞍山,interior boundary,0.007237555544295305,-45.107208936444465,21.5,0.0675,0.01505
cap,General20,SJ,210400,抚顺,interior boundary,0.0071805981867349555,-43.767511698387295,21.5,0.0675,0.01505
cap,General20,SJ,210500,本溪,interior boundary,0.007414803927712654,-42.41009285181593,21.5,0.0675,0.01505
cap,General20,SJ,210600,丹东,interior boundary,0.007524725241423624,-41.86500754310231,21.5,0.0675,0.01505
cap,General20,SJ,210700,锦州,interior boundary,0.006898368047280457,-48.42799898917559,21.5,0.0675,0.01505
cap,General20,SJ,210800,营口,interior boundary,0.006983191287773849,-47.70423112535349,21.5,0.0675,0.01505
cap,General20,SJ,210900,阜新,interior boundary,0.006809248425140169,-49.22078945003017,21.5,0.0675,0.01505
cap,General20,SJ,211000,辽阳,interior boundary,0.00724259805901042,-45.16013991868141,21.5,0.0675,0.01505
cap,General20,SJ,211100,盘锦,interior boundary,0.006858696992299685,-48.68531277485107,21.5,0.0675,0.01505
cap,General20,SJ,211200,铁岭,interior boundary,0.0068471312411453765,-46.88461244435638,21.5,0.0675,0.01505
cap,General20,SJ,211300,朝阳,interior boundary,0.0068087222038037964,-50.27314018255032,21.5,0.0675,0.01505
cap,General20,SJ,211400,葫芦岛,interior boundary,0.006844623983958087,-49.75741856869405,21.5,0.0675,0.01505
cap,General20,SJ,220100,长春,interior boundary,0.006214263683485656,-51.78842571823412,21.5,0.0675,0.01505
cap,General20,SJ,220200,吉林,interior boundary,0.0067379737922472335,-46.70397523387163,21.5,0.0675,0.01505
cap,General20,SJ,220300,四平,interior boundary,0.006546672630694418,-49.51065981336018,21.5,0.0675,0.01505
cap,General20,SJ,220400,辽源,interior boundary,0.006703917675124417,-47.106990456103915,21.5,0.0675,0.01505
cap,General20,SJ,220500,通化,interior boundary,0.006996271871540927,-44.41681794600862,21.5,0.0675,0.01505
cap,General20,SJ,220600,白山,interior boundary,0.0068914929118882645,-45.938536177706794,21.5,0.0675,0.01505
cap,General20,SJ,220700,松原,interior boundary,0.0059557233069163825,-54.75161850633009,21.5,0.0675,0.01505
cap,General20,SJ,220800,白城,interior boundary,0.005791400898829835,-57.73437313039727,21.5,0.0675,0.01505
cap,General20,SJ,222400,延边,interior boundary,0.00681051721987913,-46.058176458430864,21.5,0.0675,0.01505
cap,General20,SJ,230100,哈尔滨,interior boundary,0.006366836529084454,-48.284556840829,21.5,0.0675,0.01505
cap,General20,SJ,230200,齐齐哈尔,interior boundary,0.005832872372076991,-53.6218487034501,21.5,0.0675,0.01505
cap,General20,SJ,230300,鸡西,interior boundary,0.006342846329125251,-49.21715159746515,21.5,0.0675,0.01505
cap,General20,SJ,230400,鹤岗,interior boundary,0.006231604639892651,-49.504109097302205,21.5,0.0675,0.01505
cap,General20,SJ,230500,双鸭山,interior boundary,0.006352941984457771,-47.80682263899024,21.5,0.0675,0.01505
cap,General20,SJ,230600,大庆,interior boundary,0.005863621904439497,-53.94707245797059,21.5,0.0675,0.01505
cap,General20,SJ,230700,伊春,interior boundary,0.006301478054772503,-48.63390551617982,21.5,0.0675,0.01505
cap,General20,SJ,230800,佳木斯,interior boundary,0.006173358655187401,-49.64474455097462,21.5,0.0675,0.01505
cap,General20,SJ,230900,七台河,interior boundary,0.006190514339920838,-49.83600946833684,21.5,0.0675,0.01505
cap,General20,SJ,231000,牡丹江,interior boundary,0.006664588128871431,-45.95456284001824,21.5,0.0675,0.01505
cap,General20,SJ,231100,黑河,interior boundary,0.006102804398158668,-49.83407976461132,21.5,0.0675,0.01505
cap,General20,SJ,231200,绥化,interior boundary,0.00603786237635049,-50.93709550889349,21.5,0.0675,0.01505
cap,General20,SJ,232700,大兴安岭,interior boundary,0.005803397204491744,-50.19853774606298,21.5,0.0675,0.01505
cap,General20,SJ,310000,上海,interior boundary,0.010312593424090008,-23.977132902804158,21.5,0.0675,0.01505
cap,General20,SJ,320100,南京,interior boundary,0.010383843493696789,-23.51053796977959,21.5,0.0675,0.01505
cap,General20,SJ,320200,无锡,interior boundary,0.010274240160891426,-24.503293471262907,21.5,0.0675,0.01505
cap,General20,SJ,320300,徐州,interior boundary,0.009624329942143815,-29.132625057591383,21.5,0.0675,0.01505
cap,General20,SJ,320400,常州,interior boundary,0.010547490747728004,-22.704305286057945,21.5,0.0675,0.01505
cap,General20,SJ,320500,苏州,interior boundary,0.010642659543012915,-21.901623068140395,21.5,0.0675,0.01505
cap,General20,SJ,320600,南通,interior boundary,0.010162355108624156,-25.07391534586651,21.5,0.0675,0.01505
cap,General20,SJ,320700,连云港,interior boundary,0.009537836826594773,-29.170895481584182,21.5,0.0675,0.01505
cap,General20,SJ,320800,淮安,interior boundary,0.00979247741399334,-27.907621423598414,21.5,0.0675,0.01505
cap,General20,SJ,320900,盐城,interior boundary,0.009637643672227372,-28.92079212376092,21.5,0.0675,0.01505
cap,General20,SJ,321000,扬州,interior boundary,0.01010509956310628,-25.830213413442777,21.5,0.0675,0.01505
cap,General20,SJ,321100,镇江,interior boundary,0.010386580481874574,-23.841754323171187,21.5,0.0675,0.01505
cap,General20,SJ,321200,泰州,interior boundary,0.010134039713582156,-25.48071810234177,21.5,0.0675,0.01505
cap,General20,SJ,321300,宿迁,interior boundary,0.00969249997339645,-28.39118690102447,21.5,0.0675,0.01505
cap,General20,SJ,330100,杭州,interior boundary,0.012498634066168534,-11.269062143961094,21.5,0.0675,0.01505
cap,General20,SJ,330200,宁波,interior boundary,0.011413438466338022,-16.67411363437344,21.5,0.0675,0.01505
cap,General20,SJ,330300,温州,interior boundary,0.012266497079237836,-12.790395256907061,21.5,0.0675,0.01505
cap,General20,SJ,330400,嘉兴,interior boundary,0.01077370356177099,-21.47806011084964,21.5,0.0675,0.01505
cap,General20,SJ,330500,湖州,interior boundary,0.011271635529583792,-18.206420143599928,21.5,0.0675,0.01505
cap,General20,SJ,330600,绍兴,interior boundary,0.012504864524570537,-11.082698038004366,21.5,0.0675,0.01505
cap,General20,SJ,330700,金华,interior boundary,0.012532967174254145,-11.436581316682066,21.5,0.0675,0.01505
cap,General20,SJ,330800,衢州,interior boundary,0.012739512841940127,-10.293699918797131,21.5,0.0675,0.01505
cap,General20,SJ,330900,舟山,interior boundary,0.010046961609052829,-23.950613470248697,21.5,0.0675,0.01505
cap,General20,SJ,331000,台州,interior boundary,0.012327469764991151,-11.919424879130986,21.5,0.0675,0.01505
cap,General20,SJ,331100,丽水,interior boundary,0.012900685773784209,-9.552830714261233,21.5,0.0675,0.01505
cap,General20,SJ,340100,合肥,interior boundary,0.010798201681819108,-21.100279191547713,21.5,0.0675,0.01505
cap,General20,SJ,340200,芜湖,interior boundary,0.010995082384611266,-20.04711764304676,21.5,0.0675,0.01505
cap,General20,SJ,340300,蚌埠,interior boundary,0.01042910613464372,-23.125291062312897,21.5,0.0675,0.01505
cap,General20,SJ,340400,淮南,interior boundary,0.010520611829989694,-23.0924583652681,21.5,0.0675,0.01505
cap,General20,SJ,340500,马鞍山,interior boundary,0.010499196232976973,-22.562572638781546,21.5,0.0675,0.01505
cap,General20,SJ,340600,淮北,interior boundary,0.00994385719295323,-27.15307130506409,21.5,0.0675,0.01505
cap,General20,SJ,340700,铜陵,interior boundary,0.011241900497491745,-18.79928213730892,21.5,0.0675,0.01505
cap,General20,SJ,340800,安庆,interior boundary,0.011440925360025035,-17.42391151622263,21.5,0.0675,0.01505
cap,General20,SJ,341000,黄山,interior boundary,0.012309647868691084,-12.465264475503602,21.5,0.0675,0.01505
cap,General20,SJ,341100,滁州,interior boundary,0.010322118738546493,-23.916878098624636,21.5,0.0675,0.01505
cap,General20,SJ,341200,阜阳,interior boundary,0.010395762999963417,-24.04578008702873,21.5,0.0675,0.01505
cap,General20,SJ,341300,宿州,interior boundary,0.009858331305090218,-27.568593991455657,21.5,0.0675,0.01505
cap,General20,SJ,341500,六安,interior boundary,0.011415729151435274,-17.423809985382093,21.5,0.0675,0.01505
cap,General20,SJ,341600,亳州,interior boundary,0.010077014630514473,-26.41051040728513,21.5,0.0675,0.01505
cap,General20,SJ,341700,池州,interior boundary,0.01154680146359013,-16.957723282909285,21.5,0.0675,0.01505
cap,General20,SJ,341800,宣城,interior boundary,0.011518759483058007,-16.99078396474482,21.5,0.0675,0.01505
cap,General20,SJ,350100,福州,interior boundary,0.012772901908717674,-10.170788960933066,21.5,0.0675,0.01505
cap,General20,SJ,350200,厦门,interior boundary,0.01184471627648307,-16.497336760733162,21.5,0.0675,0.01505
cap,General20,SJ,350300,莆田,interior boundary,0.012032325923077992,-14.073997846945474,21.5,0.0675,0.01505
cap,General20,SJ,350400,三明,interior boundary,0.013305926604844136,-7.77794149106893,21.5,0.0675,0.01505
cap,General20,SJ,350500,泉州,interior boundary,0.012192489544707284,-13.614355154523025,21.5,0.0675,0.01505
cap,General20,SJ,350600,漳州,interior boundary,0.012511793466547516,-12.465291192392044,21.5,0.0675,0.01505
cap,General20,SJ,350700,南平,interior boundary,0.013141038556616282,-8.659923206887527,21.5,0.0675,0.01505
cap,General20,SJ,350800,龙岩,interior boundary,0.012990506915078727,-9.461542512856397,21.5,0.0675,0.01505
cap,General20,SJ,350900,宁德,interior boundary,0.013395070562705062,-7.2735842380292866,21.5,0.0675,0.01505
cap,General20,SJ,360100,南昌,interior boundary,0.01201467895655597,-14.4009739432733,21.5,0.0675,0.01505
cap,General20,SJ,360200,景德镇,interior boundary,0.012497168324862432,-11.732640546990126,21.5,0.0675,0.01505
cap,General20,SJ,360300,萍乡,interior boundary,0.013006427874922368,-9.137716768151506,21.5,0.0675,0.01505
cap,General20,SJ,360400,九江,interior boundary,0.011868587794278792,-15.16832676514997,21.5,0.0675,0.01505
cap,General20,SJ,360500,新余,interior boundary,0.01320848479501038,-8.07162923844254,21.5,0.0675,0.01505
cap,General20,SJ,360600,鹰潭,interior boundary,0.01325326091906405,-7.875560168962295,21.5,0.0675,0.01505
cap,General20,SJ,360700,赣州,interior boundary,0.012865618024535053,-9.914748549738931,21.5,0.0675,0.01505
cap,General20,SJ,360800,吉安,interior boundary,0.013050071548445175,-8.822410359375283,21.5,0.0675,0.01505
cap,General20,SJ,360900,宜春,interior boundary,0.012862316681854932,-9.779609333439964,21.5,0.0675,0.01505
cap,General20,SJ,361000,抚州,interior boundary,0.013601850048296883,-6.1940478214501695,21.5,0.0675,0.01505
cap,General20,SJ,361100,上饶,interior boundary,0.012560460795942422,-11.367793969004595,21.5,0.0675,0.01505
cap,General20,SJ,370100,济南,interior boundary,0.008848383552260232,-35.43325748188312,21.5,0.0675,0.01505
cap,General20,SJ,370200,青岛,interior boundary,0.007855257019051723,-42.209182561321825,21.5,0.0675,0.01505
cap,General20,SJ,370300,淄博,interior boundary,0.008947130657725927,-34.20131859922225,21.5,0.0675,0.01505
cap,General20,SJ,370400,枣庄,interior boundary,0.009489746155662001,-30.020722209450184,21.5,0.0675,0.01505
cap,General20,SJ,370500,东营,interior boundary,0.008150628877798029,-41.13141979124367,21.5,0.0675,0.01505
cap,General20,SJ,370600,烟台,interior boundary,0.007892873485658213,-41.41471125447998,21.5,0.0675,0.01505
