adcode,city,city_fullname,province,province_fullname,province_code,admin_type,latitude,longitude,altitude_m,source_latitude,source_longitude,source_crs,cache_key,coordinate_source,source_version,source_url
341700,池州,池州市,安徽,安徽省,340000,prefecture_level_city,30.676633,117.490209,,30.674264,117.495663,GCJ-02,city_341700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/340000.json
341800,宣城,宣城市,安徽,安徽省,340000,prefecture_level_city,30.941499,118.754004,,30.939278,118.759127,GCJ-02,city_341800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/340000.json
350100,福州,福州市,福建,福建省,350000,prefecture_level_city,26.070000,119.300000,15,26.074286,119.296411,GCJ-02,fuzhou,existing pvsim representative-city anchor,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
350200,厦门,厦门市,福建,福建省,350000,prefecture_level_city,24.482274,118.083933,,24.479627,118.088910,GCJ-02,city_350200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
350300,莆田,莆田市,福建,福建省,350000,prefecture_level_city,25.456984,119.002928,,25.454202,119.007662,GCJ-02,city_350300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
350400,三明,三明市,福建,福建省,350000,prefecture_level_city,26.266880,117.634019,,26.263455,117.638919,GCJ-02,city_350400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
350500,泉州,泉州市,福建,福建省,350000,prefecture_level_city,24.877360,118.671177,,24.874452,118.675724,GCJ-02,city_350500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
350600,漳州,漳州市,福建,福建省,350000,prefecture_level_city,24.518038,117.642089,,24.515059,117.646875,GCJ-02,city_350600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
350700,南平,南平市,福建,福建省,350000,prefecture_level_city,27.385771,118.075416,,27.382716,118.080612,GCJ-02,city_350700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
350800,龙岩,龙岩市,福建,福建省,350000,prefecture_level_city,25.078642,117.012487,,25.075884,117.017362,GCJ-02,city_350800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
350900,宁德,宁德市,福建,福建省,350000,prefecture_level_city,26.669717,119.543146,,26.666222,119.547729,GCJ-02,city_350900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/350000.json
360100,南昌,南昌市,江西,江西省,360000,prefecture_level_city,28.680000,115.860000,25,28.682976,115.857972,GCJ-02,nanchang,existing pvsim representative-city anchor,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
360200,景德镇,景德镇市,江西,江西省,360000,prefecture_level_city,29.277051,117.179586,,29.274400,117.184892,GCJ-02,city_360200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
360300,萍乡,萍乡市,江西,江西省,360000,prefecture_level_city,27.662172,113.881909,,27.658721,113.887147,GCJ-02,city_360300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
360400,九江,九江市,江西,江西省,360000,prefecture_level_city,29.663841,115.948599,,29.661160,115.953560,GCJ-02,city_360400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
360500,新余,新余市,江西,江西省,360000,prefecture_level_city,27.822336,114.912298,,27.818878,114.917145,GCJ-02,city_360500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
360600,鹰潭,鹰潭市,江西,江西省,360000,prefecture_level_city,28.275282,117.034336,,28.272092,117.039532,GCJ-02,city_360600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
360700,赣州,赣州市,江西,江西省,360000,prefecture_level_city,25.834323,114.928769,,25.831139,114.933494,GCJ-02,city_360700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
360800,吉安,吉安市,江西,江西省,360000,prefecture_level_city,27.094676,114.961914,,27.091243,114.966810,GCJ-02,city_360800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
360900,宜春,宜春市,江西,江西省,360000,prefecture_level_city,27.819348,114.411521,,27.816245,114.416826,GCJ-02,city_360900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
361000,抚州,抚州市,江西,江西省,360000,prefecture_level_city,27.952113,116.353049,,27.948979,116.358054,GCJ-02,city_361000,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
361100,上饶,上饶市,江西,江西省,360000,prefecture_level_city,28.458537,117.938085,,28.455130,117.943064,GCJ-02,city_361100,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/360000.json
370100,济南,济南市,山东,山东省,370000,prefecture_level_city,36.650000,117.000000,50,36.652069,117.120128,GCJ-02,jinan,existing pvsim representative-city anchor,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
370200,青岛,青岛市,山东,山东省,370000,prefecture_level_city,36.066662,120.377532,,36.066938,120.382665,GCJ-02,city_370200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
370300,淄博,淄博市,山东,山东省,370000,prefecture_level_city,36.813262,118.048913,,36.813787,118.054994,GCJ-02,city_370300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
370400,枣庄,枣庄市,山东,山东省,370000,prefecture_level_city,34.811652,117.317849,,34.810858,117.323759,GCJ-02,city_370400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
370500,东营,东营市,山东,山东省,370000,prefecture_level_city,37.433161,118.668867,,37.433839,118.674534,GCJ-02,city_370500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
370600,烟台,烟台市,山东,山东省,370000,prefecture_level_city,37.463580,121.442548,,37.464551,121.447755,GCJ-02,city_370600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
370700,潍坊,潍坊市,山东,山东省,370000,prefecture_level_city,36.707224,119.155839,,36.707668,119.161721,GCJ-02,city_370700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
370800,济宁,济宁市,山东,山东省,370000,prefecture_level_city,35.415565,116.581825,,35.415117,116.587116,GCJ-02,city_370800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
370900,泰安,泰安市,山东,山东省,370000,prefecture_level_city,36.201534,117.080896,,36.201784,117.086963,GCJ-02,city_370900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
371000,威海,威海市,山东,山东省,370000,prefecture_level_city,37.512283,122.115462,,37.513315,122.120519,GCJ-02,city_371000,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
371100,日照,日照市,山东,山东省,370000,prefecture_level_city,35.417200,119.521422,,35.416912,119.526850,GCJ-02,city_371100,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
371300,临沂,临沂市,山东,山东省,370000,prefecture_level_city,35.104164,118.350710,,35.103771,118.356464,GCJ-02,city_371300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
371400,德州,德州市,山东,山东省,370000,prefecture_level_city,37.435623,116.353340,,37.436492,116.359244,GCJ-02,city_371400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
371500,聊城,聊城市,山东,山东省,370000,prefecture_level_city,36.455770,115.979558,,36.455857,115.985238,GCJ-02,city_371500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
371600,滨州,滨州市,山东,山东省,370000,prefecture_level_city,37.382037,117.964828,,37.382687,117.970731,GCJ-02,city_371600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
371700,菏泽,菏泽市,山东,山东省,370000,prefecture_level_city,35.234701,115.473795,,35.234309,115.479646,GCJ-02,city_371700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/370000.json
410100,郑州,郑州市,河南,河南省,410000,prefecture_level_city,34.750000,113.620000,100,34.746303,113.625351,GCJ-02,zhengzhou,existing pvsim representative-city anchor,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
410200,开封,开封市,河南,河南省,410000,prefecture_level_city,34.798963,114.308423,,34.798083,114.314278,GCJ-02,city_410200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
410300,洛阳,洛阳市,河南,河南省,410000,prefecture_level_city,34.620728,112.447644,,34.619702,112.453895,GCJ-02,city_410300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
410400,平顶山,平顶山市,河南,河南省,410000,prefecture_level_city,33.767990,113.186326,,33.766554,113.192595,GCJ-02,city_410400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
410500,安阳,安阳市,河南,河南省,410000,prefecture_level_city,36.098605,114.386390,,36.098779,114.392480,GCJ-02,city_410500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
410600,鹤壁,鹤壁市,河南,河南省,410000,prefecture_level_city,35.748398,114.291376,,35.748329,114.297305,GCJ-02,city_410600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
410700,新乡,新乡市,河南,河南省,410000,prefecture_level_city,35.304174,113.920885,,35.303589,113.926790,GCJ-02,city_410700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
410800,焦作,焦作市,河南,河南省,410000,prefecture_level_city,35.216238,113.235537,,35.215726,113.241902,GCJ-02,city_410800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
410900,濮阳,濮阳市,河南,河南省,410000,prefecture_level_city,35.762735,115.023356,,35.762731,115.029246,GCJ-02,city_410900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
411000,许昌,许昌市,河南,河南省,410000,prefecture_level_city,34.038877,113.846131,,34.037320,113.852004,GCJ-02,city_411000,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
411100,漯河,漯河市,河南,河南省,410000,prefecture_level_city,33.581868,114.010675,,33.580380,114.016600,GCJ-02,city_411100,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
411200,三门峡,三门峡市,河南,河南省,410000,prefecture_level_city,34.774183,111.194488,,34.773196,111.200482,GCJ-02,city_411200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
411300,南阳,南阳市,河南,河南省,410000,prefecture_level_city,33.018151,112.579017,,33.016071,112.584753,GCJ-02,city_411300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
411400,商丘,商丘市,河南,河南省,410000,prefecture_level_city,34.416531,115.650849,,34.415165,115.656358,GCJ-02,city_411400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
411500,信阳,信阳市,河南,河南省,410000,prefecture_level_city,32.150569,114.085171,,32.148624,114.091058,GCJ-02,city_411500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
411600,周口,周口市,河南,河南省,410000,prefecture_level_city,33.636199,114.695739,,33.634652,114.701222,GCJ-02,city_411600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
411700,驻马店,驻马店市,河南,河南省,410000,prefecture_level_city,33.015849,114.016105,,33.014038,114.021988,GCJ-02,city_411700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/410000.json
420100,武汉,武汉市,湖北,湖北省,420000,prefecture_level_city,30.590000,114.300000,30,30.593354,114.304569,GCJ-02,wuhan,existing pvsim representative-city anchor,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
420200,黄石,黄石市,湖北,湖北省,420000,prefecture_level_city,30.203503,115.033610,,30.201082,115.038999,GCJ-02,city_420200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
420300,十堰,十堰市,湖北,湖北省,420000,prefecture_level_city,32.631248,110.793602,,32.629057,110.798921,GCJ-02,city_420300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
420500,宜昌,宜昌市,湖北,湖北省,420000,prefecture_level_city,30.694608,111.281301,,30.692170,111.286962,GCJ-02,city_420500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
420600,襄阳,襄阳市,湖北,湖北省,420000,prefecture_level_city,32.012117,112.115661,,32.010161,112.121743,GCJ-02,city_420600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
420700,鄂州,鄂州市,湖北,湖北省,420000,prefecture_level_city,30.393816,114.889915,,30.391120,114.894956,GCJ-02,city_420700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
420800,荆门,荆门市,湖北,湖北省,420000,prefecture_level_city,31.037659,112.193181,,31.035445,112.199009,GCJ-02,city_420800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
420900,孝感,孝感市,湖北,湖北省,420000,prefecture_level_city,30.920732,113.951438,,30.918311,113.956962,GCJ-02,city_420900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
421000,荆州,荆州市,湖北,湖北省,420000,prefecture_level_city,30.338839,112.235720,,30.336282,112.241430,GCJ-02,city_421000,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
421100,黄冈,黄冈市,湖北,湖北省,420000,prefecture_level_city,30.456388,114.867363,,30.453722,114.872425,GCJ-02,city_421100,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
421200,咸宁,咸宁市,湖北,湖北省,420000,prefecture_level_city,29.843815,114.317194,,29.841350,114.322601,GCJ-02,city_421200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
421300,随州,随州市,湖北,湖北省,420000,prefecture_level_city,31.692149,113.376107,,31.690275,113.382324,GCJ-02,city_421300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
422800,恩施,恩施土家族苗族自治州,湖北,湖北省,420000,autonomous_prefecture,30.274673,109.483206,,30.272104,109.488076,GCJ-02,city_422800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/420000.json
430100,长沙,长沙市,湖南,湖南省,430000,prefecture_level_city,28.200000,112.970000,40,28.228304,112.938882,GCJ-02,changsha,existing pvsim representative-city anchor,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
430200,株洲,株洲市,湖南,湖南省,430000,prefecture_level_city,27.832002,113.126953,,27.828862,113.132783,GCJ-02,city_430200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
430300,湘潭,湘潭市,湖南,湖南省,430000,prefecture_level_city,27.834807,112.940005,,27.831360,112.945439,GCJ-02,city_430300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
430400,衡阳,衡阳市,湖南,湖南省,430000,prefecture_level_city,26.897801,112.566781,,26.894216,112.572016,GCJ-02,city_430400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
430500,邵阳,邵阳市,湖南,湖南省,430000,prefecture_level_city,27.242773,111.462292,,27.239528,111.467855,GCJ-02,city_430500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
430600,岳阳,岳阳市,湖南,湖南省,430000,prefecture_level_city,29.359036,113.122958,,29.356480,113.128922,GCJ-02,city_430600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
430700,常德,常德市,湖南,湖南省,430000,prefecture_level_city,29.034470,111.693439,,29.031446,111.699050,GCJ-02,city_430700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
430800,张家界,张家界市,湖南,湖南省,430000,prefecture_level_city,29.120207,110.473944,,29.117343,110.478887,GCJ-02,city_430800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
430900,益阳,益阳市,湖南,湖南省,430000,prefecture_level_city,28.558001,112.350283,,28.554853,112.355994,GCJ-02,city_430900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
431000,郴州,郴州市,湖南,湖南省,430000,prefecture_level_city,25.773073,113.010007,,25.770117,113.015517,GCJ-02,city_431000,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
431100,永州,永州市,湖南,湖南省,430000,prefecture_level_city,26.423447,111.608236,,26.419861,111.613482,GCJ-02,city_431100,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
431200,怀化,怀化市,湖南,湖南省,430000,prefecture_level_city,27.573121,109.996908,,27.569813,110.001598,GCJ-02,city_431200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
431300,娄底,娄底市,湖南,湖南省,430000,prefecture_level_city,27.703151,111.988951,,27.699838,111.994468,GCJ-02,city_431300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
433100,湘西,湘西土家族苗族自治州,湖南,湖南省,430000,autonomous_prefecture,28.315983,109.732696,,28.312592,109.737428,GCJ-02,city_433100,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/430000.json
440100,广州,广州市,广东,广东省,440000,prefecture_level_city,23.130000,113.260000,20,23.130061,113.264499,GCJ-02,guangzhou,existing pvsim representative-city anchor,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
440200,韶关,韶关市,广东,广东省,440000,prefecture_level_city,24.814038,113.592134,,24.810977,113.597324,GCJ-02,city_440200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
440300,深圳,深圳市,广东,广东省,440000,prefecture_level_city,22.546244,114.052825,,22.543527,114.057939,GCJ-02,city_440300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
440400,珠海,珠海市,广东,广东省,440000,prefecture_level_city,22.274224,113.571905,,22.271208,113.576944,GCJ-02,city_440400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
440500,汕头,汕头市,广东,广东省,440000,prefecture_level_city,23.356809,116.677488,,23.354152,116.681956,GCJ-02,city_440500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
440600,佛山,佛山市,广东,广东省,440000,prefecture_level_city,23.023904,113.116103,,23.021351,113.121586,GCJ-02,city_440600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
440700,江门,江门市,广东,广东省,440000,prefecture_level_city,22.581639,113.076099,,22.578948,113.081548,GCJ-02,city_440700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
440800,湛江,湛江市,广东,广东省,440000,prefecture_level_city,21.272493,110.353045,,21.270108,110.357538,GCJ-02,city_440800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
440900,茂名,茂名市,广东,广东省,440000,prefecture_level_city,21.665504,110.921021,,21.662728,110.925533,GCJ-02,city_440900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
441200,肇庆,肇庆市,广东,广东省,440000,prefecture_level_city,23.050368,112.459990,,23.047747,112.465245,GCJ-02,city_441200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
441300,惠州,惠州市,广东,广东省,440000,prefecture_level_city,23.114865,114.410619,,23.112368,114.415587,GCJ-02,city_441300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
441400,梅州,梅州市,广东,广东省,440000,prefecture_level_city,24.291459,116.117220,,24.288832,116.122046,GCJ-02,city_441400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
441500,汕尾,汕尾市,广东,广东省,440000,prefecture_level_city,22.789838,115.370615,,22.787204,115.375557,GCJ-02,city_441500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
441600,河源,河源市,广东,广东省,440000,prefecture_level_city,23.746927,114.695515,,23.744276,114.700215,GCJ-02,city_441600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
441700,阳江,阳江市,广东,广东省,440000,prefecture_level_city,21.859580,111.978351,,21.856853,111.983430,GCJ-02,city_441700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
441800,清远,清远市,广东,广东省,440000,prefecture_level_city,23.684524,113.050616,,23.682064,113.056098,GCJ-02,city_441800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
441900,东莞,东莞市,广东,广东省,440000,prefecture_level_city,23.023738,113.746691,,23.021016,113.751884,GCJ-02,city_441900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
442000,中山,中山市,广东,广东省,440000,prefecture_level_city,22.519713,113.387035,,22.517024,113.392517,GCJ-02,city_442000,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
445100,潮州,潮州市,广东,广东省,440000,prefecture_level_city,23.660409,116.617537,,23.657662,116.621901,GCJ-02,city_445100,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
445200,揭阳,揭阳市,广东,广东省,440000,prefecture_level_city,23.553365,116.368023,,23.550968,116.372732,GCJ-02,city_445200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
445300,云浮,云浮市,广东,广东省,440000,prefecture_level_city,22.917296,112.039467,,22.914639,112.044788,GCJ-02,city_445300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/440000.json
450100,南宁,南宁市,广西,广西壮族自治区,450000,prefecture_level_city,22.820000,108.360000,80,22.817700,108.366407,GCJ-02,nanning,existing pvsim representative-city anchor,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
450200,柳州,柳州市,广西,广西壮族自治区,450000,prefecture_level_city,24.329142,109.423471,,24.326442,109.428071,GCJ-02,city_450200,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
450300,桂林,桂林市,广西,广西壮族自治区,450000,prefecture_level_city,25.238400,110.175128,,25.235615,110.179752,GCJ-02,city_450300,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
450400,梧州,梧州市,广西,广西壮族自治区,450000,prefecture_level_city,23.479325,111.273914,,23.476733,111.279022,GCJ-02,city_450400,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
450500,北海,北海市,广西,广西壮族自治区,450000,prefecture_level_city,21.484247,109.116161,,21.481859,109.120454,GCJ-02,city_450500,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
450600,防城港,防城港市,广西,广西壮族自治区,450000,prefecture_level_city,21.689218,108.350675,,21.686732,108.354670,GCJ-02,city_450600,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
450700,钦州,钦州市,广西,广西壮族自治区,450000,prefecture_level_city,21.983779,108.650598,,21.980894,108.654355,GCJ-02,city_450700,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
450800,贵港,贵港市,广西,广西壮族自治区,450000,prefecture_level_city,23.114721,109.594712,,23.111820,109.598903,GCJ-02,city_450800,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
450900,玉林,玉林市,广西,广西壮族自治区,450000,prefecture_level_city,22.656803,110.176503,,22.654001,110.180970,GCJ-02,city_450900,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
451000,百色,百色市,广西,广西壮族自治区,450000,prefecture_level_city,23.905974,106.615278,,23.903070,106.618690,GCJ-02,city_451000,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
451100,贺州,贺州市,广西,广西壮族自治区,450000,prefecture_level_city,24.407219,111.562103,,24.404182,111.567216,GCJ-02,city_451100,GeoJSON.CN GCJ-02 centre converted to WGS-84,1.6.3,https://geojson.cn/api/china/1.6.3/450000.json
