adcode,gamma,gap,yield_kwh_kwp,csi_kwh_kwp
330500,-0.4,1.6,1339.0096695807265,1364.3776217861296
330500,-0.3,1.6,1352.802205017565,1364.3776217861296
330500,-0.2,1.6,1366.4408746520774,1364.3776217861296
330500,-0.4,1.68,1342.2442955412746,1364.3776217861296
330500,-0.3,1.68,1356.0901137400087,1364.3776217861296
330500,-0.2,1.68,1369.7671629866907,1364.3776217861296
330500,-0.4,1.75,1386.1352941883547,1364.3776217861296
330500,-0.3,1.75,1399.941607403393,1364.3776217861296
330500,-0.2,1.75,1413.2936860265295,1364.3776217861296
