adcode,gamma,gap,yield_kwh_kwp,csi_kwh_kwp
371600,-0.4,1.6,1562.3305233571398,1586.3543220022686
371600,-0.3,1.6,1573.6005567386467,1586.3543220022686
371600,-0.2,1.6,1584.6034222937392,1586.3543220022686
371600,-0.4,1.68,1564.8431959411603,1586.3543220022686
371600,-0.3,1.68,1576.1626544529875,1586.3543220022686
371600,-0.2,1.68,1587.191685742111,1586.3543220022686
371600,-0.4,1.75,1606.714721700589,1586.3543220022686
371600,-0.3,1.75,1617.8976389622542,1586.3543220022686
371600,-0.2,1.75,1628.7437093394208,1586.3543220022686
