adcode,gamma,gap,yield_kwh_kwp,csi_kwh_kwp
310000,-0.4,1.6,1336.3192905782457,1361.8294792118631
310000,-0.3,1.6,1346.0752671950363,1361.8294792118631
310000,-0.2,1.6,1355.714098821183,1361.8294792118631
310000,-0.4,1.68,1340.432589928506,1361.8294792118631
310000,-0.3,1.68,1350.2279143076453,1361.8294792118631
310000,-0.2,1.68,1359.8501806243291,1361.8294792118631
310000,-0.4,1.75,1388.4801873177976,1361.8294792118631
310000,-0.3,1.75,1398.1337777133758,1361.8294792118631
310000,-0.2,1.75,1407.5629444308522,1361.8294792118631
