adcode,gamma,gap,yield_kwh_kwp,csi_kwh_kwp
441200,-0.4,1.6,1163.8100853352332,1187.4650359857833
441200,-0.3,1.6,1180.9792447507818,1187.4650359857833
441200,-0.2,1.6,1198.1710516540622,1187.4650359857833
441200,-0.4,1.68,1166.2773706226203,1187.4650359857833
441200,-0.3,1.68,1183.5108526592658,1187.4650359857833
441200,-0.2,1.68,1200.7804156762704,1187.4650359857833
441200,-0.4,1.75,1208.3058733913545,1187.4650359857833
441200,-0.3,1.75,1226.0157255780407,1187.4650359857833
441200,-0.2,1.75,1243.507648719408,1187.4650359857833
