adcode,gamma,gap,yield_kwh_kwp,csi_kwh_kwp
360400,-0.4,1.6,1370.3519003333677,1397.8067211334749
360400,-0.3,1.6,1385.6581131182488,1397.8067211334749
360400,-0.2,1.6,1400.646562988222,1397.8067211334749
360400,-0.4,1.68,1374.0542073861156,1397.8067211334749
360400,-0.3,1.68,1389.3616815945002,1397.8067211334749
360400,-0.2,1.68,1404.3175244710433,1397.8067211334749
360400,-0.4,1.75,1420.2595856546425,1397.8067211334749
360400,-0.3,1.75,1435.250645713486,1397.8067211334749
360400,-0.2,1.75,1449.6965704879349,1397.8067211334749
