case,context,adcode,technology,npv_usd,discounted_mwh,construction_usd
Central,area,150500,T,1285338.750829469,35809.61854735014,1097425.0216505441
Central,area,150600,T,1350955.5283658188,36629.82826655451,1097425.0216505441
Central,area,150700,T,1064277.0655379286,33046.347481205885,1097425.0216505441
Central,area,150800,T,1473474.9635870862,38161.32120682036,1097425.0216505441
Central,area,150900,T,1363143.8027061983,36782.18169580926,1097425.0216505441
Central,area,152200,T,1246677.8512979413,35326.357303206045,1097425.0216505441
Central,area,152500,T,1341795.6444753474,36515.329717923625,1097425.0216505441
Central,area,152900,T,1530697.025666692,38876.59698281543,1097425.0216505441
Central,area,210100,T,1214131.2134469496,34919.52433006865,1097425.0216505441
Central,area,210200,T,1236605.264783201,35200.449971771784,1097425.0216505441
Central,area,210300,T,1174112.9040198599,34419.295462230024,1097425.0216505441
Central,area,210400,T,1078170.4650153415,33220.01497467354,1097425.0216505441
Central,area,210500,T,1074415.1032389135,33173.072952468196,1097425.0216505441
Central,area,210600,T,1076851.5164235015,33203.52811727555,1097425.0216505441
Central,area,210700,T,1250834.8659260855,35378.319986057846,1097425.0216505441
Central,area,210800,T,1237000.1402827068,35205.38591551561,1097425.0216505441
Central,area,210900,T,1267150.8661485717,35582.269988838925,1097425.0216505441
Central,area,211000,T,1179979.0757266118,34492.62260856442,1097425.0216505441
Central,area,211100,T,1251492.4401262773,35386.539663560245,1097425.0216505441
Central,area,211200,T,1149113.246133016,34106.79973864448,1097425.0216505441
Central,area,211300,T,1324375.2795907147,36297.575156865714,1097425.0216505441
Central,area,211400,T,1304684.5180843894,36051.44063803665,1097425.0216505441
Central,area,220100,T,1216471.8891487718,34948.782776341424,1097425.0216505441
Central,area,220200,T,1105511.5813696715,33561.77892910268,1097425.0216505441
Central,area,220300,T,1198467.966649872,34723.733745105186,1097425.0216505441
Central,area,220400,T,1116418.1995550576,33698.11165642,1097425.0216505441
Central,area,220500,T,1056206.175568592,32945.46135658918,1097425.0216505441
Central,area,220600,T,1109367.5180236136,33609.97813727695,1097425.0216505441
Central,area,220700,T,1290147.2753661915,35869.725104059165,1097425.0216505441
Central,area,220800,T,1389756.8813059423,37114.84517830606,1097425.0216505441
Central,area,222400,T,1091492.7297856854,33386.54328430284,1097425.0216505441
Central,area,230100,T,1079148.1129865667,33232.23557431386,1097425.0216505441
Central,area,230200,T,1199904.0700333985,34741.68503739926,1097425.0216505441
Central,area,230300,T,1120898.2802860993,33754.112665558016,1097425.0216505441
Central,area,230400,T,1105018.5143300262,33555.61559110711,1097425.0216505441
Central,area,230500,T,1050081.049673254,32868.897282897444,1097425.0216505441
Central,area,230600,T,1223664.894788386,35038.695346836605,1097425.0216505441
Central,area,230700,T,1079997.3741487656,33242.85133884135,1097425.0216505441
Central,area,230800,T,1094471.498482082,33423.7778930078,1097425.0216505441
Central,area,230900,T,1108665.0283664789,33601.197016562764,1097425.0216505441
Central,area,231000,T,1040908.2822370823,32754.23768994531,1097425.0216505441
Central,area,231100,T,1086346.8107143445,33322.21929591108,1097425.0216505441
Central,area,231200,T,1122461.068111664,33773.647513377575,1097425.0216505441
Central,area,232700,T,1023347.1319521937,32534.72331138419,1097425.0216505441
Central,area,310000,T,842047.9700130341,30268.4837871447,1097425.0216505441
Central,area,320100,T,834180.3373291941,30170.13837859671,1097425.0216505441
Central,area,320200,T,875768.0347841037,30689.984596783077,1097425.0216505441
Central,area,320300,T,986635.9560314924,32075.833612375434,1097425.0216505441
Central,area,320400,T,835723.022942847,30189.421948767365,1097425.0216505441
Central,area,320500,T,801245.0175387252,29758.44688121584,1097425.0216505441
Central,area,320600,T,875285.6365144282,30683.95461841213,1097425.0216505441
Central,area,320700,T,949503.1003732095,31611.672916646894,1097425.0216505441
Central,area,320800,T,957077.2770273024,31706.350124823057,1097425.0216505441
Central,area,320900,T,973408.0400118591,31910.484662130017,1097425.0216505441
Central,area,321000,T,918855.6184855122,31228.57939305068,1097425.0216505441
Central,area,321100,T,868109.9339516707,30594.258336377658,1097425.0216505441
Central,area,321200,T,900513.9185526295,30999.308143889644,1097425.0216505441
Central,area,321300,T,953457.0957738436,31661.09785915482,1097425.0216505441
Central,area,330100,T,550575.5768201714,26625.078872233917,1097425.0216505441
Central,area,330200,T,623011.7992145225,27530.531652163307,1097425.0216505441
Central,area,330300,T,629354.8465466864,27609.819743815355,1097425.0216505441
Central,area,330400,T,826085.0925459001,30068.947818805525,1097425.0216505441
Central,area,330500,T,733445.1159748016,28910.948111666796,1097425.0216505441
Central,area,330600,T,520656.2375294411,26251.08713109979,1097425.0216505441
Central,area,330700,T,609138.9161373613,27357.120613698797,1097425.0216505441
Central,area,330800,T,568856.2320644442,26853.58706278733,1097425.0216505441
Central,area,330900,T,709431.6457553438,28610.779733923573,1097425.0216505441
Central,area,331000,T,529564.9410008448,26362.44592449234,1097425.0216505441
Central,area,331100,T,563552.2472733433,26787.287252898575,1097425.0216505441
Central,area,340100,T,799140.7142397031,29732.14308997807,1097425.0216505441
Central,area,340200,T,791580.2359087382,29637.637110841006,1097425.0216505441
Central,area,340300,T,818597.8017021031,29975.35668325807,1097425.0216505441
Central,area,340400,T,861470.9934802753,30511.271580485216,1097425.0216505441
Central,area,340500,T,797303.6577512346,29709.179883872206,1097425.0216505441
Central,area,340600,T,962391.5991766549,31772.779151689967,1097425.0216505441
Central,area,340700,T,788565.3863525852,29599.951491389093,1097425.0216505441
Central,area,340800,T,738022.1141156736,28968.1605884277,1097425.0216505441
Central,area,341000,T,610799.437927362,27377.877136073803,1097425.0216505441
Central,area,341100,T,843190.7932026803,30282.769077015277,1097425.0216505441
Central,area,341200,T,893080.1149840269,30906.385599282115,1097425.0216505441
Central,area,341300,T,959102.5151479775,31731.665601331497,1097425.0216505441
Central,area,341500,T,723026.5535071146,28780.71608082071,1097425.0216505441
Central,area,341600,T,959576.3644499164,31737.588717605733,1097425.0216505441
Central,area,341700,T,744275.4383704223,29046.327141612055,1097425.0216505441
Central,area,341800,T,731182.410931101,28882.66429862054,1097425.0216505441
Central,area,350100,T,568988.0491426053,26855.234776264344,1097425.0216505441
Central,area,350200,T,880479.8530862834,30748.88232556032,1097425.0216505441
Central,area,350300,T,656710.0428709884,27951.759697869133,1097425.0216505441
Central,area,350400,T,570117.619962127,26869.354411508364,1097425.0216505441
Central,area,350500,T,704668.6935179739,28551.24283095645,1097425.0216505441
Central,area,350600,T,775158.9164338665,29432.370617405108,1097425.0216505441
Central,area,350700,T,607191.2330620333,27332.77457525719,1097425.0216505441
Central,area,350800,T,630985.5570877442,27630.203625578582,1097425.0216505441
Central,area,350900,T,539703.319899316,26489.175660723227,1097425.0216505441
Central,area,360100,T,700540.213810985,28499.636834619087,1097425.0216505441
Central,area,360200,T,633017.4634262519,27655.602454809923,1097425.0216505441
Central,area,360300,T,575763.3324333713,26939.925817398922,1097425.0216505441
Central,area,360400,T,710537.4668223385,28624.602497261007,1097425.0216505441
Central,area,360500,T,534706.4651657953,26426.714976554224,1097425.0216505441
Central,area,360600,T,536412.1167515685,26448.035621376384,1097425.0216505441
Central,area,360700,T,605831.6399223028,27315.779661010558,1097425.0216505441
Central,area,360800,T,547094.5798893007,26581.566410598036,1097425.0216505441
Central,area,360900,T,575020.8124750017,26930.644317919294,1097425.0216505441
Central,area,361000,T,486983.41302226455,25830.176824760085,1097425.0216505441
Central,area,361100,T,619788.4249536423,27490.239473902308,1097425.0216505441
Central,area,370100,T,1146147.100179228,34069.722914222126,1097425.0216505441
Central,area,370200,T,1211252.0824949048,34883.535193168085,1097425.0216505441
Central,area,370300,T,1096480.072470668,33448.88506786513,1097425.0216505441
Central,area,370400,T,1000159.8468063542,32244.882247061207,1097425.0216505441
Central,area,370500,T,1258823.5870268908,35478.17899981791,1097425.0216505441
Central,area,370600,T,1174764.2380469672,34427.437137568864,1097425.0216505441
Central,area,370700,T,1121370.8137634126,33760.01933402444,1097425.0216505441
Central,area,370800,T,1057213.8479582719,32958.05726146017,1097425.0216505441
Central,area,370900,T,1137526.559902592,33961.96616076418,1097425.0216505441
Central,area,371000,T,1204399.356407453,34797.87611707494,1097425.0216505441
Central,area,371100,T,1098914.256156122,33479.3123639333,1097425.0216505441
Central,area,371300,T,995911.7166460732,32191.780620057696,1097425.0216505441
Central,area,371400,T,1226739.8029184602,35077.13169846254,1097425.0216505441
Central,area,371500,T,1203316.9769788957,34784.346374217974,1097425.0216505441
