adcode,city,province,gamma,gap,raw_capacity_pct,matched_capacity_pct,raw_area_pct,raw_yield_kwh_kwp
140700,晋中,山西,-0.4,1.75,1.331424794241376,-1.215870702449262,30.403779571700063,1614.2273934788016
140800,运城,山西,-0.4,1.75,1.2767397965886884,-1.3392281758686786,30.333405249082368,1575.2133662301176
140900,忻州,山西,-0.4,1.75,1.2673358673502833,-1.1458824245464183,30.32130329830054,1684.0374933822718
141000,临汾,山西,-0.4,1.75,1.280458859716238,-1.3184540616455245,30.33819132496438,1585.292739132428
141100,吕梁,山西,-0.4,1.75,1.3351925534496267,-1.1990915599578322,30.408628314745666,1657.8687284989683
150100,呼和浩特,内蒙古,-0.4,1.75,1.3270270016560781,-1.082243711487063,30.398120036407228,1780.3912723260719
150200,包头,内蒙古,-0.4,1.75,1.2897046723643557,-1.057576556827755,30.35008979493039,1807.1789254471255
150300,乌海,内蒙古,-0.4,1.75,1.1503998462418341,-1.129616527173927,30.170817906907075,1828.4889705200496
150400,赤峰,内蒙古,-0.4,1.75,1.34194025662977,-0.9696175131042928,30.417311958540317,1757.0862786007203
150500,通辽,内蒙古,-0.4,1.75,1.2833311287978155,-0.9527549127119396,30.34188765850501,1755.932917863687
150600,鄂尔多斯,内蒙古,-0.4,1.75,1.2550470357170829,-1.111453213353042,30.305488756121314,1794.419850681467
150700,呼伦贝尔,内蒙古,-0.4,1.75,1.36428746354742,-0.6800372214195605,30.446070660501245,1623.163097987154
150800,巴彦淖尔,内蒙古,-0.4,1.75,1.108631066873511,-1.0856168372989083,30.117065512634667,1866.0953465619286
150900,乌兰察布,内蒙古,-0.4,1.75,1.3664882942041379,-1.006321428886359,30.448902917487807,1806.3118285017165
152200,兴安,内蒙古,-0.4,1.75,1.2549297707830753,-0.8639104587385482,30.30533784745071,1732.4159398303
152500,锡林郭勒,内蒙古,-0.4,1.75,1.400707808026147,-0.920131209766295,30.492940134437617,1794.6162319059467
152900,阿拉善,内蒙古,-0.4,1.75,1.0389472847002423,-1.0880481906963446,30.02738919959853,1898.9587007661185
210100,沈阳,辽宁,-0.4,1.75,1.440552780493931,-0.967650642476181,30.54421677460408,1653.0304243632468
210200,大连,辽宁,-0.4,1.75,1.6865535389382735,-1.0369787762850802,30.86079604647147,1673.1668481632112
210300,鞍山,辽宁,-0.4,1.75,1.515813512689368,-1.0048358944130698,30.641070084932508,1630.799135418074
210400,抚顺,辽宁,-0.4,1.75,1.5596852871745837,-0.9169876137434474,30.69752883127901,1574.6902416737564
210500,本溪,辽宁,-0.4,1.75,1.5450748729809005,-0.9624275337570598,30.678726636048538,1571.8959872558992
210600,丹东,辽宁,-0.4,1.75,1.617630461402042,-0.9967196684081636,30.772098687002902,1575.0581494947446
210700,锦州,辽宁,-0.4,1.75,1.4646940187456936,-0.9993588492749006,30.575284222021914,1675.8318103633742
210800,营口,辽宁,-0.4,1.75,1.557908879037928,-1.0126607150270803,30.695242765179074,1669.7977950111517
210900,阜新,辽宁,-0.4,1.75,1.3915101471753122,-0.9673336679134504,30.481103631194873,1683.4617075327837
211000,辽阳,辽宁,-0.4,1.75,1.4526940537743727,-1.0007228628351017,30.5598414234018,1632.5911195919032
211100,盘锦,辽宁,-0.4,1.75,1.5138372356550356,-0.994512412217996,30.638526806820288,1677.4692324636228
211200,铁岭,辽宁,-0.4,1.75,1.5121326599692564,-0.905265434607172,30.636333182162968,1616.226353502256
211300,朝阳,辽宁,-0.4,1.75,1.3681040089408292,-1.0299127393351817,30.450982186666174,1717.2438049154146
211400,葫芦岛,辽宁,-0.4,1.75,1.5365361816618517,-1.065989814125623,30.667738163095937,1710.2688010819522
220100,长春,吉林,-0.4,1.75,1.510672906726307,-0.8300583880976431,30.63445462039884,1652.0689383237996
220200,吉林,吉林,-0.4,1.75,1.5127612762557474,-0.8574878732471092,30.637142150751195,1585.6325281889578
220300,四平,吉林,-0.4,1.75,1.4922742613235895,-0.8830584874246039,30.610777336630402,1640.424884088815
220400,辽源,吉林,-0.4,1.75,1.58117271947249,-0.8521010123378026,30.725181086150876,1593.5955124431848
220500,通化,吉林,-0.4,1.75,1.652150718597567,-0.8730628469059698,30.816522931695232,1559.2600095839844
220600,白山,吉林,-0.4,1.75,1.5941295799252186,-0.9023837250438428,30.741855317050604,1589.6723514467183
220700,松原,吉林,-0.4,1.75,1.4310237928067293,-0.8324854899817713,30.531953885649067,1694.2105198611728
220800,白城,吉林,-0.4,1.75,1.270787852298727,-0.8771819181732976,30.325745670301284,1749.6836268188772
222400,延边,吉林,-0.4,1.75,1.5433734337903848,-0.8695821520303348,30.676537047758366,1578.162613482163
230100,哈尔滨,黑龙江,-0.4,1.75,1.5338295553311454,-0.7752704374641706,30.664254995814623,1584.3972048367511
230200,齐齐哈尔,黑龙江,-0.4,1.75,1.302347715343477,-0.7505438593796154,30.366360172980556,1651.651148844735
230300,鸡西,黑龙江,-0.4,1.75,1.4875548335119282,-0.8183613246768862,30.604703887793505,1608.5536229373997
230400,鹤岗,黑龙江,-0.4,1.75,1.3629606825481977,-0.7868812744795228,30.444363221201787,1596.4227600504744
230500,双鸭山,黑龙江,-0.4,1.75,1.5026564523662689,-0.7701225932562838,30.624138216090536,1566.6969296211623
230600,大庆,黑龙江,-0.4,1.75,1.4056073259020252,-0.7643595965468042,30.499245341833948,1668.0807616840536
230700,伊春,黑龙江,-0.4,1.75,1.377011757805091,-0.7785463850846108,30.46244560111766,1581.6956420429017
230800,佳木斯,黑龙江,-0.4,1.75,1.4524110467385443,-0.7699468456139114,30.559477220616806,1592.3202049495821
230900,七台河,黑龙江,-0.4,1.75,1.4896630651532794,-0.7871424324922938,30.607416978770008,1601.6230295966927
231000,牡丹江,黑龙江,-0.4,1.75,1.6197482385222894,-0.8152552558508552,30.774824062090932,1563.1627063470276
231100,黑河,黑龙江,-0.4,1.75,1.302256188071782,-0.7370111255994516,30.366242386201314,1583.966063553721
231200,绥化,黑龙江,-0.4,1.75,1.4691927255967352,-0.7275584280889924,30.58107362425082,1609.000711671496
232700,大兴安岭,黑龙江,-0.4,1.75,1.2696768330169972,-0.6308997996668508,30.324315895541787,1546.232578794048
310000,上海,上海,-0.4,1.75,1.8543324582828369,-1.356175481119748,31.076711348752205,1396.4467337110016
320100,南京,江苏,-0.4,1.75,1.6259370312306398,-1.34905239877966,30.782788441964158,1388.6342523320416
320200,无锡,江苏,-0.4,1.75,1.6662988263160372,-1.3573124619473242,30.834730183039262,1413.4491636694179
320300,徐州,江苏,-0.4,1.75,1.516939943636575,-1.3144804050325032,30.642519693020432,1475.019833053653
320400,常州,江苏,-0.4,1.75,1.652207765306568,-1.369331771308513,30.816596345312796,1389.667102713031
320500,苏州,江苏,-0.4,1.75,1.746775518148791,-1.3712884386621438,30.93829593081916,1371.6731473700897
320600,南通,江苏,-0.4,1.75,1.6917447043330869,-1.3450125748451391,30.867476576121966,1413.8879135360294
320700,连云港,江苏,-0.4,1.75,1.6974741121676074,-1.2783398527314582,30.874849771928183,1457.707124820762
320800,淮安,江苏,-0.4,1.75,1.5952575029807958,-1.344981376993215,30.743306845338235,1459.7853343235086
320900,盐城,江苏,-0.4,1.75,1.6190159896994016,-1.3201960941180868,30.773881728414242,1469.7159573276147
321000,扬州,江苏,-0.4,1.75,1.5777195241320596,-1.3643848884426268,30.720737156492262,1436.7721283261724
321100,镇江,江苏,-0.4,1.75,1.591199560290546,-1.3777985964725905,30.738084664112918,1407.3893246702505
321200,泰州,江苏,-0.4,1.75,1.5983324271226396,-1.351926239481438,30.747263976413876,1426.4977703395436
321300,宿迁,江苏,-0.4,1.75,1.6073826827117887,-1.3146128012206604,30.758910783288563,1457.9171169663907
330100,杭州,浙江,-0.4,1.75,1.6776371325595507,-1.4153081115944932,30.84932149063311,1222.030584960237
330200,宁波,浙江,-0.4,1.75,2.0629732743548956,-1.3671097222739736,31.34521197473241,1272.6982052173641
330300,温州,浙江,-0.4,1.75,1.8381783215131176,-1.4980876290533796,31.05592253131708,1270.6753850594876
330400,嘉兴,浙江,-0.4,1.75,1.673404669760159,-1.4087444978567731,30.84387471884382,1382.8407849162597
330500,湖州,浙江,-0.4,1.75,1.6616238573008202,-1.4008246874062769,30.82871394838942,1328.5838336360102
330600,绍兴,浙江,-0.4,1.75,1.845467273002166,-1.394553528857767,31.06530270953145,1207.844006264452
330700,金华,浙江,-0.4,1.75,1.570094170829961,-1.4743368854079009,30.71092406155964,1253.4741825110364
330800,衢州,浙江,-0.4,1.75,1.5787519806791606,-1.469125339602051,30.72206582858248,1230.272109482356
330900,舟山,浙江,-0.4,1.75,2.5630156680197302,-1.3123769144017694,31.988718352071732,1334.8917914969493
331000,台州,浙江,-0.4,1.75,2.00155881205335,-1.407895275367288,31.266177479552404,1216.184800325194
331100,丽水,浙江,-0.4,1.75,1.6131537836843846,-1.5014642485826737,30.76633763414598,1227.616829881801
340100,合肥,安徽,-0.4,1.75,1.634027004641747,-1.4042120398488178,30.793199458207,1368.0589743356788
340200,芜湖,安徽,-0.4,1.75,1.54394845498238,-1.418219635090312,30.67727704462433,1361.5207489740358
340300,蚌埠,安徽,-0.4,1.75,1.6540428440942945,-1.336728340675153,30.818957914887267,1380.06288573769
340400,淮南,安徽,-0.4,1.75,1.5880531371649242,-1.4026828462930352,30.734035520734682,1403.3517149393153
340500,马鞍山,安徽,-0.4,1.75,1.6538011003064401,-1.340310790209187,30.818646813926343,1367.780695965865
340600,淮北,安徽,-0.4,1.75,1.540712628793517,-1.3596350531391743,30.673112848118443,1461.1222125387867
340700,铜陵,安徽,-0.4,1.75,1.4984228069174543,-1.4568778629344914,30.6186899223454,1358.467319449325
340800,安庆,安徽,-0.4,1.75,1.5901605311805511,-1.4563705094119084,30.736747533767584,1330.9926238637495
341000,黄山,安徽,-0.4,1.75,1.6001582849206164,-1.4715826605923743,30.74961367946305,1256.887678551873
341100,滁州,安徽,-0.4,1.75,1.6427830364215357,-1.3493777021518771,30.804467627389975,1394.256121821096
341200,阜阳,安徽,-0.4,1.75,1.5143566075789927,-1.3970777940517265,30.63919518844056,1420.3140097397306
341300,宿州,安徽,-0.4,1.75,1.5400238863154225,-1.340833770080918,30.67222650291528,1459.3563235039053
341500,六安,安徽,-0.4,1.75,1.5660119882368262,-1.435874421869343,30.705670685915052,1322.0404794353956
341600,亳州,安徽,-0.4,1.75,1.485771584975537,-1.3842699701768768,30.602409018758237,1458.2003278599275
341700,池州,安徽,-0.4,1.75,1.5358173273835485,-1.476838694946414,30.666813066907437,1333.373371889444
341800,宣城,安徽,-0.4,1.75,1.5328709943003282,-1.4443732722501212,30.66302142013342,1325.8560268327024
350100,福州,福建,-0.4,1.75,2.029752799051021,-1.5122556762100725,31.302460424089663,1238.6151255123762
350200,厦门,福建,-0.4,1.75,1.698044591183967,-1.638311827166372,30.875583923451757,1412.9416665528763
350300,莆田,福建,-0.4,1.75,2.177792015223612,-1.5125791198827732,31.49297263047517,1293.3269923907833
350400,三明,福建,-0.4,1.75,1.6340737720793808,-1.5467911585768546,30.79325964339279,1230.9424835046598
350500,泉州,福建,-0.4,1.75,1.9501034880556434,-1.561654150705161,31.199959435722334,1316.2299934232715
350600,漳州,福建,-0.4,1.75,1.597247428573212,-1.624360063781105,30.74586768782952,1348.9316810103116
350700,南平,福建,-0.4,1.75,1.4423136813145998,-1.5441667011111604,30.54648288428261,1248.7797964799115
350800,龙岩,福建,-0.4,1.75,1.658487796742647,-1.5654363376454206,30.824678140636962,1266.6686748236218
350900,宁德,福建,-0.4,1.75,1.7375113282255938,-1.526258651968282,30.926373811070928,1215.3151931950601
360100,南昌,江西,-0.4,1.75,1.5211398282793054,-1.5124659511530305,30.647924539861272,1319.1068115439928
360200,景德镇,江西,-0.4,1.75,1.4740788533676996,-1.5268136426581869,30.587361599872366,1278.6577425629937
360300,萍乡,江西,-0.4,1.75,1.5124668000564112,-1.5557592020733255,30.63676318825792,1245.5796053662289
360400,九江,江西,-0.4,1.75,1.5739855748441611,-1.500841370156325,30.715931923556283,1326.2195194555388
360500,新余,江西,-0.4,1.75,1.5976931600804267,-1.5419885809934364,30.74644130132933,1223.1577948792442
360600,鹰潭,江西,-0.4,1.75,1.48749908512531,-1.5160537005955876,30.60463214499176,1221.7686082697576
360700,赣州,江西,-0.4,1.75,1.6361053280732563,-1.5483853570718131,30.795874060199324,1265.0221606292237
360800,吉安,江西,-0.4,1.75,1.6562960921192138,-1.5365701314749458,30.821857627975845,1231.5552058236462
360900,宜春,江西,-0.4,1.75,1.555368482856867,-1.5308216255727314,30.691973520082662,1246.1041643388348
361000,抚州,江西,-0.4,1.75,1.5859396436947337,-1.5362847876659536,30.731315658291503,1194.5926399257185
