adcode,city,province,gamma,gap,raw_capacity_pct,matched_capacity_pct,raw_area_pct,raw_yield_kwh_kwp
152900,阿拉善,内蒙古,-0.3,1.75,1.3841274786904778,-0.6947405786474792,30.471602848237357,1905.4461291323591
210100,沈阳,辽宁,-0.3,1.75,1.5957966723106676,-0.8028966585581276,30.744000704312246,1655.5602102263515
210200,大连,辽宁,-0.3,1.75,1.7943114401856919,-0.9282690484292866,30.99947008199313,1674.939913939561
210300,鞍山,辽宁,-0.3,1.75,1.7134346616702656,-0.8020190929060367,30.89538946120436,1633.9738171523447
210400,抚顺,辽宁,-0.3,1.75,1.6516862994673698,-0.8146276428441679,30.815925269025392,1576.116724001581
210500,本溪,辽宁,-0.3,1.75,1.707861613833206,-0.7888806197165144,30.888217485648294,1574.4158911019922
210600,丹东,辽宁,-0.3,1.75,1.7971176366049724,-0.8133860519769276,31.003081386384036,1577.8401739992476
210700,锦州,辽宁,-0.3,1.75,1.6285529486828931,-0.831911911857719,30.786154875659456,1678.5381705397535
210800,营口,辽宁,-0.3,1.75,1.714509835553013,-0.8574755035083537,30.896773106389386,1672.372601195838
210900,阜新,辽宁,-0.3,1.75,1.5563510528705082,-0.7983262979054495,30.693237993011312,1686.1986561409076
211000,辽阳,辽宁,-0.3,1.75,1.6711897963483269,-0.7700173320779102,30.841024390184547,1636.1071840229356
211100,盘锦,辽宁,-0.3,1.75,1.6550026897027337,-0.8532159884407142,30.820193143696084,1679.801926333741
211200,铁岭,辽宁,-0.3,1.75,1.5715304805030472,-0.836811437991658,30.712772453708336,1617.1720564480197
211300,朝阳,辽宁,-0.3,1.75,1.5831615964031265,-0.811044664746241,30.727740579115515,1720.8870249734432
211400,葫芦岛,辽宁,-0.3,1.75,1.7041843986457694,-0.8946547387204795,30.883485264032796,1713.0926468211019
220100,长春,吉林,-0.3,1.75,1.432002514211117,-0.9086220139614688,30.53321340578845,1650.7885910645564
220200,吉林,吉林,-0.3,1.75,1.5082606443014068,-0.8528778920081637,30.631350271099844,1585.5622281760875
220300,四平,吉林,-0.3,1.75,1.5052737607720745,-0.8620551713785951,30.62750643980905,1640.6349956715062
220400,辽源,吉林,-0.3,1.75,1.555810623850462,-0.8685011428538947,30.692542512937404,1593.1976343651177
220500,通化,吉林,-0.3,1.75,1.646046570049009,-0.8733539736950346,30.808667480699505,1559.166376988343
220600,白山,吉林,-0.3,1.75,1.6187693566197536,-0.8685236939040331,30.773564335405922,1590.0578970675042
220700,松原,吉林,-0.3,1.75,1.347892862189859,-0.9128254971772388,30.424972388312344,1692.8219772643372
220800,白城,吉林,-0.3,1.75,1.243802657398585,-0.8999418253715197,30.291018324716212,1749.2173960855669
222400,延边,吉林,-0.3,1.75,1.5400352791826055,-0.8751757896817369,30.67224116443754,1578.1107326885488
230100,哈尔滨,黑龙江,-0.3,1.75,1.3840769371723072,-0.9305107367543086,30.471537806173576,1582.0603715796294
230200,齐齐哈尔,黑龙江,-0.3,1.75,1.151608934584214,-0.8984411786949531,30.17237388709786,1649.1934774676006
230300,鸡西,黑龙江,-0.3,1.75,1.3729771225387655,-0.9355631960173194,30.45725341430108,1606.7375934508673
230400,鹤岗,黑龙江,-0.3,1.75,1.2319943935150013,-0.9158017625383263,30.275822226923978,1594.3600976814585
230500,双鸭山,黑龙江,-0.3,1.75,1.3259204340981823,-0.947341402542623,30.39669599058734,1563.96900321163
230600,大庆,黑龙江,-0.3,1.75,1.2555686521175335,-0.9144558283829428,30.306160026166552,1665.6126868719366
230700,伊春,黑龙江,-0.3,1.75,1.2402670766936907,-0.9132981050733124,30.28646837303206,1579.562136009964
230800,佳木斯,黑龙江,-0.3,1.75,1.2715350448663232,-0.9510242043734408,30.326707235137462,1589.4813122175117
230900,七台河,黑龙江,-0.3,1.75,1.3197304240592844,-0.9621556105997464,30.388730044127033,1598.9412980465388
231000,牡丹江,黑龙江,-0.3,1.75,1.507316437716999,-0.9316858744535804,30.630135168207985,1561.433227568811
231100,黑河,黑龙江,-0.3,1.75,1.1379604076350747,-0.8999068932636578,30.15480954806513,1581.3971282664982
231200,绥化,黑龙江,-0.3,1.75,1.2722559584982251,-0.9280663389823364,30.327634981515605,1605.877878130554
232700,大兴安岭,黑龙江,-0.3,1.75,0.9691549647610209,-0.9293816437600078,29.93757320891617,1541.6440709813526
310000,上海,上海,-0.3,1.75,2.6251605890198038,-0.5746603023915497,32.0686928772109,1407.014967770766
320100,南京,江苏,-0.3,1.75,2.474155397388933,-0.4857344401078767,31.87436374620738,1400.2244537226823
320200,无锡,江苏,-0.3,1.75,2.512009775174917,-0.5023204654430624,31.923078682828976,1425.2069383417581
320300,徐州,江苏,-0.3,1.75,2.304140807774946,-0.5142972021752623,31.655571351715594,1486.4576964077469
320400,常州,江苏,-0.3,1.75,2.5463248409187456,-0.4653394225743623,31.96723886589492,1401.8903993168879
320500,苏州,江苏,-0.3,1.75,2.6093841571376952,-0.4978943858602869,32.04839012957108,1383.30218525129
320600,南通,江苏,-0.3,1.75,2.4957114534810643,-0.5281043432657784,31.902104313289904,1425.0659975861179
320700,连云港,江苏,-0.3,1.75,2.3671503638316382,-0.600615609950439,31.736658578857746,1467.3061030834592
320800,淮安,江苏,-0.3,1.75,2.3848611877905768,-0.5478110575965811,31.75945070270545,1471.1308627206317
320900,盐城,江苏,-0.3,1.75,2.3678385891337417,-0.5610345653078497,31.737544258505235,1480.5461795343297
321000,扬州,江苏,-0.3,1.75,2.435559274374377,-0.4952229771610361,31.824694254950025,1448.905893973723
321100,镇江,江苏,-0.3,1.75,2.486724059881129,-0.4651541405420789,31.890538403738056,1419.7954349057782
321200,泰州,江苏,-0.3,1.75,2.4427551813586135,-0.4929095194745381,31.833954693852327,1438.3539410794094
321300,宿迁,江苏,-0.3,1.75,2.360716655068762,-0.5527709832560346,31.72837901562209,1468.7263560599827
330100,杭州,浙江,-0.3,1.75,2.8427809996991904,-0.248130495879828,32.348749376190966,1236.0340716823684
330200,宁波,浙江,-0.3,1.75,2.8818622951015227,-0.5555386835353171,32.39904323756093,1282.9095341012965
330300,温州,浙江,-0.3,1.75,2.999795894139612,-0.3392477892556145,32.55081241562478,1285.169348725344
330400,嘉兴,浙江,-0.3,1.75,2.6277471578680878,-0.4469842543173064,32.07202154208089,1395.8206169541515
330500,湖州,浙江,-0.3,1.75,2.6710083676479757,-0.3866388766694761,32.12769455048472,1341.7751627874334
330600,绍兴,浙江,-0.3,1.75,2.9286347829571735,-0.3167081303450114,32.45923492250697,1220.6899131045923
330700,金华,浙江,-0.3,1.75,2.8604501205337973,-0.1855982350485341,32.371487832136104,1269.3984354361437
330800,衢州,浙江,-0.3,1.75,2.877109265342259,-0.1681929494075973,32.39292654625532,1245.9971772186489
330900,舟山,浙江,-0.3,1.75,2.9200685642607027,-0.9469875122802508,32.44821102447213,1339.5389538021711
331000,台州,浙江,-0.3,1.75,3.0034539125639137,-0.4118860629732324,32.5555199328559,1228.1305941635646
331100,丽水,浙江,-0.3,1.75,2.953115551763208,-0.1586353398446482,32.49073931303155,1243.8052814418575
340100,合肥,安徽,-0.3,1.75,2.580852372077258,-0.4437668142686202,32.011672471476714,1380.803849051601
340200,芜湖,安徽,-0.3,1.75,2.5665252517045545,-0.3799929009465908,31.993234848096087,1375.2316549151603
340300,蚌埠,安徽,-0.3,1.75,2.493058087548028,-0.4831600429740401,31.898689687008307,1391.4534194111468
340400,淮南,安徽,-0.3,1.75,2.526740931377036,-0.4508700446181568,31.942036261389806,1416.318880714424
340500,马鞍山,安徽,-0.3,1.75,2.492351537184323,-0.4849820156233697,31.897780424772314,1379.0636296854175
340600,淮北,安徽,-0.3,1.75,2.399814691666813,-0.4867142217914622,31.778694421297793,1473.4842796782102
340700,铜陵,安徽,-0.3,1.75,2.6121597301264954,-0.3295602474217229,32.05196202455775,1373.3737108079542
340800,安庆,安徽,-0.3,1.75,2.6842861788757943,-0.345311650076463,32.14478181410569,1345.3274094281007
341000,黄山,安徽,-0.3,1.75,2.809430225259102,-0.251685673057489,32.305830143115344,1271.8474879408268
341100,滁州,安徽,-0.3,1.75,2.4794726641074183,-0.4980338143856233,31.88120655611051,1405.7331750915405
341200,阜阳,安徽,-0.3,1.75,2.459846467219773,-0.4431903623418387,31.855949531865924,1433.5426065470356
341300,宿州,安徽,-0.3,1.75,2.3693205979859133,-0.4978610950691187,31.739451461093914,1471.275164507846
341500,六安,安徽,-0.3,1.75,2.641673976139969,-0.346699395980643,32.089944015230266,1336.0419023756074
341600,亳州,安徽,-0.3,1.75,2.4015432787303004,-0.4534420845746179,31.780918946284544,1471.3586116589515
341700,池州,安徽,-0.3,1.75,2.686048482347081,-0.3114295868400618,32.147049728860424,1348.4782642704342
341800,宣城,安徽,-0.3,1.75,2.6539738648233557,-0.3149688359919578,32.10577278676763,1340.495827549712
350100,福州,福建,-0.3,1.75,3.207196359171327,-0.3537696242619348,32.817716829334366,1252.9089894392496
350200,厦门,福建,-0.3,1.75,3.029605833007265,-0.3257196031420828,32.5891749345081,1431.4417111476582
350300,莆田,福建,-0.3,1.75,3.191895518710486,-0.5149961960027927,32.79802612202645,1306.1631225152455
350400,三明,福建,-0.3,1.75,3.0934477229857427,-0.0998054228961486,32.67133329520517,1248.6177111996476
350500,泉州,福建,-0.3,1.75,3.1362446768430363,-0.3884552899652838,32.72640885097162,1331.5437062661388
350600,漳州,福建,-0.3,1.75,3.0624443369023924,-0.1768119901718767,32.631434924753975,1368.3854612906596
350700,南平,福建,-0.3,1.75,2.9527175889208834,-0.0346112550052457,32.49022717320054,1267.3732395501129
350800,龙岩,福建,-0.3,1.75,3.092380394723371,-0.143403873193959,32.669959746577604,1284.5350318419862
350900,宁德,福建,-0.3,1.75,3.1488336085928825,-0.1366016871248487,32.74260959308377,1232.1742787715834
360100,南昌,江西,-0.3,1.75,2.7753954940090253,-0.2439715986738533,32.262030723530266,1335.403882231736
360200,景德镇,江西,-0.3,1.75,2.811817487312007,-0.1852468739665602,32.308902319344554,1295.514361328563
360300,萍乡,江西,-0.3,1.75,2.9220938369948657,-0.1479019354729382,32.450817355328866,1262.8760295762886
360400,九江,江西,-0.3,1.75,2.776304214002856,-0.2870164302138711,32.26320015859947,1341.917815026333
360500,新余,江西,-0.3,1.75,2.990138718641977,-0.163589780664608,32.53838456130973,1239.921764472687
360600,鹰潭,江西,-0.3,1.75,2.92139880684541,-0.0871470908067717,32.44992291849855,1239.030770439454
360700,赣州,江西,-0.3,1.75,3.0013033753209184,-0.1800550792323108,32.55275239864659,1282.014210628005
360800,吉安,江西,-0.3,1.75,2.9965272122383535,-0.2012486586796202,32.54660593698298,1247.7919631760278
360900,宜春,江西,-0.3,1.75,2.907384478576902,-0.1782793844761987,32.43188782841584,1262.6936641130771
361000,抚州,江西,-0.3,1.75,3.032751728717109,-0.0953680059510575,32.59322339915305,1211.606323848763
361100,上饶,江西,-0.3,1.75,2.819706242561648,-0.1678534077047988,32.31905438720266,1287.6194326991147
370100,济南,山东,-0.3,1.75,2.0565525529581796,-0.5298353942752909,31.33694912498557,1597.3549094886603
370200,青岛,山东,-0.3,1.75,2.0553031246479225,-0.8258116958576034,31.335341231143232,1640.8215957961877
370300,淄博,山东,-0.3,1.75,2.0569424532521863,-0.516255024000245,31.337450889093766,1568.0282422012517
370400,枣庄,山东,-0.3,1.75,2.2694155292593,-0.5355073824609535,31.610883264339783,1515.3316012343132
370500,东营,山东,-0.3,1.75,1.9718127097176685,-0.6379324578916323,31.22789711213454,1663.8760936575975
370600,烟台,山东,-0.3,1.75,2.061913483442601,-0.825872367667968,31.343848125948103,1619.4860886747367
370700,潍坊,山东,-0.3,1.75,2.0550419200902947,-0.6348786448064137,31.33500508604683,1584.6223932038065
370800,济宁,山东,-0.3,1.75,2.189328634885701,-0.5222033890171174,31.507819148329542,1547.3121050509997
370900,泰安,山东,-0.3,1.75,2.089118781233412,-0.5197101020294914,31.378858722744685,1592.6762185291254
371000,威海,山东,-0.3,1.75,2.0786251701873537,-0.9423746377089092,31.365354456476457,1639.325090681347
371100,日照,山东,-0.3,1.75,2.1686022379875824,-0.7504839564187238,31.481146272685034,1575.3592675063624
371300,临沂,山东,-0.3,1.75,2.2369581161117313,-0.5861804595925113,31.56911370116473,1513.1482077313556
371400,德州,山东,-0.3,1.75,1.9830871521469673,-0.5264401772140381,31.242406233153307,1643.240449333075
371500,聊城,山东,-0.3,1.75,2.0678364898920165,-0.4956332194685608,31.351470464516808,1630.4747061875983
371600,滨州,山东,-0.3,1.75,1.9672820794860657,-0.5459960538462205,31.222066627590948,1629.6446947845561
371700,菏泽,山东,-0.3,1.75,2.2405156184840846,-0.4842034332063427,31.573691863922537,1499.296804546988
410100,郑州,河南,-0.3,1.75,2.2637013906558368,-0.3949708647232985,31.60352971856264,1525.7553926529033
410200,开封,河南,-0.3,1.75,2.248223505153457,-0.4759723193841325,31.58361117134605,1558.056378672882
410300,洛阳,河南,-0.3,1.75,2.3144639051962512,-0.3459451173818295,31.6688561833792,1490.8045772327814
410400,平顶山,河南,-0.3,1.75,2.4210338657751462,-0.3474204978469397,31.806001453728605,1455.781650099486
410500,安阳,河南,-0.3,1.75,2.132404068214533,-0.4530553534025205,31.434562716186456,1588.2465444719257
410600,鹤壁,河南,-0.3,1.75,2.1490978627925594,-0.4575279060980208,31.456046021220295,1576.7408929696028
410700,新乡,河南,-0.3,1.75,2.167650994789372,-0.4730389554142067,31.479922114349268,1557.9894298767583
410800,焦作,河南,-0.3,1.75,2.2055558215317683,-0.4158341593908599,31.528701973916572,1529.2263230253416
410900,濮阳,河南,-0.3,1.75,2.149912291176981,-0.4523878148652183,31.457094112074003,1582.5606638590211
411000,许昌,河南,-0.3,1.75,2.300659964690177,-0.3871962546502905,31.65109184207413,1540.6356286346286
411100,漯河,河南,-0.3,1.75,2.3752772870549554,-0.4104049377658958,31.747117145948465,1518.7769949724332
411200,三门峡,河南,-0.3,1.75,2.248521815116611,-0.4029450738520457,31.58399506752394,1530.1680346205142
411300,南阳,河南,-0.3,1.75,2.510783577160214,-0.3646467365933659,31.92150068413857,1429.6209143849194
411400,商丘,河南,-0.3,1.75,2.3248868917386423,-0.4660005586096027,31.682269562716492,1489.6709614991883
411500,信阳,河南,-0.3,1.75,2.602936655556709,-0.4051887918217756,32.04009281630758,1366.4579365341501
411600,周口,河南,-0.3,1.75,2.3379285805520844,-0.4293212096456722,31.69905295954254,1518.810902627333
411700,驻马店,河南,-0.3,1.75,2.485618859946226,-0.4312661627251746,31.889116117917183,1443.6792131598938
420100,武汉,湖北,-0.3,1.75,2.685879494222143,-0.3416297738161766,32.14683225742705,1371.4280722796393
420200,黄石,湖北,-0.3,1.75,2.7929738206353916,-0.2852477979285672,32.28465233607818,1292.6836005775735
420300,十堰,湖北,-0.3,1.75,2.719509209241777,-0.3277144131295428,32.19011046015028,1272.8340820883996
420500,宜昌,湖北,-0.3,1.75,2.8517943137422286,-0.2709939821610829,32.36034864285544,1262.361384868518
420600,襄阳,湖北,-0.3,1.75,2.5610981888654516,-0.3357676402436338,31.9862507411655,1381.5691681655667
420700,鄂州,湖北,-0.3,1.75,2.789992083705539,-0.3041488750047838,32.28081512796499,1294.7402465008622
420800,荆门,湖北,-0.3,1.75,2.6438626260893994,-0.4048907212544472,32.09276059682027,1387.6454972053284
420900,孝感,湖北,-0.3,1.75,2.6023127535206303,-0.3853785537325516,32.03928991450535,1411.6916060506085
421000,荆州,湖北,-0.3,1.75,2.8174844852200565,-0.3295029585039355,32.316195199589124,1314.9636831484675
421100,黄冈,湖北,-0.3,1.75,2.6841024634141286,-0.3500836408497965,32.14454539000906,1347.1303452918955
421200,咸宁,湖北,-0.3,1.75,2.7955365171554503,-0.2343837514357183,32.28795027956204,1321.094209870274
421300,随州,湖北,-0.3,1.75,2.601300623654468,-0.4178265812250559,32.03798740089488,1384.9640483261
422800,恩施,湖北,-0.3,1.75,3.2136046926459327,-0.1765228018159481,32.82596373701914,1076.4725452884893
430100,长沙,湖南,-0.3,1.75,2.950921720675592,-0.2193597619983056,32.48791606381594,1244.2936950471283
430200,株洲,湖南,-0.3,1.75,3.0153083672986636,-0.1873710902886016,32.5707754738227,1233.5455441060349
430300,湘潭,湖南,-0.3,1.75,2.992071538853547,-0.2385906191946785,32.54087191467847,1234.4630126950726
430400,衡阳,湖南,-0.3,1.75,3.089323386310805,-0.2121834355781282,32.6660256713192,1217.7362453615272
430500,邵阳,湖南,-0.3,1.75,3.2024082758982164,-0.1908442696725187,32.811555027534126,1165.8544012016253
430600,岳阳,湖南,-0.3,1.75,2.9065131768139185,-0.3045535801285859,32.43076654700416,1261.3816884887274
430700,常德,湖南,-0.3,1.75,2.9941681848218993,-0.2856581173514838,32.543570096010214,1204.0856754150645
430800,张家界,湖南,-0.3,1.75,3.1721183978681067,-0.2712571907319328,32.77257487319491,1105.678971774108
430900,益阳,湖南,-0.3,1.75,3.062804964628696,-0.261897449920645,32.63189901788821,1191.5736379147693
431000,郴州,湖南,-0.3,1.75,3.2346659814612044,-0.2039687627609199,32.85306758629136,1162.657785818158
431100,永州,湖南,-0.3,1.75,3.1845800442826144,-0.1274504740396809,32.78861181134551,1182.486010209244
431200,怀化,湖南,-0.3,1.75,3.28412051622724,-0.2864034388561198,32.9167108071732,1112.0606725522691
431300,娄底,湖南,-0.3,1.75,3.1850020124958522,-0.2062600938362413,32.78915484377576,1157.2752227994254
433100,湘西,湖南,-0.3,1.75,3.2940676196910657,-0.2310163454741887,32.92951177084371,1085.537948733236
440100,广州,广东,-0.3,1.75,3.1487957468188554,-0.1593755123566964,32.7425608686289,1309.410417835829
440200,韶关,广东,-0.3,1.75,3.1787954338765134,-0.1198393676254183,32.78116757514893,1218.6176149284474
440300,深圳,广东,-0.3,1.75,3.162522542496271,-0.288744149599951,32.76022593197305,1380.6949587609931
440400,珠海,广东,-0.3,1.75,3.173399522612752,-0.3714623432866215,32.77422355729409,1396.3113557484999
440500,汕头,广东,-0.3,1.75,3.1044199740810186,-0.4169043974417863,32.68545352509575,1409.7482864281828
440600,佛山,广东,-0.3,1.75,3.2196479066822548,-0.1541456723506806,32.83374077116918,1273.4044123855915
440700,江门,广东,-0.3,1.75,3.301901535747054,-0.2023205320429655,32.9395932659438,1284.5941040520327
440800,湛江,广东,-0.3,1.75,3.1458433030034705,-0.2785283911637015,32.73876135793141,1428.5599360652059
440900,茂名,广东,-0.3,1.75,3.232433220027975,-0.2437688077518651,32.850194237472216,1338.8849801657107
441200,肇庆,广东,-0.3,1.75,3.205745133881144,-0.1179872328916586,32.81584924222371,1248.4435313544727
441300,惠州,广东,-0.3,1.75,3.1155918575118235,-0.1728774571087776,32.6998306625659,1359.3352315723644
441400,梅州,广东,-0.3,1.75,3.132318612179441,-0.1641318415924741,32.72135638405904,1302.2292492933148
441500,汕尾,广东,-0.3,1.75,3.076280481353444,-0.424419757549066,32.649240709433116,1411.8583255419956
441600,河源,广东,-0.3,1.75,3.09298268544429,-0.1873060551343952,32.67073483669962,1317.6307129793972
441700,阳江,广东,-0.3,1.75,3.3117744438984964,-0.2567311484528933,32.95229874739665,1298.8840717815167
441800,清远,广东,-0.3,1.75,3.179959296572399,-0.1022013924847686,32.78266535429053,1235.0324554628262
441900,东莞,广东,-0.3,1.75,3.106616215564273,-0.1949030270819274,32.688279876258285,1368.6279225454462
442000,中山,广东,-0.3,1.75,3.178726941966792,-0.2754945694380284,32.78107943266089,1360.9007361318218
445100,潮州,广东,-0.3,1.75,3.0767960951182616,-0.2754842196759033,32.6499042546647,1396.0498211897795
445200,揭阳,广东,-0.3,1.75,3.141629263285206,-0.2516033030508069,32.733338294872304,1363.045940808658
445300,云浮,广东,-0.3,1.75,3.219032939225297,-0.1533170844439713,32.83294936730938,1277.130086553597
450100,南宁,广西,-0.3,1.75,3.352452442905496,-0.1599394010240451,33.00464741244993,1210.1166459849983
450200,柳州,广西,-0.3,1.75,3.338716844324341,-0.1798633621113321,32.98697102061689,1144.8282622664667
450300,桂林,广西,-0.3,1.75,3.295710246271155,-0.1419544612871304,32.93162567297134,1141.3153648987804
450400,梧州,广西,-0.3,1.75,3.1579337794044537,-0.1782692693369836,32.75432063603996,1273.979358690049
450500,北海,广西,-0.3,1.75,3.120784898520501,-0.3773392826291744,32.70651360595069,1440.0488032498704
450600,防城港,广西,-0.3,1.75,3.3208539700469775,-0.3439433351435372,32.96398322266072,1322.276559048759
450700,钦州,广西,-0.3,1.75,3.2741078794185086,-0.2769097735224268,32.90382550840248,1322.302694599388
450800,贵港,广西,-0.3,1.75,3.2515378015174123,-0.1652464283915411,32.87477999296136,1220.197751267152
450900,玉林,广西,-0.3,1.75,3.205605951642587,-0.2054191698304563,32.81567012809408,1301.4142079403794
451000,百色,广西,-0.3,1.75,3.3196729819473525,-0.2030219031242341,32.96246340477469,1202.8324876755714
451100,贺州,广西,-0.3,1.75,3.2062330996914357,-0.1060228200963631,32.816477207201935,1207.5059693362875
451200,河池,广西,-0.3,1.75,3.4351903751588253,-0.2215538138430783,33.1111231587615,1122.6350089960658
451300,来宾,广西,-0.3,1.75,3.248627488944633,-0.1686152359258508,32.87103470111339,1217.0360544918315
451400,崇左,广西,-0.3,1.75,3.4413569449538217,-0.0709484516288716,33.11905893988658,1177.8604913019785
460100,海口,海南,-0.3,1.75,3.1284559228499598,-0.3974361876129761,32.71638547509475,1500.8653815498603
460200,三亚,海南,-0.3,1.75,3.2107864820755116,-0.4066587438970481,32.82233697157339,1522.0042721447528
460300,三沙,海南,-0.3,1.75,3.0679225662684884,-0.6870921813752262,32.63848487807448,1706.2944451700844
460400,儋州,海南,-0.3,1.75,3.121685595797352,-0.2450621868814839,32.70767271655621,1426.0501800609218
500000,重庆,重庆,-0.3,1.75,3.3200949172111915,-0.093801221482892,32.96300639480221,1045.4906908813127
510100,成都,四川,-0.3,1.75,3.143594575719888,-0.1457005522843446,32.735867462601284,1123.126347211682
510300,自贡,四川,-0.3,1.75,3.4029629869211098,0.0166875210450667,33.06964961548058,1063.5825421554964
510400,攀枝花,四川,-0.3,1.75,2.612873032989471,-0.1334138133398665,32.05287997660966,1500.7198959654393
510500,泸州,四川,-0.3,1.75,3.6500554944618235,-0.0778057865180814,33.387633863235756,963.7461442719982
510600,德阳,四川,-0.3,1.75,3.147300525314689,-0.1407098437540832,32.74063666263027,1109.5952008272175
510700,绵阳,四川,-0.3,1.75,2.9634450690164904,-0.2569725242988596,32.5040324064003,1164.9199033817474
510800,广元,四川,-0.3,1.75,3.0126865956634497,-0.2566127349113767,32.56740150635802,1132.376345202521
510900,遂宁,四川,-0.3,1.75,3.1162566048142715,-0.1242110457027823,32.700686128290116,1131.1770387212691
511000,内江,四川,-0.3,1.75,3.2905104027259657,-0.0078715388747596,32.92493397537753,1106.5825658270076
511100,乐山,四川,-0.3,1.75,3.619140673132759,-0.0189584323106561,33.347849467089354,976.1046753472436
511300,南充,四川,-0.3,1.75,3.1274816936462946,-0.1099414382006669,32.71513173598484,1109.9008443151165
511400,眉山,四川,-0.3,1.75,3.269071186244399,-0.1347804360728344,32.897343769615304,1089.034437468626
511500,宜宾,四川,-0.3,1.75,3.6916373479162212,0.0077485086322548,33.44114570186885,949.2735455401121
511600,广安,四川,-0.3,1.75,3.362839483133251,0.0080178278044185,33.01801453234401,1010.1512392788463
511700,达州,四川,-0.3,1.75,3.154713868417014,-0.1070675891628791,32.750176920864746,1093.438609226028
511800,雅安,四川,-0.3,1.75,3.058562139137333,-0.4726108083792035,32.62643891031287,1181.3251453391
511900,巴中,四川,-0.3,1.75,3.1418961896851005,-0.1397991730482495,32.73368180342837,1088.9987523791574
512000,资阳,四川,-0.3,1.75,3.221162633208352,-0.0826450506006826,32.83569007825158,1114.4012459864794
513200,阿坝,四川,-0.3,1.75,2.024503296508695,-0.8851490747920354,31.29570482015158,1680.8382995154661
513300,甘孜,四川,-0.3,1.75,1.9479304034520917,-1.012163679550404,31.197162885232622,1851.985666043406
513400,凉山,四川,-0.3,1.75,2.6676676662375165,-0.5546320064139909,32.12339538967426,1422.2320370840775
520100,贵阳,贵州,-0.3,1.75,3.55239141107504,-0.6621577031497239,33.261949598676146,1030.8172577373746
520200,六盘水,贵州,-0.3,1.75,3.393421124923024,-0.7369682550474321,33.05737015852801,1116.09512147156
520300,遵义,贵州,-0.3,1.75,3.7474274785257666,-0.251293975418887,33.51294222411312,923.7372564656072
520400,安顺,贵州,-0.3,1.75,3.5122973672605085,-0.7067768414999676,33.21035242768653,1064.2766826424904
520500,毕节,贵州,-0.3,1.75,3.4011179957865068,-0.7278313274104997,33.06727528967082,1071.0864411806067
520600,铜仁,贵州,-0.3,1.75,3.518747538360678,-0.298940464548536,33.21865317636401,1020.4596666642528
522300,黔西南,贵州,-0.3,1.75,3.3639169124775936,-0.5505675473358784,33.01940108009076,1150.2648415436183
522600,黔东南,贵州,-0.3,1.75,3.3996071700640007,-0.4588819214020656,33.06533100254676,1090.8199663881287
522700,黔南,贵州,-0.3,1.75,3.4351629344599344,-0.5770273199929288,33.11108784522618,1098.307103761174
530100,昆明,云南,-0.3,1.75,2.773465026479216,-0.7682431297715508,32.25954639783624,1495.8419586861626
530300,曲靖,云南,-0.3,1.75,2.9723340444828716,-0.7707457212620672,32.51547166129767,1336.0669549331108
530400,玉溪,云南,-0.3,1.75,2.894482899713524,-0.6446663396168728,32.41528473959476,1466.5664827987102
530500,保山,云南,-0.3,1.75,2.7155607032116613,-0.3477448357297796,32.18502911336143,1516.8537886726328
530600,昭通,云南,-0.3,1.75,3.343493329148095,-0.5283366572766957,32.99311789633044,1099.604579260672
530700,丽江,云南,-0.3,1.75,2.510532833747381,-0.617986926490155,31.921178001527515,1589.4865038217288
530800,普洱,云南,-0.3,1.75,2.8490760419139782,-0.277478074122095,32.35685048894092,1484.2986965485143
530900,临沧,云南,-0.3,1.75,2.7459839549246023,-0.3426872821050253,32.22418090677876,1541.780585891008
532300,楚雄,云南,-0.3,1.75,2.5757941066268275,-0.6018179001113344,32.0051629712486,1590.5256579838644
532500,红河,云南,-0.3,1.75,3.137303816869874,-0.5503942404510132,32.727771862129075,1367.486039056714
532600,文山,云南,-0.3,1.75,3.207653653652476,-0.5003608210902399,32.81830532326742,1309.541700862994
532800,西双版纳,云南,-0.3,1.75,2.9404709580367783,0.1037746085841728,32.474466939319015,1461.8017629617163
532900,大理,云南,-0.3,1.75,2.650354874200067,-0.5269410976887268,32.10111549455576,1570.630803394973
533100,德宏,云南,-0.3,1.75,2.7919751955552075,-0.1927637653587166,32.28336720182594,1475.9424313257564
533300,怒江,云南,-0.3,1.75,2.7159052110502513,-0.5125598335723569,32.18547246175345,1465.4442907435143
533400,迪庆,云南,-0.3,1.75,2.303039113426042,-0.9826085196761314,31.654153577246124,1690.7507911442917
540100,拉萨,西藏,-0.3,1.75,1.6184682449709387,-1.021142833536004,30.773176833728535,2091.1192537501247
540200,日喀则,西藏,-0.3,1.75,1.545500162444191,-0.9473225643620742,30.679273942607566,2122.079553324511
540300,昌都,西藏,-0.3,1.75,1.8130923434879431,-1.00831322909819,31.023639294844507,1953.5295298986607
540400,林芝,西藏,-0.3,1.75,2.183441493491989,-1.0527453434085343,31.50024296463163,1703.729562394485
540500,山南,西藏,-0.3,1.75,1.8055668372158662,-0.9168694572254776,31.013954693418412,1958.1429679942369
540600,那曲,西藏,-0.3,1.75,1.4485330793959639,-1.0603325213945802,30.55448665032179,2128.1812053349636
542500,阿里,西藏,-0.3,1.75,1.282375975491834,-0.9390801328121644,30.34065846823728,2197.733500313073
610100,西安,陕西,-0.3,1.75,2.4360221438703533,-0.1768425335317958,31.825289923389953,1446.0694704805435
610200,铜川,陕西,-0.3,1.75,2.2128017310780734,-0.3664675864511246,31.538026761298088,1540.9382501509592
