gamma,spectral_scale,spatial,left_out_province,coverage,n,threshold_density_increase_pct
-0.25,1.3,City anchor,450000,1.0,323,13.238875988645994
-0.25,1.3,City anchor,460000,0.5,333,10.912469417064052
-0.25,1.3,City anchor,460000,0.9,333,12.354079719797584
-0.25,1.3,City anchor,460000,0.95,333,12.73381561453073
-0.25,1.3,City anchor,460000,0.99,333,13.019898618398695
-0.25,1.3,City anchor,460000,1.0,333,13.238875988645994
-0.25,1.3,City anchor,500000,0.5,336,10.895420351603914
-0.25,1.3,City anchor,500000,0.9,336,12.354079719797584
-0.25,1.3,City anchor,500000,0.95,336,12.73381561453073
-0.25,1.3,City anchor,500000,0.99,336,13.019898618398695
-0.25,1.3,City anchor,500000,1.0,336,13.238875988645994
-0.25,1.3,City anchor,510000,0.5,316,10.962280055399232
-0.25,1.3,City anchor,510000,0.9,316,12.383338439706538
-0.25,1.3,City anchor,510000,0.95,316,12.736257129187734
-0.25,1.3,City anchor,510000,0.99,316,13.019898618398695
-0.25,1.3,City anchor,510000,1.0,316,13.238875988645994
-0.25,1.3,City anchor,520000,0.5,328,10.951054739546805
-0.25,1.3,City anchor,520000,0.9,328,12.357624526354138
-0.25,1.3,City anchor,520000,0.95,328,12.73381561453073
-0.25,1.3,City anchor,520000,0.99,328,13.019898618398695
-0.25,1.3,City anchor,520000,1.0,328,13.238875988645994
-0.25,1.3,City anchor,530000,0.5,321,10.951054739546805
-0.25,1.3,City anchor,530000,0.9,321,12.357624526354138
-0.25,1.3,City anchor,530000,0.95,321,12.73381561453073
-0.25,1.3,City anchor,530000,0.99,321,13.019898618398695
-0.25,1.3,City anchor,530000,1.0,321,13.238875988645994
-0.25,1.3,City anchor,540000,0.5,330,10.869493959336207
-0.25,1.3,City anchor,540000,0.9,330,12.346722833227087
-0.25,1.3,City anchor,540000,0.95,330,12.723708928870892
-0.25,1.3,City anchor,540000,0.99,330,12.915645518709585
-0.25,1.3,City anchor,540000,1.0,330,13.135399792619173
-0.25,1.3,City anchor,610000,0.5,327,10.90642540039548
-0.25,1.3,City anchor,610000,0.9,327,12.357624526354138
-0.25,1.3,City anchor,610000,0.95,327,12.73381561453073
-0.25,1.3,City anchor,610000,0.99,327,13.019898618398695
-0.25,1.3,City anchor,610000,1.0,327,13.238875988645994
-0.25,1.3,City anchor,620000,0.5,323,10.84996174235151
-0.25,1.3,City anchor,620000,0.9,323,12.354079719797584
-0.25,1.3,City anchor,620000,0.95,323,12.73381561453073
-0.25,1.3,City anchor,620000,0.99,323,13.019898618398695
-0.25,1.3,City anchor,620000,1.0,323,13.238875988645994
-0.25,1.3,City anchor,630000,0.5,329,10.869493959336207
-0.25,1.3,City anchor,630000,0.9,329,12.324904322288543
-0.25,1.3,City anchor,630000,0.95,329,12.709396823468012
-0.25,1.3,City anchor,630000,0.99,329,13.019898618398695
-0.25,1.3,City anchor,630000,1.0,329,13.238875988645994
-0.25,1.3,City anchor,640000,0.5,332,10.88170178739174
-0.25,1.3,City anchor,640000,0.9,332,12.354079719797584
-0.25,1.3,City anchor,640000,0.95,332,12.73381561453073
-0.25,1.3,City anchor,640000,0.99,332,13.019898618398695
-0.25,1.3,City anchor,640000,1.0,332,13.238875988645994
-0.25,1.3,City anchor,650000,0.5,323,10.84996174235151
-0.25,1.3,City anchor,650000,0.9,323,12.354079719797584
-0.25,1.3,City anchor,650000,0.95,323,12.73381561453073
-0.25,1.3,City anchor,650000,0.99,323,13.019898618398695
-0.25,1.3,City anchor,650000,1.0,323,13.238875988645994
-0.15,0.7,Primary,None,0.5,337,10.291386018761429
-0.15,0.7,Primary,None,0.9,337,12.46874543266372
-0.15,0.7,Primary,None,0.95,337,12.88040393984864
-0.15,0.7,Primary,None,0.99,337,13.146226089609513
-0.15,0.7,Primary,None,1.0,337,13.534462883390441
-0.15,0.7,Primary,110000,0.5,336,10.29037526603882
-0.15,0.7,Primary,110000,0.9,336,12.46874543266372
-0.15,0.7,Primary,110000,0.95,336,12.88040393984864
-0.15,0.7,Primary,110000,0.99,336,13.146226089609513
-0.15,0.7,Primary,110000,1.0,336,13.534462883390441
-0.15,0.7,Primary,120000,0.5,336,10.29037526603882
-0.15,0.7,Primary,120000,0.9,336,12.46874543266372
-0.15,0.7,Primary,120000,0.95,336,12.88040393984864
-0.15,0.7,Primary,120000,0.99,336,13.146226089609513
-0.15,0.7,Primary,120000,1.0,336,13.534462883390441
-0.15,0.7,Primary,130000,0.5,326,10.264758534870166
-0.15,0.7,Primary,130000,0.9,326,12.476159846639124
-0.15,0.7,Primary,130000,0.95,326,12.88040393984864
-0.15,0.7,Primary,130000,0.99,326,13.146226089609513
-0.15,0.7,Primary,130000,1.0,326,13.534462883390441
-0.15,0.7,Primary,140000,0.5,326,10.264758534870166
-0.15,0.7,Primary,140000,0.9,326,12.476159846639124
-0.15,0.7,Primary,140000,0.95,326,12.88040393984864
-0.15,0.7,Primary,140000,0.99,326,13.146226089609513
-0.15,0.7,Primary,140000,1.0,326,13.534462883390441
-0.15,0.7,Primary,150000,0.5,325,10.264758534870166
-0.15,0.7,Primary,150000,0.9,325,12.426142519391291
-0.15,0.7,Primary,150000,0.95,325,12.873764483321226
-0.15,0.7,Primary,150000,0.99,325,13.140669563321783
-0.15,0.7,Primary,150000,1.0,325,13.534462883390441
-0.15,0.7,Primary,210000,0.5,323,10.232846854900512
-0.15,0.7,Primary,210000,0.9,323,12.476159846639124
-0.15,0.7,Primary,210000,0.95,323,12.88040393984864
-0.15,0.7,Primary,210000,0.99,323,13.146226089609513
-0.15,0.7,Primary,210000,1.0,323,13.534462883390441
-0.15,0.7,Primary,220000,0.5,328,10.266533482001705
-0.15,0.7,Primary,220000,0.9,328,12.337134796591798
-0.15,0.7,Primary,220000,0.95,328,12.873764483321226
-0.15,0.7,Primary,220000,0.99,328,13.146226089609513
-0.15,0.7,Primary,220000,1.0,328,13.534462883390441
-0.15,0.7,Primary,230000,0.5,324,10.232846854900512
-0.15,0.7,Primary,230000,0.9,324,12.21988099489353
-0.15,0.7,Primary,230000,0.95,324,12.573219077468867
-0.15,0.7,Primary,230000,0.99,324,12.916216150063086
-0.15,0.7,Primary,230000,1.0,324,13.418009674976993
-0.15,0.7,Primary,310000,0.5,336,10.29037526603882
-0.15,0.7,Primary,310000,0.9,336,12.46874543266372
-0.15,0.7,Primary,310000,0.95,336,12.88040393984864
-0.15,0.7,Primary,310000,0.99,336,13.146226089609513
-0.15,0.7,Primary,310000,1.0,336,13.534462883390441
-0.15,0.7,Primary,320000,0.5,324,10.289076229360683
-0.15,0.7,Primary,320000,0.9,324,12.476159846639124
-0.15,0.7,Primary,320000,0.95,324,12.88040393984864
-0.15,0.7,Primary,320000,0.99,324,13.146226089609513
-0.15,0.7,Primary,320000,1.0,324,13.534462883390441
-0.15,0.7,Primary,330000,0.5,326,10.312220928096938
-0.15,0.7,Primary,330000,0.9,326,12.476159846639124
-0.15,0.7,Primary,330000,0.95,326,12.88040393984864
-0.15,0.7,Primary,330000,0.99,326,13.146226089609513
-0.15,0.7,Primary,330000,1.0,326,13.534462883390441
-0.15,0.7,Primary,340000,0.5,321,10.320963950002437
-0.15,0.7,Primary,340000,0.9,321,12.476159846639124
-0.15,0.7,Primary,340000,0.95,321,12.88040393984864
-0.15,0.7,Primary,340000,0.99,321,13.146226089609513
-0.15,0.7,Primary,340000,1.0,321,13.534462883390441
-0.15,0.7,Primary,350000,0.5,328,10.312220928096938
-0.15,0.7,Primary,350000,0.9,328,12.476159846639124
-0.15,0.7,Primary,350000,0.95,328,12.88040393984864
-0.15,0.7,Primary,350000,0.99,328,13.146226089609513
-0.15,0.7,Primary,350000,1.0,328,13.534462883390441
-0.15,0.7,Primary,360000,0.5,326,10.315729370734793
-0.15,0.7,Primary,360000,0.9,326,12.476159846639124
-0.15,0.7,Primary,360000,0.95,326,12.88040393984864
-0.15,0.7,Primary,360000,0.99,326,13.146226089609513
-0.15,0.7,Primary,360000,1.0,326,13.534462883390441
-0.15,0.7,Primary,370000,0.5,321,10.215844783649409
-0.15,0.7,Primary,370000,0.9,321,12.476159846639124
-0.15,0.7,Primary,370000,0.95,321,12.88040393984864
-0.15,0.7,Primary,370000,0.99,321,13.146226089609513
-0.15,0.7,Primary,370000,1.0,321,13.534462883390441
-0.15,0.7,Primary,410000,0.5,320,10.294035065244245
-0.15,0.7,Primary,410000,0.9,320,12.476159846639124
-0.15,0.7,Primary,410000,0.95,320,12.88040393984864
-0.15,0.7,Primary,410000,0.99,320,13.146226089609513
-0.15,0.7,Primary,410000,1.0,320,13.534462883390441
-0.15,0.7,Primary,420000,0.5,324,10.318558888806418
-0.15,0.7,Primary,420000,0.9,324,12.476159846639124
-0.15,0.7,Primary,420000,0.95,324,12.88040393984864
-0.15,0.7,Primary,420000,0.99,324,13.146226089609513
-0.15,0.7,Primary,420000,1.0,324,13.534462883390441
-0.15,0.7,Primary,430000,0.5,323,10.320963950002437
-0.15,0.7,Primary,430000,0.9,323,12.476159846639124
-0.15,0.7,Primary,430000,0.95,323,12.88040393984864
-0.15,0.7,Primary,430000,0.99,323,13.146226089609513
-0.15,0.7,Primary,430000,1.0,323,13.534462883390441
-0.15,0.7,Primary,440000,0.5,316,10.354420416326748
-0.15,0.7,Primary,440000,0.9,316,12.50913126108868
-0.15,0.7,Primary,440000,0.95,316,12.890585751718708
-0.15,0.7,Primary,440000,0.99,316,13.146226089609513
-0.15,0.7,Primary,440000,1.0,316,13.534462883390441
-0.15,0.7,Primary,450000,0.5,323,10.320963950002437
-0.15,0.7,Primary,450000,0.9,323,12.476159846639124
-0.15,0.7,Primary,450000,0.95,323,12.88040393984864
-0.15,0.7,Primary,450000,0.99,323,13.146226089609513
-0.15,0.7,Primary,450000,1.0,323,13.534462883390441
-0.15,0.7,Primary,460000,0.5,333,10.305470097790925
-0.15,0.7,Primary,460000,0.9,333,12.46874543266372
-0.15,0.7,Primary,460000,0.95,333,12.88040393984864
-0.15,0.7,Primary,460000,0.99,333,13.146226089609513
-0.15,0.7,Primary,460000,1.0,333,13.534462883390441
-0.15,0.7,Primary,500000,0.5,336,10.291386018761429
-0.15,0.7,Primary,500000,0.9,336,12.46874543266372
-0.15,0.7,Primary,500000,0.95,336,12.88040393984864
-0.15,0.7,Primary,500000,0.99,336,13.146226089609513
-0.15,0.7,Primary,500000,1.0,336,13.534462883390441
-0.15,0.7,Primary,510000,0.5,316,10.32118968481177
-0.15,0.7,Primary,510000,0.9,316,12.50913126108868
-0.15,0.7,Primary,510000,0.95,316,12.890585751718708
-0.15,0.7,Primary,510000,0.99,316,13.146226089609513
-0.15,0.7,Primary,510000,1.0,316,13.534462883390441
-0.15,0.7,Primary,520000,0.5,328,10.305470097790925
-0.15,0.7,Primary,520000,0.9,328,12.476159846639124
-0.15,0.7,Primary,520000,0.95,328,12.88040393984864
-0.15,0.7,Primary,520000,0.99,328,13.146226089609513
-0.15,0.7,Primary,520000,1.0,328,13.534462883390441
-0.15,0.7,Primary,530000,0.5,321,10.312220928096938
-0.15,0.7,Primary,530000,0.9,321,12.476159846639124
-0.15,0.7,Primary,530000,0.95,321,12.88040393984864
-0.15,0.7,Primary,530000,0.99,321,13.146226089609513
-0.15,0.7,Primary,530000,1.0,321,13.534462883390441
-0.15,0.7,Primary,540000,0.5,330,10.28374908283729
-0.15,0.7,Primary,540000,0.9,330,12.413058481097416
-0.15,0.7,Primary,540000,0.95,330,12.859290427352587
-0.15,0.7,Primary,540000,0.99,330,13.146226089609513
-0.15,0.7,Primary,540000,1.0,330,13.534462883390441
-0.15,0.7,Primary,610000,0.5,327,10.305470097790925
-0.15,0.7,Primary,610000,0.9,327,12.476159846639124
-0.15,0.7,Primary,610000,0.95,327,12.88040393984864
-0.15,0.7,Primary,610000,0.99,327,13.146226089609513
-0.15,0.7,Primary,610000,1.0,327,13.534462883390441
-0.15,0.7,Primary,620000,0.5,323,10.232846854900512
-0.15,0.7,Primary,620000,0.9,323,12.476159846639124
-0.15,0.7,Primary,620000,0.95,323,12.88040393984864
-0.15,0.7,Primary,620000,0.99,323,13.146226089609513
-0.15,0.7,Primary,620000,1.0,323,13.534462883390441
-0.15,0.7,Primary,630000,0.5,329,10.28374908283729
-0.15,0.7,Primary,630000,0.9,329,12.417046176170764
-0.15,0.7,Primary,630000,0.95,329,12.859290427352587
-0.15,0.7,Primary,630000,0.99,329,13.140669563321783
-0.15,0.7,Primary,630000,1.0,329,13.534462883390441
-0.15,0.7,Primary,640000,0.5,332,10.287038769875178
-0.15,0.7,Primary,640000,0.9,332,12.46874543266372
-0.15,0.7,Primary,640000,0.95,332,12.88040393984864
-0.15,0.7,Primary,640000,0.99,332,13.146226089609513
-0.15,0.7,Primary,640000,1.0,332,13.534462883390441
-0.15,0.7,Primary,650000,0.5,323,10.232846854900512
-0.15,0.7,Primary,650000,0.9,323,12.476159846639124
-0.15,0.7,Primary,650000,0.95,323,12.88040393984864
-0.15,0.7,Primary,650000,0.99,323,13.146226089609513
-0.15,0.7,Primary,650000,1.0,323,13.534462883390441
-0.15,0.7,City anchor,None,0.5,337,10.269280981581307
-0.15,0.7,City anchor,None,0.9,337,12.478807683727755
-0.15,0.7,City anchor,None,0.95,337,13.018826946558736
-0.15,0.7,City anchor,None,0.99,337,13.607452316626034
-0.15,0.7,City anchor,None,1.0,337,13.721397243994993
-0.15,0.7,City anchor,110000,0.5,336,10.26157491175228
-0.15,0.7,City anchor,110000,0.9,336,12.478807683727755
-0.15,0.7,City anchor,110000,0.95,336,13.018826946558736
-0.15,0.7,City anchor,110000,0.99,336,13.607452316626034
-0.15,0.7,City anchor,110000,1.0,336,13.721397243994993
-0.15,0.7,City anchor,120000,0.5,336,10.26157491175228
-0.15,0.7,City anchor,120000,0.9,336,12.478807683727755
-0.15,0.7,City anchor,120000,0.95,336,13.018826946558736
-0.15,0.7,City anchor,120000,0.99,336,13.607452316626034
-0.15,0.7,City anchor,120000,1.0,336,13.721397243994993
-0.15,0.7,City anchor,130000,0.5,326,10.235374102535122
-0.15,0.7,City anchor,130000,0.9,326,12.495149899984458
-0.15,0.7,City anchor,130000,0.95,326,13.018826946558736
-0.15,0.7,City anchor,130000,0.99,326,13.607452316626034
-0.15,0.7,City anchor,130000,1.0,326,13.721397243994993
-0.15,0.7,City anchor,140000,0.5,326,10.235374102535122
-0.15,0.7,City anchor,140000,0.9,326,12.495149899984458
-0.15,0.7,City anchor,140000,0.95,326,13.018826946558736
-0.15,0.7,City anchor,140000,0.99,326,13.607452316626034
-0.15,0.7,City anchor,140000,1.0,326,13.721397243994993
-0.15,0.7,City anchor,150000,0.5,325,10.235374102535122
-0.15,0.7,City anchor,150000,0.9,325,12.398100964599546
-0.15,0.7,City anchor,150000,0.95,325,12.899640868128493
-0.15,0.7,City anchor,150000,0.99,325,13.3718072118163
-0.15,0.7,City anchor,150000,1.0,325,13.721397243994993
-0.15,0.7,City anchor,210000,0.5,323,10.219669165490286
-0.15,0.7,City anchor,210000,0.9,323,12.495149899984458
-0.15,0.7,City anchor,210000,0.95,323,13.018826946558736
-0.15,0.7,City anchor,210000,0.99,323,13.607452316626034
-0.15,0.7,City anchor,210000,1.0,323,13.721397243994993
-0.15,0.7,City anchor,220000,0.5,328,10.242555447755809
-0.15,0.7,City anchor,220000,0.9,328,12.380243944387438
-0.15,0.7,City anchor,220000,0.95,328,12.941594258479894
-0.15,0.7,City anchor,220000,0.99,328,13.607452316626034
-0.15,0.7,City anchor,220000,1.0,328,13.721397243994993
-0.15,0.7,City anchor,230000,0.5,324,10.219669165490286
-0.15,0.7,City anchor,230000,0.9,324,12.30686191224859
-0.15,0.7,City anchor,230000,0.95,324,12.658878856610523
-0.15,0.7,City anchor,230000,0.99,324,13.607452316626034
-0.15,0.7,City anchor,230000,1.0,324,13.721397243994993
-0.15,0.7,City anchor,310000,0.5,336,10.26157491175228
-0.15,0.7,City anchor,310000,0.9,336,12.478807683727755
-0.15,0.7,City anchor,310000,0.95,336,13.018826946558736
-0.15,0.7,City anchor,310000,0.99,336,13.607452316626034
-0.15,0.7,City anchor,310000,1.0,336,13.721397243994993
-0.15,0.7,City anchor,320000,0.5,324,10.260468126806831
-0.15,0.7,City anchor,320000,0.9,324,12.495149899984458
-0.15,0.7,City anchor,320000,0.95,324,13.018826946558736
-0.15,0.7,City anchor,320000,0.99,324,13.607452316626034
-0.15,0.7,City anchor,320000,1.0,324,13.721397243994993
-0.15,0.7,City anchor,330000,0.5,326,10.322685969258139
-0.15,0.7,City anchor,330000,0.9,326,12.495149899984458
-0.15,0.7,City anchor,330000,0.95,326,13.018826946558736
-0.15,0.7,City anchor,330000,0.99,326,13.607452316626034
-0.15,0.7,City anchor,330000,1.0,326,13.721397243994993
-0.15,0.7,City anchor,340000,0.5,321,10.333668785328264
-0.15,0.7,City anchor,340000,0.9,321,12.495149899984458
-0.15,0.7,City anchor,340000,0.95,321,13.018826946558736
-0.15,0.7,City anchor,340000,0.99,321,13.607452316626034
-0.15,0.7,City anchor,340000,1.0,321,13.721397243994993
-0.15,0.7,City anchor,350000,0.5,328,10.322685969258139
-0.15,0.7,City anchor,350000,0.9,328,12.495149899984458
-0.15,0.7,City anchor,350000,0.95,328,13.018826946558736
-0.15,0.7,City anchor,350000,0.99,328,13.607452316626034
-0.15,0.7,City anchor,350000,1.0,328,13.721397243994993
-0.15,0.7,City anchor,360000,0.5,326,10.32340850253972
-0.15,0.7,City anchor,360000,0.9,326,12.495149899984458
-0.15,0.7,City anchor,360000,0.95,326,13.018826946558736
-0.15,0.7,City anchor,360000,0.99,326,13.607452316626034
-0.15,0.7,City anchor,360000,1.0,326,13.721397243994993
-0.15,0.7,City anchor,370000,0.5,321,10.216518350784476
-0.15,0.7,City anchor,370000,0.9,321,12.495149899984458
-0.15,0.7,City anchor,370000,0.95,321,13.018826946558736
-0.15,0.7,City anchor,370000,0.99,321,13.607452316626034
-0.15,0.7,City anchor,370000,1.0,321,13.721397243994993
-0.15,0.7,City anchor,410000,0.5,320,10.286433486431633
-0.15,0.7,City anchor,410000,0.9,320,12.495149899984458
-0.15,0.7,City anchor,410000,0.95,320,13.018826946558736
-0.15,0.7,City anchor,410000,0.99,320,13.607452316626034
-0.15,0.7,City anchor,410000,1.0,320,13.721397243994993
-0.15,0.7,City anchor,420000,0.5,324,10.333668785328264
-0.15,0.7,City anchor,420000,0.9,324,12.495149899984458
-0.15,0.7,City anchor,420000,0.95,324,13.018826946558736
-0.15,0.7,City anchor,420000,0.99,324,13.607452316626034
-0.15,0.7,City anchor,420000,1.0,324,13.721397243994993
-0.15,0.7,City anchor,430000,0.5,323,10.342363055238435
-0.15,0.7,City anchor,430000,0.9,323,12.495149899984458
-0.15,0.7,City anchor,430000,0.95,323,13.018826946558736
-0.15,0.7,City anchor,430000,0.99,323,13.607452316626034
-0.15,0.7,City anchor,430000,1.0,323,13.721397243994993
-0.15,0.7,City anchor,440000,0.5,316,10.400604427837678
-0.15,0.7,City anchor,440000,0.9,316,12.548621410772508
-0.15,0.7,City anchor,440000,0.95,316,13.027640564696075
-0.15,0.7,City anchor,440000,0.99,316,13.607452316626034
-0.15,0.7,City anchor,440000,1.0,316,13.721397243994993
-0.15,0.7,City anchor,450000,0.5,323,10.342363055238435
-0.15,0.7,City anchor,450000,0.9,323,12.495149899984458
-0.15,0.7,City anchor,450000,0.95,323,13.018826946558736
-0.15,0.7,City anchor,450000,0.99,323,13.607452316626034
-0.15,0.7,City anchor,450000,1.0,323,13.721397243994993
-0.15,0.7,City anchor,460000,0.5,333,10.286433486431633
-0.15,0.7,City anchor,460000,0.9,333,12.478807683727755
-0.15,0.7,City anchor,460000,0.95,333,13.018826946558736
-0.15,0.7,City anchor,460000,0.99,333,13.607452316626034
-0.15,0.7,City anchor,460000,1.0,333,13.721397243994993
-0.15,0.7,City anchor,500000,0.5,336,10.269280981581307
-0.15,0.7,City anchor,500000,0.9,336,12.478807683727755
-0.15,0.7,City anchor,500000,0.95,336,13.018826946558736
-0.15,0.7,City anchor,500000,0.99,336,13.607452316626034
-0.15,0.7,City anchor,500000,1.0,336,13.721397243994993
-0.15,0.7,City anchor,510000,0.5,316,10.352349861210563
-0.15,0.7,City anchor,510000,0.9,316,12.548621410772508
-0.15,0.7,City anchor,510000,0.95,316,13.027640564696075
-0.15,0.7,City anchor,510000,0.99,316,13.607452316626034
-0.15,0.7,City anchor,510000,1.0,316,13.721397243994993
-0.15,0.7,City anchor,520000,0.5,328,10.283911813483027
-0.15,0.7,City anchor,520000,0.9,328,12.495149899984458
-0.15,0.7,City anchor,520000,0.95,328,13.018826946558736
-0.15,0.7,City anchor,520000,0.99,328,13.607452316626034
-0.15,0.7,City anchor,520000,1.0,328,13.721397243994993
-0.15,0.7,City anchor,530000,0.5,321,10.286433486431633
-0.15,0.7,City anchor,530000,0.9,321,12.495149899984458
-0.15,0.7,City anchor,530000,0.95,321,13.018826946558736
-0.15,0.7,City anchor,530000,0.99,321,13.607452316626034
-0.15,0.7,City anchor,530000,1.0,321,13.721397243994993
-0.15,0.7,City anchor,540000,0.5,330,10.245479894137599
-0.15,0.7,City anchor,540000,0.9,330,12.42039653399365
-0.15,0.7,City anchor,540000,0.95,330,12.90115324801453
-0.15,0.7,City anchor,540000,0.99,330,13.339269938403575
-0.15,0.7,City anchor,540000,1.0,330,13.699425874239758
-0.15,0.7,City anchor,610000,0.5,327,10.286433486431633
-0.15,0.7,City anchor,610000,0.9,327,12.495149899984458
-0.15,0.7,City anchor,610000,0.95,327,13.018826946558736
-0.15,0.7,City anchor,610000,0.99,327,13.607452316626034
-0.15,0.7,City anchor,610000,1.0,327,13.721397243994993
-0.15,0.7,City anchor,620000,0.5,323,10.219669165490286
-0.15,0.7,City anchor,620000,0.9,323,12.478807683727755
-0.15,0.7,City anchor,620000,0.95,323,13.018826946558736
-0.15,0.7,City anchor,620000,0.99,323,13.607452316626034
-0.15,0.7,City anchor,620000,1.0,323,13.721397243994993
-0.15,0.7,City anchor,630000,0.5,329,10.245479894137599
-0.15,0.7,City anchor,630000,0.9,329,12.417459115089645
-0.15,0.7,City anchor,630000,0.95,329,12.89682915568713
-0.15,0.7,City anchor,630000,0.99,329,13.339269938403575
-0.15,0.7,City anchor,630000,1.0,329,13.721397243994993
-0.15,0.7,City anchor,640000,0.5,332,10.25498211228728
-0.15,0.7,City anchor,640000,0.9,332,12.478807683727755
-0.15,0.7,City anchor,640000,0.95,332,13.018826946558736
-0.15,0.7,City anchor,640000,0.99,332,13.607452316626034
-0.15,0.7,City anchor,640000,1.0,332,13.721397243994993
-0.15,0.7,City anchor,650000,0.5,323,10.235374102535122
-0.15,0.7,City anchor,650000,0.9,323,12.478807683727755
-0.15,0.7,City anchor,650000,0.95,323,13.018826946558736
-0.15,0.7,City anchor,650000,0.99,323,13.607452316626034
-0.15,0.7,City anchor,650000,1.0,323,13.721397243994993
-0.15,1.0,Primary,None,0.5,337,10.168391770313011
-0.15,1.0,Primary,None,0.9,337,12.399900321509016
-0.15,1.0,Primary,None,0.95,337,12.84921190621251
-0.15,1.0,Primary,None,0.99,337,13.139977705395122
-0.15,1.0,Primary,None,1.0,337,13.559702622703075
-0.15,1.0,Primary,110000,0.5,336,10.167258307431947
-0.15,1.0,Primary,110000,0.9,336,12.399900321509016
-0.15,1.0,Primary,110000,0.95,336,12.84921190621251
-0.15,1.0,Primary,110000,0.99,336,13.139977705395122
-0.15,1.0,Primary,110000,1.0,336,13.559702622703075
-0.15,1.0,Primary,120000,0.5,336,10.167258307431947
-0.15,1.0,Primary,120000,0.9,336,12.399900321509016
-0.15,1.0,Primary,120000,0.95,336,12.84921190621251
-0.15,1.0,Primary,120000,0.99,336,13.139977705395122
-0.15,1.0,Primary,120000,1.0,336,13.559702622703075
-0.15,1.0,Primary,130000,0.5,326,10.140731861872986
-0.15,1.0,Primary,130000,0.9,326,12.418451818769881
-0.15,1.0,Primary,130000,0.95,326,12.84921190621251
-0.15,1.0,Primary,130000,0.99,326,13.139977705395122
-0.15,1.0,Primary,130000,1.0,326,13.559702622703075
-0.15,1.0,Primary,140000,0.5,326,10.140731861872986
-0.15,1.0,Primary,140000,0.9,326,12.418451818769881
-0.15,1.0,Primary,140000,0.95,326,12.84921190621251
-0.15,1.0,Primary,140000,0.99,326,13.139977705395122
-0.15,1.0,Primary,140000,1.0,326,13.559702622703075
-0.15,1.0,Primary,150000,0.5,325,10.140731861872986
-0.15,1.0,Primary,150000,0.9,325,12.36136492214943
-0.15,1.0,Primary,150000,0.95,325,12.82943593419239
-0.15,1.0,Primary,150000,0.99,325,13.125402311383262
-0.15,1.0,Primary,150000,1.0,325,13.559702622703075
-0.15,1.0,Primary,210000,0.5,323,10.126367947492309
-0.15,1.0,Primary,210000,0.9,323,12.418451818769881
-0.15,1.0,Primary,210000,0.95,323,12.84921190621251
-0.15,1.0,Primary,210000,0.99,323,13.139977705395122
-0.15,1.0,Primary,210000,1.0,323,13.559702622703075
-0.15,1.0,Primary,220000,0.5,328,10.160455921023171
-0.15,1.0,Primary,220000,0.9,328,12.28295163416333
-0.15,1.0,Primary,220000,0.95,328,12.846605179618154
-0.15,1.0,Primary,220000,0.99,328,13.139977705395122
-0.15,1.0,Primary,220000,1.0,328,13.559702622703075
-0.15,1.0,Primary,230000,0.5,324,10.126367947492309
-0.15,1.0,Primary,230000,0.9,324,12.158601190809492
-0.15,1.0,Primary,230000,0.95,324,12.52515763899289
-0.15,1.0,Primary,230000,0.99,324,12.857818597006187
-0.15,1.0,Primary,230000,1.0,324,13.42468819017586
-0.15,1.0,Primary,310000,0.5,336,10.167258307431947
-0.15,1.0,Primary,310000,0.9,336,12.399900321509016
-0.15,1.0,Primary,310000,0.95,336,12.84921190621251
-0.15,1.0,Primary,310000,0.99,336,13.139977705395122
-0.15,1.0,Primary,310000,1.0,336,13.559702622703075
-0.15,1.0,Primary,320000,0.5,324,10.166179997124791
-0.15,1.0,Primary,320000,0.9,324,12.418451818769881
-0.15,1.0,Primary,320000,0.95,324,12.84921190621251
-0.15,1.0,Primary,320000,0.99,324,13.139977705395122
-0.15,1.0,Primary,320000,1.0,324,13.559702622703075
-0.15,1.0,Primary,330000,0.5,326,10.18820060133352
-0.15,1.0,Primary,330000,0.9,326,12.418451818769881
-0.15,1.0,Primary,330000,0.95,326,12.84921190621251
-0.15,1.0,Primary,330000,0.99,326,13.139977705395122
-0.15,1.0,Primary,330000,1.0,326,13.559702622703075
-0.15,1.0,Primary,340000,0.5,321,10.194130424586167
-0.15,1.0,Primary,340000,0.9,321,12.418451818769881
-0.15,1.0,Primary,340000,0.95,321,12.84921190621251
-0.15,1.0,Primary,340000,0.99,321,13.139977705395122
-0.15,1.0,Primary,340000,1.0,321,13.559702622703075
-0.15,1.0,Primary,350000,0.5,328,10.18820060133352
-0.15,1.0,Primary,350000,0.9,328,12.418451818769881
-0.15,1.0,Primary,350000,0.95,328,12.84921190621251
-0.15,1.0,Primary,350000,0.99,328,13.139977705395122
-0.15,1.0,Primary,350000,1.0,328,13.559702622703075
-0.15,1.0,Primary,360000,0.5,326,10.192824862717131
-0.15,1.0,Primary,360000,0.9,326,12.418451818769881
-0.15,1.0,Primary,360000,0.95,326,12.84921190621251
-0.15,1.0,Primary,360000,0.99,326,13.139977705395122
-0.15,1.0,Primary,360000,1.0,326,13.559702622703075
-0.15,1.0,Primary,370000,0.5,321,10.096253272721167
-0.15,1.0,Primary,370000,0.9,321,12.418451818769881
-0.15,1.0,Primary,370000,0.95,321,12.84921190621251
-0.15,1.0,Primary,370000,0.99,321,13.139977705395122
-0.15,1.0,Primary,370000,1.0,321,13.559702622703075
-0.15,1.0,Primary,410000,0.5,320,10.168391770313011
-0.15,1.0,Primary,410000,0.9,320,12.418451818769881
