gamma,spectral_scale,spatial,left_out_province,coverage,n,threshold_density_increase_pct
-0.25,1.0,Primary,530000,0.95,321,12.711810875607132
-0.25,1.0,Primary,530000,0.99,321,12.893417602577761
-0.25,1.0,Primary,530000,1.0,321,13.138710178384061
-0.25,1.0,Primary,540000,0.5,330,10.99641319122715
-0.25,1.0,Primary,540000,0.9,330,12.386221553479636
-0.25,1.0,Primary,540000,0.95,330,12.68913680338295
-0.25,1.0,Primary,540000,0.99,330,12.893417602577761
-0.25,1.0,Primary,540000,1.0,330,13.138710178384061
-0.25,1.0,Primary,610000,0.5,327,11.01177818383412
-0.25,1.0,Primary,610000,0.9,327,12.447301658769483
-0.25,1.0,Primary,610000,0.95,327,12.711810875607132
-0.25,1.0,Primary,610000,0.99,327,12.893417602577761
-0.25,1.0,Primary,610000,1.0,327,13.138710178384061
-0.25,1.0,Primary,620000,0.5,323,10.989586953199337
-0.25,1.0,Primary,620000,0.9,323,12.447301658769483
-0.25,1.0,Primary,620000,0.95,323,12.711810875607132
-0.25,1.0,Primary,620000,0.99,323,12.893417602577761
-0.25,1.0,Primary,620000,1.0,323,13.138710178384061
-0.25,1.0,Primary,630000,0.5,329,10.99641319122715
-0.25,1.0,Primary,630000,0.9,329,12.384263712504872
-0.25,1.0,Primary,630000,0.95,329,12.68913680338295
-0.25,1.0,Primary,630000,0.99,329,12.893417602577761
-0.25,1.0,Primary,630000,1.0,329,13.138710178384061
-0.25,1.0,Primary,640000,0.5,332,11.005974774563398
-0.25,1.0,Primary,640000,0.9,332,12.440723164326805
-0.25,1.0,Primary,640000,0.95,332,12.711810875607132
-0.25,1.0,Primary,640000,0.99,332,12.893417602577761
-0.25,1.0,Primary,640000,1.0,332,13.138710178384061
-0.25,1.0,Primary,650000,0.5,323,10.989586953199337
-0.25,1.0,Primary,650000,0.9,323,12.447301658769483
-0.25,1.0,Primary,650000,0.95,323,12.711810875607132
-0.25,1.0,Primary,650000,0.99,323,12.893417602577761
-0.25,1.0,Primary,650000,1.0,323,13.138710178384061
-0.25,1.0,City anchor,None,0.5,337,11.013490701099183
-0.25,1.0,City anchor,None,0.9,337,12.412876457861222
-0.25,1.0,City anchor,None,0.95,337,12.755940512072783
-0.25,1.0,City anchor,None,0.99,337,13.03071953484567
-0.25,1.0,City anchor,None,1.0,337,13.26329584816186
-0.25,1.0,City anchor,110000,0.5,336,11.01113292294944
-0.25,1.0,City anchor,110000,0.9,336,12.412876457861222
-0.25,1.0,City anchor,110000,0.95,336,12.755940512072783
-0.25,1.0,City anchor,110000,0.99,336,13.03071953484567
-0.25,1.0,City anchor,110000,1.0,336,13.26329584816186
-0.25,1.0,City anchor,120000,0.5,336,11.01113292294944
-0.25,1.0,City anchor,120000,0.9,336,12.412876457861222
-0.25,1.0,City anchor,120000,0.95,336,12.755940512072783
-0.25,1.0,City anchor,120000,0.99,336,13.03071953484567
-0.25,1.0,City anchor,120000,1.0,336,13.26329584816186
-0.25,1.0,City anchor,130000,0.5,326,10.997660694247813
-0.25,1.0,City anchor,130000,0.9,326,12.444368879945355
-0.25,1.0,City anchor,130000,0.95,326,12.755940512072783
-0.25,1.0,City anchor,130000,0.99,326,13.03071953484567
-0.25,1.0,City anchor,130000,1.0,326,13.26329584816186
-0.25,1.0,City anchor,140000,0.5,326,10.997660694247813
-0.25,1.0,City anchor,140000,0.9,326,12.444368879945355
-0.25,1.0,City anchor,140000,0.95,326,12.755940512072783
-0.25,1.0,City anchor,140000,0.99,326,13.03071953484567
-0.25,1.0,City anchor,140000,1.0,326,13.26329584816186
-0.25,1.0,City anchor,150000,0.5,325,10.997660694247813
-0.25,1.0,City anchor,150000,0.9,325,12.336130064951112
-0.25,1.0,City anchor,150000,0.95,325,12.748848187889127
-0.25,1.0,City anchor,150000,0.99,325,13.015152405514252
-0.25,1.0,City anchor,150000,1.0,325,13.26329584816186
-0.25,1.0,City anchor,210000,0.5,323,10.97647899646641
-0.25,1.0,City anchor,210000,0.9,323,12.444368879945355
-0.25,1.0,City anchor,210000,0.95,323,12.755940512072783
-0.25,1.0,City anchor,210000,0.99,323,13.03071953484567
-0.25,1.0,City anchor,210000,1.0,323,13.26329584816186
-0.25,1.0,City anchor,220000,0.5,328,10.999485197073856
-0.25,1.0,City anchor,220000,0.9,328,12.336130064951112
-0.25,1.0,City anchor,220000,0.95,328,12.748848187889127
-0.25,1.0,City anchor,220000,0.99,328,13.03071953484567
-0.25,1.0,City anchor,220000,1.0,328,13.26329584816186
-0.25,1.0,City anchor,230000,0.5,324,10.97647899646641
-0.25,1.0,City anchor,230000,0.9,324,12.298957050478275
-0.25,1.0,City anchor,230000,0.95,324,12.492254706449412
-0.25,1.0,City anchor,230000,0.99,324,13.03071953484567
-0.25,1.0,City anchor,230000,1.0,324,13.26329584816186
-0.25,1.0,City anchor,310000,0.5,336,11.013490701099183
-0.25,1.0,City anchor,310000,0.9,336,12.412876457861222
-0.25,1.0,City anchor,310000,0.95,336,12.755940512072783
-0.25,1.0,City anchor,310000,0.99,336,13.03071953484567
-0.25,1.0,City anchor,310000,1.0,336,13.26329584816186
-0.25,1.0,City anchor,320000,0.5,324,11.007795258441021
-0.25,1.0,City anchor,320000,0.9,324,12.444368879945355
-0.25,1.0,City anchor,320000,0.95,324,12.755940512072783
-0.25,1.0,City anchor,320000,0.99,324,13.03071953484567
-0.25,1.0,City anchor,320000,1.0,324,13.26329584816186
-0.25,1.0,City anchor,330000,0.5,326,11.071233392649482
-0.25,1.0,City anchor,330000,0.9,326,12.444368879945355
-0.25,1.0,City anchor,330000,0.95,326,12.755940512072783
-0.25,1.0,City anchor,330000,0.99,326,13.03071953484567
-0.25,1.0,City anchor,330000,1.0,326,13.26329584816186
-0.25,1.0,City anchor,340000,0.5,321,11.071869155513614
-0.25,1.0,City anchor,340000,0.9,321,12.444368879945355
-0.25,1.0,City anchor,340000,0.95,321,12.755940512072783
-0.25,1.0,City anchor,340000,0.99,321,13.03071953484567
-0.25,1.0,City anchor,340000,1.0,321,13.26329584816186
-0.25,1.0,City anchor,350000,0.5,328,11.071233392649482
-0.25,1.0,City anchor,350000,0.9,328,12.444368879945355
-0.25,1.0,City anchor,350000,0.95,328,12.755940512072783
-0.25,1.0,City anchor,350000,0.99,328,13.03071953484567
-0.25,1.0,City anchor,350000,1.0,328,13.26329584816186
-0.25,1.0,City anchor,360000,0.5,326,11.07131075070753
-0.25,1.0,City anchor,360000,0.9,326,12.444368879945355
-0.25,1.0,City anchor,360000,0.95,326,12.755940512072783
-0.25,1.0,City anchor,360000,0.99,326,13.03071953484567
-0.25,1.0,City anchor,360000,1.0,326,13.26329584816186
-0.25,1.0,City anchor,370000,0.5,321,10.970237511128978
-0.25,1.0,City anchor,370000,0.9,321,12.444368879945355
-0.25,1.0,City anchor,370000,0.95,321,12.755940512072783
-0.25,1.0,City anchor,370000,0.99,321,13.03071953484567
-0.25,1.0,City anchor,370000,1.0,321,13.26329584816186
-0.25,1.0,City anchor,410000,0.5,320,11.00508494575607
-0.25,1.0,City anchor,410000,0.9,320,12.444368879945355
-0.25,1.0,City anchor,410000,0.95,320,12.755940512072783
-0.25,1.0,City anchor,410000,0.99,320,13.03071953484567
-0.25,1.0,City anchor,410000,1.0,320,13.26329584816186
-0.25,1.0,City anchor,420000,0.5,324,11.071869155513614
-0.25,1.0,City anchor,420000,0.9,324,12.444368879945355
-0.25,1.0,City anchor,420000,0.95,324,12.755940512072783
-0.25,1.0,City anchor,420000,0.99,324,13.03071953484567
-0.25,1.0,City anchor,420000,1.0,324,13.26329584816186
-0.25,1.0,City anchor,430000,0.5,323,11.073240739433231
-0.25,1.0,City anchor,430000,0.9,323,12.444368879945355
-0.25,1.0,City anchor,430000,0.95,323,12.755940512072783
-0.25,1.0,City anchor,430000,0.99,323,13.03071953484567
-0.25,1.0,City anchor,430000,1.0,323,13.26329584816186
-0.25,1.0,City anchor,440000,0.5,316,11.118936438165283
-0.25,1.0,City anchor,440000,0.9,316,12.444774897922484
-0.25,1.0,City anchor,440000,0.95,316,12.759776851823169
-0.25,1.0,City anchor,440000,0.99,316,13.03071953484567
-0.25,1.0,City anchor,440000,1.0,316,13.26329584816186
-0.25,1.0,City anchor,450000,0.5,323,11.073240739433231
-0.25,1.0,City anchor,450000,0.9,323,12.444368879945355
-0.25,1.0,City anchor,450000,0.95,323,12.755940512072783
-0.25,1.0,City anchor,450000,0.99,323,13.03071953484567
-0.25,1.0,City anchor,450000,1.0,323,13.26329584816186
-0.25,1.0,City anchor,460000,0.5,333,11.031348888263825
-0.25,1.0,City anchor,460000,0.9,333,12.412876457861222
-0.25,1.0,City anchor,460000,0.95,333,12.755940512072783
-0.25,1.0,City anchor,460000,0.99,333,13.03071953484567
-0.25,1.0,City anchor,460000,1.0,333,13.26329584816186
-0.25,1.0,City anchor,500000,0.5,336,11.013490701099183
-0.25,1.0,City anchor,500000,0.9,336,12.412876457861222
-0.25,1.0,City anchor,500000,0.95,336,12.755940512072783
-0.25,1.0,City anchor,500000,0.99,336,13.03071953484567
-0.25,1.0,City anchor,500000,1.0,336,13.26329584816186
-0.25,1.0,City anchor,510000,0.5,316,11.07609900145019
-0.25,1.0,City anchor,510000,0.9,316,12.444774897922484
-0.25,1.0,City anchor,510000,0.95,316,12.759776851823169
-0.25,1.0,City anchor,510000,0.99,316,13.03071953484567
-0.25,1.0,City anchor,510000,1.0,316,13.26329584816186
-0.25,1.0,City anchor,520000,0.5,328,11.071233392649482
-0.25,1.0,City anchor,520000,0.9,328,12.444368879945355
-0.25,1.0,City anchor,520000,0.95,328,12.755940512072783
-0.25,1.0,City anchor,520000,0.99,328,13.03071953484567
-0.25,1.0,City anchor,520000,1.0,328,13.26329584816186
-0.25,1.0,City anchor,530000,0.5,321,11.071233392649482
-0.25,1.0,City anchor,530000,0.9,321,12.444368879945355
-0.25,1.0,City anchor,530000,0.95,321,12.755940512072783
-0.25,1.0,City anchor,530000,0.99,321,13.03071953484567
-0.25,1.0,City anchor,530000,1.0,321,13.26329584816186
-0.25,1.0,City anchor,540000,0.5,330,11.003232673392983
-0.25,1.0,City anchor,540000,0.9,330,12.398043934989044
-0.25,1.0,City anchor,540000,0.95,330,12.748848187889127
-0.25,1.0,City anchor,540000,0.99,330,12.903690549389912
-0.25,1.0,City anchor,540000,1.0,330,13.13466890262851
-0.25,1.0,City anchor,610000,0.5,327,11.030873529902152
-0.25,1.0,City anchor,610000,0.9,327,12.444368879945355
-0.25,1.0,City anchor,610000,0.95,327,12.755940512072783
-0.25,1.0,City anchor,610000,0.99,327,13.03071953484567
-0.25,1.0,City anchor,610000,1.0,327,13.26329584816186
-0.25,1.0,City anchor,620000,0.5,323,10.97647899646641
-0.25,1.0,City anchor,620000,0.9,323,12.412876457861222
-0.25,1.0,City anchor,620000,0.95,323,12.755940512072783
-0.25,1.0,City anchor,620000,0.99,323,13.03071953484567
-0.25,1.0,City anchor,620000,1.0,323,13.26329584816186
-0.25,1.0,City anchor,630000,0.5,329,11.003232673392983
-0.25,1.0,City anchor,630000,0.9,329,12.388960241804936
-0.25,1.0,City anchor,630000,0.95,329,12.72051883854135
-0.25,1.0,City anchor,630000,0.99,329,13.015152405514252
-0.25,1.0,City anchor,630000,1.0,329,13.26329584816186
-0.25,1.0,City anchor,640000,0.5,332,11.00508494575607
-0.25,1.0,City anchor,640000,0.9,332,12.412876457861222
-0.25,1.0,City anchor,640000,0.95,332,12.755940512072783
-0.25,1.0,City anchor,640000,0.99,332,13.03071953484567
-0.25,1.0,City anchor,640000,1.0,332,13.26329584816186
-0.25,1.0,City anchor,650000,0.5,323,10.97647899646641
-0.25,1.0,City anchor,650000,0.9,323,12.412876457861222
-0.25,1.0,City anchor,650000,0.95,323,12.755940512072783
-0.25,1.0,City anchor,650000,0.99,323,13.03071953484567
-0.25,1.0,City anchor,650000,1.0,323,13.26329584816186
-0.25,1.3,Primary,None,0.5,337,10.887328679291542
-0.25,1.3,Primary,None,0.9,337,12.382570746164179
-0.25,1.3,Primary,None,0.95,337,12.682500542479103
-0.25,1.3,Primary,None,0.99,337,12.894789758092973
-0.25,1.3,Primary,None,1.0,337,13.164851129287026
-0.25,1.3,Primary,110000,0.5,336,10.882309793009327
-0.25,1.3,Primary,110000,0.9,336,12.382570746164179
-0.25,1.3,Primary,110000,0.95,336,12.682500542479103
-0.25,1.3,Primary,110000,0.99,336,12.894789758092973
-0.25,1.3,Primary,110000,1.0,336,13.164851129287026
-0.25,1.3,Primary,120000,0.5,336,10.882309793009327
-0.25,1.3,Primary,120000,0.9,336,12.382570746164179
-0.25,1.3,Primary,120000,0.95,336,12.682500542479103
-0.25,1.3,Primary,120000,0.99,336,12.894789758092973
-0.25,1.3,Primary,120000,1.0,336,13.164851129287026
-0.25,1.3,Primary,130000,0.5,326,10.870095051440876
-0.25,1.3,Primary,130000,0.9,326,12.386995006608048
-0.25,1.3,Primary,130000,0.95,326,12.682500542479103
-0.25,1.3,Primary,130000,0.99,326,12.894789758092973
-0.25,1.3,Primary,130000,1.0,326,13.164851129287026
-0.25,1.3,Primary,140000,0.5,326,10.870095051440876
-0.25,1.3,Primary,140000,0.9,326,12.386995006608048
-0.25,1.3,Primary,140000,0.95,326,12.682500542479103
-0.25,1.3,Primary,140000,0.99,326,12.894789758092973
-0.25,1.3,Primary,140000,1.0,326,13.164851129287026
-0.25,1.3,Primary,150000,0.5,325,10.870095051440876
-0.25,1.3,Primary,150000,0.9,325,12.328397208851193
-0.25,1.3,Primary,150000,0.95,325,12.656691971985978
-0.25,1.3,Primary,150000,0.99,325,12.826901046689688
-0.25,1.3,Primary,150000,1.0,325,13.164851129287026
-0.25,1.3,Primary,210000,0.5,323,10.870034346651014
-0.25,1.3,Primary,210000,0.9,323,12.386995006608048
-0.25,1.3,Primary,210000,0.95,323,12.682500542479103
-0.25,1.3,Primary,210000,0.99,323,12.894789758092973
-0.25,1.3,Primary,210000,1.0,323,13.164851129287026
-0.25,1.3,Primary,220000,0.5,328,10.879129099433937
-0.25,1.3,Primary,220000,0.9,328,12.280433221017084
-0.25,1.3,Primary,220000,0.95,328,12.656691971985978
-0.25,1.3,Primary,220000,0.99,328,12.894789758092973
-0.25,1.3,Primary,220000,1.0,328,13.164851129287026
-0.25,1.3,Primary,230000,0.5,324,10.870034346651014
-0.25,1.3,Primary,230000,0.9,324,12.238841007648272
-0.25,1.3,Primary,230000,0.95,324,12.419740774252453
-0.25,1.3,Primary,230000,0.99,324,12.721331606127539
-0.25,1.3,Primary,230000,1.0,324,13.04339856811383
-0.25,1.3,Primary,310000,0.5,336,10.887328679291542
-0.25,1.3,Primary,310000,0.9,336,12.382570746164179
-0.25,1.3,Primary,310000,0.95,336,12.682500542479103
-0.25,1.3,Primary,310000,0.99,336,12.894789758092973
-0.25,1.3,Primary,310000,1.0,336,13.164851129287026
-0.25,1.3,Primary,320000,0.5,324,10.881241952641618
-0.25,1.3,Primary,320000,0.9,324,12.386995006608048
-0.25,1.3,Primary,320000,0.95,324,12.682500542479103
-0.25,1.3,Primary,320000,0.99,324,12.894789758092973
-0.25,1.3,Primary,320000,1.0,324,13.164851129287026
-0.25,1.3,Primary,330000,0.5,326,10.905960026149298
-0.25,1.3,Primary,330000,0.9,326,12.386995006608048
-0.25,1.3,Primary,330000,0.95,326,12.682500542479103
-0.25,1.3,Primary,330000,0.99,326,12.894789758092973
-0.25,1.3,Primary,330000,1.0,326,13.164851129287026
-0.25,1.3,Primary,340000,0.5,321,10.917133157734149
-0.25,1.3,Primary,340000,0.9,321,12.386995006608048
-0.25,1.3,Primary,340000,0.95,321,12.682500542479103
-0.25,1.3,Primary,340000,0.99,321,12.894789758092973
-0.25,1.3,Primary,340000,1.0,321,13.164851129287026
-0.25,1.3,Primary,350000,0.5,328,10.905960026149298
-0.25,1.3,Primary,350000,0.9,328,12.386995006608048
-0.25,1.3,Primary,350000,0.95,328,12.682500542479103
-0.25,1.3,Primary,350000,0.99,328,12.894789758092973
-0.25,1.3,Primary,350000,1.0,328,13.164851129287026
-0.25,1.3,Primary,360000,0.5,326,10.915547884440645
-0.25,1.3,Primary,360000,0.9,326,12.386995006608048
-0.25,1.3,Primary,360000,0.95,326,12.682500542479103
-0.25,1.3,Primary,360000,0.99,326,12.894789758092973
-0.25,1.3,Primary,360000,1.0,326,13.164851129287026
-0.25,1.3,Primary,370000,0.5,321,10.861413467135272
-0.25,1.3,Primary,370000,0.9,321,12.386995006608048
-0.25,1.3,Primary,370000,0.95,321,12.682500542479103
-0.25,1.3,Primary,370000,0.99,321,12.894789758092973
-0.25,1.3,Primary,370000,1.0,321,13.164851129287026
-0.25,1.3,Primary,410000,0.5,320,10.881241952641618
-0.25,1.3,Primary,410000,0.9,320,12.386995006608048
-0.25,1.3,Primary,410000,0.95,320,12.682500542479103
-0.25,1.3,Primary,410000,0.99,320,12.894789758092973
-0.25,1.3,Primary,410000,1.0,320,13.164851129287026
-0.25,1.3,Primary,420000,0.5,324,10.917133157734149
-0.25,1.3,Primary,420000,0.9,324,12.386995006608048
-0.25,1.3,Primary,420000,0.95,324,12.682500542479103
-0.25,1.3,Primary,420000,0.99,324,12.894789758092973
-0.25,1.3,Primary,420000,1.0,324,13.164851129287026
-0.25,1.3,Primary,430000,0.5,323,10.933444715085194
-0.25,1.3,Primary,430000,0.9,323,12.386995006608048
-0.25,1.3,Primary,430000,0.95,323,12.682500542479103
-0.25,1.3,Primary,430000,0.99,323,12.894789758092973
-0.25,1.3,Primary,430000,1.0,323,13.164851129287026
-0.25,1.3,Primary,440000,0.5,316,10.95610864369525
-0.25,1.3,Primary,440000,0.9,316,12.393019984490895
-0.25,1.3,Primary,440000,0.95,316,12.683471879681974
-0.25,1.3,Primary,440000,0.99,316,12.894789758092973
-0.25,1.3,Primary,440000,1.0,316,13.164851129287026
-0.25,1.3,Primary,450000,0.5,323,10.933444715085194
-0.25,1.3,Primary,450000,0.9,323,12.386995006608048
-0.25,1.3,Primary,450000,0.95,323,12.682500542479103
-0.25,1.3,Primary,450000,0.99,323,12.894789758092973
-0.25,1.3,Primary,450000,1.0,323,13.164851129287026
-0.25,1.3,Primary,460000,0.5,333,10.896599743511004
-0.25,1.3,Primary,460000,0.9,333,12.382570746164179
-0.25,1.3,Primary,460000,0.95,333,12.682500542479103
-0.25,1.3,Primary,460000,0.99,333,12.894789758092973
-0.25,1.3,Primary,460000,1.0,333,13.164851129287026
-0.25,1.3,Primary,500000,0.5,336,10.887328679291542
-0.25,1.3,Primary,500000,0.9,336,12.382570746164179
-0.25,1.3,Primary,500000,0.95,336,12.682500542479103
-0.25,1.3,Primary,500000,0.99,336,12.894789758092973
-0.25,1.3,Primary,500000,1.0,336,13.164851129287026
-0.25,1.3,Primary,510000,0.5,316,10.936940480042034
-0.25,1.3,Primary,510000,0.9,316,12.393019984490895
-0.25,1.3,Primary,510000,0.95,316,12.683471879681974
-0.25,1.3,Primary,510000,0.99,316,12.894789758092973
-0.25,1.3,Primary,510000,1.0,316,13.164851129287026
-0.25,1.3,Primary,520000,0.5,328,10.905960026149298
-0.25,1.3,Primary,520000,0.9,328,12.386995006608048
-0.25,1.3,Primary,520000,0.95,328,12.682500542479103
-0.25,1.3,Primary,520000,0.99,328,12.894789758092973
-0.25,1.3,Primary,520000,1.0,328,13.164851129287026
-0.25,1.3,Primary,530000,0.5,321,10.917133157734149
-0.25,1.3,Primary,530000,0.9,321,12.386995006608048
-0.25,1.3,Primary,530000,0.95,321,12.682500542479103
-0.25,1.3,Primary,530000,0.99,321,12.894789758092973
-0.25,1.3,Primary,530000,1.0,321,13.164851129287026
-0.25,1.3,Primary,540000,0.5,330,10.8793048972323
-0.25,1.3,Primary,540000,0.9,330,12.331306902010276
-0.25,1.3,Primary,540000,0.95,330,12.660652042578002
-0.25,1.3,Primary,540000,0.99,330,12.894789758092973
-0.25,1.3,Primary,540000,1.0,330,13.164851129287026
-0.25,1.3,Primary,610000,0.5,327,10.887328679291542
-0.25,1.3,Primary,610000,0.9,327,12.386995006608048
-0.25,1.3,Primary,610000,0.95,327,12.682500542479103
-0.25,1.3,Primary,610000,0.99,327,12.894789758092973
-0.25,1.3,Primary,610000,1.0,327,13.164851129287026
-0.25,1.3,Primary,620000,0.5,323,10.870034346651014
-0.25,1.3,Primary,620000,0.9,323,12.386995006608048
-0.25,1.3,Primary,620000,0.95,323,12.682500542479103
-0.25,1.3,Primary,620000,0.99,323,12.894789758092973
-0.25,1.3,Primary,620000,1.0,323,13.164851129287026
-0.25,1.3,Primary,630000,0.5,329,10.8793048972323
-0.25,1.3,Primary,630000,0.9,329,12.32726869155596
-0.25,1.3,Primary,630000,0.95,329,12.656691971985978
-0.25,1.3,Primary,630000,0.99,329,12.894789758092973
-0.25,1.3,Primary,630000,1.0,329,13.164851129287026
-0.25,1.3,Primary,640000,0.5,332,10.881241952641618
-0.25,1.3,Primary,640000,0.9,332,12.382570746164179
-0.25,1.3,Primary,640000,0.95,332,12.682500542479103
-0.25,1.3,Primary,640000,0.99,332,12.894789758092973
-0.25,1.3,Primary,640000,1.0,332,13.164851129287026
-0.25,1.3,Primary,650000,0.5,323,10.870034346651014
-0.25,1.3,Primary,650000,0.9,323,12.386995006608048
-0.25,1.3,Primary,650000,0.95,323,12.682500542479103
-0.25,1.3,Primary,650000,0.99,323,12.894789758092973
-0.25,1.3,Primary,650000,1.0,323,13.164851129287026
-0.25,1.3,City anchor,None,0.5,337,10.895420351603914
-0.25,1.3,City anchor,None,0.9,337,12.354079719797584
-0.25,1.3,City anchor,None,0.95,337,12.73381561453073
-0.25,1.3,City anchor,None,0.99,337,13.019898618398695
-0.25,1.3,City anchor,None,1.0,337,13.238875988645994
-0.25,1.3,City anchor,110000,0.5,336,10.892759037559507
-0.25,1.3,City anchor,110000,0.9,336,12.354079719797584
-0.25,1.3,City anchor,110000,0.95,336,12.73381561453073
-0.25,1.3,City anchor,110000,0.99,336,13.019898618398695
-0.25,1.3,City anchor,110000,1.0,336,13.238875988645994
-0.25,1.3,City anchor,120000,0.5,336,10.892759037559507
-0.25,1.3,City anchor,120000,0.9,336,12.354079719797584
-0.25,1.3,City anchor,120000,0.95,336,12.73381561453073
-0.25,1.3,City anchor,120000,0.99,336,13.019898618398695
-0.25,1.3,City anchor,120000,1.0,336,13.238875988645994
-0.25,1.3,City anchor,130000,0.5,326,10.86520626660148
-0.25,1.3,City anchor,130000,0.9,326,12.357624526354138
-0.25,1.3,City anchor,130000,0.95,326,12.73381561453073
-0.25,1.3,City anchor,130000,0.99,326,13.019898618398695
-0.25,1.3,City anchor,130000,1.0,326,13.238875988645994
-0.25,1.3,City anchor,140000,0.5,326,10.86520626660148
-0.25,1.3,City anchor,140000,0.9,326,12.357624526354138
-0.25,1.3,City anchor,140000,0.95,326,12.73381561453073
-0.25,1.3,City anchor,140000,0.99,326,13.019898618398695
-0.25,1.3,City anchor,140000,1.0,326,13.238875988645994
-0.25,1.3,City anchor,150000,0.5,325,10.86520626660148
-0.25,1.3,City anchor,150000,0.9,325,12.279132248106084
-0.25,1.3,City anchor,150000,0.95,325,12.723708928870892
-0.25,1.3,City anchor,150000,0.99,325,12.978118718076793
-0.25,1.3,City anchor,150000,1.0,325,13.238875988645994
-0.25,1.3,City anchor,210000,0.5,323,10.84996174235151
-0.25,1.3,City anchor,210000,0.9,323,12.357624526354138
-0.25,1.3,City anchor,210000,0.95,323,12.73381561453073
-0.25,1.3,City anchor,210000,0.99,323,13.019898618398695
-0.25,1.3,City anchor,210000,1.0,323,13.238875988645994
-0.25,1.3,City anchor,220000,0.5,328,10.865927822518362
-0.25,1.3,City anchor,220000,0.9,328,12.279132248106084
-0.25,1.3,City anchor,220000,0.95,328,12.723708928870892
-0.25,1.3,City anchor,220000,0.99,328,13.019898618398695
-0.25,1.3,City anchor,220000,1.0,328,13.238875988645994
-0.25,1.3,City anchor,230000,0.5,324,10.84996174235151
-0.25,1.3,City anchor,230000,0.9,324,12.230424396820293
-0.25,1.3,City anchor,230000,0.95,324,12.453386084024466
-0.25,1.3,City anchor,230000,0.99,324,12.978118718076793
-0.25,1.3,City anchor,230000,1.0,324,13.238875988645994
-0.25,1.3,City anchor,310000,0.5,336,10.895420351603914
-0.25,1.3,City anchor,310000,0.9,336,12.354079719797584
-0.25,1.3,City anchor,310000,0.95,336,12.73381561453073
-0.25,1.3,City anchor,310000,0.99,336,13.019898618398695
-0.25,1.3,City anchor,310000,1.0,336,13.238875988645994
-0.25,1.3,City anchor,320000,0.5,324,10.886392013239288
-0.25,1.3,City anchor,320000,0.9,324,12.357624526354138
-0.25,1.3,City anchor,320000,0.95,324,12.73381561453073
-0.25,1.3,City anchor,320000,0.99,324,13.019898618398695
-0.25,1.3,City anchor,320000,1.0,324,13.238875988645994
-0.25,1.3,City anchor,330000,0.5,326,10.951054739546805
-0.25,1.3,City anchor,330000,0.9,326,12.357624526354138
-0.25,1.3,City anchor,330000,0.95,326,12.73381561453073
-0.25,1.3,City anchor,330000,0.99,326,13.019898618398695
-0.25,1.3,City anchor,330000,1.0,326,13.238875988645994
-0.25,1.3,City anchor,340000,0.5,321,10.953893326603946
-0.25,1.3,City anchor,340000,0.9,321,12.357624526354138
-0.25,1.3,City anchor,340000,0.95,321,12.73381561453073
-0.25,1.3,City anchor,340000,0.99,321,13.019898618398695
-0.25,1.3,City anchor,340000,1.0,321,13.238875988645994
-0.25,1.3,City anchor,350000,0.5,328,10.951054739546805
-0.25,1.3,City anchor,350000,0.9,328,12.357624526354138
-0.25,1.3,City anchor,350000,0.95,328,12.73381561453073
-0.25,1.3,City anchor,350000,0.99,328,13.019898618398695
-0.25,1.3,City anchor,350000,1.0,328,13.238875988645994
-0.25,1.3,City anchor,360000,0.5,326,10.9514962490739
-0.25,1.3,City anchor,360000,0.9,326,12.357624526354138
-0.25,1.3,City anchor,360000,0.95,326,12.73381561453073
-0.25,1.3,City anchor,360000,0.99,326,13.019898618398695
-0.25,1.3,City anchor,360000,1.0,326,13.238875988645994
-0.25,1.3,City anchor,370000,0.5,321,10.844683746873951
-0.25,1.3,City anchor,370000,0.9,321,12.357624526354138
-0.25,1.3,City anchor,370000,0.95,321,12.73381561453073
-0.25,1.3,City anchor,370000,0.99,321,13.019898618398695
-0.25,1.3,City anchor,370000,1.0,321,13.238875988645994
-0.25,1.3,City anchor,410000,0.5,320,10.88170178739174
-0.25,1.3,City anchor,410000,0.9,320,12.357624526354138
-0.25,1.3,City anchor,410000,0.95,320,12.73381561453073
-0.25,1.3,City anchor,410000,0.99,320,13.019898618398695
-0.25,1.3,City anchor,410000,1.0,320,13.238875988645994
-0.25,1.3,City anchor,420000,0.5,324,10.952675713979797
-0.25,1.3,City anchor,420000,0.9,324,12.357624526354138
-0.25,1.3,City anchor,420000,0.95,324,12.73381561453073
-0.25,1.3,City anchor,420000,0.99,324,13.019898618398695
-0.25,1.3,City anchor,420000,1.0,324,13.238875988645994
-0.25,1.3,City anchor,430000,0.5,323,10.953893326603946
-0.25,1.3,City anchor,430000,0.9,323,12.357624526354138
-0.25,1.3,City anchor,430000,0.95,323,12.73381561453073
-0.25,1.3,City anchor,430000,0.99,323,13.019898618398695
-0.25,1.3,City anchor,430000,1.0,323,13.238875988645994
-0.25,1.3,City anchor,440000,0.5,316,10.995833660517551
-0.25,1.3,City anchor,440000,0.9,316,12.383338439706538
-0.25,1.3,City anchor,440000,0.95,316,12.736257129187734
-0.25,1.3,City anchor,440000,0.99,316,13.019898618398695
-0.25,1.3,City anchor,440000,1.0,316,13.238875988645994
-0.25,1.3,City anchor,450000,0.5,323,10.953893326603946
-0.25,1.3,City anchor,450000,0.9,323,12.357624526354138
-0.25,1.3,City anchor,450000,0.95,323,12.73381561453073
-0.25,1.3,City anchor,450000,0.99,323,13.019898618398695
